target_vf,vpc_row,vpc_ref,rho_row,rho_ref,r_unit,vox_per_strut,C11,C12,C44_xy,C33,C44_yz,E100_row_MPa,E100_ref_interp_MPa,drift_pct,zener,axial_aniso_pct,shear_aniso_pct,cubic,ndof_active,cg_iters,solve_ms,peak_rss_mb,converged,validated
0.080,48,64,0.07726,0.08606,0.059839,5.745,51.2160,36.8961,5.8569,51.2160,5.8569,20.3163,25.9590,-21.737,0.8180,0.000,0.000,1,39564,140,1392,2760.4,1,0
0.100,48,64,0.09375,0.10400,0.066699,6.403,69.5508,44.6326,8.7574,69.5508,8.7574,34.6584,33.9252,+2.161,0.7029,0.000,0.000,1,45828,136,1518,2760.4,1,1
0.150,48,64,0.15191,0.15601,0.080012,7.681,144.1969,73.4013,23.9669,144.1969,23.9669,94.6766,93.5103,+1.247,0.6771,0.000,0.000,1,67356,139,1589,2760.4,1,1
0.200,48,64,0.20660,0.20032,0.098271,9.434,234.3606,102.4685,45.4661,234.3606,45.4661,172.0157,177.7054,-3.202,0.6894,0.000,0.000,1,87444,142,2406,2760.4,1,0
0.300,48,64,0.30469,0.30139,0.126295,12.124,470.5138,159.9250,104.8460,470.5138,104.8460,389.3767,388.6845,+0.178,0.6751,0.000,0.000,1,120852,149,2972,2760.4,1,1
0.400,48,64,0.39149,0.39514,0.150592,14.457,734.2983,229.6667,177.5998,734.2983,177.5998,624.8612,621.2789,+0.577,0.7039,0.000,0.000,1,149796,149,3462,2760.4,1,1
0.500,48,64,0.50521,0.50208,0.177695,17.059,1157.2768,376.2459,314.8977,1157.2768,314.8977,972.6549,977.6324,-0.509,0.8064,0.000,0.000,1,187470,152,4263,2760.4,1,1
0.600,48,64,0.60764,0.60077,0.204920,19.672,1638.2366,576.4350,473.0362,1638.2366,473.0362,1338.1674,1302.5689,+2.733,0.8910,0.000,0.000,1,218574,151,4529,2760.4,1,0
