target_vf,vpc_row,vpc_ref,rho_row,rho_ref,r_unit,vox_per_strut,C11,C12,C44_xy,C33,C44_yz,E100_row_MPa,E100_ref_interp_MPa,drift_pct,zener,axial_aniso_pct,shear_aniso_pct,cubic,ndof_active,cg_iters,solve_ms,peak_rss_mb,converged,validated
0.080,48,64,0.06655,0.07861,0.061332,5.888,36.4377,30.8178,8.2156,36.4377,8.2156,8.1950,11.4507,-28.432,2.9238,0.000,0.000,1,36168,385,2720,1943.4,1,0
0.100,48,64,0.09259,0.09290,0.074146,7.118,57.5708,46.1752,16.5792,57.5708,16.5792,16.4676,16.0709,+2.469,2.9097,0.000,0.000,1,44376,358,3192,1943.4,1,0
0.150,48,64,0.15712,0.13904,0.090010,8.641,119.1238,83.4693,47.9097,119.1238,47.9097,50.3443,50.8602,-1.014,2.6874,0.000,0.000,1,69672,347,3582,1943.4,1,1
0.200,48,64,0.21007,0.20801,0.106230,10.198,185.0863,118.3592,84.1557,185.0863,84.1557,92.7541,90.9207,+2.016,2.5224,0.000,0.000,1,88536,342,5599,1943.4,1,1
0.300,48,64,0.30671,0.30188,0.135015,12.961,339.7180,190.8679,167.0811,339.7180,167.0811,202.3959,202.5967,-0.099,2.2450,0.000,0.000,1,122760,340,4204,1943.4,1,1
0.400,48,64,0.38860,0.39648,0.162268,15.578,522.8239,268.4643,256.3348,522.8239,256.3348,340.6574,340.2714,+0.113,2.0155,0.000,0.000,1,149928,325,6058,1943.4,1,1
0.500,48,64,0.49971,0.51123,0.187114,17.963,843.5858,401.4833,390.5869,843.5858,390.5869,584.6623,587.0722,-0.410,1.7670,0.000,0.000,1,187224,332,6435,1943.4,1,1
0.600,48,64,0.59201,0.60510,0.209027,20.067,1222.7132,557.3286,520.9273,1222.7132,520.9273,873.7156,871.6859,+0.233,1.5658,0.000,0.000,1,217848,328,6583,1943.4,1,1
