target_vf,vpc_row,vpc_ref,rho_row,rho_ref,r_unit,vox_per_strut,C11,C12,C44_xy,C33,C44_yz,E100_row_MPa,E100_ref_interp_MPa,drift_pct,zener,axial_aniso_pct,shear_aniso_pct,cubic,ndof_active,cg_iters,solve_ms,peak_rss_mb,converged,validated
0.080,48,64,0.07805,0.07275,0.061332,5.888,33.9860,32.1017,30.0932,88.4097,29.5007,2.7996,2.9707,-5.759,31.9405,160.135,1.969,0,41031,439,3560,2041.6,1,0
0.100,48,64,0.10366,0.09506,0.068041,6.532,52.8759,48.7721,45.2067,109.5412,44.3788,6.0729,6.2159,-2.301,22.0315,107.166,1.831,0,49029,400,3389,2041.6,1,1
0.150,48,64,0.15054,0.15045,0.085052,8.165,85.8330,75.4808,69.7841,179.5218,68.0241,15.1962,14.7453,+3.058,13.4820,109.152,2.522,0,66579,375,4491,2041.6,1,0
0.200,48,64,0.20341,0.20746,0.102062,9.798,131.2698,108.7723,100.7051,270.3334,97.5987,32.6920,31.8977,+2.490,8.9526,105.937,3.085,0,85749,359,5529,2041.6,1,0
0.300,48,64,0.31178,0.29459,0.128425,12.329,262.2897,189.9419,177.6194,488.0621,169.8147,102.7346,103.7750,-1.002,4.9102,86.077,4.394,0,123819,328,7562,2041.6,1,1
0.400,48,64,0.40719,0.40115,0.151191,14.514,432.6073,275.3188,260.2709,741.3919,246.9377,218.4594,216.0590,+1.111,3.3095,71.378,5.123,0,156969,315,8898,2041.6,1,1
0.500,48,64,0.49935,0.49469,0.177389,17.029,674.9038,376.2251,357.4601,1061.2572,337.1187,405.5832,399.3418,+1.563,2.3936,57.246,5.691,0,188133,312,7494,2041.6,1,1
0.600,48,64,0.60077,0.60272,0.198191,19.026,1062.7357,520.4056,486.1795,1512.7076,458.9522,720.6032,710.4386,+1.431,1.7929,42.341,5.600,0,220047,291,10962,2041.6,1,1
