target_vf,vpc_row,vpc_ref,rho_row,rho_ref,r_unit,vox_per_strut,C11,C12,C44_xy,C33,C44_yz,E100_row_MPa,E100_ref_interp_MPa,drift_pct,zener,axial_aniso_pct,shear_aniso_pct,cubic,ndof_active,cg_iters,solve_ms,peak_rss_mb,converged,validated
0.080,48,64,0.07812,0.08719,0.059839,5.745,62.2005,30.5343,27.5372,62.2005,27.5372,42.0927,48.0215,-12.346,1.7392,0.000,0.000,1,40278,219,2931,1829.8,1,0
0.100,48,64,0.09505,0.09653,0.066699,6.403,79.1299,38.1537,34.1013,79.1299,34.1013,54.3063,53.6518,+1.220,1.6644,0.000,0.000,1,46812,212,2913,1829.8,1,1
0.150,48,64,0.15524,0.15286,0.080012,7.681,147.2712,67.8645,59.9030,147.2712,59.9030,104.4555,104.5439,-0.085,1.5088,0.000,0.000,1,69228,208,2821,1829.8,1,1
0.200,48,64,0.19611,0.20544,0.094900,9.110,205.2342,90.3098,79.2466,205.2342,79.2466,150.0421,147.1909,+1.937,1.3791,0.000,0.000,1,85452,221,4375,1829.8,1,1
0.300,48,64,0.29731,0.30264,0.121924,11.705,374.2029,151.9733,135.0535,374.2029,135.0535,286.4152,284.8390,+0.553,1.2154,0.000,0.000,1,120594,209,6570,1829.8,1,1
0.400,48,64,0.40958,0.40451,0.147682,14.177,645.8690,235.1929,212.4952,645.8690,212.4952,520.3030,518.3852,+0.370,1.0349,0.000,0.000,1,158112,206,6666,1829.8,1,1
0.500,48,64,0.49732,0.50223,0.170210,16.340,933.7064,317.7636,288.2518,933.7064,288.2518,772.3382,764.6963,+0.999,0.9360,0.000,0.000,1,186720,210,6559,1829.8,1,1
0.600,48,64,0.59093,0.60040,0.191791,18.412,1344.7034,443.6894,392.1883,1344.7034,392.1883,1124.5501,1117.7944,+0.604,0.8705,0.000,0.000,1,216192,212,10316,1829.8,1,1
