target_vf,vpc_row,vpc_ref,rho_row,rho_ref,r_unit,vox_per_strut,C11,C12,C44_xy,C33,C44_yz,E100_row_MPa,E100_ref_interp_MPa,drift_pct,zener,axial_aniso_pct,shear_aniso_pct,cubic,ndof_active,cg_iters,solve_ms,peak_rss_mb,converged,validated
0.080,48,64,0.09317,0.09302,0.045005,4.320,54.3000,47.1262,9.9597,54.3000,9.9597,10.5070,10.3846,+1.179,2.7767,0.000,0.000,1,51804,110,1110,1999.3,1,0
0.100,48,64,0.10995,0.10254,0.051031,4.899,70.0522,58.8325,15.0200,70.0522,15.0200,16.3412,16.5864,-1.478,2.6774,0.000,0.000,1,56868,111,971,1999.3,1,0
0.150,48,64,0.12558,0.14734,0.061332,5.888,82.0597,66.7054,19.8245,82.0597,19.8245,22.2391,22.9701,-3.182,2.5823,0.000,0.000,1,66372,118,1173,1999.3,1,0
0.200,48,64,0.17245,0.19788,0.074146,7.118,134.1116,100.7815,40.7273,134.1116,40.7273,47.6306,48.2198,-1.222,2.4439,0.000,0.000,1,80556,116,1361,1999.3,1,1
0.300,48,64,0.28299,0.28955,0.094710,9.092,299.5816,184.9281,115.2281,299.5816,115.2281,158.4146,155.8870,+1.621,2.0100,0.000,0.000,1,121908,121,2001,1999.3,1,1
0.400,48,64,0.39236,0.39685,0.117851,11.314,556.9667,290.3696,223.0394,556.9667,223.0394,357.9560,351.9097,+1.718,1.6732,0.000,0.000,1,157692,125,2329,1999.3,1,1
0.500,48,64,0.51331,0.50684,0.135015,12.961,998.3655,448.7741,377.5713,998.3655,377.5713,720.0259,708.4172,+1.639,1.3740,0.000,0.000,1,198180,128,2878,1999.3,1,1
0.600,48,64,0.59925,0.59521,0.153093,14.697,1446.0481,612.3678,511.1671,1446.0481,511.1671,1081.6957,1043.4093,+3.669,1.2263,0.000,0.000,1,224460,131,3289,1999.3,1,0
