rung,iter,wall_ms,compliance,achieved_vf,plateau,cg_iters,cg_multigrid,beta,hier_built,mg_cycles_attempted,infeasible,recycle_dim,active_fraction,total_ms,tail_prev_ms,filter_ms,project_ms,solve_ms,fea_ms,sens_ms,update_ms,analysis_ms,observe_ms,residual_ms,solver_build_ms,mg_build_ms,mg_ms,cg_ms,geneo_setup_ms,geneo_apply_ms,recycle_ms,fea_solves,matvecs,geneo_dim,geneo_action,geneo_burn,geneo_threshold,rss_mb,peak_rss_mb,compressed_mb,available_mb,major_faults,swapins
0,1,1786531285165,0.005266659662,0.680000,0,927,0,0,1,300,0,0,1.000000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108650.518,3559.460,0.000,1,3806,1674,3,500,0,-1.00,-1.00,-1.00,-1.00,-1,-1
0,2,1786531307560,0.002829441384,0.680000,0,970,0,0,1,300,0,16,1.000000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.833,0.000,0.000,1,2192,1674,5,970,4702,-1.00,-1.00,-1.00,-1.00,-1,-1
1,1,1786531409403,0.007394345755,0.520000,0,2451,0,0,0,0,0,16,1.000000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.441,0.000,0.000,1,2469,1674,5,2451,4702,-1.00,-1.00,-1.00,-1.00,-1,-1
1,2,1786531427127,0.005930916378,0.520000,0,1522,0,0,0,0,0,16,1.000000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.799,0.000,0.000,1,1540,1674,5,1522,4702,-1.00,-1.00,-1.00,-1.00,-1,-1
2,1,1786531539587,0.00997123094,0.380000,0,2122,0,0,0,0,0,16,1.000000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.824,0.000,0.000,1,2140,1674,5,2122,4702,-1.00,-1.00,-1.00,-1.00,-1,-1
2,2,1786531568551,0.006055991435,0.380000,0,2335,0,0,0,0,0,16,1.000000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.803,0.000,0.000,1,2353,1674,5,2335,4702,-1.00,-1.00,-1.00,-1.00,-1,-1
3,1,1786531683205,0.01114589304,0.260000,0,1936,0,0,0,0,0,16,1.000000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.814,0.000,0.000,1,1954,1674,5,1936,4702,-1.00,-1.00,-1.00,-1.00,-1,-1
3,2,1786531708201,0.01137400388,0.260000,0,2202,0,0,0,0,0,16,1.000000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.801,0.000,0.000,1,2220,1674,5,2202,4702,-1.00,-1.00,-1.00,-1.00,-1,-1
