label,basis,knot_dx_vox,knot_dy_vox,knot_dz_vox,support_mult,support_rx_mm,support_ry_mm,support_rz_mm,lambda,knots_x,knots_y,knots_z,n_coeff,n_voxels,compression,nnz_A,cg_iters,cg_rel_resid,resid_band_rms_vox,resid_band_rms_mm,resid_all_rms_vox,resid_all_max_vox,inside_asfit,inside_src,offset_vox,offset_mm,fit_wall_s
G2,gaussian,2,2,2,2,6.82111721054,6.82111721054,6.82111721054,1e-06,68,20,63,85680,468224,5.46479925303,14665984,2000,2.15962173714e-07,0.125990336656,0.214848713432,0.0668066821828,0.729598839992,75675,75417,0.0430892791867,0.0734792559625,19.1236907924
A424,wendland,4,2,4,2,13.6422344211,6.82111721054,13.6422344211,1e-06,36,20,34,24480,468224,19.1267973856,15049536,870,9.72575631091e-11,0.25926183236,0.442113836686,0.159484906528,1.8264463432,76294,75417,0.0466981563481,0.0796333994915,10.798492875
