iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,iteration_wall_s
29,0.00258022153871,75415,75415,0.680002524706,-0.00098880434828,0.0483362901927,2.23424901304e-11,8.50688344088e-12,2839,1,0,20372.2285419,12.2916669846,7805,0,0,0.372060624455,0.999898154752,0,0.1,0.326514376154,1,11605.8400758,1,1,0,0,0,20.5705353748
30,0.00257881147027,75415,75415,0.680002524706,0.00127157414613,0.0483362901927,1.97207103023e-11,8.40900961383e-12,2838,1,0,20488.566,11.5260000229,7731,0,0,0.35775777657,0.999909678402,0,0.1,0.320899409773,1,11577.3684697,1,1,0,0,0,36.7909104577
31,0.00257755951878,75414,75414,0.679993507899,0.00493952403657,0.0483362901927,1.83232686595e-11,8.25402024286e-12,2813,1,0,20179.6760831,11.6803340912,7950,0,0,0.365791307687,0.999909678402,0,0.1,0.305942225935,1,11464.3235724,1,1,0,0,0,20.3948825421
32,0.00257573152964,75414,75414,0.679993507899,-0.00052331383279,0.0483362901927,1.88816991743e-11,8.13538482787e-12,2812,1,0,20128.259583,12.2737083435,7899,0,0,0.365177001377,0.999909678402,0,0.1,0.301464862177,1,11489.1441498,1,1,0,0,0,20.2905292502
33,0.00257423770502,75415,75415,0.680002524706,3.02313951461e-05,0.0483362901927,2.02328549779e-11,8.04174855249e-12,2812,1,0,20830.1662912,12.1152920723,7828,0,0,0.365442828883,0.999909678402,0,0.1,0.29721031573,1,11510.3751831,1,1,0,0,0,20.999964708
34,0.00257262194,75414,75414,0.679993507899,-0.00101498798859,0.0483362901927,1.9958684171e-11,7.93138869406e-12,2812,1,0,21204.2602921,11.5622496605,7780,0,0,0.364938017025,0.999909678402,0,0.1,0.293139909172,1,11544.6994977,1,1,0,0,0,21.3414462912
35,0.00257086338336,75414,75414,0.679993507899,-0.00174813980962,0.0483362901927,1.79641880687e-11,7.8078814832e-12,2811,1,0,20912.1781669,12.5201668739,7807,0,0,0.309716370318,0.999881669361,0,0.1,0.288237171172,1,11585.114138,1,1,0,0,0,37.4783958751
36,0.0025705954102,75415,75415,0.680002524706,0.00438819347551,0.0483362901927,1.44942223221e-11,7.72332872908e-12,2812,1,0,21106.0812078,11.9026670456,7885,0,0,0.311411024269,0.999881669361,0,0.1,0.278769824847,1,11513.3094195,1,1,0,0,0,21.2485727919
37,0.00256922861914,75414,75414,0.679993507899,-0.000163807584067,0.0483362901927,1.45427057302e-11,7.6445577964e-12,2810,1,0,20770.7076669,12.0212497711,7907,0,0,0.310830676428,0.999881669361,0,0.1,0.275057547205,1,11566.5515963,1,1,0,0,0,20.9514602921
38,0.00256873199739,75415,75415,0.680002524706,0.00234090747796,0.0483362901927,1.65090251312e-11,7.61341288401e-12,2811,1,0,20320.7138329,11.8286671638,7902,0,0,0.313915433359,0.999881669361,0,0.1,0.271433686864,1,11579.6063286,1,1,0,0,0,20.4594175001
39,0.00256743672814,75414,75414,0.679993507899,-0.000765945593088,0.0483362901927,1.62647572512e-11,7.51466989405e-12,2815,1,0,20532.1039577,11.6282501221,7987,0,0,0.313947343331,0.999881669361,0,0.1,0.268363741796,1,11627.6961458,1,1,0,0,0,20.6793492502
