iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,iteration_wall_s
1,0.00413803058637,75415,75415,0.680002524706,0.514799724591,0.0483362901927,1.43539915319e-10,4.76417780179e-11,1124,1,0,122811.789,14.3884577751,70109,0,0,0.393535756094,0.999757555175,0,0.1,0.505196442032,4,59668.7271255,1,1,123.010370834
2,0.00380864971387,75415,75415,0.680002524706,-0.0236226515285,0.0483362901927,1.4201309032e-10,4.1963369144e-11,2018,1,0,29859.0398331,14.3234591484,70109,0,0,0.393308055401,0.999870727539,0,0.1,0.504743499346,4,60159.5380622,1,1,30.0495659169
3,0.00348383984565,75415,75415,0.680002524706,-0.0386679358072,0.0483362901927,1.30987115621e-10,3.68804443394e-11,1989,1,0,28777.0883331,14.0379590988,70386,0,0,0.393066958611,0.999819018601,0,0.1,0.504622031547,4,60285.7339064,1,1,28.9670992089
4,0.00337223318145,75414,75414,0.679993507899,0.00660302441348,0.0483362901927,1.23807396306e-10,3.4000169753e-11,1986,1,0,19103.348875,13.3335828781,70378,0,0,0.392658723037,0.999812374508,0,0.1,0.50405050924,4,58873.0263401,1,1,19.2408085829
5,0.00319443008881,75415,75415,0.680002524706,-0.0202191398644,0.0483362901927,1.0908753227e-10,3.07605640565e-11,1969,1,0,20882.7895002,13.4367089272,70358,0,0,0.384772514224,0.999941714183,0,0.1,0.503296705024,4,57411.6020504,1,1,39.356380166
6,0.00301281539041,75414,75414,0.679993507899,-0.037768559813,0.0483362901927,9.53841553991e-11,2.02309320091e-11,1941,1,0,18896.0367913,12.8669586182,70276,0,0,0.38318889787,0.999941714183,0,0.1,0.494134407132,4,55004.4312474,1,1,19.0510807084
7,0.00296617007114,75415,75415,0.680002524706,0.000975526514837,0.0483362901927,8.72783199746e-11,2.00894816358e-11,1927,1,0,18988.1972919,13.7102079391,69856,0,0,0.380908097538,0.999941714183,0,0.1,0.493240528762,4,52122.0950715,1,1,19.1823989591
8,0.00287248370049,75414,75414,0.679993507899,-0.028433520292,0.0483362901927,7.96696775569e-11,1.87972705374e-11,1907,1,0,18075.6400418,13.5071668625,68965,0,0,0.379500211856,0.999941714183,0,0.1,0.491534464088,4,48858.6706656,1,1,18.2672605421
9,0.00281021768941,75415,75415,0.680002524706,-0.021404157245,0.0483362901927,7.18105079298e-11,1.77038885142e-11,1906,1,0,17753.87325,12.6152915955,66274,0,0,0.378385127953,0.999941714183,0,0.1,0.487106668059,4,45401.298736,1,1,17.8831887911
10,0.0028444675701,75415,75415,0.680002524706,0.0248435300924,0.0483362901927,6.98424370205e-11,2.02587172049e-11,1949,1,0,18831.8896661,13.1915001869,64929,0,0,0.390923879906,0.999896838965,0,0.1,0.484482915284,4,42033.8854481,1,1,36.7721555424
