voxel,f,nx,ny,nz,W_voigt,W_lam,ratio
22039,0.46875,0.980564926299,0.102017620382,0.167585293043,9.78144371741e-14,9.51199801859e-14,0.972453381463
22041,0.109375,-0.90805659775,-0.418401576887,-0.0193218979487,5.16439193344e-14,5.15043756638e-14,0.997297965135
22042,0.9375,-0.461169036023,-0.881686234298,-0.099762239661,5.42637372029e-13,5.20504391454e-13,0.959212207423
22043,0.671875,0.518200957659,-0.855090866024,-0.0169522365188,4.82128713823e-13,4.8163175468e-13,0.998969239688
22044,0.0625,0.621215115858,-0.782888919499,0.0343033461173,6.04655590248e-14,6.02152060082e-14,0.995859576581
22053,0.59375,-0.672831360348,-0.734188354879,0.0909143558102,7.821534162e-13,7.59563379843e-13,0.971118151645
22054,0.875,0.458187987911,-0.88573624039,0.0743981195592,8.4222753193e-13,8.38028423323e-13,0.995014282426
22055,0.125,0.825318483358,-0.564139526496,0.024413022607,7.55532695671e-14,7.49372876457e-14,0.991847051426
22057,0.125,-0.60160018579,-0.798736807678,-0.00983506567919,1.28084588759e-13,1.28032265007e-13,0.999591490651
22058,0.484375,0.154842777925,-0.987930632062,0.00409638364736,5.79654109948e-13,5.79625864488e-13,0.999951271872
22059,0.046875,0.769855709939,-0.63815927901,-0.0086556621773,5.67050785383e-14,5.58858326938e-14,0.985552513714
22061,0.0625,-0.825332249524,-0.555384305628,-0.1018575032,7.23164129211e-14,7.18470779141e-14,0.993509979436
22062,0.53125,-0.0411177614362,-0.982415599597,-0.182123363033,5.75291747777e-13,5.36362803144e-13,0.932331821578
22063,0.078125,0.726927923455,-0.676372437137,-0.118727083613,8.90804126096e-14,8.65623304515e-14,0.971732482099
22065,0.0625,-0.696124502202,-0.71419281701,-0.0730704972331,6.21291956519e-14,6.13817943047e-14,0.987970207253
22066,0.484375,0.0717564623122,-0.994018520526,-0.0823297696376,5.23214198114e-13,5.13456699918e-13,0.981350853569
22067,0.0625,0.76982807615,-0.636791224514,-0.0431470688799,7.21507676902e-14,7.1515007869e-14,0.991188453823
22069,0.0625,-0.797247356745,-0.598462647636,-0.078988046864,5.77446554166e-14,5.76631414832e-14,0.998588372677
22070,0.5,-0.0542111026867,-0.986474544663,-0.154690429819,5.12816703981e-13,4.9102514079e-13,0.957506136166
22071,0.0625,0.736472693525,-0.670006890672,-0.0932670260275,7.12987313428e-14,6.92555001812e-14,0.971342671557
22073,0.0625,-0.718841337624,-0.695115014509,-0.0090690643081,6.17085445143e-14,6.15516907908e-14,0.997458152276
22074,0.5,0.00662046870122,-0.999978084457,-1.76031759412e-07,5.24190384533e-13,5.23470844196e-13,0.998627330149
22075,0.0625,0.714278338517,-0.69957483784,-0.0200374995049,7.29428714132e-14,7.2674107424e-14,0.996315418026
22077,0.0625,-0.752103227603,-0.654246265962,-0.0793886547537,6.02549344266e-14,5.95902268776e-14,0.988968413038
22078,0.5,-0.00715019236536,-0.991706495982,-0.128324201051,5.06644174869e-13,4.94410087448e-13,0.975852702889
22079,0.0625,0.750186379072,-0.655286384767,-0.088431615356,7.13272443155e-14,6.88807034469e-14,0.965699770234
22081,0.0625,-0.68180188695,-0.731444969091,-0.0115950050422,6.30378677924e-14,6.27392778854e-14,0.995263324769
