rung,iter,wall_ms,compliance,achieved_vf,plateau,cg_iters,cg_multigrid,beta,hier_built,mg_cycles_attempted,infeasible,recycle_dim,active_fraction
0,1,1785395753473,0.539010269,0.679649,0,195,0,0,0,0,0,0,1.000000
0,2,1785395753688,0.537468641,0.679886,0,153,0,0,0,0,0,16,1.000000
0,3,1785395753920,0.5361341817,0.679937,0,167,0,0,0,0,0,16,1.000000
0,4,1785395754160,0.5355451601,0.679954,0,167,0,0,0,0,0,16,1.000000
0,5,1785395754435,0.5351310402,0.679952,0,203,0,0,0,0,0,16,1.000000
0,6,1785395754701,0.5347106377,0.679933,0,206,0,0,0,0,0,16,1.000000
0,7,1785395754948,0.5341142119,0.679881,0,177,0,0,0,0,0,16,1.000000
0,8,1785395755176,0.5330369223,0.679747,0,165,0,0,0,0,0,16,1.000000
0,9,1785395755393,0.5306899926,0.679364,0,149,0,0,0,0,0,16,1.000000
0,10,1785395755590,0.5246718694,0.678098,0,128,0,0,0,0,0,16,1.000000
0,11,1785395755757,0.5068671053,0.675876,0,93,0,0,0,0,0,16,1.000000
0,12,1785395755912,0.4648795505,0.674844,0,77,0,0,0,0,0,16,1.000000
0,13,1785395756056,0.4202747236,0.675865,0,64,0,0,0,0,0,16,1.000000
0,14,1785395756217,0.3934775374,0.677126,0,80,0,0,0,0,0,16,1.000000
0,15,1785395756411,0.3756676137,0.678429,0,125,0,0,0,0,0,16,1.000000
0,16,1785395756575,0.3657818894,0.679274,0,81,0,0,0,0,0,16,1.000000
0,17,1785395756728,0.3605874392,0.679665,0,77,0,0,0,0,0,16,1.000000
0,18,1785395756886,0.3584581084,0.679806,0,82,0,0,0,0,0,16,1.000000
0,19,1785395757043,0.3576513477,0.679903,0,75,0,0,0,0,0,16,1.000000
0,20,1785395757186,0.3572746636,0.679941,0,65,0,0,0,0,0,16,1.000000
0,21,1785395757390,0.3570700916,0.679960,0,138,0,0,0,0,0,16,1.000000
0,22,1785395757541,0.3569381631,0.679966,0,75,0,0,0,0,0,16,1.000000
0,23,1785395757695,0.3568381556,0.679973,0,71,0,0,0,0,0,16,1.000000
0,24,1785395757853,0.3567522526,0.679978,0,80,0,0,0,0,0,16,1.000000
0,25,1785395758005,0.3566863088,0.679984,0,70,0,0,0,0,0,16,1.000000
0,26,1785395758156,0.3566327093,0.679989,0,71,0,0,0,0,0,16,1.000000
0,27,1785395758303,0.3565943111,0.679991,0,68,0,0,0,0,0,16,1.000000
0,28,1785395758448,0.3565656046,0.679992,0,63,0,0,0,0,0,16,1.000000
0,29,1785395758597,0.3565402806,0.679993,0,70,0,0,0,0,0,16,1.000000
0,30,1785395758751,0.356518556,0.679994,0,73,0,0,0,0,0,16,1.000000
0,31,1785395758912,0.3565012985,0.679994,0,81,0,0,0,0,0,16,1.000000
0,32,1785395759070,0.3564839709,0.679993,0,80,0,0,0,0,0,16,1.000000
0,33,1785395759224,0.3564634762,0.679993,0,72,0,0,0,0,0,16,1.000000
0,34,1785395759372,0.3564428668,0.679992,1,69,0,0,0,0,0,16,1.000000
0,35,1785395759869,0.401118457,0.672498,0,147,0,1,0,0,0,16,1.000000
0,36,1785395760066,0.3962129705,0.674746,0,110,0,1,0,0,0,16,1.000000
0,37,1785395760264,0.3803064251,0.676577,0,118,0,1,0,0,0,16,1.000000
0,38,1785395760460,0.3712860427,0.677343,0,123,0,1,0,0,0,16,1.000000
0,39,1785395760655,0.3654972125,0.677899,0,121,0,1,0,0,0,16,1.000000
0,40,1785395760847,0.3611900332,0.678465,0,122,0,1,0,0,0,16,1.000000
0,41,1785395761037,0.3582461171,0.678878,0,119,0,1,0,0,0,16,1.000000
0,42,1785395761227,0.3564240696,0.679133,0,116,0,1,0,0,0,16,1.000000
0,43,1785395761419,0.3553356251,0.679280,0,117,0,1,0,0,0,16,1.000000
0,44,1785395761604,0.3546224649,0.679361,0,110,0,1,0,0,0,16,1.000000
0,45,1785395761793,0.3540967031,0.679416,0,115,0,1,0,0,0,16,1.000000
0,46,1785395761975,0.3536826448,0.679469,0,106,0,1,0,0,0,16,1.000000
0,47,1785395762159,0.3533835818,0.679496,0,109,0,1,0,0,0,16,1.000000
0,48,1785395762350,0.3531831853,0.679497,0,117,0,1,0,0,0,16,1.000000
