iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,iteration_wall_s
1,0.00413803058637,75415,75415,0.680002524706,0.514799724591,0.0483362901927,1.30048524975e-10,3.14230878257e-11,1124,1,0,116485.353584,16.3055000305,70109,0,0,0.393550482686,0.99985652937,0,0.1,0.505196442032,1,59668.7271255,1,1,116.672053125
2,0.00377703694882,75415,75415,0.680002524706,-0.0278272739321,0.0483362901927,1.28734092997e-10,2.62914897147e-11,2016,1,0,27471.565208,13.657875061,70107,0,0,0.393425739651,0.999870727539,0,0.1,0.504935967265,1,60480.3165088,1,1,27.6534904581
3,0.0034410913372,75415,75415,0.680002524706,-0.0410916383089,0.0483362901927,1.19823620734e-10,2.18125333236e-11,1991,1,0,30916.3864999,13.2599582672,70382,0,0,0.392976912149,0.999880305312,0,0.1,0.50499250728,1,60661.6651657,1,1,31.1605508751
4,0.00336131545291,75414,75414,0.679993507899,0.0172585068724,0.0483362901927,1.14446604206e-10,2.0743054865e-11,2000,1,0,19147.6564999,23.1930422783,69547,0,0,0.392466172804,0.999792128373,0,0.1,0.503666059527,1,59043.8206846,1,1,19.3826323748
5,0.00316829468688,75415,75415,0.680002524706,-0.0244256154675,0.0483362901927,9.97081016962e-11,1.82150452082e-11,1983,1,0,19763.9931674,13.318666935,69387,0,0,0.385834309029,0.999933492419,0,0.1,0.503063101731,1,57554.7831228,1,1,38.8520778753
6,0.0029931316897,75415,75415,0.680002524706,-0.0326893937283,0.0483362901927,8.75338229222e-11,1.46939955635e-11,1995,1,0,21481.4042082,13.3381671906,70048,0,0,0.383921659398,0.999933492419,0,0.1,0.492173844842,1,53835.6265274,1,1,21.673895584
7,0.00294071591421,75415,75415,0.680002524706,0.00229273477999,0.0483362901927,7.67087383527e-11,1.44156111565e-11,1970,1,0,18771.3556252,11.9529995918,68919,0,0,0.382275724567,0.999933492419,0,0.1,0.490204440865,1,50991.3634033,1,1,18.890739209
8,0.00281257772078,75415,75415,0.680002524706,-0.0397522052135,0.0483362901927,6.81472236934e-11,1.22108668365e-11,1944,1,0,20104.0004172,13.0152077675,68663,0,0,0.380862783672,0.999933492419,0,0.1,0.489317479607,1,48074.8108451,1,1,20.3257147497
9,0.00276198428535,75414,75414,0.679993507899,-0.00677393552914,0.0483362901927,6.19762606363e-11,1.15140658589e-11,1947,1,0,24288.5433331,18.0383749008,65837,0,0,0.37962919915,0.999933492419,0,0.1,0.484622729606,1,44955.785405,1,1,24.569525958
10,0.00274456504343,75414,75414,0.679993507899,0.0125366279136,0.0483362901927,5.75065807635e-11,1.1561923971e-11,2002,1,0,27868.3822503,13.0332078934,64032,0,0,0.391457670138,0.999914704907,0,0.1,0.480790711637,1,41929.8819727,1,1,46.934164084
11,0.00277140579588,75414,75414,0.679993507899,-0.00849428749639,0.0483362901927,5.09895100787e-11,1.34821302698e-11,2132,1,0,24103.7079158,12.7258753777,62035,0,0,0.388182236132,0.999914704907,0,0.1,0.4775787291,1,36346.5866158,1,1,24.296288
12,0.00271610786195,75415,75415,0.680002524706,-0.00885759391599,0.0483362901927,4.47206958049e-11,1.1808787483e-11,2187,1,0,29292.4699168,13.759624958,58924,0,0,0.38462719611,0.999914704907,0,0.1,0.475834278331,1,34053.6036908,1,1,29.48712125
13,0.00268757466055,75415,75415,0.680002524706,0.00445431164134,0.0483362901927,3.98338647731e-11,1.10820084579e-11,2290,1,0,26587.58325,14.826458931,52517,0,0,0.382954449646,0.999914704907,0,0.1,0.481510928627,1,31789.8463199,1,1,26.9451062502
14,0.00266301973702,75414,75414,0.679993507899,0.00384405162728,0.0483362901927,3.51313474385e-11,1.04016698986e-11,2381,1,0,27787.2896247,13.694791317,47700,0,0,0.381879215985,0.999914704907,0,0.1,0.487392016449,1,29588.720811,1,1,28.0062759998
15,0.002622360136,75414,75414,0.679993507899,-0.0181645830624,0.0483362901927,2.91614426044e-11,8.78314332669e-12,2447,1,0,28670.14675,13.4087920189,46214,0,0,0.39102774731,0.999956085048,0,0.1,0.488736319986,1,27564.9153138,1,1,47.9367283331
16,0.00261510011128,75415,75415,0.680002524706,-0.00785111237562,0.0483362901927,3.02911333232e-11,9.58686150076e-12,2870,1,0,35517.337625,14.0171251297,33839,0,0,0.390860434568,0.999956085048,0,0.1,0.493294440243,1,19431.511966,1,1,35.7160966252
17,0.0026042584021,75415,75415,0.680002524706,0.00957297559613,0.0483362901927,2.70286048872e-11,9.21959922937e-12,2829,1,0,34365.0887079,14.501832962,31371,0,0,0.392186282086,0.999956085048,0,0.1,0.493208560118,1,18399.9833842,1,1,34.5540871252
