iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,iteration_wall_s
18,0.00259554669205,75414,75414,0.679993507899,0.00918369574061,0.0483362901927,2.35516437817e-11,8.9299287808e-12,2790,1,0,32355.5146661,13.3925423622,28804,0,0,0.39271546588,0.999956085048,0,0.1,0.490017056001,1,17488.3099594,1,1,32.5360706663
19,0.00258442559045,75414,75414,0.679993507899,0.000368150307159,0.0483362901927,1.92956321264e-11,8.40745785952e-12,2817,1,0,34189.5784998,15.1923751831,27763,0,0,0.393271999927,0.999956085048,0,0.1,0.487325921905,1,16674.6283673,1,1,34.4945185408
20,0.00257684043105,75414,75414,0.679993507899,0.00295887454519,0.0483362901927,1.67998211148e-11,8.10046676882e-12,2848,1,0,33514.8997087,14.4221658707,26986,0,0,0.394811443343,0.999807737712,0,0.1,0.485024845406,1,15924.9729063,1,1,53.5798132918
21,0.00257625717881,75414,75414,0.679993507899,0.00187019446585,0.0483362901927,1.93210878045e-11,9.49033755739e-12,2775,1,0,35542.8354158,13.7920422554,18314,0,0,0.394814524985,0.999807737712,0,0.1,0.422605351813,1,12666.3319779,1,1,35.7177713751
22,0.00257184390668,75415,75415,0.680002524706,0.0037713569595,0.0483362901927,1.47259528979e-11,9.0100851006e-12,2771,1,0,32536.7913752,13.8449587822,18185,0,0,0.394910220565,0.999807737712,0,0.1,0.419199589539,1,12709.6126059,1,1,32.714352625
23,0.00256858665989,75415,75415,0.680002524706,0.00377327046808,0.0483362901927,1.26006925186e-11,8.66615724426e-12,2768,1,0,32126.576333,13.6245417595,18090,0,0,0.395010912368,0.999807737712,0,0.1,0.415655938851,1,12722.1617292,1,1,32.2993232091
24,0.00256560947011,75414,75414,0.679993507899,0.00255154948404,0.0483362901927,1.10337849419e-11,8.37234376914e-12,2754,1,0,32304.6256251,13.5776672363,17946,0,0,0.395146605909,0.999807737712,0,0.1,0.411647480292,1,12722.6968543,1,1,32.4955903748
25,0.00256222708072,75415,75415,0.680002524706,0.000124360738779,0.0483362901927,1.09479140245e-11,8.07175290125e-12,2742,1,0,33201.5898752,14.820333004,17884,0,0,0.387683744795,0.999927654647,0,0.1,0.407423845955,1,12731.0834943,1,1,51.9677456669
26,0.00256479435652,75415,75415,0.680002524706,0.00317247005734,0.0483362901927,1.21609096598e-11,8.31072168648e-12,2587,1,0,24416.9674168,13.9114999771,17194,0,0,0.389242133889,0.999927654647,0,0.1,0.386019059171,1,12471.4759451,1,1,24.624238417
27,0.00256198152511,75415,75415,0.680002524706,0.00190446897219,0.0483362901927,9.5676051124e-12,7.99502197963e-12,2574,1,0,24678.7498751,12.4054579735,17177,0,0,0.390545751113,0.999927654647,0,0.1,0.382350123419,1,12532.9232167,1,1,24.8267034171
28,0.00256004198172,75415,75415,0.680002524706,0.00248408852526,0.0483362901927,8.83839252993e-12,7.78800277178e-12,2585,1,0,24613.4724174,12.8053746223,17200,0,0,0.392145741094,0.999927654647,0,0.1,0.378340171767,1,12556.6330415,1,1,24.7297260831
29,0.00255805245205,75415,75415,0.680002524706,0.000989794843732,0.0483362901927,8.56964767122e-12,7.60045071882e-12,2574,1,0,25196.4750843,11.7805829048,17238,0,0,0.393557161165,0.999927654647,0,0.1,0.374625036768,1,12563.252929,1,1,25.3202459579
30,0.0025559436237,75415,75415,0.680002524706,0.000119805042661,0.0483362901927,8.27382602135e-12,7.42160260577e-12,2589,1,0,28279.3717499,15.2367501259,17324,0,0,0.387118342268,0.999813103826,0,0.1,0.370814909739,1,12566.5707905,1,1,45.8480816251
31,0.002558412674,75415,75415,0.680002524706,0.00204827121171,0.0483362901927,8.90230559149e-12,7.55940500134e-12,2565,1,0,25197.9557924,13.0730829239,17051,0,0,0.387233505883,0.999813103826,0,0.1,0.361573977533,1,12531.2594666,1,1,25.353253542
32,0.00255650348207,75415,75415,0.680002524706,0.0011534241123,0.0483362901927,7.81475718724e-12,7.35851826274e-12,2579,1,0,24879.2049999,12.5707497597,17113,0,0,0.387351885847,0.999813103826,0,0.1,0.358155703856,1,12556.8977138,1,1,25.029302917
33,0.00255504323622,75415,75415,0.680002524706,0.00114660614125,0.0483362901927,7.30535353317e-12,7.2245904633e-12,2586,1,0,24432.5113339,12.4908752441,17208,0,0,0.387506716037,0.999813103826,0,0.1,0.354852171722,1,12551.391068,1,1,24.5343054589
34,0.00255318212738,75414,75414,0.679993507899,-0.000622694939667,0.0483362901927,6.79437604655e-12,7.07377321807e-12,2576,1,0,35013.13375,16.8434581757,17351,0,0,0.387785159101,0.999813103826,0,0.1,0.351865376979,1,12551.9650556,1,1,35.194924417
35,0.0025511779782,75415,75415,0.680002524706,-0.0014690345707,0.0483362901927,6.40087797302e-12,6.94005637933e-12,2566,1,0,29702.5704999,13.539583683,17551,0,0,0.38862886128,0.999520351554,0,0.1,0.349135111709,1,12541.8567785,1,1,49.2140928749
36,0.00255410544271,75415,75415,0.680002524706,0.000733976411959,0.0483362901927,7.57893845925e-12,7.06412534943e-12,2568,1,0,28652.1092091,13.3909158707,17145,0,0,0.388693282582,0.999520351554,0,0.1,0.344187838961,1,12596.2328863,1,1,28.8173801252
37,0.00255198957368,75415,75415,0.680002524706,-0.00147718252115,0.0483362901927,7.35756095179e-12,6.89026919495e-12,2581,1,0,27905.8864584,13.3865838051,17286,0,0,0.388739395036,0.999520351554,0,0.1,0.341701443972,1,12616.9356585,1,1,28.1125330832
38,0.00255029261164,75414,75414,0.679993507899,-0.00148073850138,0.0483362901927,6.79909721321e-12,6.79060212793e-12,2566,1,0,26538.8875828,13.0098752975,17442,0,0,0.388865998758,0.999520351554,0,0.1,0.340089947191,1,12599.2515797,1,1,26.7021988332
39,0.0025488997944,75414,75414,0.679993507899,-3.7657383323e-05,0.0483362901927,6.23136786067e-12,6.69135690439e-12,2579,1,0,30068.4489999,13.3865828514,17680,0,0,0.389206734983,0.999520351554,0,0.1,0.338025203637,1,12590.4382711,1,1,30.2365188343
40,0.00254728197884,75415,75415,0.680002524706,-0.00126051436637,0.0483362901927,5.80656972601e-12,6.59566136126e-12,2569,1,0,26532.3291669,13.6668748856,17968,0,0,0.402416559672,0.99987233168,0,0.1,0.336700401638,1,12578.5154029,1,1,44.516391708
41,0.00255122591277,75415,75415,0.680002524706,-0.000324317172394,0.0483362901927,8.06369490101e-12,6.78854694903e-12,2573,1,0,34164.6728749,13.9368329048,17191,0,0,0.402446281539,0.99987233168,0,0.1,0.335790947586,1,12688.191966,1,1,34.3492326252
42,0.00254969487615,75415,75415,0.680002524706,9.91841316369e-05,0.0483362901927,7.43949908926e-12,6.65390822924e-12,2568,1,0,33609.3080001,13.6144576073,17412,0,0,0.402603626967,0.99987233168,0,0.1,0.334859931456,1,12706.111213,1,1,33.7863094578
43,0.00254849707488,75415,75415,0.680002524706,-0.000335377509333,0.0483362901927,6.7489175722e-12,6.59644043316e-12,2576,1,0,25184.460875,13.1410827637,17649,0,0,0.402897386661,0.99987233168,0,0.1,0.333976475472,1,12689.0185154,1,1,25.3474797909
44,0.00254681676421,75414,75414,0.679993507899,-0.001454064041,0.0483362901927,6.24920944872e-12,6.49255987491e-12,2571,1,0,28852.380208,13.6527090073,17967,0,0,0.40327392512,0.99987233168,0,0.1,0.333492468246,1,12690.4998936,1,1,29.2015733332
45,0.00254549577556,75414,75414,0.679993507899,-0.00081046943805,0.0483362901927,5.99091312814e-12,6.43241986326e-12,2573,1,0,24936.6738753,13.7358751297,18340,0,0,0.406126575171,0.999874048475,0,0.1,0.333352242508,1,12672.4891352,1,1,43.4146106667
46,0.00254982386579,75414,75414,0.679993507899,-0.0022550489339,0.0483362901927,7.00369616455e-12,6.66471440932e-12,2565,1,0,24308.4894576,12.8440423012,17301,0,0,0.406136398448,0.999874048475,0,0.1,0.332347237296,1,12822.3590022,1,1,24.4116008328
47,0.00254837703658,75414,75414,0.679993507899,0.000370356932943,0.0483362901927,5.97952184764e-12,6.54299127093e-12,2577,1,0,28116.4765,13.0676660538,17573,0,0,0.406327005438,0.999874048475,0,0.1,0.33206026151,1,12844.3371719,1,1,28.285873
48,0.00254765203304,75414,75414,0.679993507899,0.00133195826287,0.0483362901927,5.82375250787e-12,6.50624699393e-12,2569,1,0,24329.4699583,12.3260836601,17845,0,0,0.406679758394,0.999874048475,0,0.1,0.331200113766,1,12828.4461197,1,1,24.4290415002
49,0.00254613483763,75415,75415,0.680002524706,-0.00126162600876,0.0483362901927,5.3420487438e-12,6.42207702553e-12,2579,1,0,24996.685709,15.9402079582,18245,0,0,0.407090882664,0.999874048475,0,0.1,0.331241649984,1,12820.8856787,1,1,25.1908905418
50,0.00254398063584,75415,75415,0.680002524706,-0.00377744589918,0.0483362901927,4.82700778995e-12,6.32528837454e-12,2567,1,0,24239.4785829,12.906042099,18704,0,0,0.401666646108,0.999882791016,0,0.1,0.331236932241,1,12808.6517763,1,1,42.5814722078
51,0.00254856294499,75414,75414,0.679993507899,-0.00398771172119,0.0483362901927,5.52233045709e-12,6.59597480472e-12,2571,1,0,24652.5638328,13.4735832214,17486,0,0,0.401082032896,0.999882791016,0,0.1,0.329356955664,1,12985.1973628,1,1,24.818833333
52,0.00254722234269,75414,75414,0.679993507899,0.00129302055619,0.0483362901927,5.35814757125e-12,6.46659248701e-12,2563,1,0,24399.2671661,12.6049590111,17759,0,0,0.401522375225,0.999882791016,0,0.1,0.329630006043,1,13013.1941257,1,1,24.5002384172
53,0.00254592826827,75414,75414,0.679993507899,-0.00135296829912,0.0483362901927,5.08704917207e-12,6.41609801844e-12,2573,1,0,24965.4619999,13.1463751793,18091,0,0,0.401613588029,0.999882791016,0,0.1,0.329359489723,1,12981.4878239,1,1,25.1610666672
54,0.00254491524036,75415,75415,0.680002524706,0.000237535820168,0.0483362901927,4.84040513641e-12,6.35877007675e-12,2565,1,0,28386.8729587,13.7464580536,18453,0,0,0.402150612157,0.999882791016,0,0.1,0.329639808572,1,12960.6206037,1,1,28.6187969171
55,0.00254265179934,75415,75415,0.680002524706,-0.00438154793039,0.0483362901927,4.77688638515e-12,6.26671677073e-12,2574,1,0,24959.8267908,13.4589591026,18852,0,0,0.398879995106,0.999639602085,0,0.1,0.33088829066,1,12947.9229492,1,1,44.233036459
56,0.00254697449652,75415,75415,0.680002524706,-0.0054683849663,0.0483362901927,5.35548674723e-12,6.52602425151e-12,2574,1,0,25911.3128753,17.0880827904,17671,0,0,0.397720040444,0.999639602085,0,0.1,0.329596928733,1,13124.1442292,1,1,26.1136850407
57,0.00254639890493,75414,75414,0.679993507899,0.00310942483835,0.0483362901927,5.74586452086e-12,6.45873677502e-12,2575,1,0,24420.2891669,13.6295423508,17960,0,0,0.398855159565,0.999639602085,0,0.1,0.329350652072,1,13124.5023182,1,1,24.6111634169
58,0.00254472468267,75414,75414,0.679993507899,-0.00178255419539,0.0483362901927,6.97907847683e-12,6.37096551306e-12,2573,1,0,25872.2966251,12.9859580994,18269,0,0,0.398540137478,0.999639602085,0,0.1,0.329764108202,1,13117.5051703,1,1,25.9895117912
59,0.00254316645088,75415,75415,0.680002524706,-0.00196215178607,0.0483362901927,7.9028889336e-12,6.31237893564e-12,2574,1,0,25271.0638332,12.5475416183,18630,0,0,0.398815286957,0.999639602085,0,0.1,0.33010750382,1,13099.8596768,1,1,25.3983558342
60,0.00254154286401,75414,75414,0.679993507899,-0.00223770300392,0.0483362901927,8.49927877923e-12,6.24761443769e-12,2572,1,0,30177.7897501,13.9512076378,19047,0,0,0.397981900521,0.999826096665,0,0.1,0.3311535862,1,13078.5466287,1,1,50.091605166
