posture,recycling,ad,draft,geneo,cg_total,outer_iters,jacobi_solves,solves_total,solves_recycled,rc_frac,max_recycle_dim,setup_mv,geneo_deflated_steps,max_geneo_dim,geneo_builds,geneo_refreshes,geneo_armed_solves,basis_mb,ad_band,ad_latched,ad_latch_iter,ad_escapes,ad_fbar,draft_gap,compliance,margin,wall_s
prod, GenEO off,1,1,1,0,3232,52,0,52,0,0.0000,0,0,0,0,0,0,0,0.00,3,0,0,0,0.5798,0.000020,20.7485523,0.903746,1.32
prod, GenEO on,1,1,1,1,3232,52,0,52,0,0.0000,0,0,0,0,0,0,0,0.00,3,0,0,0,0.5798,0.000020,20.7485523,0.903746,1.41
