iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,iteration_wall_s
43,0.00253674441213,75414.72,75224,0.678280314506,-0.0249837006071,824118340623,2.06921654158e-13,6.022764455e-12,2656,1,0,19591.9104171,12.1812081337,24736,108,9.08696170789e-13,0.174249034917,0.984266115269,6,20.128708791
44,0.00253609565906,75414.72,75202,0.678081944745,-0.0223486720042,803962141133,2.12109403589e-13,5.99343349121e-12,2657,1,0,19943.8050003,11.6985831261,24811,108,9.0114235561e-13,0.174799056592,0.981562844695,6,20.4815514581
45,0.0025354834702,75414.72,75180,0.677883574984,-0.0197217937825,882426356720,1.93248908495e-13,5.96477270623e-12,2656,1,0,19455.2210407,11.8708753586,24885,108,8.89366264806e-13,0.175714975806,0.989386368588,6,19.9890960841
46,0.00253479568968,75414.72,75180,0.677883574984,-0.0202253477997,943651309522,1.80710744046e-13,5.93451612905e-12,2657,1,0,19431.9330001,11.8609995842,24944,108,8.80440498397e-13,0.176767346011,0.991413165762,6,19.9631451666
47,0.00253410091546,75414.72,75176,0.677847507754,-0.0210473833062,847529798777,2.01205822508e-13,5.90112290836e-12,2656,1,0,19397.6626253,11.6696667671,25037,108,8.68877873006e-13,0.177537118952,0.987804416717,6,19.943047584
48,0.00253352072297,75414.72,75171,0.677802423718,-0.0173256679743,810298363546,2.10450789407e-13,5.8789538094e-12,2656,1,0,19427.5275826,11.5968751907,25093,108,8.69388429831e-13,0.178307717503,0.986940712182,6,19.962353
49,0.00253299067857,75414.72,75137,0.677495852269,-0.0148369505563,841021425796,2.02762884551e-13,5.85528900069e-12,2658,1,0,19618.7076674,11.6607918739,25187,108,8.58718019815e-13,0.17914140003,0.987921271915,6,20.1708154157
50,0.00253244488911,75414.72,75108,0.677234364856,-0.0159061643071,939795655286,1.81452137286e-13,5.83484340673e-12,2658,1,0,19518.3228335,11.6880412102,25306,108,8.59284720164e-13,0.180163213282,0.992378866821,6,20.0496835001
51,0.00253178044456,75414.72,75104,0.677198297627,-0.0171345232533,840418109573,2.02908443215e-13,5.80763213761e-12,2660,1,0,19705.6802921,11.6991248131,25396,108,8.42913745834e-13,0.180869047931,0.994055263672,6,20.2378139589
52,0.00253126220047,75414.72,75097,0.677135179975,-0.0146637085387,795667220290,2.14320668132e-13,5.79055450343e-12,2657,1,0,19858.690959,11.6530408859,25446,108,8.51914762968e-13,0.181704785456,0.996228945922,6,20.3923729169
53,0.00253080225662,75414.72,75091,0.677081079132,-0.0129658611371,795336975125,2.14409659801e-13,5.77225216207e-12,2657,1,0,19731.458292,15.5504579544,25524,108,8.38647896488e-13,0.182113425146,0.988837993291,6,20.2772853752
54,0.00253032116808,75414.72,75075,0.676936810214,-0.0138289304371,819140721740,2.08179041449e-13,5.7558699906e-12,2620,1,0,20773.3377919,14.0177078247,25584,108,8.35198216761e-13,0.183017491601,0.984846350159,6,21.508436583
55,0.0025298410093,75414.72,75094,0.677108129553,-0.0136622441886,906375208651,1.88142756593e-13,5.73681062087e-12,2619,1,0,20536.6138749,12.3662919998,25639,108,8.22770497079e-13,0.183713465678,0.982989656514,6,21.0860880837
56,0.00252931296717,75414.72,75118,0.677324532929,-0.0150606627094,939152946370,1.81576313978e-13,5.71968106801e-12,2621,1,0,20364.2379999,12.509458065,25661,108,8.2534380417e-13,0.184782163689,0.993436623022,6,20.908733041
57,0.00252875549482,75414.72,75079,0.676972877444,-0.0129573363858,958006543572,1.78002886731e-13,5.70056925363e-12,2620,1,0,20222.6574588,11.8165411949,25713,108,8.11059155096e-13,0.185566990981,0.987618351954,6,20.7652660422
58,0.0025282627681,75414.72,75063,0.676828608526,-0.0153189188979,911897136876,1.87003471518e-13,5.68779662693e-12,2621,1,0,20211.1480832,11.7250418663,25765,108,8.17716639063e-13,0.186776654831,0.99084681787,6,20.757693416
59,0.00252777971697,75414.72,75028,0.67651302027,-0.0129888185415,959901044338,1.77651572805e-13,5.67265149572e-12,2622,1,0,20188.2851672,11.7719578743,25838,108,8.04006803369e-13,0.187561152313,0.987430087819,6,20.7284908746
60,0.00252729849964,75414.72,75033,0.676558104306,-0.0153317370382,982585035730,1.73550302582e-13,5.66039798434e-12,2622,1,0,20518.545167,11.8633327484,25881,108,8.19531617252e-13,0.188994238988,0.980928795638,6,21.0579660423
61,0.00252687377779,75414.72,75023,0.676467936233,-0.0145911106716,996843774460,1.71067859009e-13,5.64667338844e-12,2622,1,0,20278.6520829,12.6156673431,25972,108,8.04768538102e-13,0.189540701617,0.979028960959,6,20.8281180002
62,0.00252643651856,75414.72,75003,0.676287600087,-0.0165071024912,1.12267601139e+12,1.518941605e-13,5.6392228777e-12,2623,1,0,20307.5473747,13.5185003281,26002,108,8.23979960972e-13,0.19162583719,0.983884804043,6,20.8622995829
63,0.0025259616168,75414.72,74951,0.675818726105,-0.0155118831691,1.02983413318e+12,1.65587762893e-13,5.61880879923e-12,2623,1,0,20245.4936247,11.9591670036,26122,108,8.22976344553e-13,0.191491502701,0.981140561803,6,20.7915190002
64,0.00252571279306,75414.72,74980,0.676080213518,-0.0199644967198,681218572406,2.50327776093e-13,5.63054500251e-12,2624,1,0,20512.194375,11.7062497139,26170,108,8.90499783566e-13,0.192676596797,0.99175536449,6,21.0528125828
65,0.00252540040746,75414.72,74948,0.675791675683,-0.00805346862668,979435920016,1.74108307423e-13,5.60146037072e-12,2622,1,0,20057.8421669,11.7861251831,26257,108,8.06322486983e-13,0.19289509966,0.979417964411,6,20.5987291671
66,0.00252509051236,75414.72,74962,0.675917910986,-0.0149091141813,789499840792,2.15994888729e-13,5.60557086684e-12,2623,1,0,20031.5502496,11.7072501183,26269,108,8.63294554475e-13,0.194339674245,0.983609864811,6,20.5747399172
67,0.00252478830908,75414.72,74970,0.675990045445,-0.00977845177798,986382121537,1.72882219314e-13,5.58137654265e-12,2622,1,0,20199.0934997,11.6914591789,26377,108,8.20877930388e-13,0.194412270075,0.985791110695,6,20.7406468326
68,0.00252456130362,75414.72,74945,0.675764625261,-0.0136868888206,609189699785,2.79925826592e-13,5.59165954292e-12,2623,1,0,19327.7056251,13.0743341446,26362,108,8.8886388504e-13,0.195562905319,0.988256637646,6,19.8765647919
69,0.00252420573175,75414.72,74939,0.675710524418,-0.0078543129911,1.06164132598e+12,1.60626688214e-13,5.5612525065e-12,2624,1,0,19293.9946251,11.7093749046,26422,108,7.83702445457e-13,0.196606857254,0.990688056894,6,19.8339920421
70,0.00252382425757,75414.72,74954,0.675845776527,-0.0128065239297,765300409825,2.22824825486e-13,5.56113616571e-12,2625,1,0,19330.2826672,11.8189167976,26461,108,8.48005446613e-13,0.197924589303,0.992266592432,6,19.8707013754
71,0.00252354604963,75414.72,74964,0.675935944601,-0.0102262696475,992914904968,1.71744758196e-13,5.54005733094e-12,2622,1,0,19311.1763754,11.6754579544,26545,108,8.19286289802e-13,0.198150665551,0.993989008041,6,19.866480167
72,0.00252333129821,75414.72,74926,0.675593305922,-0.0122477992745,634405534337,2.68799562793e-13,5.54643147189e-12,2623,1,0,19260.701417,12.1449999809,26542,108,8.77412377514e-13,0.198659761538,0.994629933809,6,19.8043620423
73,0.00252301646104,75414.72,74946,0.675773642069,-0.00834156334459,958320562102,1.7794455948e-13,5.52276499533e-12,2623,1,0,19170.0019159,11.7548751831,26613,108,7.94631532894e-13,0.199253017839,0.996316639756,6,19.7105524582
74,0.00252273918061,75414.72,74891,0.675277717666,-0.0100932080777,844033186072,2.02039366553e-13,5.51906990286e-12,2623,1,0,19293.0767908,12.0550422668,26623,108,8.28138231652e-13,0.200215456284,0.996187790086,6,19.8354280419
75,0.00252248569112,75414.72,74923,0.6755662555,-0.0103527095667,993813851729,1.71589407782e-13,5.50616542644e-12,2619,1,0,19175.633625,11.563791275,26708,108,8.46740956804e-13,0.200299428623,0.996817396784,6,19.7179547078
76,0.00252243768794,75414.72,74856,0.674962129409,-0.0108381606737,539518315365,3.16074404532e-13,5.51411174432e-12,2624,1,0,19541.8543749,11.8168749809,26677,108,8.98850773218e-13,0.200562150552,0.996392855553,6,20.088003417
