i,j,k,rho
45,2,0,0.000000
46,2,0,0.000000
47,2,0,0.000000
0,3,0,0.170930
1,3,0,0.176827
2,3,0,0.334077
3,3,0,0.728608
4,3,0,0.856717
5,3,0,0.981698
6,3,0,1.000000
7,3,0,1.000000
8,3,0,0.963674
9,3,0,0.731695
10,3,0,0.286615
11,3,0,0.125001
12,3,0,0.018306
13,3,0,0.000000
14,3,0,0.000000
15,3,0,0.000000
16,3,0,0.000000
17,3,0,0.000185
18,3,0,0.015797
19,3,0,0.104309
20,3,0,0.139724
21,3,0,0.143306
22,3,0,0.143306
23,3,0,0.146546
24,3,0,0.287094
25,3,0,0.698322
26,3,0,0.820083
27,3,0,0.820088
28,3,0,0.838390
29,3,0,0.838389
30,3,0,0.838886
31,3,0,0.854462
32,3,0,0.934004
33,3,0,0.994873
34,3,0,0.981998
35,3,0,0.858489
36,3,0,0.713692
37,3,0,0.281255
38,3,0,0.096429
39,3,0,0.012949
40,3,0,0.000000
41,3,0,0.000000
42,3,0,0.000000
43,3,0,0.000000
44,3,0,0.000000
45,3,0,0.000000
46,3,0,0.000000
47,3,0,0.000000
0,4,0,0.000000
1,4,0,0.002500
2,4,0,0.033521
3,4,0,0.145829
4,4,0,0.286680
5,4,0,0.731717
6,4,0,0.963453
7,4,0,1.000000
8,4,0,1.000000
9,4,0,0.963388
10,4,0,0.838388
11,4,0,0.606694
12,4,0,0.268306
13,4,0,0.125000
14,4,0,0.018306
15,4,0,0.000000
16,4,0,0.000000
17,4,0,0.000000
18,4,0,0.000000
19,4,0,0.000000
20,4,0,0.000000
21,4,0,0.000000
22,4,0,0.000000
23,4,0,0.036999
24,4,0,0.306095
25,4,0,0.713776
26,4,0,0.820083
27,4,0,0.820238
28,4,0,0.820350
29,4,0,0.820084
30,4,0,0.801777
31,4,0,0.665698
32,4,0,0.623744
33,4,0,0.790204
34,4,0,0.856711
35,4,0,0.981697
36,4,0,0.981694
37,4,0,0.809817
38,4,0,0.528480
39,4,0,0.221429
40,4,0,0.018306
41,4,0,0.000000
42,4,0,0.000000
43,4,0,0.000000
44,4,0,0.000000
45,4,0,0.000000
46,4,0,0.000000
47,4,0,0.000000
0,5,0,0.000000
1,5,0,0.000000
2,5,0,0.000000
3,5,0,0.000004
4,5,0,0.018329
5,5,0,0.250069
6,5,0,0.607074
7,5,0,0.838453
8,5,0,0.967608
9,5,0,1.000000
10,5,0,1.000000
11,5,0,0.963388
12,5,0,0.838388
13,5,0,0.606695
14,5,0,0.268307
15,5,0,0.161612
16,5,0,0.125000
17,5,0,0.018306
18,5,0,0.000000
19,5,0,0.000000
20,5,0,0.000000
21,5,0,0.000000
22,5,0,0.000002
23,5,0,0.128215
24,5,0,0.588771
25,5,0,0.804983
26,5,0,0.824651
27,5,0,0.829690
28,5,0,0.821748
29,5,0,0.802036
30,5,0,0.588388
31,5,0,0.244873
32,5,0,0.113424
33,5,0,0.156502
34,5,0,0.286663
35,5,0,0.731711
36,5,0,0.963390
37,5,0,0.994643
38,5,0,0.934817
39,5,0,0.726337
40,5,0,0.286217
41,5,0,0.137997
42,5,0,0.017911
43,5,0,0.000000
44,5,0,0.000000
45,5,0,0.000000
46,5,0,0.000000
47,5,0,0.000000
0,6,0,0.000000
1,6,0,0.000000
2,6,0,0.000000
3,6,0,0.000000
4,6,0,0.000000
5,6,0,0.018306
6,6,0,0.125065
7,6,0,0.272525
8,6,0,0.631286
9,6,0,0.842608
10,6,0,0.968799
11,6,0,1.000000
12,6,0,1.000000
13,6,0,0.963388
14,6,0,0.856694
15,6,0,0.820083
16,6,0,0.606694
17,6,0,0.268306
18,6,0,0.143319
19,6,0,0.125432
20,6,0,0.020824
21,6,0,0.000432
22,6,0,0.018315
23,6,0,0.250027
24,6,0,0.695091
25,6,0,0.833723
26,6,0,0.872571
27,6,0,0.873917
28,6,0,0.810489
29,6,0,0.588388
30,6,0,0.231694
31,6,0,0.018306
32,6,0,0.000000
33,6,0,0.000003
34,6,0,0.018323
35,6,0,0.250005
36,6,0,0.606706
37,6,0,0.838390
38,6,0,0.981694
39,6,0,0.981694
40,6,0,0.851385
41,6,0,0.688944
42,6,0,0.263413
43,6,0,0.020744
44,6,0,0.000416
45,6,0,0.000000
46,6,0,0.000000
47,6,0,0.000000
0,7,0,0.000000
1,7,0,0.000000
2,7,0,0.000000
3,7,0,0.000000
4,7,0,0.000000
5,7,0,0.000000
6,7,0,0.000000
7,7,0,0.018306
8,7,0,0.129219
9,7,0,0.273717
10,7,0,0.638231
11,7,0,0.843800
12,7,0,0.981694
13,7,0,1.000000
14,7,0,1.000000
15,7,0,1.000000
16,7,0,0.963388
17,7,0,0.838402
18,7,0,0.713468
19,7,0,0.590920
20,7,0,0.269543
21,7,0,0.145824
22,7,0,0.250002
23,7,0,0.588397
24,7,0,0.817307
25,7,0,0.910466
26,7,0,0.940428
27,7,0,0.828535
28,7,0,0.588388
29,7,0,0.231694
30,7,0,0.018306
31,7,0,0.000000
32,7,0,0.000000
33,7,0,0.000000
34,7,0,0.000000
35,7,0,0.018306
36,7,0,0.125002
37,7,0,0.286612
38,7,0,0.713437
39,7,0,0.856977
40,7,0,0.981348
41,7,0,0.976385
42,7,0,0.733738
43,7,0,0.293957
44,7,0,0.145744
45,7,0,0.018306
46,7,0,0.000000
47,7,0,0.000000
0,8,0,0.000000
1,8,0,0.000000
2,8,0,0.000000
3,8,0,0.000000
4,8,0,0.000000
5,8,0,0.000000
6,8,0,0.000000
7,8,0,0.000000
8,8,0,0.000000
9,8,0,0.018306
10,8,0,0.130412
11,8,0,0.286615
12,8,0,0.731625
13,8,0,0.962981
14,8,0,0.999930
15,8,0,1.000000
16,8,0,1.000000
17,8,0,1.000000
18,8,0,0.981708
19,8,0,0.957502
20,8,0,0.804083
21,8,0,0.707502
22,8,0,0.695108
23,8,0,0.814775
24,8,0,0.893428
25,8,0,0.949435
26,8,0,0.838453
27,8,0,0.588399
28,8,0,0.231694
29,8,0,0.018306
30,8,0,0.000000
31,8,0,0.000000
32,8,0,0.000000
33,8,0,0.000000
34,8,0,0.000000
35,8,0,0.000000
36,8,0,0.000000
37,8,0,0.018306
38,8,0,0.143588
39,8,0,0.287459
40,8,0,0.731977
41,8,0,0.976135
42,8,0,0.982111
43,8,0,0.859132
44,8,0,0.713805
45,8,0,0.286612
46,8,0,0.143306
47,8,0,0.021835
0,9,0,0.000000
1,9,0,0.000000
2,9,0,0.000000
3,9,0,0.000000
4,9,0,0.000000
5,9,0,0.000000
6,9,0,0.000000
7,9,0,0.000000
8,9,0,0.000000
9,9,0,0.000000
10,9,0,0.000000
11,9,0,0.018307
12,9,0,0.249593
13,9,0,0.605473
14,9,0,0.837982
15,9,0,0.978362
16,9,0,1.000000
17,9,0,1.000000
18,9,0,1.000000
19,9,0,1.000000
20,9,0,0.993682
21,9,0,0.963414
22,9,0,0.863536
23,9,0,0.895744
24,9,0,0.965199
25,9,0,0.896973
26,9,0,0.695154
27,9,0,0.248789
28,9,0,0.018306
29,9,0,0.000000
30,9,0,0.000000
31,9,0,0.000000
32,9,0,0.000000
33,9,0,0.000000
34,9,0,0.000000
35,9,0,0.000000
36,9,0,0.000000
37,9,0,0.000000
38,9,0,0.000048
39,9,0,0.018588
40,9,0,0.262795
41,9,0,0.680988
42,9,0,0.851135
43,9,0,0.981694
44,9,0,0.981694
45,9,0,0.856694
46,9,0,0.713388
47,9,0,0.320026
0,10,0,0.000000
1,10,0,0.000000
2,10,0,0.000000
3,10,0,0.000000
4,10,0,0.000000
5,10,0,0.000000
6,10,0,0.000000
7,10,0,0.000000
8,10,0,0.000000
9,10,0,0.000000
10,10,0,0.000000
11,10,0,0.000000
12,10,0,0.018236
13,10,0,0.124593
14,10,0,0.283211
15,10,0,0.712276
16,10,0,0.960057
17,10,0,0.996553
18,10,0,1.000000
19,10,0,1.000000
20,10,0,1.000000
21,10,0,1.000000
22,10,0,0.981719
23,10,0,0.988390
24,10,0,0.963389
25,10,0,0.820143
26,10,0,0.548908
27,10,0,0.117942
28,10,0,0.000000
29,10,0,0.000000
30,10,0,0.000000
31,10,0,0.000000
32,10,0,0.000000
33,10,0,0.000000
34,10,0,0.000000
35,10,0,0.000000
36,10,0,0.000000
37,10,0,0.000000
38,10,0,0.000000
39,10,0,0.000000
40,10,0,0.018306
41,10,0,0.137747
42,10,0,0.286612
43,10,0,0.731694
44,10,0,0.963390
45,10,0,1.000000
46,10,0,0.981694
47,10,0,0.850904
0,11,0,0.000000
1,11,0,0.000000
2,11,0,0.000000
3,11,0,0.000000
4,11,0,0.000000
5,11,0,0.000000
6,11,0,0.000000
7,11,0,0.000000
8,11,0,0.000000
9,11,0,0.000000
10,11,0,0.000000
11,11,0,0.000000
12,11,0,0.000000
13,11,0,0.000000
14,11,0,0.018306
15,11,0,0.264974
16,11,0,0.728247
17,11,0,0.958156
18,11,0,0.996553
19,11,0,1.000000
20,11,0,1.000000
21,11,0,1.000000
22,11,0,1.000000
23,11,0,0.981694
24,11,0,0.856696
25,11,0,0.693872
26,11,0,0.242942
27,11,0,0.017095
28,11,0,0.000000
29,11,0,0.000000
30,11,0,0.000000
31,11,0,0.000000
32,11,0,0.000000
33,11,0,0.000000
34,11,0,0.000000
35,11,0,0.000000
36,11,0,0.000000
37,11,0,0.000000
38,11,0,0.000000
39,11,0,0.000000
40,11,0,0.000000
41,11,0,0.000000
42,11,0,0.018306
43,11,0,0.268307
44,11,0,0.731702
45,11,0,0.981695
46,11,0,1.000000
47,11,0,1.000000
0,12,0,0.000000
1,12,0,0.000000
2,12,0,0.000000
3,12,0,0.000000
4,12,0,0.000000
5,12,0,0.000000
6,12,0,0.000000
7,12,0,0.000000
8,12,0,0.000000
9,12,0,0.000000
10,12,0,0.000000
11,12,0,0.000000
12,12,0,0.000000
13,12,0,0.000000
14,12,0,0.018306
15,12,0,0.264974
16,12,0,0.728247
17,12,0,0.958156
18,12,0,0.996553
19,12,0,1.000000
20,12,0,1.000000
21,12,0,1.000000
22,12,0,1.000000
23,12,0,0.981694
24,12,0,0.856696
25,12,0,0.693872
26,12,0,0.242942
27,12,0,0.017095
28,12,0,0.000000
29,12,0,0.000000
30,12,0,0.000000
31,12,0,0.000000
32,12,0,0.000000
33,12,0,0.000000
34,12,0,0.000000
35,12,0,0.000000
36,12,0,0.000000
37,12,0,0.000000
38,12,0,0.000000
39,12,0,0.000000
40,12,0,0.000000
41,12,0,0.000000
42,12,0,0.018306
43,12,0,0.268307
44,12,0,0.731702
45,12,0,0.981695
46,12,0,1.000000
47,12,0,1.000000
0,13,0,0.000000
1,13,0,0.000000
2,13,0,0.000000
3,13,0,0.000000
4,13,0,0.000000
5,13,0,0.000000
6,13,0,0.000000
7,13,0,0.000000
8,13,0,0.000000
9,13,0,0.000000
10,13,0,0.000000
11,13,0,0.000000
12,13,0,0.018236
13,13,0,0.124593
14,13,0,0.283211
15,13,0,0.712276
16,13,0,0.960057
17,13,0,0.996553
18,13,0,1.000000
19,13,0,1.000000
20,13,0,1.000000
21,13,0,1.000000
22,13,0,0.981719
23,13,0,0.988390
24,13,0,0.963389
25,13,0,0.820143
26,13,0,0.548908
27,13,0,0.117942
28,13,0,0.000000
29,13,0,0.000000
30,13,0,0.000000
31,13,0,0.000000
32,13,0,0.000000
33,13,0,0.000000
34,13,0,0.000000
35,13,0,0.000000
36,13,0,0.000000
37,13,0,0.000000
38,13,0,0.000000
39,13,0,0.000000
40,13,0,0.018306
41,13,0,0.137747
42,13,0,0.286612
43,13,0,0.731694
44,13,0,0.963390
45,13,0,1.000000
46,13,0,0.981694
47,13,0,0.850904
0,14,0,0.000000
1,14,0,0.000000
2,14,0,0.000000
3,14,0,0.000000
4,14,0,0.000000
5,14,0,0.000000
6,14,0,0.000000
7,14,0,0.000000
8,14,0,0.000000
9,14,0,0.000000
10,14,0,0.000000
11,14,0,0.018307
12,14,0,0.249593
13,14,0,0.605473
14,14,0,0.837982
15,14,0,0.978362
16,14,0,1.000000
17,14,0,1.000000
18,14,0,1.000000
19,14,0,1.000000
20,14,0,0.993682
21,14,0,0.963414
22,14,0,0.863536
23,14,0,0.895744
24,14,0,0.965199
25,14,0,0.896973
26,14,0,0.695154
27,14,0,0.248789
28,14,0,0.018306
29,14,0,0.000000
30,14,0,0.000000
31,14,0,0.000000
32,14,0,0.000000
33,14,0,0.000000
34,14,0,0.000000
35,14,0,0.000000
36,14,0,0.000000
37,14,0,0.000000
38,14,0,0.000048
39,14,0,0.018588
40,14,0,0.262795
41,14,0,0.680988
42,14,0,0.851135
43,14,0,0.981694
44,14,0,0.981694
45,14,0,0.856694
46,14,0,0.713388
47,14,0,0.320026
0,15,0,0.000000
1,15,0,0.000000
2,15,0,0.000000
3,15,0,0.000000
4,15,0,0.000000
5,15,0,0.000000
6,15,0,0.000000
7,15,0,0.000000
8,15,0,0.000000
9,15,0,0.018306
10,15,0,0.130412
11,15,0,0.286615
12,15,0,0.731625
13,15,0,0.962981
14,15,0,0.999930
15,15,0,1.000000
16,15,0,1.000000
17,15,0,1.000000
18,15,0,0.981708
19,15,0,0.957502
20,15,0,0.804083
21,15,0,0.707502
22,15,0,0.695108
23,15,0,0.814775
24,15,0,0.893428
25,15,0,0.949435
26,15,0,0.838453
27,15,0,0.588399
28,15,0,0.231694
29,15,0,0.018306
30,15,0,0.000000
31,15,0,0.000000
32,15,0,0.000000
33,15,0,0.000000
34,15,0,0.000000
35,15,0,0.000000
36,15,0,0.000000
37,15,0,0.018306
38,15,0,0.143588
39,15,0,0.287459
40,15,0,0.731977
41,15,0,0.976135
42,15,0,0.982111
43,15,0,0.859132
44,15,0,0.713805
45,15,0,0.286612
46,15,0,0.143306
47,15,0,0.021835
0,16,0,0.000000
1,16,0,0.000000
2,16,0,0.000000
3,16,0,0.000000
4,16,0,0.000000
5,16,0,0.000000
6,16,0,0.000000
7,16,0,0.018306
8,16,0,0.129219
9,16,0,0.273717
10,16,0,0.638231
11,16,0,0.843800
12,16,0,0.981694
13,16,0,1.000000
14,16,0,1.000000
15,16,0,1.000000
16,16,0,0.963388
17,16,0,0.838402
18,16,0,0.713468
19,16,0,0.590920
20,16,0,0.269543
21,16,0,0.145824
22,16,0,0.250002
23,16,0,0.588397
24,16,0,0.817307
25,16,0,0.910466
26,16,0,0.940428
27,16,0,0.828535
28,16,0,0.588388
29,16,0,0.231694
30,16,0,0.018306
31,16,0,0.000000
32,16,0,0.000000
33,16,0,0.000000
34,16,0,0.000000
35,16,0,0.018306
36,16,0,0.125002
37,16,0,0.286612
38,16,0,0.713437
39,16,0,0.856977
40,16,0,0.981348
41,16,0,0.976385
42,16,0,0.733738
43,16,0,0.293957
44,16,0,0.145744
45,16,0,0.018306
46,16,0,0.000000
47,16,0,0.000000
0,17,0,0.000000
1,17,0,0.000000
2,17,0,0.000000
3,17,0,0.000000
4,17,0,0.000000
5,17,0,0.018306
6,17,0,0.125065
7,17,0,0.272525
8,17,0,0.631286
9,17,0,0.842608
10,17,0,0.968799
11,17,0,1.000000
12,17,0,1.000000
13,17,0,0.963388
14,17,0,0.856694
15,17,0,0.820083
16,17,0,0.606694
17,17,0,0.268306
18,17,0,0.143319
19,17,0,0.125432
20,17,0,0.020824
21,17,0,0.000432
22,17,0,0.018315
23,17,0,0.250027
24,17,0,0.695091
25,17,0,0.833723
26,17,0,0.872571
27,17,0,0.873917
28,17,0,0.810489
29,17,0,0.588388
30,17,0,0.231694
31,17,0,0.018306
32,17,0,0.000000
33,17,0,0.000003
34,17,0,0.018323
35,17,0,0.250005
36,17,0,0.606706
37,17,0,0.838390
38,17,0,0.981694
39,17,0,0.981694
40,17,0,0.851385
41,17,0,0.688944
42,17,0,0.263413
43,17,0,0.020744
44,17,0,0.000416
45,17,0,0.000000
46,17,0,0.000000
47,17,0,0.000000
0,18,0,0.000000
1,18,0,0.000000
2,18,0,0.000000
3,18,0,0.000004
4,18,0,0.018329
5,18,0,0.250069
6,18,0,0.607074
7,18,0,0.838453
8,18,0,0.967608
9,18,0,1.000000
10,18,0,1.000000
11,18,0,0.963388
12,18,0,0.838388
13,18,0,0.606695
14,18,0,0.268307
15,18,0,0.161612
16,18,0,0.125000
17,18,0,0.018306
18,18,0,0.000000
19,18,0,0.000000
20,18,0,0.000000
21,18,0,0.000000
22,18,0,0.000002
23,18,0,0.128215
24,18,0,0.588771
25,18,0,0.804983
26,18,0,0.824651
27,18,0,0.829690
28,18,0,0.821748
29,18,0,0.802036
30,18,0,0.588388
31,18,0,0.244873
32,18,0,0.113424
33,18,0,0.156502
34,18,0,0.286663
35,18,0,0.731711
36,18,0,0.963390
37,18,0,0.994643
38,18,0,0.934817
39,18,0,0.726337
40,18,0,0.286217
41,18,0,0.137997
42,18,0,0.017911
43,18,0,0.000000
44,18,0,0.000000
45,18,0,0.000000
46,18,0,0.000000
47,18,0,0.000000
0,19,0,0.000000
1,19,0,0.002500
2,19,0,0.033521
3,19,0,0.145829
4,19,0,0.286680
5,19,0,0.731717
6,19,0,0.963453
7,19,0,1.000000
8,19,0,1.000000
9,19,0,0.963388
10,19,0,0.838388
11,19,0,0.606694
12,19,0,0.268306
13,19,0,0.125000
14,19,0,0.018306
15,19,0,0.000000
16,19,0,0.000000
17,19,0,0.000000
18,19,0,0.000000
19,19,0,0.000000
20,19,0,0.000000
21,19,0,0.000000
22,19,0,0.000000
23,19,0,0.036999
24,19,0,0.306095
25,19,0,0.713776
26,19,0,0.820083
27,19,0,0.820238
28,19,0,0.820350
29,19,0,0.820084
30,19,0,0.801777
31,19,0,0.665698
32,19,0,0.623744
33,19,0,0.790204
34,19,0,0.856711
35,19,0,0.981697
36,19,0,0.981694
37,19,0,0.809817
38,19,0,0.528480
39,19,0,0.221429
40,19,0,0.018306
41,19,0,0.000000
42,19,0,0.000000
43,19,0,0.000000
44,19,0,0.000000
45,19,0,0.000000
46,19,0,0.000000
47,19,0,0.000000
0,20,0,0.170930
1,20,0,0.176827
2,20,0,0.334077
3,20,0,0.728608
4,20,0,0.856717
5,20,0,0.981698
6,20,0,1.000000
7,20,0,1.000000
8,20,0,0.963674
9,20,0,0.731695
10,20,0,0.286615
11,20,0,0.125001
12,20,0,0.018306
13,20,0,0.000000
14,20,0,0.000000
15,20,0,0.000000
16,20,0,0.000000
17,20,0,0.000185
18,20,0,0.015797
19,20,0,0.104309
20,20,0,0.139724
21,20,0,0.143306
22,20,0,0.143306
23,20,0,0.146546
24,20,0,0.287094
25,20,0,0.698322
26,20,0,0.820083
27,20,0,0.820088
28,20,0,0.838390
29,20,0,0.838389
30,20,0,0.838886
31,20,0,0.854462
32,20,0,0.934004
33,20,0,0.994873
34,20,0,0.981998
35,20,0,0.858489
36,20,0,0.713692
37,20,0,0.281255
38,20,0,0.096429
39,20,0,0.012949
40,20,0,0.000000
41,20,0,0.000000
42,20,0,0.000000
43,20,0,0.000000
44,20,0,0.000000
45,20,0,0.000000
46,20,0,0.000000
47,20,0,0.000000
0,21,0,0.829070
1,21,0,0.840889
2,21,0,0.871910
3,21,0,0.984194
4,21,0,1.000000
5,21,0,1.000000
6,21,0,1.000000
7,21,0,0.981980
8,21,0,0.876666
9,21,0,0.713678
10,21,0,0.286621
11,21,0,0.161615
12,21,0,0.161612
13,21,0,0.161612
14,21,0,0.161612
15,21,0,0.161612
16,21,0,0.161612
17,21,0,0.162686
18,21,0,0.250649
19,21,0,0.526837
20,21,0,0.674208
21,21,0,0.695083
22,21,0,0.695083
23,21,0,0.695088
24,21,0,0.713422
25,21,0,0.820088
26,21,0,0.838393
27,21,0,0.856724
28,21,0,0.963393
29,21,0,0.981694
30,21,0,0.981694
31,21,0,0.982191
32,21,0,0.999985
33,21,0,0.980697
34,21,0,0.733475
35,21,0,0.292073
36,21,0,0.145101
37,21,0,0.018306
38,21,0,0.000000
39,21,0,0.000000
40,21,0,0.000000
41,21,0,0.000000
42,21,0,0.000000
43,21,0,0.000000
44,21,0,0.000000
45,21,0,0.000000
46,21,0,0.000000
47,21,0,0.000000
0,22,0,1.000000
1,22,0,1.000000
2,22,0,1.000000
3,22,0,1.000000
4,22,0,1.000000
5,22,0,1.000000
6,22,0,1.000000
7,22,0,1.000000
8,22,0,0.981980
9,22,0,0.963389
10,22,0,0.856697
11,22,0,0.838389
12,22,0,0.838388
13,22,0,0.838388
14,22,0,0.838388
15,22,0,0.838388
16,22,0,0.838388
17,22,0,0.838573
18,22,0,0.854185
19,22,0,0.942698
20,22,0,0.978113
21,22,0,0.981694
22,22,0,0.981694
23,22,0,0.981694
24,22,0,0.981694
25,22,0,0.981694
26,22,0,0.981694
27,22,0,0.981699
28,22,0,1.000000
29,22,0,1.000000
30,22,0,1.000000
31,22,0,0.981701
32,22,0,0.855735
33,22,0,0.707828
34,22,0,0.267612
35,22,0,0.020101
36,22,0,0.000303
37,22,0,0.000000
38,22,0,0.000000
39,22,0,0.000000
40,22,0,0.000000
41,22,0,0.000000
42,22,0,0.000000
43,22,0,0.000000
44,22,0,0.000000
45,22,0,0.000000
46,22,0,0.000000
47,22,0,0.000000
0,23,0,1.000000
1,23,0,1.000000
2,23,0,1.000000
3,23,0,1.000000
4,23,0,1.000000
5,23,0,1.000000
6,23,0,1.000000
7,23,0,1.000000
8,23,0,1.000000
9,23,0,1.000000
10,23,0,1.000000
11,23,0,1.000000
12,23,0,1.000000
13,23,0,1.000000
14,23,0,1.000000
15,23,0,1.000000
16,23,0,1.000000
17,23,0,1.000000
18,23,0,1.000000
19,23,0,1.000000
20,23,0,1.000000
21,23,0,1.000000
22,23,0,1.000000
23,23,0,1.000000
24,23,0,1.000000
25,23,0,1.000000
26,23,0,1.000000
27,23,0,1.000000
28,23,0,1.000000
29,23,0,1.000000
30,23,0,1.000000
31,23,0,0.850950
32,23,0,0.341981
33,23,0,0.169786
34,23,0,0.021817
35,23,0,0.000000
36,23,0,0.000000
37,23,0,0.000000
38,23,0,0.000000
39,23,0,0.000000
40,23,0,0.000000
41,23,0,0.000000
42,23,0,0.000000
43,23,0,0.000000
44,23,0,0.000000
45,23,0,0.000000
46,23,0,0.000000
47,23,0,0.000000
0,0,1,1.000000
1,0,1,1.000000
2,0,1,1.000000
3,0,1,1.000000
4,0,1,1.000000
5,0,1,1.000000
6,0,1,1.000000
7,0,1,1.000000
8,0,1,1.000000
9,0,1,1.000000
10,0,1,1.000000
11,0,1,1.000000
12,0,1,1.000000
13,0,1,1.000000
14,0,1,1.000000
15,0,1,1.000000
16,0,1,1.000000
17,0,1,1.000000
18,0,1,1.000000
19,0,1,1.000000
20,0,1,1.000000
21,0,1,1.000000
22,0,1,1.000000
23,0,1,1.000000
24,0,1,1.000000
25,0,1,1.000000
26,0,1,1.000000
27,0,1,1.000000
28,0,1,1.000000
29,0,1,1.000000
30,0,1,1.000000
31,0,1,0.856701
32,0,1,0.322352
33,0,1,0.154386
34,0,1,0.017396
35,0,1,0.000000
36,0,1,0.000000
37,0,1,0.000000
38,0,1,0.000000
39,0,1,0.000000
40,0,1,0.000000
41,0,1,0.000000
42,0,1,0.000000
43,0,1,0.000000
44,0,1,0.000000
45,0,1,0.000000
46,0,1,0.000000
47,0,1,0.000000
0,1,1,1.000000
1,1,1,1.000000
2,1,1,1.000000
3,1,1,1.000000
4,1,1,1.000000
5,1,1,1.000000
6,1,1,1.000000
7,1,1,0.984728
8,1,1,0.879961
9,1,1,0.863274
10,1,1,0.847517
11,1,1,0.847517
12,1,1,0.847517
13,1,1,0.847517
14,1,1,0.847517
15,1,1,0.847517
16,1,1,0.847517
17,1,1,0.847517
18,1,1,0.847673
19,1,1,0.859996
20,1,1,0.863031
21,1,1,0.863031
22,1,1,0.863031
23,1,1,0.863031
24,1,1,0.863031
25,1,1,0.863031
26,1,1,0.863036
27,1,1,0.878571
28,1,1,0.968975
29,1,1,0.984486
30,1,1,0.984486
31,1,1,0.984486
32,1,1,0.856908
33,1,1,0.703058
34,1,1,0.252316
35,1,1,0.015905
36,1,1,0.000023
37,1,1,0.000000
38,1,1,0.000000
39,1,1,0.000000
40,1,1,0.000000
41,1,1,0.000000
42,1,1,0.000000
43,1,1,0.000000
44,1,1,0.000000
45,1,1,0.000000
46,1,1,0.000000
47,1,1,0.000000
0,2,1,0.838388
1,2,1,0.848062
2,2,1,0.868463
3,2,1,0.985030
4,2,1,1.000000
5,2,1,1.000000
6,2,1,1.000000
7,2,1,0.895475
8,2,1,0.521098
9,2,1,0.290868
10,2,1,0.168000
11,2,1,0.152484
12,2,1,0.152483
13,2,1,0.152483
14,2,1,0.152483
15,2,1,0.152483
16,2,1,0.152483
17,2,1,0.152640
18,2,1,0.165871
19,2,1,0.240887
20,2,1,0.270902
21,2,1,0.273937
22,2,1,0.273937
