strategy,phase,iter,compliance,vol_frac,cg_iters,n_void,n_lower_gap,n_band,n_upper_gap,n_solid,change
s2_gappen,0,87,1.87489123e+02,0.35000,560,1968,494,3594,272,584,0.08212
s2_gappen,0,88,1.87518252e+02,0.35000,551,1970,420,3658,288,576,0.08212
s2_gappen,0,89,1.87471740e+02,0.35000,560,1972,469,3629,258,584,0.08003
s2_gappen,0,90,1.87470464e+02,0.35000,557,1976,429,3649,282,576,0.08003
s2_gappen,0,91,1.87438709e+02,0.35000,559,1984,461,3599,284,584,0.08037
s2_gappen,0,92,1.87460580e+02,0.35000,610,1984,425,3661,266,576,0.08037
s2_gappen,0,93,1.87409817e+02,0.35000,594,1988,454,3610,276,584,0.05623
s2_gappen,0,94,1.87402926e+02,0.35000,610,1988,442,3630,272,580,0.05026
s2_gappen,0,95,1.87388076e+02,0.35000,611,1988,456,3620,264,584,0.06284
s2_gappen,0,96,1.87355225e+02,0.35000,598,1988,435,3639,270,580,0.08282
s2_gappen,0,97,1.87346006e+02,0.35000,687,1992,474,3592,270,584,0.06102
s2_gappen,0,98,1.87333278e+02,0.35000,612,1996,427,3637,272,580,0.08305
s2_gappen,0,99,1.87291107e+02,0.35000,685,2000,468,3584,276,584,0.05857
s2_gappen,0,100,1.87283473e+02,0.35000,609,2004,426,3644,258,580,0.06047
s2_gappen,0,101,1.87250750e+02,0.35000,590,2004,460,3576,288,584,0.08330
s2_gappen,0,102,1.87273382e+02,0.35000,733,2004,434,3622,276,576,0.08330
s2_gappen,0,103,1.87220875e+02,0.35000,611,2004,454,3598,280,576,0.07198
s2_gappen,0,104,1.87204703e+02,0.35000,674,2006,425,3625,284,572,0.06781
s2_gappen,0,105,1.87187123e+02,0.35000,680,2004,463,3585,284,576,0.06513
s2_gappen,0,106,1.87164574e+02,0.35000,613,2004,440,3610,286,572,0.08272
s2_gappen,0,107,1.87166424e+02,0.35000,781,2004,465,3585,286,572,0.08272
s2_gappen,0,108,1.87139671e+02,0.35000,658,2011,432,3615,282,572,0.05345
s2_gappen,0,109,1.87098565e+02,0.35000,737,2014,484,3551,287,576,0.06433
s2_gappen,0,110,1.87094274e+02,0.35000,946,2012,426,3626,276,572,0.05572
s2_gappen,0,111,1.87057060e+02,0.35000,657,2016,489,3545,286,576,0.08609
s2_gappen,0,112,1.87076137e+02,0.35000,713,2016,433,3616,275,572,0.08609
s2_gappen,0,113,1.87022949e+02,0.35000,612,2014,491,3549,286,572,0.06292
s2_gappen,0,114,1.86987857e+02,0.35000,612,2017,443,3602,274,576,0.09400
s2_gappen,0,115,1.86975714e+02,0.35000,741,2024,493,3547,272,576,0.10277
s2_gappen,0,116,1.86960531e+02,0.35000,705,2028,428,3604,276,576,0.10277
s2_gappen,0,117,1.86923114e+02,0.35000,614,2032,512,3508,284,576,0.09933
s2_gappen,0,118,1.86945777e+02,0.35000,611,2036,421,3611,272,572,0.09933
s2_gappen,0,119,1.86877270e+02,0.35000,677,2034,515,3505,282,576,0.09808
s3_contin,0,0,6.59056214e+02,0.35000,207,0,0,6912,0,0,0.20000
s3_contin,0,1,4.04171367e+02,0.35000,213,0,0,6912,0,0,0.20000
s3_contin,0,2,3.17766427e+02,0.35000,220,0,120,6792,0,0,0.20000
s3_contin,0,3,2.70560235e+02,0.35000,238,0,240,6152,520,0,0.20000
s3_contin,0,4,2.54951824e+02,0.35000,249,12,328,5904,448,220,0.20000
s3_contin,0,5,2.48799399e+02,0.35000,262,36,288,5876,408,304,0.20000
s3_contin,0,6,2.44216833e+02,0.35000,270,72,304,5804,372,360,0.18422
s3_contin,0,7,2.40101250e+02,0.35000,276,120,308,5752,348,384,0.16958
s3_contin,0,8,2.36199311e+02,0.35000,281,180,316,5700,308,408,0.17133
s3_contin,0,9,2.32646461e+02,0.35000,284,252,304,5640,292,424,0.15615
s3_contin,0,10,2.29861185e+02,0.35000,290,332,296,5556,292,436,0.14463
s3_contin,0,11,2.27867894e+02,0.35000,291,368,308,5484,292,460,0.13412
s3_contin,0,12,2.26484043e+02,0.35000,292,416,276,5464,292,464,0.11611
s3_contin,0,13,2.25421046e+02,0.35000,290,456,272,5436,284,464,0.13866
s3_contin,0,14,2.24517889e+02,0.35000,291,480,272,5412,284,464,0.11332
s3_contin,0,15,2.23702245e+02,0.35000,292,508,268,5396,272,468,0.12277
s3_contin,0,16,2.22848793e+02,0.35000,293,512,304,5356,272,468,0.12925
s3_contin,0,17,2.21844307e+02,0.35000,296,524,324,5312,284,468,0.17405
s3_contin,0,18,2.20489854e+02,0.35000,297,528,388,5240,288,468,0.18812
s3_contin,0,19,2.18630223e+02,0.35000,300,536,448,5160,292,476,0.20000
s3_contin,0,20,2.16069073e+02,0.35000,301,548,540,5056,292,476,0.20000
s3_contin,0,21,2.12778924e+02,0.35000,305,552,672,4904,312,472,0.20000
s3_contin,0,22,2.09802602e+02,0.35000,307,552,740,4800,352,468,0.18711
s3_contin,0,23,2.07475107e+02,0.35000,315,556,808,4724,344,480,0.18766
s3_contin,0,24,2.05488505e+02,0.35000,319,560,872,4636,360,484,0.17594
s3_contin,0,25,2.03782949e+02,0.35000,323,560,944,4536,384,488,0.19698
s3_contin,0,26,2.02301550e+02,0.35000,331,568,972,4492,376,504,0.13130
s3_contin,0,27,2.00991452e+02,0.35000,334,572,1076,4376,376,512,0.16590
s3_contin,0,28,1.99721355e+02,0.35000,337,576,1156,4284,376,520,0.13678
s3_contin,0,29,1.98481033e+02,0.35000,343,580,1208,4216,396,512,0.11918
s3_contin,0,30,1.97233892e+02,0.35000,337,588,1252,4156,396,520,0.13696
s3_contin,0,31,1.96011960e+02,0.35000,344,588,1296,4104,400,524,0.12699
s3_contin,0,32,1.94865520e+02,0.35000,343,608,1360,4020,392,532,0.12771
s3_contin,0,33,1.93852497e+02,0.35000,344,644,1428,3912,396,532,0.11075
s3_contin,0,34,1.92974456e+02,0.35000,344,860,1248,3860,412,532,0.09670
s3_contin,0,35,1.92212444e+02,0.35000,352,1168,972,3820,420,532,0.09825
s3_contin,0,36,1.91537423e+02,0.35000,355,1236,924,3804,412,536,0.09801
s3_contin,0,37,1.90931369e+02,0.35000,358,1260,928,3784,408,532,0.10916
s3_contin,0,38,1.90412138e+02,0.35000,358,1300,916,3752,416,528,0.11826
s3_contin,0,39,1.89971987e+02,0.35000,359,1336,904,3724,420,528,0.08196
s3_contin,1,40,1.91745040e+02,0.35000,361,1412,848,3700,428,524,0.12568
s3_contin,1,41,1.91197630e+02,0.35000,364,1452,808,3716,352,584,0.08480
s3_contin,1,42,1.90868067e+02,0.35000,364,1516,748,3712,348,588,0.09624
s3_contin,1,43,1.90595987e+02,0.35000,366,1564,712,3716,312,608,0.08101
s3_contin,1,44,1.90366922e+02,0.35000,365,1608,708,3676,312,608,0.10276
s3_contin,1,45,1.90200604e+02,0.35000,364,1640,636,3724,304,608,0.07855
s3_contin,1,46,1.90018926e+02,0.35000,364,1676,676,3640,312,608,0.06545
s3_contin,1,47,1.89867826e+02,0.35000,363,1696,596,3696,316,608,0.08799
s3_contin,1,48,1.89734288e+02,0.35000,362,1712,636,3648,308,608,0.09728
s3_contin,1,49,1.89595579e+02,0.35000,361,1724,588,3696,296,608,0.07544
s3_contin,1,50,1.89476855e+02,0.35000,359,1740,636,3624,304,608,0.09026
s3_contin,1,51,1.89393135e+02,0.35000,358,1752,580,3668,304,608,0.05504
s3_contin,1,52,1.89286642e+02,0.35000,360,1776,612,3624,292,608,0.08299
s3_contin,1,53,1.89219397e+02,0.35000,345,1780,564,3664,296,608,0.06624
s3_contin,1,54,1.89127437e+02,0.35000,346,1804,576,3624,300,608,0.06037
s3_contin,1,55,1.89059359e+02,0.35000,347,1812,572,3624,288,616,0.07456
s3_contin,1,56,1.88992920e+02,0.35000,362,1820,560,3616,300,616,0.05780
s3_contin,1,57,1.88920987e+02,0.35000,362,1824,560,3636,276,616,0.07423
s3_contin,1,58,1.88861444e+02,0.35000,363,1840,548,3612,296,616,0.05859
s3_contin,1,59,1.88795621e+02,0.35000,364,1860,528,3616,292,616,0.08389
s3_contin,1,60,1.88739680e+02,0.35000,365,1864,516,3620,296,616,0.07602
s3_contin,1,61,1.88687890e+02,0.35000,365,1872,524,3604,296,616,0.05805
s3_contin,1,62,1.88640428e+02,0.35000,366,1880,496,3632,288,616,0.09347
s3_contin,1,63,1.88594265e+02,0.35000,366,1884,544,3564,304,616,0.07237
s3_contin,1,64,1.88542956e+02,0.35000,367,1896,460,3632,308,616,0.06846
s3_contin,1,65,1.88505859e+02,0.35000,367,1908,516,3580,292,616,0.07186
s3_contin,1,66,1.88455079e+02,0.35000,367,1912,464,3612,308,616,0.06397
s3_contin,1,67,1.88415702e+02,0.35000,368,1912,500,3588,296,616,0.07669
s3_contin,1,68,1.88386149e+02,0.35000,368,1916,468,3604,308,616,0.05106
s3_contin,1,69,1.88345110e+02,0.35000,368,1916,480,3608,292,616,0.07037
s3_contin,1,70,1.88321916e+02,0.35000,368,1920,488,3580,308,616,0.05344
s3_contin,1,71,1.88299208e+02,0.35000,368,1936,476,3588,296,616,0.06565
s3_contin,1,72,1.88257205e+02,0.35000,368,1936,436,3628,296,616,0.08034
s3_contin,1,73,1.88223185e+02,0.35000,368,1944,504,3556,292,616,0.06816
s3_contin,1,74,1.88219080e+02,0.35000,368,1952,416,3628,300,616,0.05854
s3_contin,1,75,1.88171605e+02,0.35000,368,1964,452,3588,292,616,0.05792
s3_contin,1,76,1.88171932e+02,0.35000,368,1968,436,3592,300,616,0.05810
s3_contin,1,77,1.88132994e+02,0.35000,368,1968,468,3560,300,616,0.05205
s3_contin,1,78,1.88147967e+02,0.35000,368,1972,420,3612,292,616,0.05880
s3_contin,1,79,1.88097190e+02,0.35000,368,1976,476,3532,312,616,0.06116
s3_contin,2,80,1.89163458e+02,0.35000,369,1980,412,3608,292,620,0.05861
s3_contin,2,81,1.89123178e+02,0.35000,368,1984,408,3608,292,620,0.10000
s3_contin,2,82,1.89143602e+02,0.35000,368,1984,392,3624,292,620,0.10000
s3_contin,2,83,1.89137979e+02,0.35000,369,1984,440,3572,296,620,0.10000
s3_contin,2,84,1.89129337e+02,0.35000,368,1984,396,3608,304,620,0.10000
s3_contin,2,85,1.89100664e+02,0.35000,368,1984,392,3620,296,620,0.10000
s3_contin,2,86,1.89108911e+02,0.35000,369,1992,424,3576,300,620,0.10000
s3_contin,2,87,1.89088755e+02,0.35000,369,1992,388,3608,304,620,0.10000
s3_contin,2,88,1.89071198e+02,0.35000,369,1992,424,3588,288,620,0.10000
s3_contin,2,89,1.89062336e+02,0.35000,369,1996,392,3604,300,620,0.10000
s3_contin,2,90,1.89066386e+02,0.35000,369,1996,416,3572,308,620,0.10000
s3_contin,2,91,1.89082048e+02,0.35000,369,1996,400,3608,288,620,0.10000
s3_contin,2,92,1.89043883e+02,0.35000,369,1996,420,3568,308,620,0.09927
s3_contin,2,93,1.89019538e+02,0.35000,369,1996,380,3624,292,620,0.09583
s3_contin,2,94,1.89062276e+02,0.35000,371,1996,440,3560,296,620,0.09583
s3_contin,2,95,1.89016739e+02,0.35000,404,1996,400,3592,304,620,0.09613
s3_contin,2,96,1.89048399e+02,0.35000,405,1996,420,3580,296,620,0.09613
s3_contin,2,97,1.89006357e+02,0.35000,415,2004,424,3560,304,620,0.09509
s3_contin,2,98,1.89033688e+02,0.35000,440,2004,386,3614,288,620,0.09509
s3_contin,2,99,1.88979588e+02,0.35000,405,2004,406,3574,308,620,0.09110
s3_contin,2,100,1.89010028e+02,0.35000,409,2008,398,3594,292,620,0.09110
s3_contin,2,101,1.88971519e+02,0.35000,443,2008,414,3570,300,620,0.10000
s3_contin,2,102,1.88991104e+02,0.35000,446,2012,412,3556,312,620,0.10000
s3_contin,2,103,1.88976693e+02,0.35000,471,2016,388,3600,288,620,0.08885
s3_contin,2,104,1.88966690e+02,0.35000,447,2016,384,3588,304,620,0.08885
s3_contin,2,105,1.88939628e+02,0.35000,447,2016,398,3582,296,620,0.08534
s3_contin,2,106,1.88985725e+02,0.35000,487,2016,440,3540,296,620,0.08534
s3_contin,2,107,1.88961584e+02,0.35000,473,2016,398,3578,300,620,0.08114
s3_contin,2,108,1.88934132e+02,0.35000,553,2016,374,3602,300,620,0.08114
s3_contin,2,109,1.88930232e+02,0.35000,574,2016,420,3564,292,620,0.08515
s3_contin,2,110,1.88945914e+02,0.35000,575,2020,387,3581,304,620,0.08515
s3_contin,2,111,1.88924426e+02,0.35000,715,2020,406,3558,308,620,0.07706
s3_contin,2,112,1.88922179e+02,0.35000,691,2020,394,3590,288,620,0.07706
s3_contin,2,113,1.88942625e+02,0.35000,692,2020,436,3536,300,620,0.08484
s3_contin,2,114,1.88967556e+02,0.35000,556,2020,399,3581,292,620,0.08484
s3_contin,2,115,1.88919580e+02,0.35000,710,2020,403,3573,296,620,0.07427
s3_contin,2,116,1.88916050e+02,0.35000,593,2022,408,3559,303,620,0.07427
s3_contin,2,117,1.88901064e+02,0.35000,556,2022,388,3587,295,620,0.06763
s3_contin,2,118,1.88885825e+02,0.35000,612,2022,404,3580,286,620,0.06763
s3_contin,2,119,1.88901081e+02,0.35000,914,2022,404,3557,309,620,0.05947
