i,j,k,rho
45,2,0,0.000000
46,2,0,0.000000
47,2,0,0.000000
0,3,0,0.170930
1,3,0,0.268355
2,3,0,0.606981
3,3,0,0.838438
4,3,0,0.963388
5,3,0,1.000000
6,3,0,1.000000
7,3,0,1.000000
8,3,0,0.981700
9,3,0,0.768360
10,3,0,0.428003
11,3,0,0.296257
12,3,0,0.236181
13,3,0,0.172213
14,3,0,0.185670
15,3,0,0.339789
16,3,0,0.613320
17,3,0,0.709568
18,3,0,0.788197
19,3,0,0.817348
20,3,0,0.820083
21,3,0,0.810988
22,3,0,0.729985
23,3,0,0.573602
24,3,0,0.382766
25,3,0,0.398511
26,3,0,0.631124
27,3,0,0.723356
28,3,0,0.796986
29,3,0,0.818523
30,3,0,0.818119
31,3,0,0.747934
32,3,0,0.742509
33,3,0,0.881657
34,3,0,0.970319
35,3,0,0.982285
36,3,0,0.860184
37,3,0,0.714466
38,3,0,0.288081
39,3,0,0.143793
40,3,0,0.018306
41,3,0,0.000000
42,3,0,0.000000
43,3,0,0.000000
44,3,0,0.000000
45,3,0,0.000000
46,3,0,0.000000
47,3,0,0.000000
0,4,0,0.000000
1,4,0,0.018306
2,4,0,0.125049
3,4,0,0.268306
4,4,0,0.606696
5,4,0,0.838394
6,4,0,0.981695
7,4,0,1.000000
8,4,0,1.000000
9,4,0,0.961418
10,4,0,0.826872
11,4,0,0.660818
12,4,0,0.420358
13,4,0,0.202355
14,4,0,0.148710
15,4,0,0.186091
16,4,0,0.272319
17,4,0,0.341003
18,4,0,0.551382
19,4,0,0.679792
20,4,0,0.753907
21,4,0,0.811656
22,4,0,0.815195
23,4,0,0.774134
24,4,0,0.654515
25,4,0,0.497516
26,4,0,0.396924
27,4,0,0.432668
28,4,0,0.703035
29,4,0,0.807651
30,4,0,0.714875
31,4,0,0.428791
32,4,0,0.331259
33,4,0,0.450239
34,4,0,0.660244
35,4,0,0.847341
36,4,0,0.964749
37,4,0,0.981777
38,4,0,0.857181
39,4,0,0.713471
40,4,0,0.275702
41,4,0,0.062550
42,4,0,0.007396
43,4,0,0.000000
44,4,0,0.000000
45,4,0,0.000000
46,4,0,0.000000
47,4,0,0.000000
0,5,0,0.000000
1,5,0,0.000000
2,5,0,0.000000
3,5,0,0.018306
4,5,0,0.125006
5,5,0,0.286629
6,5,0,0.731700
7,5,0,0.963388
8,5,0,1.000000
9,5,0,1.000000
10,5,0,0.998021
11,5,0,0.955813
12,5,0,0.794399
13,5,0,0.691350
14,5,0,0.677045
15,5,0,0.676950
16,5,0,0.643094
17,5,0,0.496729
18,5,0,0.364334
19,5,0,0.367939
20,5,0,0.522806
21,5,0,0.663072
22,5,0,0.748181
23,5,0,0.810464
24,5,0,0.812547
25,5,0,0.728059
26,5,0,0.567351
27,5,0,0.544828
28,5,0,0.748932
29,5,0,0.786816
30,5,0,0.602318
31,5,0,0.378431
32,5,0,0.324063
33,5,0,0.281084
34,5,0,0.251490
35,5,0,0.346660
36,5,0,0.635010
37,5,0,0.865836
38,5,0,0.968133
39,5,0,0.981694
40,5,0,0.775938
41,5,0,0.422554
42,5,0,0.187550
43,5,0,0.018306
44,5,0,0.000000
45,5,0,0.000000
46,5,0,0.000000
47,5,0,0.000000
0,6,0,0.000000
1,6,0,0.000000
2,6,0,0.000000
3,6,0,0.000000
4,6,0,0.000001
5,6,0,0.018312
6,6,0,0.250001
7,6,0,0.607160
8,6,0,0.841104
9,6,0,0.964359
10,6,0,1.000000
11,6,0,1.000000
12,6,0,0.967367
13,6,0,0.873443
14,6,0,0.826872
15,6,0,0.820084
16,6,0,0.814104
17,6,0,0.768762
18,6,0,0.701027
19,6,0,0.661089
20,6,0,0.557626
21,6,0,0.439595
22,6,0,0.519558
23,6,0,0.669550
24,6,0,0.778075
25,6,0,0.809493
26,6,0,0.777470
27,6,0,0.766132
28,6,0,0.807998
29,6,0,0.710042
30,6,0,0.425680
31,6,0,0.338267
32,6,0,0.347995
33,6,0,0.321003
34,6,0,0.285123
35,6,0,0.255093
36,6,0,0.282624
37,6,0,0.394854
38,6,0,0.648264
39,6,0,0.875294
40,6,0,0.976989
41,6,0,0.900938
42,6,0,0.720785
43,6,0,0.268402
44,6,0,0.018869
45,6,0,0.000097
46,6,0,0.000000
47,6,0,0.000000
0,7,0,0.000000
1,7,0,0.000000
2,7,0,0.000000
3,7,0,0.000000
4,7,0,0.000000
5,7,0,0.000000
6,7,0,0.018306
7,7,0,0.127715
8,7,0,0.276956
9,7,0,0.630656
10,7,0,0.945587
11,7,0,0.982214
12,7,0,0.997132
13,7,0,0.970177
14,7,0,0.879516
15,7,0,0.830945
16,7,0,0.820115
17,7,0,0.820083
18,7,0,0.820083
19,7,0,0.814138
20,7,0,0.769592
21,7,0,0.686832
22,7,0,0.586690
23,7,0,0.493002
24,7,0,0.601312
25,7,0,0.772973
26,7,0,0.818145
27,7,0,0.820083
28,7,0,0.789291
29,7,0,0.612175
30,7,0,0.371377
31,7,0,0.348565
32,7,0,0.341015
33,7,0,0.322438
34,7,0,0.316024
35,7,0,0.316806
36,7,0,0.289914
37,7,0,0.236810
38,7,0,0.251296
39,7,0,0.407769
40,7,0,0.768562
41,7,0,0.964177
42,7,0,0.981694
43,7,0,0.732258
44,7,0,0.277481
45,7,0,0.074054
46,7,0,0.007484
47,7,0,0.000000
0,8,0,0.000000
1,8,0,0.000000
2,8,0,0.000000
3,8,0,0.000000
4,8,0,0.000000
5,8,0,0.000000
6,8,0,0.000000
7,8,0,0.000466
8,8,0,0.021022
9,8,0,0.232668
10,8,0,0.607215
11,8,0,0.838548
12,8,0,0.947191
13,8,0,0.978842
14,8,0,0.959400
15,8,0,0.896793
16,8,0,0.833493
17,8,0,0.820188
18,8,0,0.820083
19,8,0,0.820083
20,8,0,0.820083
21,8,0,0.815733
22,8,0,0.780071
23,8,0,0.676258
24,8,0,0.618730
25,8,0,0.732164
26,8,0,0.808791
27,8,0,0.818429
28,8,0,0.749545
29,8,0,0.522995
30,8,0,0.387473
31,8,0,0.368109
32,8,0,0.347639
33,8,0,0.335493
34,8,0,0.335041
35,8,0,0.322950
36,8,0,0.285611
37,8,0,0.253250
38,8,0,0.208586
39,8,0,0.157973
40,8,0,0.278931
41,8,0,0.614550
42,8,0,0.847491
43,8,0,0.964915
44,8,0,0.787442
45,8,0,0.484977
46,8,0,0.198490
47,8,0,0.021835
0,9,0,0.000000
1,9,0,0.000000
2,9,0,0.000000
3,9,0,0.000000
4,9,0,0.000000
5,9,0,0.000000
6,9,0,0.000000
7,9,0,0.000000
8,9,0,0.000000
9,9,0,0.018307
10,9,0,0.233056
11,9,0,0.596832
12,9,0,0.818591
13,9,0,0.841947
14,9,0,0.876528
15,9,0,0.941739
16,9,0,0.881687
17,9,0,0.829944
18,9,0,0.820177
19,9,0,0.820083
20,9,0,0.820083
21,9,0,0.820083
22,9,0,0.820083
23,9,0,0.811615
24,9,0,0.768794
25,9,0,0.800323
26,9,0,0.815575
27,9,0,0.785876
28,9,0,0.670726
29,9,0,0.507942
30,9,0,0.442286
31,9,0,0.392524
32,9,0,0.365997
33,9,0,0.363769
34,9,0,0.353461
35,9,0,0.320246
36,9,0,0.271779
37,9,0,0.235757
38,9,0,0.224150
39,9,0,0.210705
40,9,0,0.134364
41,9,0,0.168650
42,9,0,0.314843
43,9,0,0.740031
44,9,0,0.970872
45,9,0,0.911879
46,9,0,0.720872
47,9,0,0.320026
0,10,0,0.000000
1,10,0,0.000000
2,10,0,0.000000
3,10,0,0.000000
4,10,0,0.000000
5,10,0,0.000000
6,10,0,0.000000
7,10,0,0.000000
8,10,0,0.000000
9,10,0,0.000000
10,10,0,0.026230
11,10,0,0.261457
12,10,0,0.631246
13,10,0,0.807788
14,10,0,0.823985
15,10,0,0.847461
16,10,0,0.870817
17,10,0,0.848054
18,10,0,0.823723
19,10,0,0.820103
20,10,0,0.820083
21,10,0,0.820083
22,10,0,0.820083
23,10,0,0.820083
24,10,0,0.820083
25,10,0,0.820083
26,10,0,0.795847
27,10,0,0.655316
28,10,0,0.513516
29,10,0,0.484108
30,10,0,0.488655
31,10,0,0.445074
32,10,0,0.410399
33,10,0,0.387822
34,10,0,0.351040
35,10,0,0.302316
36,10,0,0.267998
37,10,0,0.245091
38,10,0,0.211926
39,10,0,0.197506
40,10,0,0.171112
41,10,0,0.111880
42,10,0,0.069762
43,10,0,0.273945
44,10,0,0.731785
45,10,0,0.963806
46,10,0,0.981694
47,10,0,0.850904
0,11,0,0.000000
1,11,0,0.000000
2,11,0,0.000000
3,11,0,0.000000
4,11,0,0.000000
5,11,0,0.000000
6,11,0,0.000000
7,11,0,0.000000
8,11,0,0.000000
9,11,0,0.000000
10,11,0,0.001359
11,11,0,0.067157
12,11,0,0.391095
13,11,0,0.736010
14,11,0,0.820119
15,11,0,0.821472
16,11,0,0.834644
17,11,0,0.842891
18,11,0,0.825481
19,11,0,0.820476
20,11,0,0.820083
21,11,0,0.820083
22,11,0,0.820083
23,11,0,0.820083
24,11,0,0.820083
25,11,0,0.820083
26,11,0,0.754311
27,11,0,0.522680
28,11,0,0.439345
29,11,0,0.457888
30,11,0,0.482597
31,11,0,0.494633
32,11,0,0.461933
33,11,0,0.395107
34,11,0,0.333578
35,11,0,0.296066
36,11,0,0.269899
37,11,0,0.245263
38,11,0,0.221128
39,11,0,0.179734
40,11,0,0.149531
41,11,0,0.125292
42,11,0,0.109287
43,11,0,0.046079
44,11,0,0.269346
45,11,0,0.734549
46,11,0,0.982112
47,11,0,1.000000
0,12,0,0.000000
1,12,0,0.000000
2,12,0,0.000000
3,12,0,0.000000
4,12,0,0.000000
5,12,0,0.000000
6,12,0,0.000000
7,12,0,0.000000
8,12,0,0.000000
9,12,0,0.000000
10,12,0,0.001359
11,12,0,0.067157
12,12,0,0.391095
13,12,0,0.736010
14,12,0,0.820119
15,12,0,0.821472
16,12,0,0.834644
17,12,0,0.842891
18,12,0,0.825481
19,12,0,0.820476
20,12,0,0.820083
21,12,0,0.820083
22,12,0,0.820083
23,12,0,0.820083
24,12,0,0.820083
25,12,0,0.820083
26,12,0,0.754311
27,12,0,0.522680
28,12,0,0.439345
29,12,0,0.457888
30,12,0,0.482597
31,12,0,0.494633
32,12,0,0.461933
33,12,0,0.395107
34,12,0,0.333578
35,12,0,0.296066
36,12,0,0.269899
37,12,0,0.245263
38,12,0,0.221128
39,12,0,0.179734
40,12,0,0.149531
41,12,0,0.125292
42,12,0,0.109287
43,12,0,0.046079
44,12,0,0.269346
45,12,0,0.734549
46,12,0,0.982112
47,12,0,1.000000
0,13,0,0.000000
1,13,0,0.000000
2,13,0,0.000000
3,13,0,0.000000
4,13,0,0.000000
5,13,0,0.000000
6,13,0,0.000000
7,13,0,0.000000
8,13,0,0.000000
9,13,0,0.000000
10,13,0,0.026230
11,13,0,0.261457
12,13,0,0.631246
13,13,0,0.807788
14,13,0,0.823985
15,13,0,0.847461
16,13,0,0.870817
17,13,0,0.848054
18,13,0,0.823723
19,13,0,0.820103
20,13,0,0.820083
21,13,0,0.820083
22,13,0,0.820083
23,13,0,0.820083
24,13,0,0.820083
25,13,0,0.820083
26,13,0,0.795847
27,13,0,0.655316
28,13,0,0.513516
29,13,0,0.484108
30,13,0,0.488655
31,13,0,0.445074
32,13,0,0.410399
33,13,0,0.387822
34,13,0,0.351040
35,13,0,0.302316
36,13,0,0.267998
37,13,0,0.245091
38,13,0,0.211926
39,13,0,0.197506
40,13,0,0.171112
41,13,0,0.111880
42,13,0,0.069762
43,13,0,0.273945
44,13,0,0.731785
45,13,0,0.963806
46,13,0,0.981694
47,13,0,0.850904
0,14,0,0.000000
1,14,0,0.000000
2,14,0,0.000000
3,14,0,0.000000
4,14,0,0.000000
5,14,0,0.000000
6,14,0,0.000000
7,14,0,0.000000
8,14,0,0.000000
9,14,0,0.018307
10,14,0,0.233056
11,14,0,0.596832
12,14,0,0.818591
13,14,0,0.841947
14,14,0,0.876528
15,14,0,0.941739
16,14,0,0.881687
17,14,0,0.829944
18,14,0,0.820177
19,14,0,0.820083
20,14,0,0.820083
21,14,0,0.820083
22,14,0,0.820083
23,14,0,0.811615
24,14,0,0.768794
25,14,0,0.800323
26,14,0,0.815575
27,14,0,0.785876
28,14,0,0.670726
29,14,0,0.507942
30,14,0,0.442286
31,14,0,0.392524
32,14,0,0.365997
33,14,0,0.363769
34,14,0,0.353461
35,14,0,0.320246
36,14,0,0.271779
37,14,0,0.235757
38,14,0,0.224150
39,14,0,0.210705
40,14,0,0.134364
41,14,0,0.168650
42,14,0,0.314843
43,14,0,0.740031
44,14,0,0.970872
45,14,0,0.911879
46,14,0,0.720872
47,14,0,0.320026
0,15,0,0.000000
1,15,0,0.000000
2,15,0,0.000000
3,15,0,0.000000
4,15,0,0.000000
5,15,0,0.000000
6,15,0,0.000000
7,15,0,0.000466
8,15,0,0.021022
9,15,0,0.232668
10,15,0,0.607215
11,15,0,0.838548
12,15,0,0.947191
13,15,0,0.978842
14,15,0,0.959400
15,15,0,0.896793
16,15,0,0.833493
17,15,0,0.820188
18,15,0,0.820083
19,15,0,0.820083
20,15,0,0.820083
21,15,0,0.815733
22,15,0,0.780071
23,15,0,0.676258
24,15,0,0.618730
25,15,0,0.732164
26,15,0,0.808791
27,15,0,0.818429
28,15,0,0.749545
29,15,0,0.522995
30,15,0,0.387473
31,15,0,0.368109
32,15,0,0.347639
33,15,0,0.335493
34,15,0,0.335041
35,15,0,0.322950
36,15,0,0.285611
37,15,0,0.253250
38,15,0,0.208586
39,15,0,0.157973
40,15,0,0.278931
41,15,0,0.614550
42,15,0,0.847491
43,15,0,0.964915
44,15,0,0.787442
45,15,0,0.484977
46,15,0,0.198490
47,15,0,0.021835
0,16,0,0.000000
1,16,0,0.000000
2,16,0,0.000000
3,16,0,0.000000
4,16,0,0.000000
5,16,0,0.000000
6,16,0,0.018306
7,16,0,0.127715
8,16,0,0.276956
9,16,0,0.630656
10,16,0,0.945587
11,16,0,0.982214
12,16,0,0.997132
13,16,0,0.970177
14,16,0,0.879516
15,16,0,0.830945
16,16,0,0.820115
17,16,0,0.820083
18,16,0,0.820083
19,16,0,0.814138
20,16,0,0.769592
21,16,0,0.686832
22,16,0,0.586690
23,16,0,0.493002
24,16,0,0.601312
25,16,0,0.772973
26,16,0,0.818145
27,16,0,0.820083
28,16,0,0.789291
29,16,0,0.612175
30,16,0,0.371377
31,16,0,0.348565
32,16,0,0.341015
33,16,0,0.322438
34,16,0,0.316024
35,16,0,0.316806
36,16,0,0.289914
37,16,0,0.236810
38,16,0,0.251296
39,16,0,0.407769
40,16,0,0.768562
41,16,0,0.964177
42,16,0,0.981694
43,16,0,0.732258
44,16,0,0.277481
45,16,0,0.074054
46,16,0,0.007484
47,16,0,0.000000
0,17,0,0.000000
1,17,0,0.000000
2,17,0,0.000000
3,17,0,0.000000
4,17,0,0.000001
5,17,0,0.018312
6,17,0,0.250001
7,17,0,0.607160
8,17,0,0.841104
9,17,0,0.964359
10,17,0,1.000000
11,17,0,1.000000
12,17,0,0.967367
13,17,0,0.873443
14,17,0,0.826872
15,17,0,0.820084
16,17,0,0.814104
17,17,0,0.768762
18,17,0,0.701027
19,17,0,0.661089
20,17,0,0.557626
21,17,0,0.439595
22,17,0,0.519558
23,17,0,0.669550
24,17,0,0.778075
25,17,0,0.809493
26,17,0,0.777470
27,17,0,0.766132
28,17,0,0.807998
29,17,0,0.710042
30,17,0,0.425680
31,17,0,0.338267
32,17,0,0.347995
33,17,0,0.321003
34,17,0,0.285123
35,17,0,0.255093
36,17,0,0.282624
37,17,0,0.394854
38,17,0,0.648264
39,17,0,0.875294
40,17,0,0.976989
41,17,0,0.900938
42,17,0,0.720785
43,17,0,0.268402
44,17,0,0.018869
45,17,0,0.000097
46,17,0,0.000000
47,17,0,0.000000
0,18,0,0.000000
1,18,0,0.000000
2,18,0,0.000000
3,18,0,0.018306
4,18,0,0.125006
5,18,0,0.286629
6,18,0,0.731700
7,18,0,0.963388
8,18,0,1.000000
9,18,0,1.000000
10,18,0,0.998021
11,18,0,0.955813
12,18,0,0.794399
13,18,0,0.691350
14,18,0,0.677045
15,18,0,0.676950
16,18,0,0.643094
17,18,0,0.496729
18,18,0,0.364334
19,18,0,0.367939
20,18,0,0.522806
21,18,0,0.663072
22,18,0,0.748181
23,18,0,0.810464
24,18,0,0.812547
25,18,0,0.728059
26,18,0,0.567351
27,18,0,0.544828
28,18,0,0.748932
29,18,0,0.786816
30,18,0,0.602318
31,18,0,0.378431
32,18,0,0.324063
33,18,0,0.281084
34,18,0,0.251490
35,18,0,0.346660
36,18,0,0.635010
37,18,0,0.865836
38,18,0,0.968133
39,18,0,0.981694
40,18,0,0.775938
41,18,0,0.422554
42,18,0,0.187550
43,18,0,0.018306
44,18,0,0.000000
45,18,0,0.000000
46,18,0,0.000000
47,18,0,0.000000
0,19,0,0.000000
1,19,0,0.018306
2,19,0,0.125049
3,19,0,0.268306
4,19,0,0.606696
5,19,0,0.838394
6,19,0,0.981695
7,19,0,1.000000
8,19,0,1.000000
9,19,0,0.961418
10,19,0,0.826872
11,19,0,0.660818
12,19,0,0.420358
13,19,0,0.202355
14,19,0,0.148710
15,19,0,0.186091
16,19,0,0.272319
17,19,0,0.341003
18,19,0,0.551382
19,19,0,0.679792
20,19,0,0.753907
21,19,0,0.811656
22,19,0,0.815195
23,19,0,0.774134
24,19,0,0.654515
25,19,0,0.497516
26,19,0,0.396924
27,19,0,0.432668
28,19,0,0.703035
29,19,0,0.807651
30,19,0,0.714875
31,19,0,0.428791
32,19,0,0.331259
33,19,0,0.450239
34,19,0,0.660244
35,19,0,0.847341
36,19,0,0.964749
37,19,0,0.981777
38,19,0,0.857181
39,19,0,0.713471
40,19,0,0.275702
41,19,0,0.062550
42,19,0,0.007396
43,19,0,0.000000
44,19,0,0.000000
45,19,0,0.000000
46,19,0,0.000000
47,19,0,0.000000
0,20,0,0.170930
1,20,0,0.268355
2,20,0,0.606981
3,20,0,0.838438
4,20,0,0.963388
5,20,0,1.000000
6,20,0,1.000000
7,20,0,1.000000
8,20,0,0.981700
9,20,0,0.768360
10,20,0,0.428003
11,20,0,0.296257
12,20,0,0.236181
13,20,0,0.172213
14,20,0,0.185670
15,20,0,0.339789
16,20,0,0.613320
17,20,0,0.709568
18,20,0,0.788197
19,20,0,0.817348
20,20,0,0.820083
21,20,0,0.810988
22,20,0,0.729985
23,20,0,0.573602
24,20,0,0.382766
25,20,0,0.398511
26,20,0,0.631124
27,20,0,0.723356
28,20,0,0.796986
29,20,0,0.818523
30,20,0,0.818119
31,20,0,0.747934
32,20,0,0.742509
33,20,0,0.881657
34,20,0,0.970319
35,20,0,0.982285
36,20,0,0.860184
37,20,0,0.714466
38,20,0,0.288081
39,20,0,0.143793
40,20,0,0.018306
41,20,0,0.000000
42,20,0,0.000000
43,20,0,0.000000
44,20,0,0.000000
45,20,0,0.000000
46,20,0,0.000000
47,20,0,0.000000
0,21,0,0.829070
1,21,0,0.856694
2,21,0,0.963438
3,21,0,1.000000
4,21,0,1.000000
5,21,0,1.000000
6,21,0,1.000000
7,21,0,1.000000
8,21,0,1.000000
9,21,0,0.963398
10,21,0,0.856714
11,21,0,0.838392
12,21,0,0.838388
13,21,0,0.838390
14,21,0,0.842474
15,21,0,0.880463
16,21,0,0.961444
17,21,0,0.929815
18,21,0,0.859579
19,21,0,0.839924
20,21,0,0.838390
21,21,0,0.785384
22,21,0,0.624334
23,21,0,0.588974
24,21,0,0.666586
25,21,0,0.733546
26,21,0,0.823396
27,21,0,0.838388
28,21,0,0.838394
29,21,0,0.849332
30,21,0,0.920281
31,21,0,0.974297
32,21,0,0.981697
33,21,0,0.981715
34,21,0,0.856816
35,21,0,0.716899
36,21,0,0.297214
37,21,0,0.146879
38,21,0,0.018793
39,21,0,0.000083
40,21,0,0.000000
41,21,0,0.000000
42,21,0,0.000000
43,21,0,0.000000
44,21,0,0.000000
45,21,0,0.000000
46,21,0,0.000000
47,21,0,0.000000
0,22,0,1.000000
1,22,0,1.000000
2,22,0,1.000000
3,22,0,1.000000
4,22,0,1.000000
5,22,0,1.000000
6,22,0,1.000000
7,22,0,1.000000
8,22,0,1.000000
9,22,0,1.000000
10,22,0,1.000000
11,22,0,1.000000
12,22,0,1.000000
13,22,0,1.000000
14,22,0,1.000000
15,22,0,1.000000
16,22,0,1.000000
17,22,0,0.993978
18,22,0,0.983222
19,22,0,0.981696
20,22,0,0.981694
21,22,0,0.972600
22,22,0,0.920085
23,22,0,0.922446
24,22,0,0.973089
25,22,0,0.981694
26,22,0,0.981694
27,22,0,0.981684
28,22,0,0.980857
29,22,0,0.974851
30,22,0,0.979107
31,22,0,0.949071
32,22,0,0.853527
33,22,0,0.713510
34,22,0,0.286977
35,22,0,0.144018
36,22,0,0.021796
37,22,0,0.000591
38,22,0,0.000000
39,22,0,0.000000
40,22,0,0.000000
41,22,0,0.000000
42,22,0,0.000000
43,22,0,0.000000
44,22,0,0.000000
45,22,0,0.000000
46,22,0,0.000000
47,22,0,0.000000
0,23,0,1.000000
1,23,0,1.000000
2,23,0,1.000000
3,23,0,1.000000
4,23,0,1.000000
5,23,0,1.000000
6,23,0,1.000000
7,23,0,1.000000
8,23,0,1.000000
9,23,0,1.000000
10,23,0,1.000000
11,23,0,1.000000
12,23,0,1.000000
13,23,0,1.000000
14,23,0,1.000000
15,23,0,1.000000
16,23,0,1.000000
17,23,0,1.000000
18,23,0,1.000000
19,23,0,1.000000
20,23,0,1.000000
21,23,0,1.000000
22,23,0,1.000000
23,23,0,1.000000
24,23,0,1.000000
25,23,0,1.000000
26,23,0,1.000000
27,23,0,0.999929
28,23,0,0.993584
29,23,0,0.967679
30,23,0,0.922664
31,23,0,0.686388
32,23,0,0.304904
33,23,0,0.170955
34,23,0,0.021979
35,23,0,0.000025
36,23,0,0.000000
37,23,0,0.000000
38,23,0,0.000000
39,23,0,0.000000
40,23,0,0.000000
41,23,0,0.000000
42,23,0,0.000000
43,23,0,0.000000
44,23,0,0.000000
45,23,0,0.000000
46,23,0,0.000000
47,23,0,0.000000
0,0,1,1.000000
1,0,1,1.000000
2,0,1,1.000000
3,0,1,1.000000
4,0,1,1.000000
5,0,1,1.000000
6,0,1,1.000000
7,0,1,1.000000
8,0,1,1.000000
9,0,1,1.000000
10,0,1,1.000000
11,0,1,1.000000
12,0,1,1.000000
13,0,1,1.000000
14,0,1,1.000000
15,0,1,1.000000
16,0,1,1.000000
17,0,1,1.000000
18,0,1,1.000000
19,0,1,1.000000
20,0,1,1.000000
21,0,1,1.000000
22,0,1,1.000000
23,0,1,1.000000
24,0,1,1.000000
25,0,1,1.000000
26,0,1,1.000000
27,0,1,0.997673
28,0,1,0.987220
29,0,1,0.963127
30,0,1,0.883631
31,0,1,0.515300
32,0,1,0.229674
33,0,1,0.159087
34,0,1,0.018329
35,0,1,0.000000
36,0,1,0.000000
37,0,1,0.000000
38,0,1,0.000000
39,0,1,0.000000
40,0,1,0.000000
41,0,1,0.000000
42,0,1,0.000000
43,0,1,0.000000
44,0,1,0.000000
45,0,1,0.000000
46,0,1,0.000000
47,0,1,0.000000
0,1,1,1.000000
1,1,1,1.000000
2,1,1,1.000000
3,1,1,1.000000
4,1,1,1.000000
5,1,1,1.000000
6,1,1,1.000000
7,1,1,1.000000
8,1,1,0.995613
9,1,1,0.993483
10,1,1,0.991050
11,1,1,0.989135
12,1,1,0.987518
13,1,1,0.985920
14,1,1,0.984782
15,1,1,0.984491
16,1,1,0.979381
17,1,1,0.940517
18,1,1,0.880991
19,1,1,0.864333
20,1,1,0.863033
21,1,1,0.863031
22,1,1,0.855324
23,1,1,0.855738
24,1,1,0.863031
25,1,1,0.863031
26,1,1,0.861810
27,1,1,0.855915
28,1,1,0.860499
29,1,1,0.865854
30,1,1,0.919046
31,1,1,0.891455
32,1,1,0.850277
33,1,1,0.713608
34,1,1,0.271906
35,1,1,0.137028
36,1,1,0.016248
37,1,1,0.000040
38,1,1,0.000000
39,1,1,0.000000
40,1,1,0.000000
41,1,1,0.000000
42,1,1,0.000000
43,1,1,0.000000
44,1,1,0.000000
45,1,1,0.000000
46,1,1,0.000000
47,1,1,0.000000
0,2,1,0.838388
1,2,1,0.847559
2,2,1,0.878789
3,2,1,0.977495
4,2,1,1.000000
5,2,1,1.000000
6,2,1,0.992982
7,2,1,0.980120
8,2,1,0.936891
9,2,1,0.827252
10,2,1,0.777975
11,2,1,0.762756
12,2,1,0.749822
13,2,1,0.737754
14,2,1,0.729233
15,2,1,0.729849
16,2,1,0.711834
17,2,1,0.569453
18,2,1,0.372778
19,2,1,0.297020
20,2,1,0.289458
21,2,1,0.281744
22,2,1,0.237237
