iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,iteration_wall_s
11,0.0028057881104,88423,88423,0.79729315444,0.0267872664145,0.0483362901927,2.6481702185e-10,8.66035295151e-12,2026,1,0,51196.9089589,16.1849999428,29013,0,0,0.1921760295,0.992307744801,0,0.1,0,0,44480.2345431,1,1,0,0,0,246,-142,2,390,7,0,0,7,-2,0,0,51.669817917
12,0.00276440350487,88424,88424,0.797302171247,0.00504735104182,0.0483362901927,2.63367863396e-10,8.08328832879e-12,2033,1,0,41573.2703328,14.3143749237,28881,0,0,0.193625129134,0.99089477922,0,0.1,0,0,43452.2265894,1,1,0,0,0,148,17,2,133,8,0,0,2,-100,0,0,41.875705041
13,0.00270589709054,88423,88423,0.79729315444,-0.0159645713583,0.0483362901927,2.22157037301e-10,7.5350494818e-12,2018,1,0,39424.0532503,13.7284998894,27715,0,0,0.195945490579,0.989690378672,0,0.1,0,0,41607.5709157,1,1,0,0,0,134,21,2,115,9,0,0,2,-16,0,0,39.8634412498
14,0.00264275297706,88424,88424,0.797302171247,-0.0265997898713,0.0483362901927,1.77139374687e-10,6.93740185984e-12,2042,1,0,39375.081459,44.2569580078,27330,0,0,0.202774312433,0.989690378672,0,0.1,0,0,39373.7817437,1,1,0,0,0,133,33,3,103,10,0,0,4,-5,0,0,39.7611087919
15,0.00260787428022,88423,88423,0.79729315444,0.000963674485503,0.0483362901927,1.63009715678e-10,6.57029466726e-12,2061,1,0,36178.2652497,14.4177908897,26899,0,0,0.181496367369,0.982544065603,0,0.1,0,0,37563.6913914,1,1,0,0,0,128,44,3,87,11,0,0,3,-8,0,0,57.5641328329
16,0.00257291149393,88424,88424,0.797302171247,0.0162742473357,0.0483362901927,1.57701797852e-10,6.2451636461e-12,2167,1,0,50558.1531248,14.7716670036,22971,0,0,0.178337809679,0.973856703308,0,0.1,0,0,34770.8272415,1,1,0,0,0,121,51,3,73,12,0,0,2,-9,0,0,50.842903459
17,0.00254472308907,88423,88423,0.79729315444,-0.00282960420213,0.0483362901927,1.27004318218e-10,5.76913722724e-12,2193,1,0,37113.824708,15.9924998283,21782,0,0,0.179568339615,0.979840824479,0,0.1,0,0,33247.7405174,1,1,0,0,0,120,-73,3,196,13,0,0,4,-5,0,0,37.3237240417
18,0.00251628177815,88424,88424,0.797302171247,-0.00999798704765,0.0483362901927,1.11537864291e-10,5.23300519099e-12,2266,1,0,36583.4125829,14.821958065,20904,0,0,0.184042931483,0.96295134379,0,0.1,0,0,31559.8372619,1,1,0,0,0,119,-162,3,284,14,0,0,1,-2,0,0,36.8533710418
19,0.00249454180893,88424,88424,0.797302171247,-0.00334203083575,0.0483362901927,9.99108210311e-11,4.87164527793e-12,2339,1,0,34668.0175834,13.6790838242,20106,0,0,0.187261744632,0.962233699526,0,0.1,0,0,29833.9748069,1,1,0,0,0,121,-95,3,219,15,0,0,2,0,0,0,35.0614875001
20,0.00248016778336,88423,88423,0.79729315444,0.00829518238107,0.0483362901927,8.77867214868e-11,4.71542420753e-12,2423,1,0,40037.3583336,14.2515411377,19247,0,0,0.175210409186,0.961594367087,0,0.1,0,0,27965.8364676,1,1,0,0,0,112,-9,3,124,16,0,0,1,-10,0,0,61.7707453752
21,0.00245859989826,88424,88424,0.797302171247,-0.00409691903905,0.0483362901927,8.790679345e-11,4.38970521482e-12,2922,1,0,58299.5846252,16.8603749275,16463,0,0,0.176720879676,0.969391588792,0,0.1,0,0,24255.0910736,1,1,0,0,0,101,71,5,35,17,0,0,4,-15,0,0,58.5800442081
22,0.0024434832028,88424,88424,0.797302171247,-0.014578944435,0.0483362901927,1.19154347398e-10,4.02922428845e-12,2968,1,0,50905.7729583,13.9598751068,16092,0,0,0.180883876621,0.979463030583,0,0.1,0,0,22731.9726247,1,1,0,0,0,96,66,5,35,18,0,0,1,-6,0,0,51.307835333
23,0.00243245378994,88424,88424,0.797302171247,-0.00589603947411,0.0483362901927,1.31143053981e-10,3.80354078415e-12,2955,1,0,50729.309875,18.1840000153,15773,0,0,0.182683014981,0.977789527242,0,0.1,0,0,21293.964945,1,1,0,0,0,98,105,6,-1,19,0,0,1,1,0,0,51.0841375412
24,0.00242305218402,88423,88423,0.79729315444,-0.00461631561828,0.0483362901927,1.2631871662e-10,3.57743153895e-12,2914,1,0,66679.8442078,14.9125828743,14858,0,0,0.184813992127,0.967762303383,0,0.1,0,0,20034.8688627,1,1,0,0,0,100,111,6,-5,20,0,0,2,0,0,0,67.0326229162
25,0.00241620558306,88424,88424,0.797302171247,0.00222893395063,0.0483362901927,1.14195184858e-10,3.38730231137e-12,3080,1,0,60725.357542,13.9628748894,14227,0,0,0.171632249304,0.991050485839,0,0.1,0,0,19019.1892057,1,1,0,0,0,94,113,6,-13,21,0,0,1,-7,0,0,84.674162
26,0.00240649987242,88424,88424,0.797302171247,0.00382256016082,0.0483362901927,8.15276963619e-11,3.18509979497e-12,2888,1,0,54699.2255411,17.3763341904,11622,0,0,0.172639227263,0.991050485839,0,0.1,0,0,16542.2871256,1,1,0,0,0,88,111,7,-16,21,0,0,0,-6,0,0,55.1356412079
27,0.00240178660908,88423,88423,0.79729315444,-0.0021398226684,0.0483362901927,7.02381764464e-11,2.91068712848e-12,2913,1,0,27480.0578341,14.3334159851,11239,0,0,0.173988081621,0.991050485839,0,0.1,0,0,16070.0932361,1,1,0,0,0,83,101,8,-10,22,0,0,2,-7,0,0,27.9100209172
28,0.00239787496964,88424,88424,0.797302171247,-0.00227735077427,0.0483362901927,5.65638140428e-11,2.64756290668e-12,2952,1,0,26628.9068747,13.0747079849,11015,0,0,0.175531250603,0.991050485839,0,0.1,0,0,15610.2367144,1,1,0,0,0,81,73,9,17,23,0,0,2,-4,0,0,26.8666259162
29,0.00239527047443,88423,88423,0.79729315444,0.00274468201574,0.0483362901927,5.00922385651e-11,2.43866054384e-12,2992,1,0,32745.379375,14.1647081375,10805,0,0,0.177302906817,0.991050485839,0,0.1,0,0,15263.4139283,1,1,0,0,0,76,61,11,26,24,0,0,1,-6,0,0,33.036266834
30,0.00239297303703,88423,88423,0.79729315444,0.00053391215016,0.0483362901927,5.12624492956e-11,2.22779890354e-12,3033,1,0,28368.1547499,12.6918330193,10659,0,0,0.172440849065,0.978785173144,0,0.1,0,0,14938.1237012,1,1,0,0,0,74,62,10,22,25,0,0,1,-3,0,0,43.733243458
31,0.00238960313488,88423,88423,0.79729315444,0.00341977514965,0.0483362901927,5.87531045767e-11,1.88173279387e-12,2989,1,0,30875.3442078,35.1483750343,9457,0,0,0.172278083723,0.975229172358,0,0.1,0,0,13792.6873729,1,1,0,0,0,67,57,6,16,26,0,0,5,-12,0,0,31.0810587909
32,0.00238860695022,88424,88424,0.797302171247,-0.00210572452774,0.0483362901927,5.0447367302e-11,1.76718836248e-12,2979,1,0,31764.5193329,13.0497088432,9435,0,0,0.173136691238,0.985260368945,0,0.1,0,0,13782.1537247,1,1,0,0,0,49,38,4,15,26,0,0,0,-18,0,0,32.0133872502
33,0.00238801908459,88424,88424,0.797302171247,0.000726031635497,0.0483362901927,4.18273848274e-11,1.68976163567e-12,2967,1,0,29094.1151252,12.764582634,9525,0,0,0.174011737797,0.975229172358,0,0.1,0,0,13768.1154511,1,1,0,0,0,45,31,3,17,27,0,0,1,-5,0,0,29.2530129999
34,0.00238744976759,88423,88423,0.79729315444,-0.00117653790203,0.0483362901927,3.26591887282e-11,1.62429628952e-12,2946,1,0,28670.5184579,16.6195421219,9580,0,0,0.175688469659,0.976648802383,0,0.1,0,0,13772.8745949,1,1,0,0,0,38,28,1,11,28,0,0,1,-8,0,0,28.850062666
35,0.00238712861277,88424,88424,0.797302171247,0.00123343751534,0.0483362901927,2.43775030634e-11,1.58864579957e-12,2912,1,0,28656.4664583,15.8789167404,9657,0,0,0.173636161988,0.939137167692,0,0.1,0,0,13797.3809871,1,1,0,0,0,36,25,1,12,28,0,0,0,-2,0,0,46.021099166
36,0.00238719861088,88423,88423,0.79729315444,0.00377001135407,0.0483362901927,3.09144558796e-12,1.56182273731e-12,2697,1,0,28469.9005423,12.5838751793,9033,0,0,0.17284136498,0.958863969309,0,0.1,0,0,13534.1671718,1,1,0,0,0,30,21,0,9,29,0,0,2,-8,0,0,28.631331041
37,0.00238685363046,88424,88424,0.797302171247,-0.00140735442614,0.0483362901927,2.60492721696e-12,1.54613947736e-12,2693,1,0,24671.9802499,12.8993330002,9115,0,0,0.174010776065,0.959986332816,0,0.1,0,0,13662.1950482,1,1,0,0,0,33,22,0,11,30,0,0,4,-1,0,0,24.8281704169
38,0.0023866015239,88424,88424,0.797302171247,-0.000550045429331,0.0483362901927,2.1121026097e-12,1.53160637789e-12,2693,1,0,22512.471375,12.5504999161,9258,0,0,0.175117881633,0.944165573275,0,0.1,0,0,13753.9200667,1,1,0,0,0,32,18,1,15,31,0,0,2,-3,0,0,22.6878910419
39,0.00238634010107,88424,88424,0.797302171247,-0.00100635955768,0.0483362901927,2.04305959889e-12,1.52530187644e-12,2689,1,0,21651.0419579,13.1603341103,9427,0,0,0.176856587922,0.934320725668,0,0.1,0,0,13799.7973808,1,1,0,0,0,35,22,1,14,32,0,0,4,-1,0,0,21.8099970003
40,0.00238613434163,88423,88423,0.79729315444,-4.4701027103e-05,0.0483362901927,1.97766512787e-12,1.51034011397e-12,2682,1,0,27811.8530002,12.9388751984,9691,0,0,0.176917451791,0.932868768852,0,0.1,0,0,13896.4860194,1,1,0,0,0,36,21,1,16,33,0,0,2,-1,0,0,41.7434001248
41,0.00238635028356,88424,88424,0.797302171247,0.00207967686779,0.0483362901927,2.36351710958e-12,1.53403966619e-12,2690,1,0,25593.1064577,12.9651250839,9191,0,0,0.176866934975,0.932734070642,0,0.1,0,0,13817.003556,1,1,0,0,0,37,24,0,13,34,0,0,4,-3,0,0,25.793290291
42,0.00238625328857,88424,88424,0.797302171247,0.00198538953636,0.0483362901927,2.15616309851e-12,1.5209039637e-12,2683,1,0,22156.2011247,13.2595844269,9349,0,0,0.177224355045,0.944520909139,0,0.1,0,0,13964.2302838,1,1,0,0,0,34,20,0,14,35,0,0,4,-7,0,0,22.3181824582
43,0.00238595497546,88423,88423,0.79729315444,-0.0020176159702,0.0483362901927,2.22074286037e-12,1.50594893505e-12,2682,1,0,22222.5654168,12.4972081184,9536,0,0,0.178839005403,0.924601874191,0,0.1,0,0,14026.5645077,1,1,0,0,0,34,20,0,14,36,0,0,5,-5,0,0,22.4136643331
44,0.00238587916353,88423,88423,0.79729315444,0.00179563797461,0.0483362901927,2.55646329163e-12,1.49958141105e-12,2679,1,0,28290.1375418,13.1520414352,9802,0,0,0.180158060162,0.94177023539,0,0.1,0,0,14150.0566411,1,1,0,0,0,32,15,0,17,37,0,0,4,-6,0,0,28.5176057084
45,0.00238548313275,88423,88423,0.79729315444,-0.00344619197775,0.0483362901927,3.20645292782e-12,1.48338343201e-12,2674,1,0,19576.4325843,12.3434576988,10018,0,0,0.177165595851,0.959253755923,0,0.1,0,0,14174.7206621,1,1,0,0,0,33,17,0,16,38,0,0,5,-4,0,0,32.8317170837
46,0.00238593324302,88423,88423,0.79729315444,0.00521630901455,0.0483362901927,4.27035420619e-12,1.51400350471e-12,2668,1,0,19437.241416,12.6032500267,9524,0,0,0.176389555868,0.938900094525,0,0.1,0,0,14217.394214,1,1,0,0,0,37,21,0,16,39,0,0,6,-2,0,0,19.5934412498
47,0.0023855081047,88424,88424,0.797302171247,-0.00381576690878,0.0483362901927,4.9911150662e-12,1.48873419434e-12,2666,1,0,19386.5735841,12.5037498474,9672,0,0,0.17812872396,0.936158202988,0,0.1,0,0,14303.7211164,1,1,0,0,0,32,16,0,16,40,0,0,2,-7,0,0,19.5403408334
48,0.00238540928058,88423,88423,0.79729315444,0.00097075834666,0.0483362901927,4.82441865103e-12,1.48380981382e-12,2660,1,0,19527.469667,12.9297909737,9920,0,0,0.179434294566,0.930834344223,0,0.1,0,0,14412.2934592,1,1,0,0,0,32,14,0,18,41,0,0,3,-3,0,0,19.7079809168
49,0.00238509543096,88424,88424,0.797302171247,-0.00231056964049,0.0483362901927,4.20269358812e-12,1.47086370881e-12,2658,1,0,19836.8583746,12.7873339653,10112,0,0,0.182034044722,0.938881046975,0,0.1,0,0,14454.0216301,1,1,0,0,0,30,16,0,14,42,0,0,2,-4,0,0,19.9952874589
50,0.00238511352855,88423,88423,0.79729315444,0.00242142429165,0.0483362901927,3.49295060485e-12,1.47037106602e-12,2655,1,0,20402.1048751,13.4813747406,10379,0,0,0.178720201994,0.957747484691,0,0.1,0,0,14575.6083823,1,1,0,0,0,30,14,0,16,43,0,0,4,-4,0,0,33.2587538753
51,0.00238524309602,88424,88424,0.797302171247,1.45708642495e-05,0.0483362901927,3.31276499029e-12,1.48833617561e-12,2669,1,0,19636.776875,12.9860839844,9779,0,0,0.179326096903,0.951229731953,0,0.1,0,0,14479.2530514,1,1,0,0,0,29,15,0,14,44,0,0,2,-3,0,0,19.8100335421
52,0.0023850975172,88424,88424,0.797302171247,0.000326046720427,0.0483362901927,2.38587507507e-12,1.47530200481e-12,2661,1,0,19497.5969167,12.8190412521,9972,0,0,0.180334989642,0.958180402755,0,0.1,0,0,14632.2928042,1,1,0,0,0,23,11,0,12,45,0,0,1,-7,0,0,19.6540207919
53,0.00238484054394,88423,88423,0.79729315444,-0.00179577200455,0.0483362901927,1.82202712468e-12,1.46385353852e-12,2659,1,0,20016.02075,12.1043748856,10138,0,0,0.182227678835,0.961174554554,0,0.1,0,0,14660.0584843,1,1,0,0,0,27,13,0,14,46,0,0,2,2,0,0,20.1699120831
54,0.00238484684138,88423,88423,0.79729315444,0.00204732764083,0.0483362901927,1.77615325233e-12,1.46171042789e-12,2655,1,0,19364.1247501,12.8835000992,10404,0,0,0.184057201021,0.970987869513,0,0.1,0,0,14765.616348,1,1,0,0,0,25,13,0,12,47,0,0,3,-5,0,0,19.514889875
55,0.0023846621697,88424,88424,0.797302171247,-0.000476631624636,0.0483362901927,1.98946860047e-12,1.45599884042e-12,2655,1,0,19623.8027501,12.4814996719,10603,0,0,0.18072471765,0.935955719564,0,0.1,0,0,14762.3202572,1,1,0,0,0,26,11,0,15,48,0,0,2,-1,0,0,32.8725794586
56,0.00238501039116,88423,88423,0.79729315444,0.00320164239521,0.0483362901927,2.23112368954e-12,1.47636740625e-12,2666,1,0,20562.5687923,12.7025828362,10085,0,0,0.180830476103,0.959918075957,0,0.1,0,0,14791.6368032,1,1,0,0,0,31,18,0,13,49,0,0,6,-1,0,0,20.7170057497
57,0.00238467651496,88424,88424,0.797302171247,-0.00269672383613,0.0483362901927,1.96773679654e-12,1.45770845543e-12,2660,1,0,19739.3623328,13.2998747826,10215,0,0,0.182517862926,0.960929627953,0,0.1,0,0,14822.8165978,1,1,0,0,0,30,14,0,16,50,0,0,1,-2,0,0,19.897390625
58,0.00238471594543,88423,88423,0.79729315444,0.00252877836335,0.0483362901927,2.02314299495e-12,1.45577108073e-12,2658,1,0,19598.216208,12.0982923508,10438,0,0,0.183778257366,0.967033130715,0,0.1,0,0,14925.5921823,1,1,0,0,0,25,13,0,12,51,0,0,1,-6,0,0,19.7549537909
59,0.00238443552228,88423,88423,0.79729315444,-0.00213195055487,0.0483362901927,1.89937348909e-12,1.4444965722e-12,2657,1,0,20283.129334,12.4601659775,10617,0,0,0.186315309498,0.964972669933,0,0.1,0,0,14945.7398529,1,1,0,0,0,28,15,0,13,52,0,0,2,1,0,0,20.4643067499
60,0.00238448682616,88423,88423,0.79729315444,0.00222849516432,0.0483362901927,2.12773198402e-12,1.44244676532e-12,2653,1,0,19324.1416249,12.3905830383,10876,0,0,0.18239961754,0.945946429897,0,0.1,0,0,15056.5942204,1,1,0,0,0,25,15,0,10,53,0,0,4,-7,0,0,32.581074209
