iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,iteration_wall_s
25,0.00331548692455,75415,75415,0.680002524706,0.000665923295423,0.0483362901927,4.44209498398e-10,5.03062440421e-11,3290,1,0,28544.2529998,12.5025000572,9137,0,0,0.402962373208,0.999901749622,0,0.1,0.349824273472,8,6370.80677102,1,1,46.5254627499
26,0.00330997982394,75414,75414,0.679993507899,-0.000821352005487,0.0483362901927,3.82652220065e-10,5.62216403388e-11,3009,1,0,26221.1261668,12.6834998131,8410,0,0,0.402964878637,0.999901749622,0,0.1,0.302365886436,8,6023.14824961,1,1,26.3727495
27,0.00327428821201,75415,75415,0.680002524706,-0.00548352704612,0.0483362901927,3.23599819605e-10,5.23695255225e-11,3014,1,0,23702.2037921,11.9256672859,8282,0,0,0.402916794603,0.999901749622,0,0.1,0.296643550395,8,5993.77238661,1,1,23.789126792
28,0.00324859631951,75414,75414,0.679993507899,0.000572762245955,0.0483362901927,2.81686902831e-10,4.95104939138e-11,3035,1,0,24315.118,13.1829156876,8178,0,0,0.403103575734,0.999901749622,0,0.1,0.291193084106,8,5958.189156,1,1,24.4446892911
29,0.00322349828768,75414,75414,0.679993507899,-0.000993365202507,0.0483362901927,2.48780420356e-10,4.70446761912e-11,3046,1,0,31305.3562503,12.5387916565,8092,0,0,0.40328988153,0.999901749622,0,0.1,0.285724908147,8,5925.62264437,1,1,31.470450209
30,0.0032001691647,75415,75415,0.680002524706,-0.000199632988939,0.0483362901927,2.1549034643e-10,4.48264503436e-11,3060,1,0,26513.914875,13.896999836,7999,0,0,0.409562202238,0.999905717312,0,0.1,0.280856061072,8,5897.74127214,1,1,43.8709973749
31,0.0031949885169,75415,75415,0.680002524706,0.00364131487513,0.0483362901927,2.2271893092e-10,4.47359317031e-11,3038,1,0,26665.4065423,14.1524996758,8035,0,0,0.409647322266,0.999905717312,0,0.1,0.264342703102,8,5787.13929112,1,1,26.857159792
32,0.00317832571266,75414,75414,0.679993507899,0.00413996157777,0.0483362901927,2.05723930826e-10,4.31245025537e-11,3003,1,0,23677.6808748,13.709125042,7943,0,0,0.409753797776,0.999905717312,0,0.1,0.259786769759,8,5763.45428893,1,1,23.7827191246
33,0.00316397983497,75415,75415,0.680002524706,0.00605381492316,0.0483362901927,1.96533206735e-10,4.15429939214e-11,2980,1,0,24319.3219161,12.8047499657,7896,0,0,0.409906069176,0.999905717312,0,0.1,0.255628078604,8,5738.88958287,1,1,24.4315073751
34,0.00314585811713,75415,75415,0.680002524706,0.000837893603677,0.0483362901927,1.79096001741e-10,3.99392322962e-11,2984,1,0,24240.0465412,16.1224169731,7880,0,0,0.410036851693,0.999905717312,0,0.1,0.250577527474,8,5723.33691073,1,1,24.4231637921
35,0.0031287658454,75415,75415,0.680002524706,0.00104930930185,0.0483362901927,1.59500811418e-10,3.84303379506e-11,2921,1,0,22997.192625,12.2466669083,7907,0,0,0.407776421783,0.999621392701,0,0.1,0.246496886855,8,5707.35702499,1,1,40.299941041
36,0.00312706821223,75415,75415,0.680002524706,0.00041702385227,0.0483362901927,1.69867244676e-10,3.83968715495e-11,2844,1,0,22291.6355,12.6630420685,7763,0,0,0.407774753686,0.999621392701,0,0.1,0.23761930233,8,5652.42091286,1,1,22.447325625
37,0.00311262438164,75415,75415,0.680002524706,0.000593936006058,0.0483362901927,1.62223167401e-10,3.67857946381e-11,2843,1,0,23382.6382079,13.0103330612,7776,0,0,0.407792877287,0.999621392701,0,0.1,0.233691018667,8,5635.66904382,1,1,23.480492583
38,0.00309649287771,75415,75415,0.680002524706,-0.00156960059408,0.0483362901927,1.50984509913e-10,3.52752564627e-11,2934,1,0,26767.7675843,12.8531656265,7847,0,0,0.407859193758,0.999621392701,0,0.1,0.231189292741,8,5622.89151296,1,1,26.9399699173
39,0.00308219707187,75415,75415,0.680002524706,-0.000664773750504,0.0483362901927,1.39400977201e-10,3.37672018645e-11,2894,1,0,25632.875916,13.6824173927,7901,0,0,0.407977826814,0.999621392701,0,0.1,0.228897686111,8,5610.56434076,1,1,25.7998954998
40,0.00307077426017,75415,75415,0.680002524706,0.00290404363949,0.0483362901927,1.32479330331e-10,3.23482913327e-11,2883,1,0,24070.7894592,12.0951662064,7937,0,0,0.410398357609,0.999634443933,0,0.1,0.226765687323,8,5591.39859421,1,1,40.8476456674
41,0.00307636538487,75415,75415,0.680002524706,0.00116724421414,0.0483362901927,1.47978110694e-10,3.17473519182e-11,2896,1,0,22399.5160842,12.2372498512,7576,0,0,0.410382601233,0.999634443933,0,0.1,0.222295587217,8,5530.96684908,1,1,22.4990315828
42,0.00306657434837,75414,75414,0.679993507899,0.00249286325921,0.0483362901927,1.41808437703e-10,3.07517075983e-11,2868,1,0,22189.0110826,11.8784170151,7649,0,0,0.41044869338,0.999634443933,0,0.1,0.219613695557,8,5516.19091729,1,1,22.2755059171
43,0.00305449583999,75415,75415,0.680002524706,-0.000661086492372,0.0483362901927,1.34983482436e-10,2.95010510748e-11,2850,1,0,22249.2479997,13.8232922554,7745,0,0,0.410483358632,0.999634443933,0,0.1,0.216777430012,8,5505.69912202,1,1,22.3972987081
44,0.00304444647635,75414,75414,0.679993507899,0.000446794859303,0.0483362901927,1.29578235936e-10,2.83405174929e-11,2834,1,0,21946.4291658,12.0545420647,7849,0,0,0.410606006335,0.999634443933,0,0.1,0.214250094873,8,5493.11300932,1,1,22.0342051247
45,0.0030313017394,75414,75414,0.679993507899,-0.00290876057233,0.0483362901927,1.22241913447e-10,2.7066887865e-11,2833,1,0,21845.862709,11.6638746262,7963,0,0,0.405211195613,0.999771943887,0,0.1,0.212353338495,8,5488.85051944,1,1,38.9730597083
46,0.00303804467145,75415,75415,0.680002524706,-0.00212436350282,0.0483362901927,1.31014653617e-10,2.63590784738e-11,2884,1,0,22157.9095001,12.0065422058,7497,0,0,0.404675056627,0.999771943887,0,0.1,0.209377167342,8,5450.17318417,1,1,22.2537752092
47,0.00302856343087,75414,75414,0.679993507899,-0.00165998280242,0.0483362901927,1.31699254457e-10,2.55032752293e-11,2900,1,0,22286.0752077,11.8395829201,7605,0,0,0.404301669913,0.999771943887,0,0.1,0.206750304518,8,5443.53675851,1,1,22.372897042
48,0.00302031138369,75415,75415,0.680002524706,-0.000823176183869,0.0483362901927,1.30121848311e-10,2.47255456322e-11,2927,1,0,22606.6834998,12.2030000687,7710,0,0,0.404053808653,0.999771943887,0,0.1,0.2042215023,8,5438.49046046,1,1,22.745424083
49,0.00301187653261,75415,75415,0.680002524706,-0.00241015038638,0.0483362901927,1.262507125e-10,2.38411766683e-11,2931,1,0,22650.8800826,11.764875412,7846,0,0,0.40295090597,0.999771943887,0,0.1,0.201983957977,8,5435.87102813,1,1,22.7368866252
50,0.0030076716275,75415,75415,0.680002524706,0.00329340557192,0.0483362901927,1.20915008166e-10,2.30890820605e-11,2938,1,0,22485.8013749,11.9782500267,8006,0,0,0.402668649575,0.999724826963,0,0.1,0.199494780234,8,5428.3207301,1,1,49.7951881248
51,0.0030232549295,75415,75415,0.680002524706,-0.000760285499609,0.0483362901927,1.30284204112e-10,2.21974391137e-11,2929,1,0,28398.8283339,13.5802078247,7429,0,0,0.402543184654,0.999724826963,0,0.1,0.195945096908,8,5391.18161856,1,1,28.5818252917
52,0.00301641354547,75415,75415,0.680002524706,-0.00305395864269,0.0483362901927,1.28022960528e-10,2.16063552623e-11,2936,1,0,22685.7762918,11.7361249924,7516,0,0,0.401499333862,0.999724826963,0,0.1,0.193062213649,8,5389.0033567,1,1,22.7711811247
53,0.00301125390032,75414,75414,0.679993507899,-0.000401041771963,0.0483362901927,1.2392144955e-10,2.07428267517e-11,2930,1,0,22473.6112499,11.592124939,7685,0,0,0.401535533362,0.999724826963,0,0.1,0.190324777082,8,5390.04479391,1,1,22.558399458
54,0.00300601654541,75414,75414,0.679993507899,9.4936872486e-05,0.0483362901927,1.20362588419e-10,1.99855145068e-11,2944,1,0,22510.2531247,12.5280418396,7855,0,0,0.401687159311,0.999724826963,0,0.1,0.188737946791,8,5390.52002552,1,1,22.6657978329
55,0.00299996283214,75414,75414,0.679993507899,-0.00176467687403,0.0483362901927,1.16619307131e-10,1.92451403588e-11,2943,1,0,23011.9423752,11.8874998093,8055,0,0,0.401798422272,0.99987873648,0,0.1,0.187330697889,8,5394.17039103,1,1,39.81865875
56,0.00302659615185,75415,75415,0.680002524706,-7.83159024576e-05,0.0483362901927,1.2809520473e-10,1.85180423047e-11,2966,1,0,23201.6583748,12.7917499542,7368,0,0,0.401721614633,0.99987873648,0,0.1,0.183176430409,8,5355.18994185,1,1,23.3856943748
57,0.00302393279397,75415,75415,0.680002524706,0.00138978848694,0.0483362901927,1.28321744261e-10,1.8055657726e-11,2956,1,0,22700.850667,11.9017081261,7472,0,0,0.401754839461,0.99987873648,0,0.1,0.18141247812,8,5352.41760821,1,1,22.7877259166
58,0.00301631972315,75415,75415,0.680002524706,-0.0065902121071,0.0483362901927,1.25231768135e-10,1.76471769664e-11,2936,1,0,23587.3469996,12.4093332291,7634,0,0,0.401689353028,0.99987873648,0,0.1,0.179362965901,8,5353.89068488,1,1,23.7292589997
59,0.0030103475734,75414,75414,0.679993507899,-0.00291183701071,0.0483362901927,1.20787663337e-10,1.72201600617e-11,2954,1,0,22755.0818329,11.6306672096,7848,0,0,0.401846586693,0.99987873648,0,0.1,0.177022228792,8,5357.59846633,1,1,22.8398202499
60,0.00300666961691,75415,75415,0.680002524706,0.00096887282053,0.0483362901927,1.14847732404e-10,1.65758382547e-11,2942,1,0,23173.1869588,13.8740830421,8032,0,0,0.400412925786,0.999752569788,0,0.1,0.176467110785,8,5356.83384894,1,1,44.0023773331
