fixture,rho_target,rho_lib,N,vpc,state,ci,cj,ck,class,n_solid,cellavg_vm,cell_peak_vm,K_cell,K_far
sandwich,0.20000,0.20414,4,16,hydro,2,1,3,free_surface,904,244.7770,5985.3507,24.452,-1.000
sandwich,0.20000,0.20414,4,16,hydro,3,1,3,grip,904,239.8079,6319.7308,26.353,-1.000
sandwich,0.20000,0.20414,4,16,hydro,0,2,3,grip,904,239.8090,6319.7382,26.353,-1.000
sandwich,0.20000,0.20414,4,16,hydro,1,2,3,free_surface,904,244.7770,5985.4771,24.453,-1.000
sandwich,0.20000,0.20414,4,16,hydro,2,2,3,free_surface,904,244.7768,5985.3509,24.452,-1.000
sandwich,0.20000,0.20414,4,16,hydro,3,2,3,grip,904,239.8080,6319.7330,26.353,-1.000
sandwich,0.20000,0.20414,4,16,hydro,0,3,3,grip,904,309.0844,9953.2822,32.202,-1.000
sandwich,0.20000,0.20414,4,16,hydro,1,3,3,free_surface,904,201.4973,5010.1826,24.865,-1.000
sandwich,0.20000,0.20414,4,16,hydro,2,3,3,free_surface,904,201.5006,5010.1654,24.864,-1.000
sandwich,0.20000,0.20414,4,16,hydro,3,3,3,grip,904,309.0843,9953.2643,32.202,-1.000
sandwich,0.31300,0.31619,4,16,uni_x,0,0,0,grip,1168,269.7082,4739.5858,17.573,18.747
sandwich,0.31300,0.31619,4,16,uni_x,1,0,0,free_surface,1168,275.4463,4210.3202,15.285,16.653
sandwich,0.31300,0.31619,4,16,uni_x,2,0,0,free_surface,1168,275.4474,4210.3493,15.285,16.653
sandwich,0.31300,0.31619,4,16,uni_x,3,0,0,grip,1168,269.7077,4739.6298,17.573,18.747
sandwich,0.31300,0.31619,4,16,uni_x,0,1,0,grip,1168,244.8725,4278.5439,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,1,1,0,free_surface,1168,290.8996,4433.8983,15.242,17.537
sandwich,0.31300,0.31619,4,16,uni_x,2,1,0,free_surface,1168,290.9000,4433.9164,15.242,17.538
sandwich,0.31300,0.31619,4,16,uni_x,3,1,0,grip,1168,244.8728,4278.5450,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,0,2,0,grip,1168,244.8725,4278.5439,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,1,2,0,free_surface,1168,290.8996,4433.8983,15.242,17.537
sandwich,0.31300,0.31619,4,16,uni_x,2,2,0,free_surface,1168,290.9000,4433.9164,15.242,17.538
sandwich,0.31300,0.31619,4,16,uni_x,3,2,0,grip,1168,244.8728,4278.5450,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,0,3,0,grip,1168,269.7082,4739.5858,17.573,18.747
sandwich,0.31300,0.31619,4,16,uni_x,1,3,0,free_surface,1168,275.4463,4210.3202,15.285,16.653
sandwich,0.31300,0.31619,4,16,uni_x,2,3,0,free_surface,1168,275.4474,4210.3493,15.285,16.653
sandwich,0.31300,0.31619,4,16,uni_x,3,3,0,grip,1168,269.7077,4739.6298,17.573,18.747
sandwich,0.31300,0.31619,4,16,uni_x,0,0,1,grip,1168,244.8725,4278.5439,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,1,0,1,free_surface,1168,290.8996,4433.8983,15.242,17.537
sandwich,0.31300,0.31619,4,16,uni_x,2,0,1,free_surface,1168,290.9000,4433.9164,15.242,17.538
sandwich,0.31300,0.31619,4,16,uni_x,3,0,1,grip,1168,244.8728,4278.5450,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,0,1,1,grip,1168,215.0497,3908.8812,18.177,15.461
sandwich,0.31300,0.31619,4,16,uni_x,1,1,1,interior,1168,303.4543,4503.3284,14.840,17.812
sandwich,0.31300,0.31619,4,16,uni_x,2,1,1,interior,1168,303.4529,4503.2844,14.840,17.812
sandwich,0.31300,0.31619,4,16,uni_x,3,1,1,grip,1168,215.0492,3908.8890,18.177,15.461
sandwich,0.31300,0.31619,4,16,uni_x,0,2,1,grip,1168,215.0497,3908.8812,18.177,15.461
sandwich,0.31300,0.31619,4,16,uni_x,1,2,1,interior,1168,303.4543,4503.3284,14.840,17.812
sandwich,0.31300,0.31619,4,16,uni_x,2,2,1,interior,1168,303.4529,4503.2844,14.840,17.812
sandwich,0.31300,0.31619,4,16,uni_x,3,2,1,grip,1168,215.0492,3908.8890,18.177,15.461
sandwich,0.31300,0.31619,4,16,uni_x,0,3,1,grip,1168,244.8725,4278.5439,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,1,3,1,free_surface,1168,290.8996,4433.8983,15.242,17.537
sandwich,0.31300,0.31619,4,16,uni_x,2,3,1,free_surface,1168,290.9000,4433.9164,15.242,17.538
sandwich,0.31300,0.31619,4,16,uni_x,3,3,1,grip,1168,244.8728,4278.5450,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,0,0,2,grip,1168,244.8725,4278.5439,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,1,0,2,free_surface,1168,290.8996,4433.8983,15.242,17.537
sandwich,0.31300,0.31619,4,16,uni_x,2,0,2,free_surface,1168,290.9000,4433.9164,15.242,17.538
sandwich,0.31300,0.31619,4,16,uni_x,3,0,2,grip,1168,244.8728,4278.5450,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,0,1,2,grip,1168,215.0497,3908.8812,18.177,15.461
sandwich,0.31300,0.31619,4,16,uni_x,1,1,2,interior,1168,303.4543,4503.3284,14.840,17.812
sandwich,0.31300,0.31619,4,16,uni_x,2,1,2,interior,1168,303.4529,4503.2844,14.840,17.812
sandwich,0.31300,0.31619,4,16,uni_x,3,1,2,grip,1168,215.0492,3908.8890,18.177,15.461
sandwich,0.31300,0.31619,4,16,uni_x,0,2,2,grip,1168,215.0497,3908.8812,18.177,15.461
sandwich,0.31300,0.31619,4,16,uni_x,1,2,2,interior,1168,303.4543,4503.3284,14.840,17.812
sandwich,0.31300,0.31619,4,16,uni_x,2,2,2,interior,1168,303.4529,4503.2844,14.840,17.812
sandwich,0.31300,0.31619,4,16,uni_x,3,2,2,grip,1168,215.0492,3908.8890,18.177,15.461
sandwich,0.31300,0.31619,4,16,uni_x,0,3,2,grip,1168,244.8725,4278.5439,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,1,3,2,free_surface,1168,290.8996,4433.8983,15.242,17.537
sandwich,0.31300,0.31619,4,16,uni_x,2,3,2,free_surface,1168,290.9000,4433.9164,15.242,17.538
sandwich,0.31300,0.31619,4,16,uni_x,3,3,2,grip,1168,244.8728,4278.5450,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,0,0,3,grip,1168,269.7082,4739.5858,17.573,18.747
sandwich,0.31300,0.31619,4,16,uni_x,1,0,3,free_surface,1168,275.4463,4210.3202,15.285,16.653
sandwich,0.31300,0.31619,4,16,uni_x,2,0,3,free_surface,1168,275.4474,4210.3493,15.285,16.653
sandwich,0.31300,0.31619,4,16,uni_x,3,0,3,grip,1168,269.7077,4739.6298,17.573,18.747
sandwich,0.31300,0.31619,4,16,uni_x,0,1,3,grip,1168,244.8725,4278.5439,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,1,1,3,free_surface,1168,290.8996,4433.8983,15.242,17.537
sandwich,0.31300,0.31619,4,16,uni_x,2,1,3,free_surface,1168,290.9000,4433.9164,15.242,17.538
sandwich,0.31300,0.31619,4,16,uni_x,3,1,3,grip,1168,244.8728,4278.5450,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,0,2,3,grip,1168,244.8725,4278.5439,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,1,2,3,free_surface,1168,290.8996,4433.8983,15.242,17.537
sandwich,0.31300,0.31619,4,16,uni_x,2,2,3,free_surface,1168,290.9000,4433.9164,15.242,17.538
sandwich,0.31300,0.31619,4,16,uni_x,3,2,3,grip,1168,244.8728,4278.5450,17.473,16.923
sandwich,0.31300,0.31619,4,16,uni_x,0,3,3,grip,1168,269.7082,4739.5858,17.573,18.747
sandwich,0.31300,0.31619,4,16,uni_x,1,3,3,free_surface,1168,275.4463,4210.3202,15.285,16.653
sandwich,0.31300,0.31619,4,16,uni_x,2,3,3,free_surface,1168,275.4474,4210.3493,15.285,16.653
sandwich,0.31300,0.31619,4,16,uni_x,3,3,3,grip,1168,269.7077,4739.6298,17.573,18.747
sandwich,0.31300,0.31619,4,16,uni_z,0,0,0,grip,1168,270.6820,5106.5688,18.866,20.198
sandwich,0.31300,0.31619,4,16,uni_z,1,0,0,free_surface,1168,32.5572,949.6919,29.170,3.756
sandwich,0.31300,0.31619,4,16,uni_z,2,0,0,free_surface,1168,32.5572,949.6919,29.170,3.756
sandwich,0.31300,0.31619,4,16,uni_z,3,0,0,grip,1168,270.6820,5106.5688,18.866,20.198
sandwich,0.31300,0.31619,4,16,uni_z,0,1,0,grip,1168,267.0495,4790.4811,17.939,18.948
sandwich,0.31300,0.31619,4,16,uni_z,1,1,0,free_surface,1168,33.1667,811.3093,24.462,3.209
sandwich,0.31300,0.31619,4,16,uni_z,2,1,0,free_surface,1168,33.1667,811.3093,24.462,3.209
sandwich,0.31300,0.31619,4,16,uni_z,3,1,0,grip,1168,267.0495,4790.4811,17.939,18.948
sandwich,0.31300,0.31619,4,16,uni_z,0,2,0,grip,1168,267.0495,4790.4811,17.939,18.948
sandwich,0.31300,0.31619,4,16,uni_z,1,2,0,free_surface,1168,33.1667,811.3093,24.462,3.209
sandwich,0.31300,0.31619,4,16,uni_z,2,2,0,free_surface,1168,33.1667,811.3093,24.462,3.209
sandwich,0.31300,0.31619,4,16,uni_z,3,2,0,grip,1168,267.0495,4790.4811,17.939,18.948
sandwich,0.31300,0.31619,4,16,uni_z,0,3,0,grip,1168,270.6820,5106.5688,18.866,20.198
sandwich,0.31300,0.31619,4,16,uni_z,1,3,0,free_surface,1168,32.5572,949.6919,29.170,3.756
sandwich,0.31300,0.31619,4,16,uni_z,2,3,0,free_surface,1168,32.5572,949.6919,29.170,3.756
sandwich,0.31300,0.31619,4,16,uni_z,3,3,0,grip,1168,270.6820,5106.5688,18.866,20.198
sandwich,0.31300,0.31619,4,16,uni_z,0,0,1,grip,1168,260.3712,4082.2793,15.679,16.147
sandwich,0.31300,0.31619,4,16,uni_z,1,0,1,free_surface,1168,66.8587,1453.1015,21.734,5.747
sandwich,0.31300,0.31619,4,16,uni_z,2,0,1,free_surface,1168,66.8587,1453.1015,21.734,5.747
sandwich,0.31300,0.31619,4,16,uni_z,3,0,1,grip,1168,260.3712,4082.2793,15.679,16.147
sandwich,0.31300,0.31619,4,16,uni_z,0,1,1,grip,1168,259.4196,4087.6702,15.757,16.168
sandwich,0.31300,0.31619,4,16,uni_z,1,1,1,interior,1168,66.7643,1463.2230,21.916,5.788
sandwich,0.31300,0.31619,4,16,uni_z,2,1,1,interior,1168,66.7643,1463.2230,21.916,5.788
sandwich,0.31300,0.31619,4,16,uni_z,3,1,1,grip,1168,259.4196,4087.6702,15.757,16.168
sandwich,0.31300,0.31619,4,16,uni_z,0,2,1,grip,1168,259.4196,4087.6702,15.757,16.168
sandwich,0.31300,0.31619,4,16,uni_z,1,2,1,interior,1168,66.7643,1463.2230,21.916,5.788
sandwich,0.31300,0.31619,4,16,uni_z,2,2,1,interior,1168,66.7643,1463.2230,21.916,5.788
sandwich,0.31300,0.31619,4,16,uni_z,3,2,1,grip,1168,259.4196,4087.6702,15.757,16.168
sandwich,0.31300,0.31619,4,16,uni_z,0,3,1,grip,1168,260.3712,4082.2793,15.679,16.147
sandwich,0.31300,0.31619,4,16,uni_z,1,3,1,free_surface,1168,66.8587,1453.1015,21.734,5.747
sandwich,0.31300,0.31619,4,16,uni_z,2,3,1,free_surface,1168,66.8587,1453.1015,21.734,5.747
sandwich,0.31300,0.31619,4,16,uni_z,3,3,1,grip,1168,260.3712,4082.2793,15.679,16.147
sandwich,0.31300,0.31619,4,16,uni_z,0,0,2,grip,1168,260.3714,4082.2813,15.679,16.147
sandwich,0.31300,0.31619,4,16,uni_z,1,0,2,free_surface,1168,66.8589,1453.1033,21.734,5.747
sandwich,0.31300,0.31619,4,16,uni_z,2,0,2,free_surface,1168,66.8589,1453.1033,21.734,5.747
sandwich,0.31300,0.31619,4,16,uni_z,3,0,2,grip,1168,260.3714,4082.2813,15.679,16.147
sandwich,0.31300,0.31619,4,16,uni_z,0,1,2,grip,1168,259.4198,4087.6710,15.757,16.168
sandwich,0.31300,0.31619,4,16,uni_z,1,1,2,interior,1168,66.7646,1463.2225,21.916,5.788
sandwich,0.31300,0.31619,4,16,uni_z,2,1,2,interior,1168,66.7646,1463.2225,21.916,5.788
sandwich,0.31300,0.31619,4,16,uni_z,3,1,2,grip,1168,259.4198,4087.6710,15.757,16.168
sandwich,0.31300,0.31619,4,16,uni_z,0,2,2,grip,1168,259.4198,4087.6710,15.757,16.168
sandwich,0.31300,0.31619,4,16,uni_z,1,2,2,interior,1168,66.7646,1463.2225,21.916,5.788
sandwich,0.31300,0.31619,4,16,uni_z,2,2,2,interior,1168,66.7646,1463.2225,21.916,5.788
sandwich,0.31300,0.31619,4,16,uni_z,3,2,2,grip,1168,259.4198,4087.6710,15.757,16.168
sandwich,0.31300,0.31619,4,16,uni_z,0,3,2,grip,1168,260.3714,4082.2813,15.679,16.147
sandwich,0.31300,0.31619,4,16,uni_z,1,3,2,free_surface,1168,66.8589,1453.1033,21.734,5.747
sandwich,0.31300,0.31619,4,16,uni_z,2,3,2,free_surface,1168,66.8589,1453.1033,21.734,5.747
sandwich,0.31300,0.31619,4,16,uni_z,3,3,2,grip,1168,260.3714,4082.2813,15.679,16.147
sandwich,0.31300,0.31619,4,16,uni_z,0,0,3,grip,1168,270.6819,5106.5650,18.866,20.198
sandwich,0.31300,0.31619,4,16,uni_z,1,0,3,free_surface,1168,32.5573,949.6994,29.170,3.756
sandwich,0.31300,0.31619,4,16,uni_z,2,0,3,free_surface,1168,32.5573,949.6994,29.170,3.756
sandwich,0.31300,0.31619,4,16,uni_z,3,0,3,grip,1168,270.6819,5106.5650,18.866,20.198
sandwich,0.31300,0.31619,4,16,uni_z,0,1,3,grip,1168,267.0497,4790.4744,17.939,18.948
sandwich,0.31300,0.31619,4,16,uni_z,1,1,3,free_surface,1168,33.1669,811.3007,24.461,3.209
sandwich,0.31300,0.31619,4,16,uni_z,2,1,3,free_surface,1168,33.1669,811.3007,24.461,3.209
sandwich,0.31300,0.31619,4,16,uni_z,3,1,3,grip,1168,267.0497,4790.4744,17.939,18.948
sandwich,0.31300,0.31619,4,16,uni_z,0,2,3,grip,1168,267.0497,4790.4744,17.939,18.948
sandwich,0.31300,0.31619,4,16,uni_z,1,2,3,free_surface,1168,33.1669,811.3007,24.461,3.209
sandwich,0.31300,0.31619,4,16,uni_z,2,2,3,free_surface,1168,33.1669,811.3007,24.461,3.209
sandwich,0.31300,0.31619,4,16,uni_z,3,2,3,grip,1168,267.0497,4790.4744,17.939,18.948
sandwich,0.31300,0.31619,4,16,uni_z,0,3,3,grip,1168,270.6819,5106.5650,18.866,20.198
sandwich,0.31300,0.31619,4,16,uni_z,1,3,3,free_surface,1168,32.5573,949.6994,29.170,3.756
sandwich,0.31300,0.31619,4,16,uni_z,2,3,3,free_surface,1168,32.5573,949.6994,29.170,3.756
sandwich,0.31300,0.31619,4,16,uni_z,3,3,3,grip,1168,270.6819,5106.5650,18.866,20.198
sandwich,0.31300,0.31619,4,16,biax_xy,0,0,0,grip,1168,375.9593,7871.7670,20.938,31.135
sandwich,0.31300,0.31619,4,16,biax_xy,1,0,0,free_surface,1168,274.3927,4814.8463,17.547,19.044
sandwich,0.31300,0.31619,4,16,biax_xy,2,0,0,free_surface,1168,274.3939,4814.8754,17.547,19.044
sandwich,0.31300,0.31619,4,16,biax_xy,3,0,0,grip,1168,375.9586,7871.7834,20.938,31.135
sandwich,0.31300,0.31619,4,16,biax_xy,0,1,0,grip,1168,280.0071,5253.5971,18.762,20.780
sandwich,0.31300,0.31619,4,16,biax_xy,1,1,0,free_surface,1168,335.9351,5759.2730,17.144,22.780
sandwich,0.31300,0.31619,4,16,biax_xy,2,1,0,free_surface,1168,335.9357,5759.2916,17.144,22.780
sandwich,0.31300,0.31619,4,16,biax_xy,3,1,0,grip,1168,280.0075,5253.5750,18.762,20.780
sandwich,0.31300,0.31619,4,16,biax_xy,0,2,0,grip,1168,280.0072,5253.6003,18.762,20.780
sandwich,0.31300,0.31619,4,16,biax_xy,1,2,0,free_surface,1168,335.9353,5759.2710,17.144,22.780
sandwich,0.31300,0.31619,4,16,biax_xy,2,2,0,free_surface,1168,335.9359,5759.2895,17.144,22.780
sandwich,0.31300,0.31619,4,16,biax_xy,3,2,0,grip,1168,280.0076,5253.5782,18.762,20.780
sandwich,0.31300,0.31619,4,16,biax_xy,0,3,0,grip,1168,375.9592,7871.7640,20.938,31.135
sandwich,0.31300,0.31619,4,16,biax_xy,1,3,0,free_surface,1168,274.3928,4814.8563,17.547,19.044
sandwich,0.31300,0.31619,4,16,biax_xy,2,3,0,free_surface,1168,274.3941,4814.8854,17.547,19.044
sandwich,0.31300,0.31619,4,16,biax_xy,3,3,0,grip,1168,375.9584,7871.7803,20.938,31.135
sandwich,0.31300,0.31619,4,16,biax_xy,0,0,1,grip,1168,346.8917,6686.7559,19.276,26.448
sandwich,0.31300,0.31619,4,16,biax_xy,1,0,1,free_surface,1168,293.8663,5099.6189,17.354,20.171
sandwich,0.31300,0.31619,4,16,biax_xy,2,0,1,free_surface,1168,293.8667,5099.6370,17.354,20.171
sandwich,0.31300,0.31619,4,16,biax_xy,3,0,1,grip,1168,346.8911,6686.7722,19.276,26.448
sandwich,0.31300,0.31619,4,16,biax_xy,0,1,1,grip,1168,236.5990,5157.5745,21.799,20.400
sandwich,0.31300,0.31619,4,16,biax_xy,1,1,1,interior,1168,347.1461,5854.7058,16.865,23.157
sandwich,0.31300,0.31619,4,16,biax_xy,2,1,1,interior,1168,347.1446,5854.6621,16.865,23.157
sandwich,0.31300,0.31619,4,16,biax_xy,3,1,1,grip,1168,236.5987,5157.5659,21.799,20.400
sandwich,0.31300,0.31619,4,16,biax_xy,0,2,1,grip,1168,236.5992,5157.5756,21.799,20.400
sandwich,0.31300,0.31619,4,16,biax_xy,1,2,1,interior,1168,347.1463,5854.7002,16.865,23.157
sandwich,0.31300,0.31619,4,16,biax_xy,2,2,1,interior,1168,347.1448,5854.6565,16.865,23.157
sandwich,0.31300,0.31619,4,16,biax_xy,3,2,1,grip,1168,236.5989,5157.5670,21.799,20.400
sandwich,0.31300,0.31619,4,16,biax_xy,0,3,1,grip,1168,346.8918,6686.7563,19.276,26.448
sandwich,0.31300,0.31619,4,16,biax_xy,1,3,1,free_surface,1168,293.8664,5099.6245,17.354,20.171
sandwich,0.31300,0.31619,4,16,biax_xy,2,3,1,free_surface,1168,293.8668,5099.6426,17.354,20.171
sandwich,0.31300,0.31619,4,16,biax_xy,3,3,1,grip,1168,346.8912,6686.7726,19.276,26.448
sandwich,0.31300,0.31619,4,16,biax_xy,0,0,2,grip,1168,346.8917,6686.7559,19.276,26.448
sandwich,0.31300,0.31619,4,16,biax_xy,1,0,2,free_surface,1168,293.8663,5099.6189,17.354,20.171
sandwich,0.31300,0.31619,4,16,biax_xy,2,0,2,free_surface,1168,293.8667,5099.6370,17.354,20.171
sandwich,0.31300,0.31619,4,16,biax_xy,3,0,2,grip,1168,346.8911,6686.7722,19.276,26.448
sandwich,0.31300,0.31619,4,16,biax_xy,0,1,2,grip,1168,236.5990,5157.5745,21.799,20.400
sandwich,0.31300,0.31619,4,16,biax_xy,1,1,2,interior,1168,347.1461,5854.7058,16.865,23.157
sandwich,0.31300,0.31619,4,16,biax_xy,2,1,2,interior,1168,347.1446,5854.6621,16.865,23.157
sandwich,0.31300,0.31619,4,16,biax_xy,3,1,2,grip,1168,236.5987,5157.5659,21.799,20.400
sandwich,0.31300,0.31619,4,16,biax_xy,0,2,2,grip,1168,236.5992,5157.5756,21.799,20.400
sandwich,0.31300,0.31619,4,16,biax_xy,1,2,2,interior,1168,347.1463,5854.7002,16.865,23.157
sandwich,0.31300,0.31619,4,16,biax_xy,2,2,2,interior,1168,347.1448,5854.6565,16.865,23.157
sandwich,0.31300,0.31619,4,16,biax_xy,3,2,2,grip,1168,236.5989,5157.5670,21.799,20.400
sandwich,0.31300,0.31619,4,16,biax_xy,0,3,2,grip,1168,346.8918,6686.7563,19.276,26.448
sandwich,0.31300,0.31619,4,16,biax_xy,1,3,2,free_surface,1168,293.8664,5099.6245,17.354,20.171
sandwich,0.31300,0.31619,4,16,biax_xy,2,3,2,free_surface,1168,293.8668,5099.6426,17.354,20.171
sandwich,0.31300,0.31619,4,16,biax_xy,3,3,2,grip,1168,346.8912,6686.7726,19.276,26.448
sandwich,0.31300,0.31619,4,16,biax_xy,0,0,3,grip,1168,375.9593,7871.7670,20.938,31.135
sandwich,0.31300,0.31619,4,16,biax_xy,1,0,3,free_surface,1168,274.3927,4814.8463,17.547,19.044
sandwich,0.31300,0.31619,4,16,biax_xy,2,0,3,free_surface,1168,274.3939,4814.8754,17.547,19.044
sandwich,0.31300,0.31619,4,16,biax_xy,3,0,3,grip,1168,375.9586,7871.7834,20.938,31.135
sandwich,0.31300,0.31619,4,16,biax_xy,0,1,3,grip,1168,280.0071,5253.5971,18.762,20.780
sandwich,0.31300,0.31619,4,16,biax_xy,1,1,3,free_surface,1168,335.9351,5759.2730,17.144,22.780
sandwich,0.31300,0.31619,4,16,biax_xy,2,1,3,free_surface,1168,335.9357,5759.2916,17.144,22.780
sandwich,0.31300,0.31619,4,16,biax_xy,3,1,3,grip,1168,280.0075,5253.5750,18.762,20.780
sandwich,0.31300,0.31619,4,16,biax_xy,0,2,3,grip,1168,280.0072,5253.6003,18.762,20.780
sandwich,0.31300,0.31619,4,16,biax_xy,1,2,3,free_surface,1168,335.9353,5759.2710,17.144,22.780
sandwich,0.31300,0.31619,4,16,biax_xy,2,2,3,free_surface,1168,335.9359,5759.2895,17.144,22.780
sandwich,0.31300,0.31619,4,16,biax_xy,3,2,3,grip,1168,280.0076,5253.5782,18.762,20.780
sandwich,0.31300,0.31619,4,16,biax_xy,0,3,3,grip,1168,375.9592,7871.7640,20.938,31.135
sandwich,0.31300,0.31619,4,16,biax_xy,1,3,3,free_surface,1168,274.3928,4814.8563,17.547,19.044
sandwich,0.31300,0.31619,4,16,biax_xy,2,3,3,free_surface,1168,274.3941,4814.8854,17.547,19.044
sandwich,0.31300,0.31619,4,16,biax_xy,3,3,3,grip,1168,375.9584,7871.7803,20.938,31.135
sandwich,0.31300,0.31619,4,16,shear_xy,0,0,0,grip,1168,174.3263,3400.8125,19.508,13.266
sandwich,0.31300,0.31619,4,16,shear_xy,1,0,0,free_surface,1168,114.3536,1853.1205,16.205,7.229
sandwich,0.31300,0.31619,4,16,shear_xy,2,0,0,free_surface,1168,114.3540,1853.1172,16.205,7.229
sandwich,0.31300,0.31619,4,16,shear_xy,3,0,0,grip,1168,174.3258,3400.8009,19.508,13.266
sandwich,0.31300,0.31619,4,16,shear_xy,0,1,0,grip,1168,176.8909,2585.4801,14.616,10.086
sandwich,0.31300,0.31619,4,16,shear_xy,1,1,0,free_surface,1168,210.6220,3132.5740,14.873,12.220
sandwich,0.31300,0.31619,4,16,shear_xy,2,1,0,free_surface,1168,210.6223,3132.5785,14.873,12.220
sandwich,0.31300,0.31619,4,16,shear_xy,3,1,0,grip,1168,176.8907,2585.4839,14.616,10.086
sandwich,0.31300,0.31619,4,16,shear_xy,0,2,0,grip,1168,176.8909,2585.4819,14.616,10.086
sandwich,0.31300,0.31619,4,16,shear_xy,1,2,0,free_surface,1168,210.6220,3132.5828,14.873,12.220
sandwich,0.31300,0.31619,4,16,shear_xy,2,2,0,free_surface,1168,210.6223,3132.5874,14.873,12.220
sandwich,0.31300,0.31619,4,16,shear_xy,3,2,0,grip,1168,176.8907,2585.4858,14.616,10.086
sandwich,0.31300,0.31619,4,16,shear_xy,0,3,0,grip,1168,174.3262,3400.8129,19.508,13.266
sandwich,0.31300,0.31619,4,16,shear_xy,1,3,0,free_surface,1168,114.3535,1853.1444,16.205,7.229
sandwich,0.31300,0.31619,4,16,shear_xy,2,3,0,free_surface,1168,114.3539,1853.1411,16.205,7.229
sandwich,0.31300,0.31619,4,16,shear_xy,3,3,0,grip,1168,174.3257,3400.8013,19.508,13.266
sandwich,0.31300,0.31619,4,16,shear_xy,0,0,1,grip,1168,176.7109,3407.9698,19.286,13.294
sandwich,0.31300,0.31619,4,16,shear_xy,1,0,1,free_surface,1168,111.6731,1855.4430,16.615,7.238
sandwich,0.31300,0.31619,4,16,shear_xy,2,0,1,free_surface,1168,111.6728,1855.4379,16.615,7.238
sandwich,0.31300,0.31619,4,16,shear_xy,3,0,1,grip,1168,176.7111,3407.9633,19.286,13.294
sandwich,0.31300,0.31619,4,16,shear_xy,0,1,1,grip,1168,180.8751,2632.8864,14.556,10.271
sandwich,0.31300,0.31619,4,16,shear_xy,1,1,1,interior,1168,208.8162,3072.8652,14.716,11.987
sandwich,0.31300,0.31619,4,16,shear_xy,2,1,1,interior,1168,208.8163,3072.8653,14.716,11.987
sandwich,0.31300,0.31619,4,16,shear_xy,3,1,1,grip,1168,180.8758,2632.8909,14.556,10.271
sandwich,0.31300,0.31619,4,16,shear_xy,0,2,1,grip,1168,180.8749,2632.8823,14.556,10.271
sandwich,0.31300,0.31619,4,16,shear_xy,1,2,1,interior,1168,208.8159,3072.8612,14.716,11.987
sandwich,0.31300,0.31619,4,16,shear_xy,2,2,1,interior,1168,208.8160,3072.8613,14.716,11.987
sandwich,0.31300,0.31619,4,16,shear_xy,3,2,1,grip,1168,180.8756,2632.8868,14.556,10.271
sandwich,0.31300,0.31619,4,16,shear_xy,0,3,1,grip,1168,176.7108,3407.9752,19.286,13.294
sandwich,0.31300,0.31619,4,16,shear_xy,1,3,1,free_surface,1168,111.6724,1855.4446,16.615,7.238
sandwich,0.31300,0.31619,4,16,shear_xy,2,3,1,free_surface,1168,111.6721,1855.4395,16.615,7.238
sandwich,0.31300,0.31619,4,16,shear_xy,3,3,1,grip,1168,176.7110,3407.9686,19.286,13.294
sandwich,0.31300,0.31619,4,16,shear_xy,0,0,2,grip,1168,176.7109,3407.9698,19.286,13.294
sandwich,0.31300,0.31619,4,16,shear_xy,1,0,2,free_surface,1168,111.6731,1855.4430,16.615,7.238
sandwich,0.31300,0.31619,4,16,shear_xy,2,0,2,free_surface,1168,111.6728,1855.4379,16.615,7.238
sandwich,0.31300,0.31619,4,16,shear_xy,3,0,2,grip,1168,176.7111,3407.9633,19.286,13.294
sandwich,0.31300,0.31619,4,16,shear_xy,0,1,2,grip,1168,180.8751,2632.8864,14.556,10.271
sandwich,0.31300,0.31619,4,16,shear_xy,1,1,2,interior,1168,208.8162,3072.8652,14.716,11.987
sandwich,0.31300,0.31619,4,16,shear_xy,2,1,2,interior,1168,208.8163,3072.8653,14.716,11.987
sandwich,0.31300,0.31619,4,16,shear_xy,3,1,2,grip,1168,180.8758,2632.8909,14.556,10.271
sandwich,0.31300,0.31619,4,16,shear_xy,0,2,2,grip,1168,180.8749,2632.8823,14.556,10.271
sandwich,0.31300,0.31619,4,16,shear_xy,1,2,2,interior,1168,208.8159,3072.8612,14.716,11.987
sandwich,0.31300,0.31619,4,16,shear_xy,2,2,2,interior,1168,208.8160,3072.8613,14.716,11.987
sandwich,0.31300,0.31619,4,16,shear_xy,3,2,2,grip,1168,180.8756,2632.8868,14.556,10.271
sandwich,0.31300,0.31619,4,16,shear_xy,0,3,2,grip,1168,176.7108,3407.9752,19.286,13.294
sandwich,0.31300,0.31619,4,16,shear_xy,1,3,2,free_surface,1168,111.6724,1855.4446,16.615,7.238
