rung,iter,cg_iters,cg_multigrid,hier_built,mg_mode,traj_tol,compliance,change,achieved_vf
0,34,82,1,1,carried,1.000e-08,20.78088125,0.0586981,0.019683
0,35,83,1,1,carried,1.000e-08,20.76853837,0.0811821,0.019683
0,36,82,1,1,carried,1.000e-08,20.75558426,0.0613409,0.019683
0,37,81,1,1,carried,1.000e-08,20.73963057,0.0843255,0.019683
0,38,82,1,1,carried,1.000e-08,20.71432512,0.0815964,0.019683
0,39,82,1,1,carried,1.000e-08,20.68442163,0.0667902,0.019684
0,40,82,1,1,carried,1.000e-08,20.67205395,0.0320395,0.019684
0,41,82,1,1,carried,1.000e-08,20.66500331,0.0257748,0.019685
0,42,83,1,1,carried,1.000e-08,20.66066712,0.0174176,0.019685
0,43,83,1,1,carried,1.000e-08,20.6571648,0.0130063,0.019685
0,44,82,1,1,carried,1.000e-08,20.65388737,0.010841,0.019685
0,45,82,1,1,carried,1.000e-08,20.6505059,0.011713,0.019685
0,46,83,1,1,carried,1.000e-08,20.64682465,0.0146796,0.019685
0,47,77,1,1,carried,1.000e-08,20.64273578,0.0176014,0.019685
0,48,82,1,1,carried,1.000e-08,20.63818233,0.0204094,0.019684
0,49,83,1,1,carried,1.000e-08,20.63313952,0.0232787,0.019685
0,50,85,1,1,carried,1.000e-08,20.62820612,0.0248337,0.019685
0,51,85,1,1,carried,1.000e-08,20.62504777,0.0220698,0.019685
0,52,85,1,1,carried,1.000e-08,20.62256094,0.0249369,0.019685
0,53,85,1,1,carried,1.000e-08,20.6202199,0.0303265,0.019685
0,54,85,1,1,carried,1.000e-08,20.61789992,0.0368776,0.019685
0,55,85,1,1,carried,1.000e-08,20.61550515,0.0419471,0.019685
0,56,86,1,1,carried,1.000e-08,20.61289451,0.035622,0.019685
0,57,86,1,1,carried,1.000e-08,20.61036846,0.023098,0.019685
0,58,85,1,1,carried,1.000e-08,20.61023787,0.0362953,0.019685
0,59,90,1,1,carried,1.000e-08,20.61105769,0.0379142,0.019685
0,60,86,1,1,carried,1.000e-08,20.61110565,0.0210733,0.019685
1,1,106,1,1,carried,1.000e-08,339841.9554,0.1998,0.007855
1,2,1613,0,1,stagnated,1.000e-08,47863832.79,0.1998,0.007394
1,3,169,1,1,carried,1.000e-08,11046657.93,0.1998,0.006725
1,4,1729,0,1,stagnated,1.000e-08,36174449.25,0.1998,0.006572
1,5,2398,0,1,stagnated,1.000e-08,452192559.9,0.1998,0.005987
1,6,229,1,1,carried,1.000e-08,46666007.24,0.1998,0.007036
1,7,1425,0,1,stagnated,1.000e-08,418357756.6,0.195225,0.005151
1,8,209,1,1,carried,1.000e-08,47318964.56,0.185035,0.007216
1,9,949,0,1,stagnated,1.000e-08,31715903.42,0.1998,0.006291
1,10,1778,0,1,stagnated,1.000e-08,35284712.65,0.1998,0.007398
1,11,1233,0,1,stagnated,1.000e-08,49949535.17,0.187634,0.005759
1,12,1286,0,0,build-rejected,1.000e-08,15631068.47,0.185035,0.007294
1,13,1292,0,0,build-rejected,1.000e-08,13756633.03,0.165632,0.006349
1,14,1039,0,0,build-rejected,1.000e-08,4645556.076,0.165632,0.006909
1,15,877,0,0,build-rejected,1.000e-08,1848820.854,0.136234,0.006879
1,16,658,0,0,build-rejected,1.000e-08,302149.4245,0.136234,0.007082
1,17,574,0,0,build-rejected,1.000e-08,57066.54344,0.117387,0.008051
1,18,296,0,0,build-rejected,1.000e-08,18443.52383,0.031087,0.009504
1,19,241,0,0,build-rejected,1.000e-08,8022.252402,0.0225639,0.010312
1,20,219,0,0,build-rejected,1.000e-08,4352.941031,0.0199968,0.010739
1,21,193,0,0,build-rejected,1.000e-08,2765.66099,0.0277696,0.010908
1,22,185,0,0,build-rejected,1.000e-08,1935.116167,0.0314138,0.011001
1,23,190,0,0,build-rejected,1.000e-08,1425.993326,0.0365219,0.011091
1,24,179,0,0,build-rejected,1.000e-08,1098.882725,0.0458285,0.011148
1,25,175,0,0,build-rejected,1.000e-08,878.1847874,0.0319108,0.011171
1,26,181,0,0,build-rejected,1.000e-08,715.5692033,0.0488675,0.011180
1,27,179,0,0,build-rejected,1.000e-08,585.6273278,0.0419825,0.011220
1,28,184,0,0,build-rejected,1.000e-08,487.0109673,0.0457499,0.011246
1,29,182,0,0,build-rejected,1.000e-08,414.0712889,0.0409557,0.011262
1,30,183,0,0,build-rejected,1.000e-08,356.9492381,0.0457355,0.011260
1,31,179,0,0,build-rejected,1.000e-08,309.1466025,0.0517234,0.011278
1,32,181,0,0,build-rejected,1.000e-08,269.2946602,0.0577151,0.011294
1,33,184,0,0,build-rejected,1.000e-08,236.7383538,0.0639782,0.011304
1,34,185,0,0,build-rejected,1.000e-08,210.9929305,0.0696382,0.011307
1,35,185,0,0,build-rejected,1.000e-08,187.7278243,0.0767911,0.011306
1,36,189,0,0,build-rejected,1.000e-08,167.5651358,0.0880214,0.011301
1,37,188,0,0,build-rejected,1.000e-08,149.1912838,0.0967757,0.011316
1,38,194,0,0,build-rejected,1.000e-08,133.5479149,0.0932235,0.011349
1,39,191,0,0,build-rejected,1.000e-08,122.3564174,0.06938,0.011368
1,40,192,0,0,build-rejected,1.000e-08,115.6876217,0.0793948,0.011367
1,41,187,0,0,build-rejected,1.000e-08,109.945648,0.0725588,0.011383
1,42,193,0,0,build-rejected,1.000e-08,105.1321378,0.0778707,0.011391
1,43,188,0,0,build-rejected,1.000e-08,102.1843573,0.106743,0.011387
1,44,197,0,0,build-rejected,1.000e-08,99.71550452,0.1998,0.011372
1,45,191,0,0,build-rejected,1.000e-08,98.79529487,0.1998,0.011310
1,46,198,0,0,build-rejected,1.000e-08,101.4477844,0.1998,0.011235
1,47,194,0,0,build-rejected,1.000e-08,103.4133084,0.1998,0.011194
1,48,194,0,0,build-rejected,1.000e-08,103.1098323,0.1998,0.011257
1,49,190,0,0,build-rejected,1.000e-08,95.20452257,0.0919038,0.011376
1,50,171,0,0,build-rejected,1.000e-08,90.2504563,0.0575372,0.011413
1,51,173,0,0,build-rejected,1.000e-08,88.92477537,0.0426799,0.011413
1,52,171,0,0,build-rejected,1.000e-08,88.62845859,0.0728227,0.011414
1,53,170,0,0,build-rejected,1.000e-08,88.33124802,0.0391899,0.011413
1,54,171,0,0,build-rejected,1.000e-08,88.01432666,0.0417094,0.011413
1,55,170,0,0,build-rejected,1.000e-08,87.66473538,0.0549351,0.011413
1,56,170,0,0,build-rejected,1.000e-08,87.26834712,0.0634287,0.011412
1,57,172,0,0,build-rejected,1.000e-08,86.79298912,0.0444789,0.011414
1,58,169,0,0,build-rejected,1.000e-08,86.40848165,0.0390218,0.011414
1,59,171,0,0,build-rejected,1.000e-08,86.10689063,0.0526504,0.011415
1,60,170,0,0,build-rejected,1.000e-08,85.86988939,0.0341882,0.011415
1,61,171,0,0,build-rejected,1.000e-08,85.68427275,0.080988,0.011415
1,62,170,0,0,build-rejected,1.000e-08,85.51446695,0.0429859,0.011415
1,63,171,0,0,build-rejected,1.000e-08,85.37092103,0.0404034,0.011416
1,64,172,0,0,build-rejected,1.000e-08,85.28058959,0.0172545,0.011417
1,65,169,0,0,build-rejected,1.000e-08,85.2267465,0.0183418,0.011417
1,66,168,0,0,build-rejected,1.000e-08,85.18064097,0.0167003,0.011417
1,67,165,0,0,build-rejected,1.000e-08,85.13021114,0.024228,0.011417
1,68,170,0,0,build-rejected,1.000e-08,85.06849295,0.0262518,0.011416
1,69,170,0,0,build-rejected,1.000e-08,84.98843072,0.0399244,0.011416
1,70,167,0,0,build-rejected,1.000e-08,84.87906958,0.0490431,0.011415
1,71,171,0,0,build-rejected,1.000e-08,84.72194742,0.0998353,0.011414
1,72,166,0,0,build-rejected,1.000e-08,84.5081826,0.11948,0.011409
1,73,171,0,0,build-rejected,1.000e-08,84.36765283,0.1998,0.011402
1,74,175,0,0,build-rejected,1.000e-08,84.09605239,0.150507,0.011396
1,75,171,0,0,build-rejected,1.000e-08,83.7511785,0.1998,0.011395
1,76,171,0,0,build-rejected,1.000e-08,83.42991579,0.115853,0.011408
1,77,170,0,0,build-rejected,1.000e-08,82.89547794,0.115048,0.011412
1,78,171,0,0,build-rejected,1.000e-08,82.84532548,0.174848,0.011409
1,79,172,0,0,build-rejected,1.000e-08,82.84386069,0.118946,0.011412
1,80,172,0,0,build-rejected,1.000e-08,82.61293203,0.0396815,0.011416
1,81,172,0,0,build-rejected,1.000e-08,82.4613672,0.0143572,0.011417
1,82,172,0,0,build-rejected,1.000e-08,82.41418425,0.0161053,0.011417
1,83,170,0,0,build-rejected,1.000e-08,82.37387126,0.0184615,0.011417
1,84,171,0,0,build-rejected,1.000e-08,82.32527147,0.0216972,0.011417
1,85,171,0,0,build-rejected,1.000e-08,82.26565056,0.0277957,0.011417
1,86,172,0,0,build-rejected,1.000e-08,82.20726469,0.0306477,0.011417
1,87,170,0,0,build-rejected,1.000e-08,82.14538056,0.0358821,0.011416
1,88,172,0,0,build-rejected,1.000e-08,82.07641015,0.0385546,0.011416
1,89,172,0,0,build-rejected,1.000e-08,82.00680414,0.0355533,0.011416
1,90,173,0,0,build-rejected,1.000e-08,81.9372117,0.034883,0.011416
1,91,170,0,0,build-rejected,1.000e-08,81.86354707,0.0404341,0.011416
1,92,169,0,0,build-rejected,1.000e-08,81.78161749,0.0418103,0.011416
1,93,171,0,0,build-rejected,1.000e-08,81.68587963,0.0530525,0.011416
1,94,169,0,0,build-rejected,1.000e-08,81.56852363,0.0665412,0.011415
1,95,171,0,0,build-rejected,1.000e-08,81.42008158,0.0589578,0.011416
1,96,173,0,0,build-rejected,1.000e-08,81.27246662,0.0575271,0.011416
1,97,171,0,0,build-rejected,1.000e-08,81.15209396,0.111941,0.011415
1,98,168,0,0,build-rejected,1.000e-08,81.03234808,0.155957,0.011413
1,99,175,0,0,build-rejected,1.000e-08,81.05537193,0.1998,0.011409
1,100,175,0,0,build-rejected,1.000e-08,81.34388616,0.1998,0.011403
1,101,173,0,0,build-rejected,1.000e-08,81.80521683,0.1998,0.011398
1,102,174,0,0,build-rejected,1.000e-08,81.82550072,0.1998,0.011395
1,103,171,0,0,build-rejected,1.000e-08,81.84898587,0.142913,0.011404
1,104,175,0,0,build-rejected,1.000e-08,80.97100111,0.0415356,0.011416
1,105,174,0,0,build-rejected,1.000e-08,80.64800119,0.0112541,0.011417
1,106,170,0,0,build-rejected,1.000e-08,80.60955973,0.00936453,0.011417
1,107,173,0,0,build-rejected,1.000e-08,80.59573622,0.00980958,0.011417
1,108,170,0,0,build-rejected,1.000e-08,80.58263918,0.0111281,0.011417
1,109,172,0,0,build-rejected,1.000e-08,80.5693206,0.0124118,0.011417
1,110,169,0,0,build-rejected,1.000e-08,80.55538167,0.0136494,0.011417
1,111,169,0,0,build-rejected,1.000e-08,80.54062281,0.0148779,0.011417
1,112,170,0,0,build-rejected,1.000e-08,80.52487472,0.0159842,0.011417
1,113,173,0,0,build-rejected,1.000e-08,80.50787425,0.0170922,0.011417
1,114,169,0,0,build-rejected,1.000e-08,80.48921498,0.018272,0.011417
1,115,171,0,0,build-rejected,1.000e-08,80.46833177,0.0196078,0.011417
1,116,169,0,0,build-rejected,1.000e-08,80.44453026,0.0214802,0.011417
1,117,169,0,0,build-rejected,1.000e-08,80.41696891,0.0254471,0.011417
1,118,167,0,0,build-rejected,1.000e-08,80.38467596,0.030185,0.011417
1,119,168,0,0,build-rejected,1.000e-08,80.34652875,0.0363967,0.011417
1,120,169,0,0,build-rejected,1.000e-08,80.30283061,0.0408387,0.011417
1,121,167,0,0,build-rejected,1.000e-08,80.25477356,0.0443051,0.011417
1,122,168,0,0,build-rejected,1.000e-08,80.20161106,0.0440766,0.011416
1,123,167,0,0,build-rejected,1.000e-08,80.14142191,0.0616329,0.011416
1,124,167,0,0,build-rejected,1.000e-08,80.072109,0.0904491,0.011415
1,125,167,0,0,build-rejected,1.000e-08,80.00199842,0.16569,0.011412
1,126,171,0,0,build-rejected,1.000e-08,80.24472337,0.1998,0.011394
1,127,169,0,0,build-rejected,1.000e-08,81.19037046,0.1998,0.011380
1,128,172,0,0,build-rejected,1.000e-08,81.22128468,0.164629,0.011389
1,129,173,0,0,build-rejected,1.000e-08,80.6602708,0.138615,0.011406
1,130,171,0,0,build-rejected,1.000e-08,79.9851743,0.0396468,0.011416
1,131,172,0,0,build-rejected,1.000e-08,79.73404983,0.0100564,0.011417
1,132,173,0,0,build-rejected,1.000e-08,79.69305951,0.00777469,0.011417
1,133,171,0,0,build-rejected,1.000e-08,79.68172028,0.00940267,0.011417
1,134,172,0,0,build-rejected,1.000e-08,79.67093292,0.011391,0.011417
1,135,174,0,0,build-rejected,1.000e-08,79.65894953,0.0135293,0.011417
1,136,173,0,0,build-rejected,1.000e-08,79.64548687,0.0158408,0.011417
1,137,174,0,0,build-rejected,1.000e-08,79.6303397,0.0183784,0.011417
1,138,174,0,0,build-rejected,1.000e-08,79.61331123,0.0211583,0.011417
1,139,177,0,0,build-rejected,1.000e-08,79.59420486,0.0241849,0.011417
1,140,176,0,0,build-rejected,1.000e-08,79.57282394,0.0274072,0.011417
1,141,175,0,0,build-rejected,1.000e-08,79.54896693,0.0307369,0.011417
1,142,175,0,0,build-rejected,1.000e-08,79.52240523,0.0340741,0.011417
1,143,175,0,0,build-rejected,1.000e-08,79.49282823,0.0371882,0.011417
1,144,178,0,0,build-rejected,1.000e-08,79.45997885,0.0375515,0.011417
1,145,178,0,0,build-rejected,1.000e-08,79.42418665,0.0360676,0.011417
1,146,177,0,0,build-rejected,1.000e-08,79.38660818,0.0255494,0.011417
1,147,179,0,0,build-rejected,1.000e-08,79.35979209,0.0190921,0.011417
1,148,177,0,0,build-rejected,1.000e-08,79.34276499,0.0260372,0.011417
1,149,179,0,0,build-rejected,1.000e-08,79.32566536,0.0275,0.011417
1,150,177,0,0,build-rejected,1.000e-08,79.30236134,0.0328551,0.011417
1,151,176,0,0,build-rejected,1.000e-08,79.26604237,0.0444273,0.011417
1,152,176,0,0,build-rejected,1.000e-08,79.22528895,0.0459268,0.011417
1,153,178,0,0,build-rejected,1.000e-08,79.18260119,0.0518085,0.011417
1,154,175,0,0,build-rejected,1.000e-08,79.14137539,0.0525875,0.011417
1,155,177,0,0,build-rejected,1.000e-08,79.10010842,0.0599205,0.011417
1,156,175,0,0,build-rejected,1.000e-08,79.05889287,0.0647357,0.011417
1,157,175,0,0,build-rejected,1.000e-08,79.01985871,0.0922536,0.011416
1,158,178,0,0,build-rejected,1.000e-08,79.0161934,0.154307,0.011414
1,159,176,0,0,build-rejected,1.000e-08,79.23520626,0.1998,0.011403
1,160,174,0,0,build-rejected,1.000e-08,79.75805002,0.1998,0.011397
1,161,174,0,0,build-rejected,1.000e-08,79.5499914,0.16864,0.011404
1,162,175,0,0,build-rejected,1.000e-08,79.28674725,0.0718409,0.011413
1,163,177,0,0,build-rejected,1.000e-08,78.97051292,0.0168555,0.011417
1,164,173,0,0,build-rejected,1.000e-08,78.88864336,0.00847468,0.011417
1,165,173,0,0,build-rejected,1.000e-08,78.87894546,0.0103872,0.011417
1,166,175,0,0,build-rejected,1.000e-08,78.86982834,0.0127631,0.011417
1,167,173,0,0,build-rejected,1.000e-08,78.85921842,0.0154016,0.011417
1,168,171,0,0,build-rejected,1.000e-08,78.84677226,0.0185647,0.011417
1,169,172,0,0,build-rejected,1.000e-08,78.832043,0.0224441,0.011417
1,170,172,0,0,build-rejected,1.000e-08,78.81440332,0.0273302,0.011417
1,171,173,0,0,build-rejected,1.000e-08,78.79292989,0.0336651,0.011417
1,172,170,0,0,build-rejected,1.000e-08,78.76619547,0.0421981,0.011417
1,173,170,0,0,build-rejected,1.000e-08,78.73183652,0.0543295,0.011417
1,174,171,0,0,build-rejected,1.000e-08,78.68555274,0.0561894,0.011417
1,175,169,0,0,build-rejected,1.000e-08,78.62716559,0.0360197,0.011417
1,176,174,0,0,build-rejected,1.000e-08,78.60641606,0.0178783,0.011417
1,177,170,0,0,build-rejected,1.000e-08,78.5979772,0.0189737,0.011417
1,178,169,0,0,build-rejected,1.000e-08,78.59737216,0.0253042,0.011417
1,179,171,0,0,build-rejected,1.000e-08,78.60976504,0.0484809,0.011416
1,180,171,0,0,build-rejected,1.000e-08,78.66010727,0.0759744,0.011414
1,181,172,0,0,build-rejected,1.000e-08,78.70107442,0.0576214,0.011415
1,182,170,0,0,build-rejected,1.000e-08,78.64489411,0.0188524,0.011417
1,183,172,0,0,build-rejected,1.000e-08,78.5965238,0.0017797,0.011417
1,184,170,0,0,build-rejected,1.000e-08,78.58964393,0.00204333,0.011417
1,185,169,0,0,build-rejected,1.000e-08,78.58879699,0.00236564,0.011417
2,1,752,0,0,build-rejected,1.000e-08,3294982.732,0.190254,0.004227
2,2,1848,0,0,build-rejected,1.000e-08,55109455.23,0.194609,0.003955
2,3,2106,0,0,build-rejected,1.000e-08,434814433.3,0.18865,0.003630
2,4,1258,0,0,build-rejected,1.000e-08,55723027.44,0.149852,0.003777
2,5,1774,0,0,build-rejected,1.000e-08,419975698.1,0.109611,0.003340
2,6,1228,0,0,build-rejected,1.000e-08,51368047.27,0.092706,0.003755
2,7,1434,0,0,build-rejected,1.000e-08,427148108.4,0.0867639,0.003276
2,8,1115,0,0,build-rejected,1.000e-08,48241243.42,0.0867639,0.003778
2,9,1407,0,0,build-rejected,1.000e-08,429478890.2,0.0830925,0.003317
2,10,1234,0,0,build-rejected,1.000e-08,46092584.47,0.0830925,0.003809
2,11,1113,0,0,build-rejected,1.000e-08,199115895.2,0.14553,0.003503
2,12,1145,0,0,build-rejected,1.000e-08,38837303.83,0.14553,0.003789
2,13,1212,0,0,build-rejected,1.000e-08,129064587.2,0.148718,0.003626
2,14,895,0,0,build-rejected,1.000e-08,31226802.85,0.148718,0.003799
2,15,893,0,0,build-rejected,1.000e-08,75629482.87,0.124979,0.003639
2,16,951,0,0,build-rejected,1.000e-08,32375141.22,0.124979,0.003673
2,17,825,0,0,build-rejected,1.000e-08,44895753.3,0.09558,0.003646
2,18,1041,0,0,build-rejected,1.000e-08,27511093.21,0.09558,0.003569
2,19,735,0,0,build-rejected,1.000e-08,26404334.55,0.144133,0.003670
2,20,1741,0,0,build-rejected,1.000e-08,14855691.65,0.144133,0.003592
2,21,519,0,0,build-rejected,1.000e-08,7807456.243,0.150214,0.003725
2,22,1395,0,0,build-rejected,1.000e-08,3261788.211,0.150214,0.003621
2,23,414,0,0,build-rejected,1.000e-08,627964.9109,0.140445,0.003729
2,24,492,0,0,build-rejected,1.000e-08,137982.9851,0.0862797,0.004026
2,25,256,0,0,build-rejected,1.000e-08,43989.4158,0.0183876,0.004687
2,26,235,0,0,build-rejected,1.000e-08,20166.42456,0.0176431,0.005048
2,27,224,0,0,build-rejected,1.000e-08,12274.87509,0.022669,0.005202
2,28,221,0,0,build-rejected,1.000e-08,9014.719831,0.0200078,0.005249
2,29,217,0,0,build-rejected,1.000e-08,7268.673435,0.0185859,0.005266
2,30,210,0,0,build-rejected,1.000e-08,6058.470558,0.01745,0.005284
2,31,209,0,0,build-rejected,1.000e-08,5174.017411,0.018998,0.005290
2,32,216,0,0,build-rejected,1.000e-08,4485.697446,0.0240331,0.005297
2,33,213,0,0,build-rejected,1.000e-08,3923.53799,0.0228044,0.005304
2,34,208,0,0,build-rejected,1.000e-08,3470.603158,0.0250871,0.005307
2,35,204,0,0,build-rejected,1.000e-08,3095.640708,0.0282381,0.005303
2,36,202,0,0,build-rejected,1.000e-08,2746.94995,0.0310962,0.005305
2,37,202,0,0,build-rejected,1.000e-08,2439.726662,0.0341572,0.005309
2,38,199,0,0,build-rejected,1.000e-08,2171.915836,0.0375752,0.005313
2,39,201,0,0,build-rejected,1.000e-08,1957.765335,0.0398489,0.005319
2,40,202,0,0,build-rejected,1.000e-08,1777.892833,0.0403625,0.005330
2,41,199,0,0,build-rejected,1.000e-08,1655.401708,0.0412543,0.005329
2,42,204,0,0,build-rejected,1.000e-08,1553.297967,0.0457747,0.005332
2,43,203,0,0,build-rejected,1.000e-08,1465.358262,0.0451956,0.005332
2,44,205,0,0,build-rejected,1.000e-08,1381.392221,0.066804,0.005334
2,45,203,0,0,build-rejected,1.000e-08,1312.30067,0.0801426,0.005330
2,46,203,0,0,build-rejected,1.000e-08,1244.845942,0.0669422,0.005339
2,47,202,0,0,build-rejected,1.000e-08,1191.315224,0.0436275,0.005343
2,48,204,0,0,build-rejected,1.000e-08,1172.431279,0.0661758,0.005344
2,49,205,0,0,build-rejected,1.000e-08,1159.116441,0.0435589,0.005345
2,50,210,0,0,build-rejected,1.000e-08,1148.554025,0.0647662,0.005344
2,51,213,0,0,build-rejected,1.000e-08,1141.135458,0.0682886,0.005339
2,52,203,0,0,build-rejected,1.000e-08,1141.031802,0.0869544,0.005339
2,53,207,0,0,build-rejected,1.000e-08,1127.307897,0.0278471,0.005348
2,54,202,0,0,build-rejected,1.000e-08,1111.868993,0.0139392,0.005353
2,55,204,0,0,build-rejected,1.000e-08,1104.829508,0.0187184,0.005354
2,56,202,0,0,build-rejected,1.000e-08,1102.421433,0.0108364,0.005354
2,57,202,0,0,build-rejected,1.000e-08,1100.508188,0.0140832,0.005354
2,58,200,0,0,build-rejected,1.000e-08,1098.553811,0.0140812,0.005354
2,59,201,0,0,build-rejected,1.000e-08,1096.291507,0.0177424,0.005353
2,60,200,0,0,build-rejected,1.000e-08,1093.584412,0.0203274,0.005353
2,61,194,0,0,build-rejected,1.000e-08,1090.262523,0.0214924,0.005353
2,62,194,0,0,build-rejected,1.000e-08,1086.646184,0.0153366,0.005353
2,63,198,0,0,build-rejected,1.000e-08,1083.101362,0.018418,0.005353
2,64,197,0,0,build-rejected,1.000e-08,1079.213864,0.0237679,0.005353
2,65,198,0,0,build-rejected,1.000e-08,1074.705459,0.0301517,0.005352
2,66,203,0,0,build-rejected,1.000e-08,1069.224988,0.0388574,0.005352
2,67,202,0,0,build-rejected,1.000e-08,1062.200421,0.0572941,0.005351
2,68,199,0,0,build-rejected,1.000e-08,1052.487153,0.0662772,0.005350
2,69,200,0,0,build-rejected,1.000e-08,1039.506155,0.0401662,0.005350
2,70,205,0,0,build-rejected,1.000e-08,1027.359392,0.0484975,0.005352
2,71,201,0,0,build-rejected,1.000e-08,1020.335323,0.0653358,0.005350
2,72,203,0,0,build-rejected,1.000e-08,1023.048532,0.142498,0.005342
2,73,204,0,0,build-rejected,1.000e-08,1035.510163,0.1998,0.005330
2,74,206,0,0,build-rejected,1.000e-08,1045.592726,0.172477,0.005330
2,75,206,0,0,build-rejected,1.000e-08,1036.862719,0.119281,0.005340
2,76,207,0,0,build-rejected,1.000e-08,1019.770527,0.0912239,0.005347
2,77,204,0,0,build-rejected,1.000e-08,1008.658964,0.0382016,0.005353
2,78,202,0,0,build-rejected,1.000e-08,1003.017513,0.0055093,0.005354
2,79,204,0,0,build-rejected,1.000e-08,1001.352856,0.00449492,0.005354
2,80,201,0,0,build-rejected,1.000e-08,1001.039656,0.00486072,0.005354
2,81,206,0,0,build-rejected,1.000e-08,1000.754275,0.00545163,0.005354
2,82,203,0,0,build-rejected,1.000e-08,1000.449332,0.00614842,0.005354
2,83,200,0,0,build-rejected,1.000e-08,1000.107478,0.00696804,0.005354
2,84,204,0,0,build-rejected,1.000e-08,999.718971,0.00798429,0.005354
2,85,201,0,0,build-rejected,1.000e-08,999.2767755,0.00915796,0.005354
2,86,202,0,0,build-rejected,1.000e-08,998.7743775,0.0105277,0.005354
2,87,199,0,0,build-rejected,1.000e-08,998.2053821,0.0119605,0.005354
2,88,204,0,0,build-rejected,1.000e-08,997.5628559,0.0133963,0.005354
2,89,198,0,0,build-rejected,1.000e-08,996.8385209,0.0150299,0.005354
2,90,201,0,0,build-rejected,1.000e-08,996.021567,0.016918,0.005354
2,91,200,0,0,build-rejected,1.000e-08,995.0984878,0.0213416,0.005354
2,92,202,0,0,build-rejected,1.000e-08,994.1238688,0.0463599,0.005354
2,93,199,0,0,build-rejected,1.000e-08,994.5115158,0.140818,0.005348
2,94,205,0,0,build-rejected,1.000e-08,1021.382521,0.1998,0.005323
2,95,202,0,0,build-rejected,1.000e-08,1145.570467,0.1998,0.005253
2,96,211,0,0,build-rejected,1.000e-08,1222.824256,0.1998,0.005229
2,97,202,0,0,build-rejected,1.000e-08,1230.980086,0.1998,0.005205
2,98,207,0,0,build-rejected,1.000e-08,1252.342553,0.1998,0.005237
2,99,199,0,0,build-rejected,1.000e-08,1134.76399,0.140146,0.005309
2,100,201,0,0,build-rejected,1.000e-08,1035.709371,0.0489599,0.005348
2,101,205,0,0,build-rejected,1.000e-08,999.8901822,0.00741268,0.005354
3,1,1259,0,0,build-rejected,1.000e-08,505791965.5,0,0.001000
3,2,558,0,0,build-rejected,1.000e-08,505791966.7,0,0.001000
3,3,368,0,0,build-rejected,1.000e-08,505792706.2,0,0.001000
3,4,382,0,0,build-rejected,1.000e-08,505791335.7,0,0.001000
3,5,383,0,0,build-rejected,1.000e-08,505791266,0,0.001000
3,6,381,0,0,build-rejected,1.000e-08,505791695.1,0,0.001000
3,7,382,0,0,build-rejected,1.000e-08,505791096.2,0,0.001000
3,8,378,0,0,build-rejected,1.000e-08,505790754.9,0,0.001000
3,9,362,0,0,build-rejected,1.000e-08,505789972.4,0,0.001000
