rung,iter,cg_iters,cg_multigrid,hier_built,mg_mode,traj_tol,compliance,change,achieved_vf
0,69,55,1,1,carried,6.974e-06,7.931584172,0.111498,0.679310
0,70,55,1,1,carried,6.130e-06,7.928305546,0.106162,0.679339
0,71,55,1,1,carried,4.509e-06,7.92569606,0.118085,0.679377
0,72,53,1,1,carried,8.956e-06,7.924030154,0.119764,0.679390
0,73,52,1,1,carried,9.865e-06,7.922840313,0.105084,0.679400
0,74,54,1,1,carried,4.237e-06,7.921728668,0.105634,0.679410
0,75,54,1,1,carried,4.374e-06,7.920683226,0.08559,0.679418
0,76,55,1,1,carried,1.380e-06,7.919672652,0.103728,0.679418
0,77,53,1,1,carried,3.919e-06,7.918544091,0.121423,0.679417
0,78,50,1,1,carried,1.085e-05,7.917189616,0.1535,0.679413
0,79,46,1,1,carried,6.879e-05,7.915595844,0.1998,0.679411
0,80,42,1,1,carried,9.886e-04,7.913864745,0.1998,0.679408
0,81,42,1,1,carried,9.886e-04,7.912041157,0.1998,0.679436
0,82,42,1,1,carried,9.886e-04,7.910853785,0.192708,0.679443
0,83,42,1,1,carried,6.572e-04,7.910118543,0.1998,0.679449
0,84,42,1,1,carried,9.886e-04,7.909468869,0.1998,0.679456
0,85,42,1,1,carried,9.886e-04,7.909040548,0.170822,0.679461
0,86,44,1,1,carried,1.864e-04,7.908792318,0.119914,0.679466
0,87,50,1,1,carried,9.950e-06,7.908663154,0.127634,0.679467
0,88,49,1,1,carried,1.552e-05,7.908572987,0.152658,0.679467
0,89,46,1,1,carried,6.553e-05,7.90847068,0.177251,0.679468
0,90,46,1,1,carried,2.699e-04,7.790707061,0.0582922,0.678104
0,91,63,1,1,carried,2.866e-07,7.800987181,0.0318248,0.678220
0,92,67,1,1,carried,6.246e-08,7.799847658,0.0308402,0.678236
0,93,67,1,1,carried,5.902e-08,7.799574314,0.0322161,0.678243
0,94,67,1,1,carried,6.389e-08,7.799410498,0.0354768,0.678247
0,95,66,1,1,carried,7.708e-08,7.79928702,0.0386068,0.678252
0,96,64,1,1,carried,9.229e-08,7.799185124,0.0434018,0.678256
0,97,64,1,1,carried,1.216e-07,7.799093387,0.0494823,0.678260
0,98,63,1,1,carried,1.726e-07,7.799001241,0.0566297,0.678264
0,99,63,1,1,carried,2.605e-07,7.798908422,0.0650138,0.678271
0,100,62,1,1,carried,4.220e-07,7.798813678,0.0770733,0.678279
0,101,63,1,1,carried,8.450e-07,7.560068569,0.0979244,0.675650
0,102,58,1,1,carried,2.806e-06,7.572578871,0.0507234,0.676087
0,103,68,1,1,carried,1.854e-07,7.570224779,0.0565516,0.676194
0,104,65,1,1,carried,2.593e-07,7.56958028,0.0665408,0.676293
0,105,66,1,1,carried,4.608e-07,7.569097917,0.0793687,0.676394
0,106,63,1,1,carried,9.643e-07,7.568673939,0.0875335,0.676499
0,107,62,1,1,carried,1.543e-06,7.568258015,0.0843653,0.676592
0,108,62,1,1,carried,1.286e-06,7.567911072,0.117812,0.676688
0,109,56,1,1,carried,8.816e-06,7.567551424,0.161265,0.676787
0,110,52,1,1,carried,1.076e-04,7.567156546,0.0929713,0.676845
0,111,59,1,1,carried,2.110e-06,7.56689657,0.134695,0.676894
0,112,56,1,1,carried,2.330e-05,7.399645449,0.132087,0.679398
0,113,57,1,1,carried,2.005e-05,7.396135104,0.0991993,0.679396
0,114,64,1,1,carried,3.020e-06,7.395264623,0.0952934,0.679439
0,115,68,1,1,carried,2.412e-06,7.394761968,0.121914,0.679392
0,116,62,1,1,carried,1.116e-05,7.394191837,0.186534,0.679238
0,117,51,1,1,carried,4.606e-04,7.393628981,0.1998,0.679407
0,118,54,1,1,carried,9.886e-04,7.393199199,0.178381,0.679495
0,119,55,1,1,carried,2.881e-04,7.39299179,0.1998,0.679421
0,120,51,1,1,carried,9.886e-04,7.392865773,0.1998,0.679166
0,121,54,1,1,carried,9.886e-04,7.392417859,0.1998,0.678893
0,122,50,1,1,carried,9.886e-04,7.39204036,0.1998,0.678874
0,123,49,1,1,carried,9.886e-04,7.391737558,0.107339,0.678920
0,124,84,1,1,carried,4.825e-06,7.367166717,0.0999,0.703162
0,125,90,1,1,carried,3.144e-06,7.366008522,0.0999,0.683544
0,126,85,1,1,carried,3.144e-06,7.36286546,0.0999,0.678066
0,127,81,1,1,carried,3.144e-06,7.360002928,0.0999,0.675059
0,128,101,1,1,carried,3.144e-06,7.359906772,0.0999,0.669915
0,129,82,1,1,carried,3.144e-06,7.360233714,0.0999,0.671325
0,130,87,1,1,carried,3.144e-06,7.360230073,0.0999,0.672840
0,131,83,1,1,carried,3.144e-06,7.360010549,0.0999,0.673943
0,132,83,1,1,carried,3.144e-06,7.359828183,0.0999,0.674995
0,133,82,1,1,carried,3.144e-06,7.359687367,0.0999,0.677473
0,134,82,1,1,carried,3.144e-06,7.359487908,0.0999,0.680057
0,135,89,1,1,carried,3.144e-06,7.359334611,0.0999,0.679264
0,136,84,1,1,carried,3.144e-06,7.358677702,0.04995,0.690828
0,137,88,1,1,carried,1.773e-07,7.358676193,0.04995,0.703983
0,138,88,1,1,carried,1.773e-07,7.358598487,0.04995,0.688139
0,139,103,1,1,carried,1.773e-07,7.355920237,0.04995,0.671579
0,140,89,1,1,carried,1.773e-07,7.358695013,0.04995,0.684063
0,141,94,1,1,carried,1.773e-07,7.357454369,0.04995,0.670262
0,142,96,1,1,carried,1.773e-07,7.357428262,0.04995,0.666578
0,143,97,1,1,carried,1.773e-07,7.358127432,0.04995,0.667598
0,144,99,1,1,carried,1.773e-07,7.35825619,0.04995,0.670111
0,145,99,1,1,carried,1.773e-07,7.358087997,0.04995,0.672212
0,146,97,1,1,carried,1.773e-07,7.35749118,0.04995,0.673939
1,1,17,1,1,carried,1.000e-03,46.29659746,0.1998,0.485603
1,2,18,1,1,carried,9.886e-04,31.5077645,0.1998,0.497739
1,3,23,1,1,carried,9.886e-04,21.47324037,0.1998,0.504847
1,4,41,1,1,carried,9.886e-04,16.16240251,0.1998,0.512293
1,5,44,1,1,carried,9.886e-04,14.04526532,0.1998,0.516000
1,6,45,1,1,carried,9.886e-04,13.12738561,0.190772,0.517963
1,7,48,1,1,carried,5.879e-04,12.59702037,0.180396,0.519059
1,8,50,1,1,carried,3.235e-04,12.35784454,0.169826,0.518947
1,9,52,1,1,carried,1.761e-04,12.16296405,0.178419,0.518585
1,10,52,1,1,carried,2.887e-04,11.92081027,0.1998,0.518075
1,11,51,1,1,carried,9.886e-04,11.60818336,0.1998,0.517740
1,12,52,1,1,carried,9.886e-04,11.26392096,0.1998,0.518077
1,13,50,1,1,carried,9.886e-04,10.97784988,0.1998,0.518354
1,14,48,1,1,carried,9.886e-04,10.74647268,0.1998,0.518756
1,15,46,1,1,carried,9.886e-04,10.57923407,0.1998,0.518906
1,16,48,1,1,carried,9.886e-04,10.44992747,0.1998,0.519214
1,17,49,1,1,carried,9.886e-04,10.3586367,0.1998,0.519406
1,18,49,1,1,carried,9.886e-04,10.29236987,0.1998,0.519600
1,19,48,1,1,carried,9.886e-04,10.24669988,0.1998,0.519755
1,20,50,1,1,carried,9.886e-04,10.21857047,0.1998,0.519836
1,21,49,1,1,carried,9.886e-04,10.2005073,0.1998,0.519876
1,22,49,1,1,carried,9.886e-04,10.18710635,0.1998,0.519919
1,23,51,1,1,carried,9.886e-04,10.17740125,0.1998,0.519950
1,24,47,1,1,carried,9.886e-04,10.17127651,0.1998,0.519960
1,25,47,1,1,carried,9.886e-04,10.16730891,0.1998,0.519968
1,26,47,1,1,carried,9.886e-04,10.16408076,0.159245,0.519970
1,27,54,1,1,carried,9.575e-05,10.16117584,0.1998,0.519974
1,28,47,1,1,carried,9.886e-04,10.15878521,0.1998,0.519973
1,29,47,1,1,carried,9.886e-04,10.15628676,0.1998,0.519974
1,30,47,1,1,carried,9.886e-04,10.1535991,0.1998,0.519976
1,31,47,1,1,carried,9.886e-04,10.15109211,0.1998,0.519980
1,32,47,1,1,carried,9.886e-04,10.14897947,0.1998,0.519979
1,33,47,1,1,carried,9.886e-04,10.1468712,0.1998,0.519982
1,34,47,1,1,carried,9.886e-04,10.14514314,0.1998,0.519983
1,35,47,1,1,carried,9.886e-04,10.14351453,0.1998,0.519986
1,36,47,1,1,carried,9.886e-04,10.14221605,0.174712,0.519986
1,37,52,1,1,carried,2.332e-04,10.14093739,0.1998,0.519984
1,38,47,1,1,carried,9.886e-04,10.1394614,0.1998,0.519986
1,39,47,1,1,carried,9.886e-04,10.13798168,0.1998,0.519986
1,40,49,1,1,carried,9.886e-04,10.1365963,0.1998,0.519987
1,41,47,1,1,carried,9.886e-04,10.13519376,0.1998,0.519988
1,42,49,1,1,carried,9.886e-04,10.13409868,0.1998,0.519990
1,43,47,1,1,carried,9.886e-04,10.1330675,0.166671,0.519990
1,44,52,1,1,carried,1.468e-04,10.13208832,0.1998,0.519990
1,45,47,1,1,carried,9.886e-04,10.13120278,0.1998,0.519989
1,46,47,1,1,carried,9.886e-04,10.13017024,0.1998,0.519988
1,47,47,1,1,carried,9.886e-04,10.12903033,0.193008,0.519988
1,48,50,1,1,carried,6.687e-04,10.12787595,0.1998,0.519988
1,49,47,1,1,carried,9.886e-04,10.1268011,0.1998,0.519987
1,50,47,1,1,carried,9.886e-04,10.12553709,0.1998,0.519989
1,51,47,1,1,carried,9.886e-04,10.12439846,0.1998,0.519987
1,52,47,1,1,carried,9.886e-04,10.12313132,0.1998,0.519983
1,53,47,1,1,carried,9.886e-04,10.12151055,0.1998,0.519985
1,54,47,1,1,carried,9.886e-04,10.11993826,0.1998,0.519986
1,55,47,1,1,carried,9.886e-04,10.11840389,0.1998,0.519989
1,56,47,1,1,carried,9.886e-04,10.11704392,0.1998,0.519992
1,57,47,1,1,carried,9.886e-04,10.11618372,0.174352,0.519994
1,58,52,1,1,carried,2.285e-04,10.1155793,0.1998,0.519993
1,59,47,1,1,carried,9.886e-04,10.11496188,0.1998,0.519992
1,60,47,1,1,carried,9.886e-04,10.11418432,0.1998,0.519993
1,61,47,1,1,carried,9.886e-04,10.11354266,0.1998,0.519992
1,62,47,1,1,carried,9.886e-04,10.11276753,0.149895,0.519992
1,63,54,1,1,carried,5.589e-05,10.11198479,0.190017,0.519989
1,64,44,1,1,carried,1.000e-03,12.49698592,0.1998,0.509976
1,65,47,1,1,carried,9.886e-04,11.32919641,0.132058,0.513238
1,66,56,1,1,carried,2.002e-05,10.60281408,0.123519,0.516701
1,67,59,1,1,carried,1.225e-05,10.29361533,0.133896,0.517917
1,68,59,1,1,carried,2.225e-05,10.16265887,0.149173,0.518382
1,69,55,1,1,carried,5.362e-05,10.09452003,0.138626,0.518706
1,70,58,1,1,carried,2.922e-05,10.0555619,0.120743,0.518862
1,71,60,1,1,carried,1.044e-05,10.03130522,0.133945,0.518960
1,72,59,1,1,carried,2.232e-05,10.01307049,0.138668,0.519043
1,73,58,1,1,carried,2.929e-05,9.999408168,0.146311,0.519109
1,74,55,1,1,carried,4.548e-05,9.989026681,0.126409,0.519159
1,75,59,1,1,carried,1.446e-05,9.98162631,0.134237,0.519183
1,76,59,1,1,carried,2.269e-05,9.974912853,0.157581,0.519208
1,77,54,1,1,carried,8.700e-05,9.968062497,0.153599,0.519237
1,78,54,1,1,carried,6.918e-05,9.961929551,0.146036,0.519275
1,79,55,1,1,carried,4.476e-05,9.957333274,0.174286,0.519284
1,80,52,1,1,carried,2.276e-04,9.954012996,0.1998,0.519295
1,81,48,1,1,carried,9.886e-04,9.951042525,0.1998,0.519304
1,82,48,1,1,carried,9.886e-04,9.948467792,0.1998,0.519325
1,83,47,1,1,carried,9.886e-04,9.946568692,0.134096,0.519337
1,84,58,1,1,carried,2.251e-05,9.945289459,0.159879,0.519340
1,85,53,1,1,carried,9.931e-05,9.944342982,0.171078,0.519343
1,86,52,1,1,carried,1.892e-04,9.943611565,0.184842,0.519343
1,87,49,1,1,carried,4.179e-04,9.94282177,0.132758,0.519347
1,88,57,1,1,carried,2.084e-05,9.942149589,0.178991,0.519347
1,89,52,1,1,carried,2.984e-04,9.941682153,0.141733,0.519347
1,90,56,1,1,carried,3.494e-05,9.941203374,0.127377,0.519347
1,91,59,1,1,carried,1.529e-05,9.940783672,0.125638,0.519346
1,92,59,1,1,carried,1.383e-05,9.940328281,0.153007,0.519345
1,93,56,1,1,carried,6.686e-05,9.613297412,0.0527165,0.517689
1,94,71,1,1,carried,2.079e-07,9.64331071,0.0263189,0.517808
1,95,72,1,1,carried,4.550e-08,9.640422274,0.0249957,0.517830
1,96,72,1,1,carried,4.216e-08,9.639844669,0.0282294,0.517840
1,97,72,1,1,carried,5.078e-08,9.639543206,0.0335772,0.517846
1,98,71,1,1,carried,6.909e-08,9.639304507,0.0405571,0.517852
1,99,70,1,1,carried,1.033e-07,9.639090357,0.0499738,0.517858
1,100,69,1,1,carried,1.776e-07,9.638881858,0.0620299,0.517862
1,101,68,1,1,carried,3.554e-07,9.638654517,0.046953,0.517867
1,102,70,1,1,carried,1.492e-07,9.63841302,0.0431235,0.517870
1,103,70,1,1,carried,1.197e-07,9.638202497,0.0552121,0.517874
1,104,69,1,1,carried,2.401e-07,8.991323646,0.0958924,0.514278
1,105,64,1,1,carried,2.496e-06,9.036176021,0.0565605,0.514830
1,106,69,1,1,carried,2.594e-07,9.028615262,0.0650097,0.514925
1,107,68,1,1,carried,4.219e-07,9.026947302,0.080913,0.514981
1,108,65,1,1,carried,1.054e-06,9.025812352,0.0997526,0.515017
1,109,62,1,1,carried,3.118e-06,9.024770721,0.117138,0.515041
1,110,60,1,1,carried,8.481e-06,9.023714795,0.0702218,0.515064
1,111,66,1,1,carried,5.696e-07,9.022763813,0.0782736,0.515087
1,112,65,1,1,carried,9.054e-07,9.022014813,0.130372,0.515111
1,113,56,1,1,carried,1.817e-05,9.021072924,0.134248,0.515139
1,114,56,1,1,carried,2.271e-05,9.020032427,0.148239,0.515170
1,115,53,1,1,carried,5.081e-05,8.565094556,0.150866,0.511627
1,116,53,1,1,carried,5.911e-05,8.575012112,0.0952663,0.511913
1,117,61,1,1,carried,2.408e-06,8.57215376,0.0817944,0.511841
1,118,62,1,1,carried,1.109e-06,8.570828732,0.094495,0.511761
1,119,63,1,1,carried,2.303e-06,8.569685,0.129417,0.511731
1,120,58,1,1,carried,1.720e-05,8.568584906,0.15545,0.511810
1,121,60,1,1,carried,7.696e-05,8.567457428,0.191958,0.512053
1,122,49,1,1,carried,6.294e-04,8.566137172,0.112384,0.512213
1,123,63,1,1,carried,6.451e-06,8.565271106,0.163156,0.512351
1,124,56,1,1,carried,1.199e-04,8.564533607,0.1998,0.512371
1,125,51,1,1,carried,9.886e-04,8.563846067,0.145434,0.512223
1,126,59,1,1,carried,4.324e-05,8.483995626,0.0999,0.517353
1,127,69,1,1,carried,3.144e-06,8.482134867,0.0999,0.517784
1,128,75,1,1,carried,3.144e-06,8.4811969,0.0999,0.523412
1,129,75,1,1,carried,3.144e-06,8.48094529,0.0999,0.521377
1,130,69,1,1,carried,3.144e-06,8.480769559,0.0999,0.522464
1,131,73,1,1,carried,3.144e-06,8.480699477,0.0999,0.522925
1,132,80,1,1,carried,3.144e-06,8.480662346,0.0999,0.521934
1,133,75,1,1,carried,3.144e-06,8.480670588,0.0999,0.522223
1,134,69,1,1,carried,3.144e-06,8.480665255,0.0800631,0.521799
1,135,78,1,1,carried,1.004e-06,8.480653666,0.0584666,0.521988
1,136,81,1,1,carried,2.895e-07,8.480647354,0.051234,0.521947
1,137,74,1,1,carried,1.909e-07,8.479346175,0.04995,0.537675
1,138,74,1,1,carried,1.773e-07,8.479344446,0.04995,0.549142
1,139,81,1,1,carried,1.773e-07,8.479103089,0.04995,0.532827
1,140,80,1,1,carried,1.773e-07,8.474141206,0.04995,0.515376
1,141,74,1,1,carried,1.773e-07,8.47684941,0.04995,0.517992
1,142,74,1,1,carried,1.773e-07,8.476338032,0.04995,0.510965
1,143,74,1,1,carried,1.773e-07,8.476339207,0.04995,0.494575
1,144,75,1,1,carried,1.773e-07,8.479410757,0.04995,0.510074
1,145,74,1,1,carried,1.773e-07,8.478576426,0.04995,0.509701
1,146,74,1,1,carried,1.773e-07,8.477569218,0.04995,0.512411
1,147,74,1,1,carried,1.773e-07,8.477006971,0.04995,0.510848
2,1,18,1,1,carried,1.000e-03,118.2518497,0.1998,0.345599
2,2,20,1,1,carried,9.886e-04,78.97098701,0.1998,0.357422
2,3,43,1,1,carried,9.886e-04,48.91930664,0.1998,0.367054
2,4,48,1,1,carried,9.886e-04,34.9085858,0.1998,0.372656
2,5,55,1,1,carried,9.886e-04,28.19672951,0.16456,0.376911
2,6,73,1,1,carried,1.300e-04,25.11379324,0.140608,0.377135
2,7,85,1,1,carried,3.275e-05,23.50461507,0.165769,0.377524
2,8,89,1,1,carried,1.394e-04,22.38080526,0.163612,0.378048
2,9,92,1,1,carried,1.231e-04,21.53920008,0.161106,0.378619
2,10,97,1,1,carried,1.066e-04,20.93709492,0.162632,0.378688
2,11,98,1,1,carried,1.164e-04,20.44184957,0.176367,0.378435
2,12,99,1,1,carried,2.566e-04,19.90973655,0.1998,0.378005
2,13,98,1,1,carried,9.886e-04,19.28068056,0.1998,0.377393
2,14,94,1,1,carried,9.886e-04,18.55996174,0.1998,0.377409
2,15,92,1,1,carried,9.886e-04,17.82688864,0.1998,0.378108
2,16,97,1,1,carried,9.886e-04,17.22946752,0.1998,0.378789
2,17,103,1,1,carried,9.886e-04,16.81608711,0.1998,0.379025
2,18,86,1,1,carried,9.886e-04,16.50451907,0.1998,0.379207
2,19,80,1,1,carried,9.886e-04,16.23644843,0.1998,0.379295
2,20,77,1,1,carried,9.886e-04,15.99771028,0.1998,0.379546
2,21,73,1,1,carried,9.886e-04,15.81948488,0.1998,0.379691
2,22,76,1,1,carried,9.886e-04,15.70322075,0.1998,0.379799
2,23,75,1,1,carried,9.886e-04,15.63273537,0.1998,0.379842
2,24,75,1,1,carried,9.886e-04,15.58544737,0.1998,0.379857
2,25,75,1,1,carried,9.886e-04,15.54453054,0.1998,0.379897
2,26,75,1,1,carried,9.886e-04,15.51058941,0.1998,0.379922
2,27,75,1,1,carried,9.886e-04,15.48423987,0.1998,0.379935
2,28,75,1,1,carried,9.886e-04,15.46396397,0.1998,0.379943
2,29,75,1,1,carried,9.886e-04,15.447987,0.1998,0.379948
2,30,76,1,1,carried,9.886e-04,15.43399552,0.1998,0.379955
2,31,77,1,1,carried,9.886e-04,15.42155577,0.1998,0.379957
2,32,81,1,1,carried,9.886e-04,15.40712799,0.1998,0.379950
2,33,87,1,1,carried,9.886e-04,15.38895473,0.1998,0.379945
2,34,77,1,1,carried,9.886e-04,15.36970431,0.1998,0.379944
2,35,70,1,1,carried,9.886e-04,15.35217974,0.1998,0.379947
2,36,73,1,1,carried,9.886e-04,15.33227494,0.1998,0.379953
2,37,74,1,1,carried,9.886e-04,15.31260633,0.1998,0.379948
2,38,74,1,1,carried,9.886e-04,15.29271206,0.1998,0.379950
2,39,72,1,1,carried,9.886e-04,15.27587288,0.1998,0.379957
2,40,74,1,1,carried,9.886e-04,15.26002992,0.1998,0.379961
2,41,73,1,1,carried,9.886e-04,15.24345831,0.1998,0.379968
2,42,71,1,1,carried,9.886e-04,15.22911711,0.1998,0.379971
2,43,67,1,1,carried,9.886e-04,15.21781849,0.1998,0.379970
2,44,73,1,1,carried,9.886e-04,15.20794419,0.1998,0.379977
2,45,71,1,1,carried,9.886e-04,15.20062939,0.1998,0.379979
2,46,70,1,1,carried,9.886e-04,15.19462263,0.1998,0.379981
2,47,69,1,1,carried,9.886e-04,15.1885975,0.1998,0.379980
2,48,71,1,1,carried,9.886e-04,15.18308334,0.1998,0.379980
2,49,67,1,1,carried,9.886e-04,15.17773778,0.1998,0.379979
2,50,69,1,1,carried,9.886e-04,15.17195977,0.1998,0.379982
2,51,71,1,1,carried,9.886e-04,15.16547452,0.195229,0.379987
2,52,69,1,1,carried,7.599e-04,15.16131456,0.1998,0.379990
2,53,68,1,1,carried,9.886e-04,15.15867804,0.1998,0.379992
2,54,63,1,1,carried,9.886e-04,15.15641302,0.1998,0.379990
2,55,62,1,1,carried,9.886e-04,15.15325866,0.1998,0.379988
2,56,62,1,1,carried,9.886e-04,15.14908446,0.1998,0.379986
2,57,65,1,1,carried,9.886e-04,15.14450583,0.1998,0.379986
2,58,62,1,1,carried,9.886e-04,15.13891455,0.1998,0.379992
2,59,62,1,1,carried,9.886e-04,15.13572254,0.1998,0.379991
2,60,61,1,1,carried,9.886e-04,15.13324897,0.1998,0.379990
2,61,64,1,1,carried,9.886e-04,15.13019253,0.1998,0.379991
2,62,61,1,1,carried,9.886e-04,15.1277668,0.1998,0.379993
2,63,61,1,1,carried,9.886e-04,15.12596526,0.12884,0.379995
2,64,81,1,1,carried,1.663e-05,15.1248839,0.115674,0.379996
2,65,84,1,1,carried,7.795e-06,15.12406388,0.117456,0.379997
2,66,84,1,1,carried,8.638e-06,15.12345303,0.115901,0.379998
2,67,82,1,1,carried,7.898e-06,15.12293137,0.109416,0.379998
2,68,85,1,1,carried,5.438e-06,15.12244524,0.0773725,0.379999
2,69,89,1,1,carried,8.596e-07,15.12205195,0.0772941,0.379998
2,70,47,1,1,carried,1.000e-03,22.17178934,0.1998,0.371382
2,71,53,1,1,carried,9.886e-04,18.78715075,0.129803,0.375206
2,72,74,1,1,carried,1.758e-05,16.96626534,0.125562,0.376949
2,73,77,1,1,carried,1.377e-05,15.94158332,0.130247,0.378547
2,74,79,1,1,carried,1.804e-05,15.40497764,0.124173,0.379177
2,75,79,1,1,carried,1.272e-05,15.18452098,0.124468,0.379309
2,76,81,1,1,carried,1.293e-05,15.04221199,0.119703,0.379471
2,77,82,1,1,carried,9.831e-06,14.93820991,0.123153,0.379614
2,78,81,1,1,carried,1.199e-05,14.8704956,0.116793,0.379686
2,79,82,1,1,carried,8.314e-06,14.82994733,0.111292,0.379744
2,80,83,1,1,carried,6.058e-06,14.80278079,0.127112,0.379782
2,81,81,1,1,carried,1.506e-05,14.78455056,0.12452,0.379806
2,82,81,1,1,carried,1.297e-05,14.77298409,0.088308,0.379826
2,83,86,1,1,carried,1.613e-06,14.76637236,0.10114,0.379832
2,84,85,1,1,carried,3.377e-06,14.76136892,0.0867942,0.379839
2,85,86,1,1,carried,1.479e-06,14.75743973,0.0858321,0.379842
2,86,87,1,1,carried,1.399e-06,14.75400617,0.111529,0.379846
2,87,84,1,1,carried,6.141e-06,14.75066475,0.120469,0.379852
2,88,82,1,1,carried,1.027e-05,14.74765117,0.0994123,0.379856
2,89,85,1,1,carried,3.057e-06,14.74574219,0.0992771,0.379859
2,90,85,1,1,carried,3.033e-06,14.74429834,0.12375,0.379861
2,91,82,1,1,carried,1.241e-05,14.74295235,0.151048,0.379861
