rung,iter,cg_iters,cg_multigrid,hier_built,mg_mode,traj_tol,compliance,change,achieved_vf
0,1,27,1,1,carried,1.000e-08,20.82434689,0.1998,0.645595
0,2,31,1,1,carried,1.000e-08,15.05640764,0.1998,0.656376
0,3,37,1,1,carried,1.000e-08,11.06568001,0.1998,0.666803
0,4,50,1,1,carried,1.000e-08,9.568974434,0.1998,0.673527
0,5,59,1,1,carried,1.000e-08,8.970337285,0.189995,0.677787
0,6,59,1,1,carried,1.000e-08,8.777603301,0.1998,0.678271
0,7,61,1,1,carried,1.000e-08,8.677883341,0.17356,0.678999
0,8,62,1,1,carried,1.000e-08,8.608949421,0.165213,0.679524
0,9,62,1,1,carried,1.000e-08,8.575740589,0.167881,0.679477
0,10,62,1,1,carried,1.000e-08,8.547881906,0.147759,0.679274
0,11,63,1,1,carried,1.000e-08,8.510125843,0.164673,0.678919
0,12,65,1,1,carried,1.000e-08,8.454049199,0.1998,0.678529
0,13,66,1,1,carried,1.000e-08,8.377786789,0.1998,0.678498
0,14,67,1,1,carried,1.000e-08,8.29726373,0.1998,0.678714
0,15,78,1,1,carried,1.000e-08,8.227576058,0.1998,0.678993
0,16,88,1,1,carried,1.000e-08,8.175848756,0.1998,0.679286
0,17,81,1,1,carried,1.000e-08,8.140553316,0.1998,0.679563
0,18,68,1,1,carried,1.000e-08,8.118264643,0.1998,0.679648
0,19,68,1,1,carried,1.000e-08,8.102849913,0.1998,0.679700
0,20,68,1,1,carried,1.000e-08,8.089284489,0.1998,0.679683
0,21,67,1,1,carried,1.000e-08,8.076497005,0.1998,0.679738
0,22,67,1,1,carried,1.000e-08,8.065347219,0.1998,0.679800
0,23,68,1,1,carried,1.000e-08,8.056654224,0.1998,0.679871
0,24,68,1,1,carried,1.000e-08,8.050277164,0.1998,0.679915
0,25,69,1,1,carried,1.000e-08,8.04632798,0.1998,0.679921
0,26,69,1,1,carried,1.000e-08,8.043088925,0.1998,0.679925
0,27,69,1,1,carried,1.000e-08,8.039679766,0.1998,0.679914
0,28,68,1,1,carried,1.000e-08,8.035766989,0.1998,0.679916
0,29,68,1,1,carried,1.000e-08,8.03149137,0.1998,0.679918
0,30,69,1,1,carried,1.000e-08,8.026776128,0.1998,0.679930
0,31,69,1,1,carried,1.000e-08,8.022336453,0.1998,0.679939
0,32,69,1,1,carried,1.000e-08,8.018715743,0.1998,0.679944
0,33,69,1,1,carried,1.000e-08,8.015601259,0.1998,0.679941
0,34,69,1,1,carried,1.000e-08,8.012755819,0.1998,0.679931
0,35,70,1,1,carried,1.000e-08,8.009399122,0.1998,0.679918
0,36,70,1,1,carried,1.000e-08,8.004958999,0.1998,0.679920
0,37,70,1,1,carried,1.000e-08,7.999980471,0.1998,0.679919
0,38,69,1,1,carried,1.000e-08,7.994517524,0.1998,0.679934
0,39,68,1,1,carried,1.000e-08,7.989872037,0.1998,0.679950
0,40,66,1,1,carried,1.000e-08,7.986578647,0.1998,0.679962
0,41,69,1,1,carried,1.000e-08,7.983873201,0.1998,0.679973
0,42,69,1,1,carried,1.000e-08,7.98179715,0.1998,0.679979
0,43,70,1,1,carried,1.000e-08,7.980488357,0.1998,0.679979
0,44,70,1,1,carried,1.000e-08,7.979399559,0.1998,0.679979
0,45,70,1,1,carried,1.000e-08,7.978424521,0.1998,0.679979
0,46,70,1,1,carried,1.000e-08,7.977488289,0.1998,0.679980
