arm,rung,requested_vf,achieved_vf,iterations,wall_s,compliance,margin_worst_case,margin_effective,max_von_mises_mpa,accepted,verts,tris,n_cad,n_cut,n_ambiguous,n_oblique,obl_all_rms_mm,obl_all_max_mm,obl_all_p99_mm,obl_cad_rms_mm,obl_cut_rms_mm,dihedral_all_deg,dihedral_cut_deg,dihedral_cad_deg,dihedral_refcut_deg,dihedral_refcad_deg,n_refcut,n_refcad,volume_mm3,min_section_mm2,min_feature_violations,field_lattice,field_spacing_mm,boundary_samples,binary_boundary,fractional_samples,crossings,crossing_rms_frac,crossing_rms_mm,midpoint_share
TG2i0005,0.68,0.680000,0.679903,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,158468,316944,102628,52177,3663,26483,2.563074,11.908776,9.086136,0.458625,5.177342,7.751618,6.019225,7.004888,10.496784,8.473035,36414,111365,373651.720113,3.410559,2854,external,0.852640,230143,28191,718698,130867,0.248113,0.211551,0.040362
TA424i0005,0.68,0.680000,0.679903,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,158658,317372,102494,52093,4071,25889,2.617105,12.143218,9.206388,0.474010,5.155225,7.759119,5.346710,7.618818,9.655221,8.676990,37160,112336,372710.990720,3.410559,2602,external,0.852640,223932,28139,720775,130594,0.267875,0.228401,0.043004
TG2i0010,0.68,0.680000,0.679101,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,157248,314504,102261,51341,3646,26807,2.390910,12.135750,9.025356,0.435183,5.028414,7.511621,5.420254,6.939775,10.407387,8.334155,36578,110891,373403.769769,3.410559,2962,external,0.852640,230446,28377,718936,129175,0.246843,0.210469,0.038785
TA424i0010,0.68,0.680000,0.679101,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,157752,315556,102158,51716,3878,26045,2.452880,12.323109,9.093683,0.436540,4.982937,7.405319,4.833439,7.441706,9.713449,8.347052,37614,111709,372515.122938,3.410559,2692,external,0.852640,224254,28212,720560,129327,0.266337,0.227089,0.041082
TG2i0015,0.68,0.680000,0.679723,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,156846,313704,102546,50603,3697,26881,2.299271,12.104783,8.716334,0.429426,4.936102,7.419204,5.318841,6.950995,10.224743,8.235854,36407,110961,375377.799380,3.410559,3058,external,0.852640,230486,28546,718420,128573,0.248989,0.212298,0.041191
TA424i0015,0.68,0.680000,0.679723,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,157516,315068,102353,51272,3891,26176,2.367075,12.322851,8.859588,0.436900,4.882231,7.241553,4.670077,7.264182,9.711921,8.173330,37548,111735,373025.275666,3.410559,2820,external,0.852640,224424,28309,719585,128963,0.266266,0.227029,0.040329
TG2i0020,0.68,0.680000,0.679804,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,156584,313180,102491,50418,3675,26816,2.291412,12.089619,8.672735,0.429359,4.907994,7.417154,5.271651,6.949985,10.251140,8.241425,36461,110956,374863.310786,3.410559,2966,external,0.852640,230102,28551,717280,128258,0.247366,0.210914,0.039990
TA424i0020,0.68,0.680000,0.679804,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,157284,314608,102275,51101,3908,26174,2.378045,12.309489,8.867318,0.435017,4.884296,7.281287,4.654690,7.267428,9.694726,8.226909,37524,111736,373002.043679,3.410559,2766,external,0.852640,224173,28341,718404,128649,0.266108,0.226894,0.039930
TG2i0025,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,156540,313092,102664,50191,3685,26873,2.263585,12.078089,8.596297,0.427388,4.875238,7.409651,5.296152,6.995869,10.288066,8.219306,36378,111092,375594.267207,3.410559,2936,external,0.852640,229866,28708,716354,128115,0.248224,0.211645,0.041455
TA424i0025,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,157126,314292,102410,50818,3898,26187,2.354764,12.305285,8.799678,0.436581,4.857514,7.242763,4.645677,7.207028,9.709235,8.176742,37411,111872,372979.002040,3.410559,2729,external,0.852640,223938,28466,717103,128402,0.266046,0.226841,0.040545
F3-SRC_f3,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,349130,698272,229121,112644,7365,60604,2.261294,12.210379,8.577425,0.456375,4.884601,6.014773,5.309454,5.717239,6.807232,6.356020,81346,253407,371404.424517,3.410559,1779,external,0.568426,522157,0,1439363,285788,0.202906,0.115337,0.462014
F3-SIMP_f3,0.68,0.680000,0.679951,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,321370,642736,255110,58932,7328,64230,1.065846,10.505236,4.802500,0.424322,3.753385,6.109152,5.489226,5.715173,7.184629,6.256859,92437,273963,440344.388138,3.410559,3048,external,0.568426,496770,1,1835097,271144,0.190076,0.108044,0.502102
F3-G2_vm_f3,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,358358,716728,235478,115372,7508,60526,2.309744,12.210998,8.621186,0.442240,4.807242,5.827274,3.648752,6.166086,8.083578,6.539375,83372,254691,376460.218359,3.410559,2040,external,0.568426,518769,63838,2413258,294625,0.281870,0.160223,0.037926
F3-A424_vm_f3,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,358540,717108,233961,117122,7457,58772,2.360681,12.210382,8.779082,0.442831,4.806143,5.721035,3.198125,6.213667,7.702610,6.541590,86871,254199,373851.456657,3.410559,2525,external,0.568426,507665,63470,2418246,294672,0.295762,0.168119,0.037299
F3-W4_vm_f3,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,358068,716160,232553,118526,6989,56123,2.390655,12.212012,8.765998,0.510644,4.761816,6.167925,4.256873,6.543194,8.613581,6.827745,81852,279237,371781.223335,3.410559,2479,external,0.568426,493929,64822,2460741,293999,0.282989,0.160858,0.042793
