arm,rung,requested_vf,achieved_vf,iterations,wall_s,compliance,margin_worst_case,margin_effective,max_von_mises_mpa,accepted,verts,tris,n_cad,n_cut,n_ambiguous,n_oblique,obl_all_rms_mm,obl_all_max_mm,obl_all_p99_mm,obl_cad_rms_mm,obl_cut_rms_mm,dihedral_all_deg,dihedral_cut_deg,dihedral_cad_deg,dihedral_refcut_deg,dihedral_refcad_deg,n_refcut,n_refcad,volume_mm3,min_section_mm2,min_feature_violations,field_lattice,field_spacing_mm,boundary_samples,binary_boundary,fractional_samples,crossings,crossing_rms_frac,crossing_rms_mm,midpoint_share
W8-vm-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,33886,67792,21163,12261,462,5633,2.183326,10.628091,7.632411,0.701092,4.150733,11.632087,14.137634,8.473387,18.237056,10.706322,6901,25123,367273.499234,3.410559,3061,external,1.705279,43794,8305,99007,27791,0.278874,0.475558,0.045194
W8-vm-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,137532,275096,84780,50123,2629,23011,2.167939,11.424586,7.856505,0.705187,4.292213,7.084272,7.811071,6.294247,11.011631,6.676942,28535,101815,370444.587563,3.410559,2452,external,0.852640,179678,29234,784861,113069,0.284471,0.242551,0.041293
W4s3-vm-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,38330,76668,25202,12387,741,6155,2.447782,12.104602,8.930321,0.485464,4.887683,10.000574,7.941994,7.779029,13.953082,10.271768,8498,30214,367883.588752,3.410559,2099,external,1.705279,54401,7362,90033,31060,0.224809,0.383363,0.052640
W4s3-vm-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,158188,316388,103571,50764,3853,26368,2.346090,12.362703,8.806993,0.486970,4.837219,7.350592,4.213848,7.438484,11.471343,8.071627,34552,122681,373157.774008,3.410559,2531,external,0.852640,222380,28412,719038,129908,0.270130,0.230323,0.042684
W4s15-vm-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,38878,78104,28666,9613,599,5456,2.459478,12.249061,8.704330,0.534103,4.978476,17.984885,9.687643,19.625981,17.141557,19.609105,5527,31477,362725.639665,3.410559,2258,external,1.705279,50568,9628,96949,31528,0.289929,0.494410,0.039742
W4s15-vm-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,154206,308548,111804,38697,3705,23304,2.352128,12.339779,8.622047,0.541993,4.983823,8.788644,5.227391,9.433322,10.286494,9.498976,22155,124234,366266.392956,3.410559,3946,external,0.852640,213861,28890,770912,125526,0.289091,0.246491,0.040175
G2-vm-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,38522,77052,25498,12422,602,6365,2.319807,11.663682,8.546840,0.447771,4.858216,10.695688,9.925932,8.659244,13.811460,10.931394,9071,27787,371314.741695,3.410559,2058,external,1.705279,56405,7367,89260,31236,0.174650,0.297827,0.091433
G2-vm-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,156540,313092,102664,50191,3685,26873,2.263585,12.078089,8.596297,0.427388,4.875238,7.409651,5.296152,6.995869,10.288066,8.219306,36378,111092,375594.267207,3.410559,2936,external,0.852640,229866,28708,716354,128115,0.248224,0.211645,0.041455
G4-vm-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,38836,77688,25352,12735,749,6140,2.459564,11.952991,8.891667,0.502844,4.809152,10.132356,8.187348,7.666282,13.811676,10.585084,9130,30097,367466.775372,3.410559,2905,external,1.705279,53890,7439,90142,31585,0.252170,0.430021,0.050847
G4-vm-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,157672,315372,102900,51459,3313,25491,2.380717,12.343016,8.830113,0.507705,4.812373,6.745526,4.875932,6.554427,8.921395,7.474158,35388,118506,372604.789016,3.410559,2738,external,0.852640,220863,28697,719168,128963,0.270342,0.230504,0.045610
A424-vm-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,38730,77480,25618,12478,634,6301,2.398616,11.933391,8.679866,0.457875,4.791268,10.343709,8.974033,8.687346,14.096579,10.948725,9061,28187,368830.866738,3.410559,2752,external,1.705279,54645,7808,90133,31436,0.238739,0.407116,0.055382
A424-vm-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,157126,314292,102410,50818,3898,26187,2.354764,12.305285,8.799678,0.436581,4.857514,7.242763,4.645677,7.207028,9.709235,8.176742,37411,111872,372979.002040,3.410559,2729,external,0.852640,223938,28466,717103,128402,0.266046,0.226841,0.040545
TRAP-min-vm-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,38446,76892,25136,12578,732,5972,2.402076,11.757885,8.650567,0.553599,4.837253,10.321075,8.466829,7.644496,14.077763,10.552458,9089,30348,365852.398802,3.410559,2124,external,1.705279,54156,7359,90163,31164,0.233608,0.398367,0.050732
TRAP-min-vm-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,159176,318360,104835,50977,3364,25727,2.346192,12.161231,8.762985,0.531097,4.833550,6.947320,4.561241,6.581547,9.576820,7.770651,37231,117430,371835.315205,3.410559,2817,external,0.852640,221758,28783,718983,130595,0.281128,0.239701,0.046372
W4-af-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,38718,77452,25168,12901,649,6030,2.452419,11.956519,8.705130,0.486785,4.650334,10.846578,10.164890,7.299436,15.139577,11.402964,8979,30418,367257.341963,3.410559,2753,external,1.705279,53030,7719,90295,31400,0.255480,0.435665,0.051115
W4-af-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,157232,314480,102296,51666,3270,25618,2.356996,12.323778,8.760876,0.511290,4.793515,7.634454,5.914732,7.354055,11.043002,8.390711,35475,122645,372521.727757,3.410559,3163,external,0.852640,218467,28944,724927,128463,0.270222,0.230402,0.045507
W8-af-f1,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,29032,58088,18364,10177,491,4907,2.326545,10.860492,8.424849,0.625936,4.592720,10.804723,12.629111,7.353460,18.463702,9.925389,3912,21467,319073.149041,3.410559,2182,external,1.705279,36810,7859,95128,22973,0.273745,0.466811,0.046272
W8-af-f2,0.68,0.680000,0.680021,0,0.000000,0.000000,0.000000,0.000000,0.000000,-1,117638,235308,74029,41042,2567,20694,2.271600,11.549299,8.338324,0.627972,4.610256,6.652318,6.550693,5.995600,12.261389,6.613039,16249,87497,320623.591781,3.410559,1486,external,0.852640,151196,28160,757635,94288,0.283454,0.241684,0.043028
