frame,azimuth_deg,id,anchor_x,anchor_y,center_x,center_y,leader,hidden
118,124.65,c3,724.34,474.65,724.12,473.44,0,0
119,125.32,c0,537.25,393.90,539.01,394.78,0,0
119,125.32,c1,700.68,337.64,699.20,336.92,0,0
119,125.32,c2,541.93,482.23,541.58,483.22,0,0
119,125.32,c3,724.41,475.31,724.22,474.09,0,0
120,126.00,c0,536.34,393.41,538.07,394.30,0,0
120,126.00,c1,701.45,338.04,699.98,337.31,0,0
120,126.00,c2,542.15,481.70,541.78,482.69,0,0
120,126.00,c3,724.48,475.97,724.31,474.75,0,0
121,126.67,c0,535.45,392.92,537.16,393.82,0,0
121,126.67,c1,702.21,338.44,700.76,337.71,0,0
121,126.67,c2,542.38,481.17,541.99,482.16,0,0
121,126.67,c3,724.53,476.62,724.39,475.40,0,0
122,127.35,c0,534.57,392.42,536.25,393.33,0,0
122,127.35,c1,702.96,338.84,701.53,338.11,0,0
122,127.35,c2,542.62,480.65,542.21,481.63,0,0
122,127.35,c3,724.56,477.28,724.45,476.06,0,0
123,128.02,c0,533.71,391.92,535.36,392.84,0,0
123,128.02,c1,703.70,339.25,702.29,338.51,0,0
123,128.02,c2,542.87,480.12,542.44,481.10,0,0
123,128.02,c3,724.58,477.95,724.49,476.72,0,0
124,128.70,c0,532.86,391.42,534.49,392.34,0,0
124,128.70,c1,704.44,339.67,703.04,338.91,0,0
124,128.70,c2,543.14,479.60,542.69,480.58,0,0
124,128.70,c3,724.59,478.61,724.53,477.38,0,0
125,129.38,c0,532.03,390.91,533.63,391.84,0,0
125,129.38,c1,705.16,340.09,703.79,339.32,0,0
125,129.38,c2,543.41,479.08,542.94,480.05,0,0
125,129.38,c3,724.58,479.27,724.55,478.04,0,0
126,130.05,c0,531.21,390.39,532.78,391.33,0,0
126,130.05,c1,705.88,340.51,704.52,339.74,0,0
126,130.05,c2,543.69,478.56,543.20,479.53,0,0
126,130.05,c3,724.56,479.93,724.55,478.70,0,0
127,130.72,c0,530.41,389.88,531.95,390.82,0,0
127,130.72,c1,706.58,340.93,705.24,340.16,0,0
127,130.72,c2,543.98,478.05,543.48,479.01,0,0
127,130.72,c3,724.52,480.59,724.54,479.37,0,0
128,131.40,c0,529.62,389.35,531.13,390.31,0,0
128,131.40,c1,707.28,341.36,705.95,340.58,0,0
128,131.40,c2,544.29,477.53,543.76,478.49,0,0
128,131.40,c3,724.47,481.26,724.52,480.03,0,0
129,132.07,c0,528.85,388.83,530.33,389.79,0,0
129,132.07,c1,707.96,341.80,706.66,341.00,0,0
129,132.07,c2,544.60,477.02,544.05,477.98,0,0
129,132.07,c3,724.41,481.92,724.48,480.69,0,0
130,132.75,c0,528.09,388.30,529.55,389.27,0,0
130,132.75,c1,708.64,342.23,707.35,341.44,0,0
130,132.75,c2,544.92,476.51,544.36,477.47,0,0
130,132.75,c3,724.33,482.59,724.43,481.35,0,0
131,133.42,c0,527.35,387.76,528.78,388.74,0,0
131,133.42,c1,709.30,342.68,708.03,341.87,0,0
131,133.42,c2,545.26,476.01,544.67,476.96,0,0
131,133.42,c3,724.24,483.25,724.36,482.02,0,0
132,134.10,c0,526.62,387.23,528.02,388.21,0,0
132,134.10,c1,709.96,343.12,708.71,342.31,0,0
132,134.10,c2,545.60,475.51,545.00,476.45,0,0
132,134.10,c3,724.13,483.91,724.28,482.68,0,0
133,134.77,c0,525.91,386.69,527.28,387.68,0,0
133,134.77,c1,710.60,343.57,709.37,342.75,0,0
133,134.77,c2,545.96,475.00,545.33,475.94,0,0
133,134.77,c3,724.01,484.58,724.18,483.35,0,0
134,135.45,c0,525.22,386.14,526.56,387.14,0,0
134,135.45,c1,711.23,344.02,710.02,343.20,0,0
134,135.45,c2,546.32,474.51,545.68,475.44,0,0
134,135.45,c3,723.87,485.24,724.07,484.01,0,0
135,136.12,c0,524.54,385.60,525.85,386.60,0,0
135,136.12,c1,711.86,344.48,710.66,343.64,0,0
135,136.12,c2,546.69,474.01,546.03,474.94,0,0
135,136.12,c3,723.72,485.91,723.95,484.67,0,0
136,136.80,c0,523.87,385.05,525.16,386.06,0,0
136,136.80,c1,712.47,344.94,711.30,344.10,0,0
136,136.80,c2,547.08,473.52,546.40,474.44,0,0
136,136.80,c3,723.55,486.57,723.81,485.34,0,0
137,137.47,c0,523.22,384.49,524.48,385.51,0,0
137,137.47,c1,713.07,345.40,711.92,344.55,0,0
137,137.47,c2,547.47,473.03,546.77,473.95,0,0
137,137.47,c3,723.37,487.23,723.66,486.00,0,0
138,138.15,c0,522.59,383.94,523.82,384.96,0,0
138,138.15,c1,713.66,345.87,712.53,345.01,0,0
138,138.15,c2,547.87,472.54,547.16,473.46,0,0
138,138.15,c3,723.17,487.90,723.49,486.66,0,0
139,138.82,c0,521.98,383.38,523.18,384.41,0,0
139,138.82,c1,714.24,346.34,713.13,345.48,0,0
139,138.82,c2,548.28,472.06,547.55,472.97,0,0
139,138.82,c3,722.97,488.56,723.30,487.33,0,0
140,139.50,c0,521.38,382.82,522.55,383.85,0,0
140,139.50,c1,714.81,346.81,713.71,345.95,0,0
140,139.50,c2,548.71,471.58,547.96,472.48,0,0
140,139.50,c3,722.74,489.22,723.11,487.99,0,0
141,140.17,c0,520.79,382.25,521.93,383.29,0,0
141,140.17,c1,715.36,347.29,714.29,346.42,0,0
141,140.17,c2,549.14,471.10,548.37,472.00,0,0
141,140.17,c3,722.50,489.88,722.90,488.65,0,0
142,140.85,c0,520.22,381.68,521.33,382.73,0,0
142,140.85,c1,715.91,347.77,714.86,346.89,0,0
142,140.85,c2,549.58,470.63,548.79,471.52,0,0
142,140.85,c3,722.25,490.54,722.67,489.31,0,0
143,141.52,c0,519.67,381.11,520.75,382.16,0,0
143,141.52,c1,716.44,348.25,715.41,347.37,0,0
143,141.52,c2,550.03,470.16,549.22,471.04,0,0
143,141.52,c3,721.98,491.20,722.43,489.97,0,0
144,142.20,c0,519.14,380.54,520.19,381.60,0,0
144,142.20,c1,716.97,348.74,715.96,347.85,0,0
144,142.20,c2,550.48,469.69,549.67,470.57,0,0
144,142.20,c3,721.70,491.85,722.17,490.63,0,0
145,142.88,c0,518.62,379.97,519.64,381.03,0,0
145,142.88,c1,717.48,349.23,716.49,348.33,0,0
145,142.88,c2,550.95,469.23,550.12,470.10,0,0
145,142.88,c3,721.40,492.51,721.90,491.29,0,0
146,143.55,c0,518.12,379.39,519.11,380.45,0,0
146,143.55,c1,717.98,349.73,717.01,348.82,0,0
146,143.55,c2,551.43,468.77,550.58,469.63,0,0
146,143.55,c3,721.09,493.16,721.62,491.94,0,0
147,144.22,c0,517.63,378.81,518.59,379.88,0,0
147,144.22,c1,718.46,350.22,717.52,349.31,0,0
147,144.22,c2,551.92,468.31,551.04,469.17,0,0
147,144.22,c3,720.76,493.81,721.32,492.60,0,0
148,144.90,c0,517.16,378.23,518.09,379.30,0,0
148,144.90,c1,718.94,350.72,718.02,349.80,0,0
148,144.90,c2,552.41,467.86,551.52,468.71,0,0
148,144.90,c3,720.42,494.47,721.00,493.25,0,0
149,145.57,c0,516.70,377.65,517.60,378.72,0,0
149,145.57,c1,719.40,351.22,718.50,350.30,0,0
149,145.57,c2,552.91,467.40,552.01,468.25,0,0
149,145.57,c3,720.06,495.12,720.67,493.90,0,0
150,146.25,c0,516.27,377.06,517.13,378.14,0,0
150,146.25,c1,719.85,351.73,718.97,350.80,0,0
150,146.25,c2,553.42,466.96,552.50,467.80,0,0
150,146.25,c3,719.69,495.76,720.33,494.55,0,0
151,146.92,c0,515.84,376.48,516.68,377.56,0,0
151,146.92,c1,720.29,352.24,719.44,351.30,0,0
151,146.92,c2,553.95,466.51,553.01,467.35,0,0
151,146.92,c3,719.30,496.41,719.97,495.20,0,0
152,147.60,c0,515.44,375.89,516.25,376.97,0,0
152,147.60,c1,720.72,352.75,719.88,351.81,0,0
152,147.60,c2,554.47,466.07,553.52,466.90,0,0
152,147.60,c3,718.90,497.05,719.60,495.85,0,0
153,148.28,c0,515.05,375.30,515.83,376.39,0,0
153,148.28,c1,721.13,353.26,720.32,352.32,0,0
153,148.28,c2,555.01,465.64,554.04,466.46,0,0
153,148.28,c3,718.49,497.69,719.21,496.50,0,0
154,148.95,c0,514.68,374.71,515.42,375.80,0,0
154,148.95,c1,721.53,353.78,720.75,352.83,0,0
154,148.95,c2,555.56,465.21,554.57,466.02,0,0
154,148.95,c3,718.06,498.33,718.81,497.14,0,0
155,149.62,c0,514.32,374.12,515.04,375.21,0,0
155,149.62,c1,721.92,354.29,721.16,353.34,0,0
155,149.62,c2,556.11,464.78,555.11,465.59,0,0
155,149.62,c3,717.61,498.97,718.39,497.78,0,0
156,150.30,c0,513.98,373.52,514.67,374.62,0,0
156,150.30,c1,722.30,354.82,721.56,353.86,0,0
156,150.30,c2,556.67,464.35,555.66,465.16,0,0
156,150.30,c3,717.15,499.61,717.96,498.42,0,0
157,150.98,c0,513.66,372.93,514.31,374.03,0,0
157,150.98,c1,722.66,355.34,721.94,354.38,0,0
157,150.98,c2,557.24,463.93,556.21,464.73,0,0
157,150.98,c3,716.68,500.24,717.51,499.06,0,0
158,151.65,c0,513.35,372.33,513.98,373.43,0,0
158,151.65,c1,723.01,355.86,722.32,354.90,0,0
158,151.65,c2,557.82,463.52,556.78,464.30,0,0
158,151.65,c3,716.19,500.87,717.05,499.69,0,0
159,152.32,c0,513.06,371.73,513.66,372.84,0,0
159,152.32,c1,723.35,356.39,722.68,355.42,0,0
159,152.32,c2,558.41,463.10,557.35,463.88,0,0
159,152.32,c3,715.69,501.49,716.57,500.32,0,0
