frame,azimuth_deg,id,anchor_x,anchor_y,center_x,center_y,leader,hidden
119,125.32,c1,700.68,337.64,700.68,337.64,0,0
119,125.32,c2,541.93,482.23,541.93,482.23,0,0
119,125.32,c3,724.41,475.31,724.41,475.31,0,0
120,126.00,c0,536.34,393.41,536.34,393.41,0,0
120,126.00,c1,701.45,338.04,701.45,338.04,0,0
120,126.00,c2,542.15,481.70,542.15,481.70,0,0
120,126.00,c3,724.48,475.97,724.48,475.97,0,0
121,126.67,c0,535.45,392.92,535.45,392.92,0,0
121,126.67,c1,702.21,338.44,702.21,338.44,0,0
121,126.67,c2,542.38,481.17,542.38,481.17,0,0
121,126.67,c3,724.53,476.62,724.53,476.62,0,0
122,127.35,c0,534.57,392.42,534.57,392.42,0,0
122,127.35,c1,702.96,338.84,702.96,338.84,0,0
122,127.35,c2,542.62,480.65,542.62,480.65,0,0
122,127.35,c3,724.56,477.28,724.56,477.28,0,0
123,128.02,c0,533.71,391.92,533.71,391.92,0,0
123,128.02,c1,703.70,339.25,703.70,339.25,0,0
123,128.02,c2,542.87,480.12,542.87,480.12,0,0
123,128.02,c3,724.58,477.95,724.58,477.95,0,0
124,128.70,c0,532.86,391.42,532.86,391.42,0,0
124,128.70,c1,704.44,339.67,704.44,339.67,0,0
124,128.70,c2,543.14,479.60,543.14,479.60,0,0
124,128.70,c3,724.59,478.61,724.59,478.61,0,0
125,129.38,c0,532.03,390.91,532.03,390.91,0,0
125,129.38,c1,705.16,340.09,705.16,340.09,0,0
125,129.38,c2,543.41,479.08,543.41,479.08,0,0
125,129.38,c3,724.58,479.27,724.58,479.27,0,0
126,130.05,c0,531.21,390.39,531.21,390.39,0,0
126,130.05,c1,705.88,340.51,705.88,340.51,0,0
126,130.05,c2,543.69,478.56,543.69,478.56,0,0
126,130.05,c3,724.56,479.93,724.56,479.93,0,0
127,130.72,c0,530.41,389.88,530.41,389.88,0,0
127,130.72,c1,706.58,340.93,706.58,340.93,0,0
127,130.72,c2,543.98,478.05,543.98,478.05,0,0
127,130.72,c3,724.52,480.59,724.52,480.59,0,0
128,131.40,c0,529.62,389.35,529.62,389.35,0,0
128,131.40,c1,707.28,341.36,707.28,341.36,0,0
128,131.40,c2,544.29,477.53,544.29,477.53,0,0
128,131.40,c3,724.47,481.26,724.47,481.26,0,0
129,132.07,c0,528.85,388.83,528.85,388.83,0,0
129,132.07,c1,707.96,341.80,707.96,341.80,0,0
129,132.07,c2,544.60,477.02,544.60,477.02,0,0
129,132.07,c3,724.41,481.92,724.41,481.92,0,0
130,132.75,c0,528.09,388.30,528.09,388.30,0,0
130,132.75,c1,708.64,342.23,708.64,342.23,0,0
130,132.75,c2,544.92,476.51,544.92,476.51,0,0
130,132.75,c3,724.33,482.59,724.33,482.59,0,0
131,133.42,c0,527.35,387.76,527.35,387.76,0,0
131,133.42,c1,709.30,342.68,709.30,342.68,0,0
131,133.42,c2,545.26,476.01,545.26,476.01,0,0
131,133.42,c3,724.24,483.25,724.24,483.25,0,0
132,134.10,c0,526.62,387.23,526.62,387.23,0,0
132,134.10,c1,709.96,343.12,709.96,343.12,0,0
132,134.10,c2,545.60,475.51,545.60,475.51,0,0
132,134.10,c3,724.13,483.91,724.13,483.91,0,0
133,134.77,c0,525.91,386.69,525.91,386.69,0,0
133,134.77,c1,710.60,343.57,710.60,343.57,0,0
133,134.77,c2,545.96,475.00,545.96,475.00,0,0
133,134.77,c3,724.01,484.58,724.01,484.58,0,0
134,135.45,c0,525.22,386.14,525.22,386.14,0,0
134,135.45,c1,711.23,344.02,711.23,344.02,0,0
134,135.45,c2,546.32,474.51,546.32,474.51,0,0
134,135.45,c3,723.87,485.24,723.87,485.24,0,0
135,136.12,c0,524.54,385.60,524.54,385.60,0,0
135,136.12,c1,711.86,344.48,711.86,344.48,0,0
135,136.12,c2,546.69,474.01,546.69,474.01,0,0
135,136.12,c3,723.72,485.91,723.72,485.91,0,0
136,136.80,c0,523.87,385.05,523.87,385.05,0,0
136,136.80,c1,712.47,344.94,712.47,344.94,0,0
136,136.80,c2,547.08,473.52,547.08,473.52,0,0
136,136.80,c3,723.55,486.57,723.55,486.57,0,0
137,137.47,c0,523.22,384.49,523.22,384.49,0,0
137,137.47,c1,713.07,345.40,713.07,345.40,0,0
137,137.47,c2,547.47,473.03,547.47,473.03,0,0
137,137.47,c3,723.37,487.23,723.37,487.23,0,0
138,138.15,c0,522.59,383.94,522.59,383.94,0,0
138,138.15,c1,713.66,345.87,713.66,345.87,0,0
138,138.15,c2,547.87,472.54,547.87,472.54,0,0
138,138.15,c3,723.17,487.90,723.17,487.90,0,0
139,138.82,c0,521.98,383.38,521.98,383.38,0,0
139,138.82,c1,714.24,346.34,714.24,346.34,0,0
139,138.82,c2,548.28,472.06,548.28,472.06,0,0
139,138.82,c3,722.97,488.56,722.97,488.56,0,0
140,139.50,c0,521.38,382.82,521.38,382.82,0,0
140,139.50,c1,714.81,346.81,714.81,346.81,0,0
140,139.50,c2,548.71,471.58,548.71,471.58,0,0
140,139.50,c3,722.74,489.22,722.74,489.22,0,0
141,140.17,c0,520.79,382.25,520.79,382.25,0,0
141,140.17,c1,715.36,347.29,715.36,347.29,0,0
141,140.17,c2,549.14,471.10,549.14,471.10,0,0
141,140.17,c3,722.50,489.88,722.50,489.88,0,0
142,140.85,c0,520.22,381.68,520.22,381.68,0,0
142,140.85,c1,715.91,347.77,715.91,347.77,0,0
142,140.85,c2,549.58,470.63,549.58,470.63,0,0
142,140.85,c3,722.25,490.54,722.25,490.54,0,0
143,141.52,c0,519.67,381.11,519.67,381.11,0,0
143,141.52,c1,716.44,348.25,716.44,348.25,0,0
143,141.52,c2,550.03,470.16,550.03,470.16,0,0
143,141.52,c3,721.98,491.20,721.98,491.20,0,0
144,142.20,c0,519.14,380.54,519.14,380.54,0,0
144,142.20,c1,716.97,348.74,716.97,348.74,0,0
144,142.20,c2,550.48,469.69,550.48,469.69,0,0
144,142.20,c3,721.70,491.85,721.70,491.85,0,0
145,142.88,c0,518.62,379.97,518.62,379.97,0,0
145,142.88,c1,717.48,349.23,717.48,349.23,0,0
145,142.88,c2,550.95,469.23,550.95,469.23,0,0
145,142.88,c3,721.40,492.51,721.40,492.51,0,0
146,143.55,c0,518.12,379.39,518.12,379.39,0,0
146,143.55,c1,717.98,349.73,717.98,349.73,0,0
146,143.55,c2,551.43,468.77,551.43,468.77,0,0
146,143.55,c3,721.09,493.16,721.09,493.16,0,0
147,144.22,c0,517.63,378.81,517.63,378.81,0,0
147,144.22,c1,718.46,350.22,718.46,350.22,0,0
147,144.22,c2,551.92,468.31,551.92,468.31,0,0
147,144.22,c3,720.76,493.81,720.76,493.81,0,0
148,144.90,c0,517.16,378.23,517.16,378.23,0,0
148,144.90,c1,718.94,350.72,718.94,350.72,0,0
148,144.90,c2,552.41,467.86,552.41,467.86,0,0
148,144.90,c3,720.42,494.47,720.42,494.47,0,0
149,145.57,c0,516.70,377.65,516.70,377.65,0,0
149,145.57,c1,719.40,351.22,719.40,351.22,0,0
149,145.57,c2,552.91,467.40,552.91,467.40,0,0
149,145.57,c3,720.06,495.12,720.06,495.12,0,0
150,146.25,c0,516.27,377.06,516.27,377.06,0,0
150,146.25,c1,719.85,351.73,719.85,351.73,0,0
150,146.25,c2,553.42,466.96,553.42,466.96,0,0
150,146.25,c3,719.69,495.76,719.69,495.76,0,0
151,146.92,c0,515.84,376.48,515.84,376.48,0,0
151,146.92,c1,720.29,352.24,720.29,352.24,0,0
151,146.92,c2,553.95,466.51,553.95,466.51,0,0
151,146.92,c3,719.30,496.41,719.30,496.41,0,0
152,147.60,c0,515.44,375.89,515.44,375.89,0,0
152,147.60,c1,720.72,352.75,720.72,352.75,0,0
152,147.60,c2,554.47,466.07,554.47,466.07,0,0
152,147.60,c3,718.90,497.05,718.90,497.05,0,0
153,148.28,c0,515.05,375.30,515.05,375.30,0,0
153,148.28,c1,721.13,353.26,721.13,353.26,0,0
153,148.28,c2,555.01,465.64,555.01,465.64,0,0
153,148.28,c3,718.49,497.69,718.49,497.69,0,0
154,148.95,c0,514.68,374.71,514.68,374.71,0,0
154,148.95,c1,721.53,353.78,721.53,353.78,0,0
154,148.95,c2,555.56,465.21,555.56,465.21,0,0
154,148.95,c3,718.06,498.33,718.06,498.33,0,0
155,149.62,c0,514.32,374.12,514.32,374.12,0,0
155,149.62,c1,721.92,354.29,721.92,354.29,0,0
155,149.62,c2,556.11,464.78,556.11,464.78,0,0
155,149.62,c3,717.61,498.97,717.61,498.97,0,0
156,150.30,c0,513.98,373.52,513.98,373.52,0,0
156,150.30,c1,722.30,354.82,722.30,354.82,0,0
156,150.30,c2,556.67,464.35,556.67,464.35,0,0
156,150.30,c3,717.15,499.61,717.15,499.61,0,0
157,150.98,c0,513.66,372.93,513.66,372.93,0,0
157,150.98,c1,722.66,355.34,722.66,355.34,0,0
157,150.98,c2,557.24,463.93,557.24,463.93,0,0
157,150.98,c3,716.68,500.24,716.68,500.24,0,0
158,151.65,c0,513.35,372.33,513.35,372.33,0,0
158,151.65,c1,723.01,355.86,723.01,355.86,0,0
158,151.65,c2,557.82,463.52,557.82,463.52,0,0
158,151.65,c3,716.19,500.87,716.19,500.87,0,0
159,152.32,c0,513.06,371.73,513.06,371.73,0,0
159,152.32,c1,723.35,356.39,723.35,356.39,0,0
159,152.32,c2,558.41,463.10,558.41,463.10,0,0
159,152.32,c3,715.69,501.49,715.69,501.49,0,0
