iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
1,0.00445867783538,75415,75415,0.680002524706,0.514799724591,0.0483362901927,2.3593489765e-09,3.65855516116e-11,1187,1,0,134447.050625,13.7383751869,53401,0,0,0.39362541211,0.999710100598,0,0.1,0,0,172854.407648,1,1,0,44382,103507.063156,597.186957952,172.89933376,135.485013417
2,0.00379017478141,75415,75415,0.680002524706,-0.0302106516796,0.0483362901927,6.50032680643e-10,1.92909710513e-11,2421,1,0,36381.4310832,14.4367089272,50136,0,0,0.393432677632,0.999882240204,0,0.1,0,0,118981.562227,1,1,0,41425,92561.4341368,554.346125107,154.129875358,37.2814932079
3,0.00339357627699,75414,75414,0.679993507899,-0.0356449294814,0.0483362901927,5.40559389785e-10,1.29292977462e-11,2127,1,0,32594.9324169,16.0161247253,46500,0,0,0.392889144374,0.999936538532,0,0.1,0,0,109373.097913,1,1,0,38419,84544.4988205,533.812250011,154.94462382,33.508425334
4,0.00329577222764,75414,75414,0.679993507899,0.0280482817612,0.0483362901927,2.43158691981e-10,1.25094553174e-11,2189,1,0,22124.6605411,18.7679166794,45465,0,0,0.392168769833,0.999874644007,0,0.1,0,0,101988.577556,1,1,0,36132,79186.1564027,550.088792108,136.835749727,23.0477224169
5,0.00326772373781,75414,75414,0.679993507899,0.0230517328485,0.0483362901927,3.71200284018e-10,1.35511938391e-11,2244,1,0,22131.8655839,13.9220409393,43314,0,0,0.372805501646,0.999878422492,0,0.1,0,0,93049.4791171,1,1,0,35915,73384.4655153,538.969375193,121.957249939,40.8883824591
6,0.00306604472435,75415,75415,0.680002524706,-0.0329796133982,0.0483362901927,2.43567184405e-10,1.37417690388e-11,2456,1,0,25082.408042,13.5157499313,40484,0,0,0.375125029163,0.999878422492,0,0.1,0,0,65169.1602019,1,1,0,36252,61663.5539625,531.833916903,107.802290935,25.8455970408
7,0.00304035909357,75415,75415,0.680002524706,0.0190264880049,0.0483362901927,1.94718331704e-10,1.37645900969e-11,2651,1,0,26867.6879592,13.842165947,40565,0,0,0.369935334162,0.999878422492,0,0.1,0,0,64507.3465174,1,1,0,35121,60563.0408158,538.117333315,105.269459542,27.75520575
8,0.00294371458212,75415,75415,0.680002524706,-0.00728110848984,0.0483362901927,1.75514497757e-10,1.19517151972e-11,2674,1,0,27536.7243342,13.1498746872,40621,0,0,0.369527781067,0.999878422492,0,0.1,0,0,63273.2143575,1,1,0,30940,59239.1527369,544.662625063,106.802084483,28.4082977502
9,0.00288448193923,75414,75414,0.679993507899,-0.00725412212258,0.0483362901927,1.4252321468e-10,1.14923588324e-11,2706,1,0,30009.2843332,13.8634576797,39948,0,0,0.369863355365,0.999878422492,0,0.1,0,0,60999.0576831,1,1,0,28675,57201.3505553,610.862375237,102.34766826,30.861668542
10,0.00280419180261,75414,75414,0.679993507899,-0.0110547777976,0.0483362901927,1.29614791772e-10,1.04261905244e-11,2759,1,0,27720.845458,13.9959578514,35397,0,0,0.368375917091,0.999949394822,0,0.1,0,0,58985.0024717,1,1,0,25159,55469.6439642,537.000874989,103.396998718,46.6801592913
11,0.00275780106233,75414,75414,0.679993507899,0.00473226929519,0.0483362901927,2.43993756039e-10,1.08403611156e-11,2931,1,0,30039.7618747,14.5707502365,30344,0,0,0.366821641449,0.999949394822,0,0.1,0,0,54073.6667107,1,1,0,21384,50176.1920329,565.812333021,110.376374796,30.9258710002
12,0.00274302666236,75415,75415,0.680002524706,0.0162060280163,0.0483362901927,2.31827355566e-10,1.18180979588e-11,3100,1,0,31065.4949584,13.9923329353,28264,0,0,0.364052652828,0.999949394822,0,0.1,0,0,51105.1839548,1,1,0,19807,46264.0842541,538.142832927,110.245750751,31.963524166
13,0.0026841779649,75414,75414,0.679993507899,-0.0107694188403,0.0483362901927,2.55136252937e-10,1.08316519382e-11,3073,1,0,30977.2070003,13.7449159622,26828,0,0,0.36113991533,0.999949394822,0,0.1,0,0,49874.5954707,1,1,0,20125,44350.9415866,541.048792191,93.3064585552,31.7526483326
14,0.00264015081082,75415,75415,0.680002524706,-0.00810705338642,0.0483362901927,2.41079699038e-10,1.01893121364e-11,3027,1,0,32119.3327918,12.3567080498,24731,0,0,0.358369866367,0.999949394822,0,0.1,0,0,47717.2313082,1,1,0,19592,41804.6096183,531.394583173,90.6705418602,32.8992106253
15,0.00260156880015,75415,75415,0.680002524706,-0.00890636441846,0.0483362901927,1.93703062025e-10,9.29740453142e-12,2977,1,0,34007.041625,13.6713747978,23949,0,0,0.3549550872,0.999924803708,0,0.1,0,0,45929.8949363,1,1,0,18141,39581.6522281,536.74704209,101.921709254,52.7302077501
16,0.00259429055302,75414,75414,0.679993507899,0.00538693031204,0.0483362901927,1.78038405316e-10,9.76142333614e-12,3022,1,0,30131.4978328,16.4275832176,21426,0,0,0.354098211522,0.999924803708,0,0.1,0,0,38252.4139198,1,1,0,15145,32950.5621489,579.687582795,97.2312502563,31.0241410001
17,0.00258117432981,75415,75415,0.680002524706,3.15335117387e-05,0.0483362901927,1.32485858509e-10,9.00337758253e-12,3024,1,0,30459.2443752,12.9680838585,20688,0,0,0.353910200825,0.999924803708,0,0.1,0,0,37792.3856422,1,1,0,14782,31705.6969417,550.278624985,81.2345831655,31.2258221251
