iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
18,0.00256950610202,75415,75415,0.680002524706,-0.00236033994989,0.0483362901927,1.86982433832e-10,8.24189188322e-12,3043,1,0,30879.0489578,14.552875042,19651,0,0,0.354278839262,0.999924803708,0,0.1,0,0,37106.983767,1,1,0,14098,30280.2330535,553.665583022,91.3090412505,31.7207439579
19,0.00256093768929,75415,75415,0.680002524706,-0.00406440780151,0.0483362901927,1.64697237406e-10,7.65424644269e-12,3058,1,0,31037.5735831,14.4074578285,18269,0,0,0.354379213662,0.999924803708,0,0.1,0,0,35688.8353742,1,1,0,13712,29013.1652041,543.419541791,99.3778747506,31.906786792
20,0.00255885011725,75415,75415,0.680002524706,0.00153929239184,0.0483362901927,8.19655523697e-11,7.41204277298e-12,3069,1,0,32901.0323749,13.1029996872,17371,0,0,0.349402509471,0.999931402547,0,0.1,0,0,34516.6626135,1,1,0,13362,28333.7562175,548.513791058,88.6480840854,52.1588554583
21,0.00255799206077,75414,75414,0.679993507899,-0.00721026107994,0.0483362901927,2.80494617696e-10,7.90232701548e-12,2992,1,0,30559.8908329,13.5187921524,15894,0,0,0.349236945793,0.999931402547,0,0.1,0,0,31077.6580517,1,1,0,12226,26041.7882347,544.243208133,87.4599590898,31.38685025
22,0.00255392226111,75414,75414,0.679993507899,0.0015361568439,0.0483362901927,7.01764562188e-11,7.20772004834e-12,2981,1,0,30119.298667,12.6167078018,15830,0,0,0.349198912004,0.999931402547,0,0.1,0,0,31535.2305808,1,1,0,12326,26268.2954374,537.85354225,68.6325002462,30.8328812909
23,0.00255178987655,75415,75415,0.680002524706,0.00172503331766,0.0483362901927,3.91556043405e-11,6.8336542603e-12,2977,1,0,30255.4824171,13.0239577293,15826,0,0,0.349023998862,0.999931402547,0,0.1,0,0,31902.6522391,1,1,0,12309,26485.6114642,540.373666212,75.9675418958,31.0678609163
24,0.00254846941253,75414,75414,0.679993507899,-0.00256607158854,0.0483362901927,7.82694921571e-11,6.86956983032e-12,2943,1,0,29722.3470421,14.0787081718,15634,0,0,0.349135587068,0.999931402547,0,0.1,0,0,31613.6168801,1,1,0,12220,26209.8650377,547.465541866,89.2940829508,30.5988246668
25,0.00254774113632,75415,75415,0.680002524706,0.00203444622751,0.0483362901927,8.16359137797e-11,6.72597511204e-12,2952,1,0,30052.788084,14.5204577446,15557,0,0,0.344564733963,0.999859939093,0,0.1,0,0,31504.1256406,1,1,0,12115,26163.8850204,551.064499654,103.711126372,49.3574647084
26,0.00254800213543,75415,75415,0.680002524706,-0.00672971388999,0.0483362901927,2.38071332213e-10,7.34808384656e-12,2816,1,0,30782.8311658,16.7959170341,14638,0,0,0.344500161501,0.999859939093,0,0.1,0,0,28910.4715777,1,1,0,11357,24492.4014864,528.662249912,79.6791664325,31.6252423329
27,0.00254491689489,75414,75414,0.679993507899,0.000983247979042,0.0483362901927,5.05001357431e-11,6.78434141318e-12,2830,1,0,28624.1027923,13.7717080116,14757,0,0,0.344606206857,0.999859939093,0,0.1,0,0,29310.690441,1,1,0,11463,24838.5186342,558.62466665,82.3239996098,29.5052552912
28,0.0025438508887,75414,75414,0.679993507899,0.00162565566939,0.0483362901927,5.98510033583e-11,6.56349982684e-12,2833,1,0,28615.658917,12.8430418968,14829,0,0,0.344631562629,0.999859939093,0,0.1,0,0,29956.1822054,1,1,0,11615,25183.2790906,543.385582976,70.1060839929,29.3478072081
29,0.00254239158685,75414,75414,0.679993507899,-0.00093824549636,0.0483362901927,5.19073401708e-11,6.52069899506e-12,2771,1,0,30402.7397919,15.8387498856,14817,0,0,0.344846891387,0.999859939093,0,0.1,0,0,30119.6603313,1,1,0,11637,25252.5863808,529.752000235,84.4852076843,31.2568329172
30,0.00254140324214,75415,75415,0.680002524706,0.000309205122354,0.0483362901927,5.39665003397e-11,6.50420723359e-12,2836,1,0,28598.8170409,14.3377094269,14709,0,0,0.342091234948,0.99989633958,0,0.1,0,0,29926.7933922,1,1,0,11527,25173.400818,537.027542014,70.0078750961,47.7711078338
31,0.00254267558517,75414,75414,0.679993507899,-0.00484684861135,0.0483362901927,2.40092910942e-10,6.87973000739e-12,2747,1,0,27990.8787498,14.2933330536,14265,0,0,0.342154648396,0.99989633958,0,0.1,0,0,27952.6868018,1,1,0,11027,24057.9594001,551.297458354,79.2186674662,28.8323095841
32,0.00253930291049,75415,75415,0.680002524706,-0.00115855595732,0.0483362901927,4.7335394615e-11,6.53257625316e-12,2793,1,0,31008.9465828,14.4975419044,14275,0,0,0.342294635525,0.99989633958,0,0.1,0,0,28433.685208,1,1,0,11110,24344.1566388,528.46483374,79.8352500424,31.806437667
33,0.00253899587631,75414,75414,0.679993507899,0.00183998784753,0.0483362901927,1.9264162116e-11,6.2345076646e-12,2761,1,0,28180.7172499,20.0911669731,14413,0,0,0.342319412358,0.99989633958,0,0.1,0,0,29062.6678852,1,1,0,11292,24804.7393713,536.942250095,88.8924174942,29.0240553338
34,0.00253673596337,75414,75414,0.679993507899,-0.00322567634106,0.0483362901927,9.37173429631e-11,6.27774153134e-12,2800,1,0,28552.414834,14.8967909813,14370,0,0,0.342542700003,0.99989633958,0,0.1,0,0,28983.8800902,1,1,0,11270,24724.7288982,530.894292053,77.4251664989,29.3687920407
35,0.00253721270833,75414,75414,0.679993507899,0.00183493607915,0.0483362901927,1.92173318589e-11,6.22991289585e-12,2811,1,0,28966.8678751,15.486166954,14481,0,0,0.343042062079,0.999854454778,0,0.1,0,0,29029.9758677,1,1,0,11244,24862.4583913,517.860459164,84.7317497246,48.0760756251
36,0.0025380632624,75414,75414,0.679993507899,-0.00643678609523,0.0483362901927,1.37047562184e-10,6.76470530006e-12,2700,1,0,27578.4406672,14.0555410385,13962,0,0,0.343098024029,0.999854454778,0,0.1,0,0,27122.5524124,1,1,0,10785,23661.5483039,541.116500273,66.0181669518,28.3441124996
37,0.00253547715182,75415,75415,0.680002524706,-0.000343065580183,0.0483362901927,6.6910029533e-11,6.34402540969e-12,2704,1,0,27312.6259584,13.1961669922,14137,0,0,0.343204720231,0.999854454778,0,0.1,0,0,27586.8305154,1,1,0,10901,24046.5219609,560.067083221,65.215415787,28.105355667
38,0.00253484956589,75415,75415,0.680002524706,0.00110823950836,0.0483362901927,3.28769822167e-11,6.13258183593e-12,2787,1,0,30855.0210423,12.4827919006,14218,0,0,0.343340193524,0.999854454778,0,0.1,0,0,28238.8360499,1,1,0,11108,24406.7253144,549.99920819,67.6525831223,31.6984623331
39,0.00253345299183,75414,75414,0.679993507899,-0.00181935342452,0.0483362901927,2.60073723493e-11,6.10215234482e-12,2764,1,0,29010.333375,13.951292038,14297,0,0,0.343454051981,0.999854454778,0,0.1,0,0,28338.2841955,1,1,0,11051,24496.0211377,609.67304185,66.0891658626,29.797019375
40,0.00253331466177,75414,75414,0.679993507899,0.00082647961898,0.0483362901927,5.93492360097e-11,6.12893666936e-12,2819,1,0,28182.1585422,13.1457920074,14262,0,0,0.349482435697,0.999729560488,0,0.1,0,0,28487.3627573,1,1,0,11155,24574.1540833,612.418541685,69.1877501085,47.0409919168
41,0.00253430628013,75414,75414,0.679993507899,-0.00393358747921,0.0483362901927,9.57995223554e-11,6.35438795109e-12,2758,1,0,28135.89575,13.5941252708,14044,0,0,0.349532390343,0.999729560488,0,0.1,0,0,26983.4444727,1,1,0,10760,23778.0062303,546.768500004,76.0042075999,28.945378291
42,0.00253317223611,75414,75414,0.679993507899,0.00078174707289,0.0483362901927,2.78018393687e-11,6.27007374727e-12,2757,1,0,37368.5089998,12.943292141,13991,0,0,0.349603171093,0.999729560488,0,0.1,0,0,27168.3650361,1,1,0,10850,23927.393208,533.667250071,77.9102500528,38.187690584
43,0.0025318101364,75414,75414,0.679993507899,-0.00184787372028,0.0483362901927,7.44135008076e-11,5.96872293533e-12,2779,1,0,24538.1489997,13.1763329506,14234,0,0,0.349668303428,0.999729560488,0,0.1,0,0,27735.9918581,1,1,0,10969,24326.6317902,517.059334088,65.4684170149,25.2371354587
44,0.00253155628807,75415,75415,0.680002524706,0.000801878273381,0.0483362901927,3.17399975049e-11,6.11151484875e-12,2767,1,0,23534.2440419,12.6668748856,14123,0,0,0.349746109013,0.999729560488,0,0.1,0,0,27658.7688025,1,1,0,10989,24260.2287809,511.939083692,69.7401668876,24.2226497093
45,0.00253114134995,75414,75414,0.679993507899,-0.000521037687637,0.0483362901927,8.52071997714e-11,6.01290532154e-12,2757,1,0,25351.3086247,14.3585000038,14299,0,0,0.362660900595,0.999464492338,0,0.1,0,0,27841.7452114,1,1,0,11014,24456.3086232,516.391832847,65.5197920278,43.9402171662
46,0.00253195694301,75415,75415,0.680002524706,-0.00451668906631,0.0483362901927,2.26186873717e-10,6.42567626391e-12,2702,1,0,23079.3889589,13.5482497215,13772,0,0,0.362661111005,0.999464492338,0,0.1,0,0,26204.1448216,1,1,0,10700,23486.6186389,532.978791278,69.7597078979,23.8615748333
47,0.00253130378941,75414,75414,0.679993507899,0.00110215976917,0.0483362901927,1.37865161136e-10,6.1466464118e-12,2809,1,0,24685.7003751,13.0387086868,14055,0,0,0.362689283415,0.999464492338,0,0.1,0,0,26705.2554532,1,1,0,10752,23871.6427754,515.518957749,60.6008749455,25.3580940408
48,0.00253039563085,75415,75415,0.680002524706,-0.000328798758583,0.0483362901927,2.46336592719e-11,6.03230312187e-12,2744,1,0,24319.812583,12.6762499809,13978,0,0,0.362792482765,0.999464492338,0,0.1,0,0,27029.5023469,1,1,0,10901,24041.3453009,516.602875199,62.554624863,25.011225292
49,0.00253004576885,75414,75414,0.679993507899,-0.000346901275469,0.0483362901927,1.21947055546e-10,6.006186127e-12,2784,1,0,23784.4796252,12.0958328247,14138,0,0,0.362876024281,0.999464492338,0,0.1,0,0,27257.7545093,1,1,0,10922,24235.8794493,510.957208928,63.0642068572,24.4565650001
50,0.00252945534096,75414,75414,0.679993507899,-0.000138388560477,0.0483362901927,2.99894424325e-11,6.07068982747e-12,2736,1,0,23977.6926661,12.3354167938,14043,0,0,0.375977049908,0.999491483606,0,0.1,0,0,27153.8367453,1,1,0,10945,24139.6547356,542.454292066,62.1222499758,42.13839025
51,0.00253041314845,75414,75414,0.679993507899,-0.00281744497846,0.0483362901927,8.54503217462e-11,6.12792662391e-12,2731,1,0,23964.6192908,12.3179998398,13903,0,0,0.375971741805,0.999491483606,0,0.1,0,0,26134.8435162,1,1,0,10641,23717.5279959,541.599540971,69.3909167312,24.7445672499
52,0.00252925304098,75415,75415,0.680002524706,-0.00059165307661,0.0483362901927,5.30524560757e-11,6.09277192776e-12,2764,1,0,25202.830667,12.0377502441,13889,0,0,0.376054849161,0.999491483606,0,0.1,0,0,26372.1256972,1,1,0,10788,23848.6028941,508.0550001,61.37812417,25.8710861248
53,0.0025285466322,75415,75415,0.680002524706,-0.0005504263816,0.0483362901927,2.48288956203e-11,5.8540052587e-12,2800,1,0,26903.8335419,12.8907504082,14061,0,0,0.376158070935,0.999491483606,0,0.1,0,0,26879.5841068,1,1,0,10882,24191.0127445,529.946416616,73.4435422346,27.6805847501
54,0.00252863292414,75414,75414,0.679993507899,0.00075124574151,0.0483362901927,3.61351597676e-11,6.08064973631e-12,2748,1,0,24984.2929168,12.0688328743,13953,0,0,0.376247120756,0.999491483606,0,0.1,0,0,26770.5962429,1,1,0,10867,24067.1236938,616.163417231,61.3112496212,25.7630361249
55,0.00252828590951,75415,75415,0.680002524706,-4.23988312091e-06,0.0483362901927,5.6893513202e-11,5.89317405653e-12,2800,1,0,26200.2997499,15.0907082558,14121,0,0,0.378216086177,0.999773280944,0,0.1,0,0,27078.0872913,1,1,0,10954,24372.6870366,520.547917113,78.1020829454,44.6372858328
56,0.00253012933389,75415,75415,0.680002524706,-0.00217576481329,0.0483362901927,9.34536094164e-11,6.37424512516e-12,2726,1,0,25294.0756249,12.9728341103,13748,0,0,0.378057428254,0.999773280944,0,0.1,0,0,25717.1111558,1,1,0,10569,23509.1754936,531.912041828,61.3222504035,25.9974028752
57,0.00252839460295,75414,75414,0.679993507899,-0.000839575784903,0.0483362901927,5.04285660351e-11,5.99865255241e-12,2765,1,0,24721.1504173,13.0303750038,13921,0,0,0.378123887929,0.999773280944,0,0.1,0,0,26196.3381305,1,1,0,10752,23924.0761304,536.449333187,66.8728752062,25.4397722082
