rung,iter,wall_ms,compliance,achieved_vf,plateau,cg_iters,cg_multigrid,beta,hier_built,mg_cycles_attempted,infeasible,recycle_dim,active_fraction
0,1,1784958724157,116.4593842,0.616897,0,140,1,0,1,140,0,0,1.000000
0,2,1784958729659,63.05003705,0.630828,0,134,1,0,1,134,0,0,1.000000
0,3,1784958735050,45.85328943,0.651403,0,136,1,0,1,136,0,0,1.000000
0,4,1784958741424,44.97509795,0.667268,0,152,1,0,1,152,0,0,1.000000
0,5,1784958747423,44.59411451,0.672887,0,161,1,0,1,161,0,0,1.000000
0,6,1784958753006,44.40590102,0.677021,0,163,1,0,1,163,0,0,1.000000
0,7,1784958758948,44.31227165,0.677720,0,169,1,0,1,169,0,0,1.000000
0,8,1784958764826,44.25695632,0.678023,0,175,1,0,1,175,0,0,1.000000
0,9,1784958771102,44.21246087,0.678160,0,175,1,0,1,175,0,0,1.000000
0,10,1784958777381,44.17363825,0.678371,0,172,1,0,1,172,0,0,1.000000
0,11,1784958783094,44.13992072,0.678715,0,166,1,0,1,166,0,0,1.000000
0,12,1784958788724,44.11375019,0.679038,0,163,1,0,1,163,0,0,1.000000
0,13,1784958794277,44.0945201,0.679153,0,165,1,0,1,165,0,0,1.000000
0,14,1784958800392,44.07931852,0.679237,0,164,1,0,1,164,0,0,1.000000
0,15,1784958805876,44.0664348,0.679375,0,163,1,0,1,163,0,0,1.000000
0,16,1784958812250,44.05579012,0.679539,0,162,1,0,1,162,0,0,1.000000
0,17,1784958822837,44.04759861,0.679660,0,161,1,0,1,161,0,0,1.000000
0,18,1784958830604,44.04149235,0.679756,0,159,1,0,1,159,0,0,1.000000
0,19,1784958839541,44.03692264,0.679819,0,158,1,0,1,158,0,0,1.000000
0,20,1784958845489,44.03348995,0.679874,0,158,1,0,1,158,0,0,1.000000
0,21,1784958851780,44.03094063,0.679907,0,158,1,0,1,158,0,0,1.000000
0,22,1784958857196,44.02903601,0.679931,0,157,1,0,1,157,0,0,1.000000
0,23,1784958863390,44.02757594,0.679947,0,173,1,0,1,173,0,0,1.000000
0,24,1784958871097,44.02641893,0.679957,0,156,1,0,1,156,0,0,1.000000
0,25,1784958877698,44.02548592,0.679963,1,156,1,0,1,156,0,0,1.000000
0,26,1784958889261,44.15347829,0.676686,0,134,1,1,1,134,0,0,1.000000
0,27,1784958894960,44.0890987,0.678244,0,140,1,1,1,140,0,0,1.000000
0,28,1784958900511,44.06013129,0.678793,0,144,1,1,1,144,0,0,1.000000
0,29,1784958905846,44.04566075,0.679067,0,145,1,1,1,145,0,0,1.000000
0,30,1784958911051,44.03703981,0.679224,0,148,1,1,1,148,0,0,1.000000
0,31,1784958916268,44.03159928,0.679310,0,149,1,1,1,149,0,0,1.000000
0,32,1784958921696,44.02788002,0.679365,0,150,1,1,1,150,0,0,1.000000
0,33,1784958926916,44.02514539,0.679399,0,150,1,1,1,150,0,0,1.000000
0,34,1784958932101,44.02297945,0.679420,0,151,1,1,1,151,0,0,1.000000
0,35,1784958937103,44.02118564,0.679434,0,152,1,1,1,152,0,0,1.000000
0,36,1784958942579,44.01966968,0.679446,0,163,1,1,1,163,0,0,1.000000
0,37,1784958948979,44.01839579,0.679460,0,163,1,1,1,163,0,0,1.000000
0,38,1784958955663,44.01736803,0.679471,0,163,1,1,1,163,0,0,1.000000
0,39,1784958961612,44.01657382,0.679476,0,163,1,1,1,163,0,0,1.000000
0,40,1784958967482,44.01594559,0.679478,0,163,1,1,1,163,0,0,1.000000
0,41,1784958973783,44.01545449,0.679476,0,163,1,1,1,163,0,0,1.000000
0,42,1784958979823,44.01507604,0.679473,0,163,1,1,1,163,0,0,1.000000
0,43,1784958986081,44.01476444,0.679468,0,163,1,1,1,163,0,0,1.000000
0,44,1784958992044,44.01450212,0.679465,0,163,1,1,1,163,0,0,1.000000
0,45,1784958997813,44.01427482,0.679462,0,162,1,1,1,162,0,0,1.000000
0,46,1784959003066,44.01407231,0.679460,0,146,1,1,1,146,0,0,1.000000
0,47,1784959008970,44.01387347,0.679459,0,160,1,1,1,160,0,0,1.000000
0,48,1784959015194,44.01366249,0.679460,0,157,1,1,1,157,0,0,1.000000
0,49,1784959021254,44.01345931,0.679459,0,145,1,1,1,145,0,0,1.000000
0,50,1784959026615,44.01328112,0.679457,0,144,1,1,1,144,0,0,1.000000
