tag,fixture,rung,contrast,core,sub,ndof,solved,nmodes,ncomp,solid_frac,lam6,lam7
G1,cantilever,0.38,1e+09,8,59,3300,1,6,1,0.020,2.9399e-03,4.0639e-03
G1,cantilever,0.38,1e+09,8,60,3267,1,0,0,0.000,2.3900e-02,3.2074e-02
G1,cantilever,0.38,1e+09,8,61,3993,1,6,1,0.040,4.4693e-03,5.0266e-03
G1,cantilever,0.38,1e+09,8,62,3993,1,6,1,0.458,7.4989e-03,1.3343e-02
G1,cantilever,0.38,1e+09,8,63,3993,1,6,1,0.866,1.1977e-02,2.0614e-02
G1,cantilever,0.38,1e+09,8,64,3993,1,6,1,0.424,9.2951e-03,1.6865e-02
G1,cantilever,0.38,1e+09,8,65,3630,1,6,1,0.011,1.7342e-03,3.1910e-03
G1,cantilever,0.38,1e+09,8,66,2970,1,0,0,0.000,2.5913e-02,3.4500e-02
G1,cantilever,0.38,1e+09,8,67,3630,1,6,1,0.044,4.5556e-03,4.6783e-03
G1,cantilever,0.38,1e+09,8,68,3630,1,6,1,0.463,9.4287e-03,1.4083e-02
G1,cantilever,0.38,1e+09,8,69,3630,1,6,1,0.880,1.4596e-02,1.9207e-02
G1,cantilever,0.38,1e+09,8,70,3630,1,6,1,0.480,1.1308e-02,1.8445e-02
G1,cantilever,0.38,1e+09,8,71,3300,1,6,1,0.020,2.9399e-03,4.0639e-03
G1,cantilever,0.38,1e+09,8,72,2970,1,1,1,0.279,1.9119e-02,2.1270e-02
G1,cantilever,0.38,1e+09,8,73,3630,1,6,1,0.703,1.1271e-02,1.5884e-02
G1,cantilever,0.38,1e+09,8,74,3630,1,6,1,0.792,1.2420e-02,1.7832e-02
G1,cantilever,0.38,1e+09,8,75,3630,1,6,1,0.280,8.8720e-03,1.5413e-02
G1,cantilever,0.38,1e+09,8,76,3630,1,6,1,0.004,1.4960e-03,2.3975e-03
G1,cantilever,0.38,1e+09,8,77,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.38,1e+09,8,78,3267,1,1,1,0.293,1.5613e-02,1.9642e-02
G1,cantilever,0.38,1e+09,8,79,3993,1,6,1,0.696,9.2218e-03,1.5415e-02
G1,cantilever,0.38,1e+09,8,80,3993,1,6,1,0.766,9.8436e-03,1.6230e-02
G1,cantilever,0.38,1e+09,8,81,3993,1,6,1,0.236,7.1322e-03,1.2628e-02
G1,cantilever,0.38,1e+09,8,82,3993,1,6,0,0.000,9.3466e-04,2.0740e-03
G1,cantilever,0.38,1e+09,8,83,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
G1,cantilever,0.38,1e+09,8,84,2970,1,1,1,0.279,1.9119e-02,2.1270e-02
G1,cantilever,0.38,1e+09,8,85,3630,1,6,1,0.703,1.1271e-02,1.5884e-02
G1,cantilever,0.38,1e+09,8,86,3630,1,6,1,0.792,1.2420e-02,1.7832e-02
G1,cantilever,0.38,1e+09,8,87,3630,1,6,1,0.280,8.8720e-03,1.5413e-02
G1,cantilever,0.38,1e+09,8,88,3630,1,6,1,0.004,1.4960e-03,2.3975e-03
G1,cantilever,0.38,1e+09,8,89,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.38,1e+09,8,90,2700,1,0,1,0.978,3.2245e-02,4.0852e-02
G1,cantilever,0.38,1e+09,8,91,3300,1,6,1,0.626,9.8189e-03,1.4287e-02
G1,cantilever,0.38,1e+09,8,92,3300,1,6,1,0.099,9.2152e-03,1.0640e-02
G1,cantilever,0.38,1e+09,8,93,3300,1,6,0,0.000,1.0362e-03,1.3666e-03
G1,cantilever,0.38,1e+09,8,94,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.38,1e+09,8,95,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
G1,cantilever,0.38,1e+09,8,96,2970,1,0,1,0.988,2.9823e-02,3.4602e-02
G1,cantilever,0.38,1e+09,8,97,3630,1,6,1,0.613,7.8904e-03,1.3646e-02
G1,cantilever,0.38,1e+09,8,98,3630,1,6,1,0.089,8.0805e-03,8.3133e-03
G1,cantilever,0.38,1e+09,8,99,3630,1,6,0,0.000,1.4108e-02,1.8459e-02
G1,cantilever,0.38,1e+09,8,100,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
G1,cantilever,0.38,1e+09,8,101,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.38,1e+09,8,102,2700,1,0,1,0.978,3.2245e-02,4.0852e-02
G1,cantilever,0.38,1e+09,8,103,3300,1,6,1,0.626,9.8189e-03,1.4287e-02
G1,cantilever,0.38,1e+09,8,104,3300,1,6,1,0.099,9.2152e-03,1.0640e-02
G1,cantilever,0.38,1e+09,8,105,3300,1,6,0,0.000,1.0362e-03,1.3666e-03
G1,cantilever,0.38,1e+09,8,106,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.38,1e+09,8,107,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
G1,cantilever,0.26,1e+09,8,0,2700,1,1,1,0.428,1.6717e-02,2.2191e-02
G1,cantilever,0.26,1e+09,8,1,3300,1,6,1,0.488,2.4153e-03,3.2825e-03
G1,cantilever,0.26,1e+09,8,2,3300,1,12,2,0.294,5.3066e-06,1.1387e-05
G1,cantilever,0.26,1e+09,8,3,3300,1,6,1,0.248,4.1681e-03,4.9521e-03
G1,cantilever,0.26,1e+09,8,4,3300,1,11,1,0.252,3.9014e-06,2.9715e-05
G1,cantilever,0.26,1e+09,8,5,3000,1,6,1,0.748,6.4721e-03,8.1412e-03
G1,cantilever,0.26,1e+09,8,6,2970,1,1,1,0.615,2.2322e-02,2.6815e-02
G1,cantilever,0.26,1e+09,8,7,3630,1,6,1,0.829,4.7269e-03,5.5444e-03
G1,cantilever,0.26,1e+09,8,8,3630,1,12,2,0.416,9.0556e-06,4.1866e-05
G1,cantilever,0.26,1e+09,8,9,3630,1,6,1,0.333,1.6757e-03,1.6924e-03
G1,cantilever,0.26,1e+09,8,10,3630,1,11,1,0.333,5.7862e-06,8.0014e-05
G1,cantilever,0.26,1e+09,8,11,3300,1,6,1,0.778,5.8256e-03,8.0312e-03
G1,cantilever,0.26,1e+09,8,12,2700,1,1,1,0.428,1.6717e-02,2.2191e-02
G1,cantilever,0.26,1e+09,8,13,3300,1,6,1,0.488,2.4153e-03,3.2825e-03
G1,cantilever,0.26,1e+09,8,14,3300,1,12,2,0.294,5.3066e-06,1.1387e-05
G1,cantilever,0.26,1e+09,8,15,3300,1,6,1,0.248,4.1681e-03,4.9521e-03
G1,cantilever,0.26,1e+09,8,16,3300,1,11,1,0.252,3.9014e-06,2.9715e-05
G1,cantilever,0.26,1e+09,8,17,3000,1,6,1,0.748,6.4721e-03,8.1412e-03
G1,cantilever,0.26,1e+09,8,18,2970,1,6,1,0.002,6.0361e-03,1.5844e-02
G1,cantilever,0.26,1e+09,8,19,3630,1,6,1,0.104,8.1139e-03,1.1817e-02
G1,cantilever,0.26,1e+09,8,20,3630,1,6,1,0.197,6.7467e-03,8.8440e-03
G1,cantilever,0.26,1e+09,8,21,3630,1,6,1,0.121,9.2854e-03,1.2088e-02
G1,cantilever,0.26,1e+09,8,22,3630,1,7,2,0.247,3.9213e-04,2.4536e-03
G1,cantilever,0.26,1e+09,8,23,3300,1,6,1,0.615,7.8906e-03,1.2367e-02
G1,cantilever,0.26,1e+09,8,24,3267,1,6,1,0.011,6.0932e-03,9.3513e-03
G1,cantilever,0.26,1e+09,8,25,3993,1,6,1,0.306,7.8112e-03,1.2945e-02
G1,cantilever,0.26,1e+09,8,26,3993,1,6,1,0.562,5.7648e-03,9.7142e-03
G1,cantilever,0.26,1e+09,8,27,3993,1,6,1,0.304,6.1484e-03,1.2126e-02
G1,cantilever,0.26,1e+09,8,28,3993,1,8,2,0.252,2.2637e-04,5.1484e-04
G1,cantilever,0.26,1e+09,8,29,3630,1,6,1,0.593,6.3372e-03,1.1831e-02
G1,cantilever,0.26,1e+09,8,30,2970,1,6,1,0.002,6.0361e-03,1.5844e-02
G1,cantilever,0.26,1e+09,8,31,3630,1,6,1,0.104,8.1139e-03,1.1817e-02
G1,cantilever,0.26,1e+09,8,32,3630,1,6,1,0.197,6.7467e-03,8.8440e-03
G1,cantilever,0.26,1e+09,8,33,3630,1,6,1,0.121,9.2854e-03,1.2088e-02
G1,cantilever,0.26,1e+09,8,34,3630,1,7,2,0.247,3.9213e-04,2.4536e-03
G1,cantilever,0.26,1e+09,8,35,3300,1,6,1,0.615,7.8906e-03,1.2367e-02
G1,cantilever,0.26,1e+09,8,36,2970,1,0,0,0.000,2.5913e-02,3.4500e-02
G1,cantilever,0.26,1e+09,8,37,3630,1,6,0,0.000,1.1129e-02,1.2187e-02
G1,cantilever,0.26,1e+09,8,38,3630,1,12,1,0.023,2.1754e-06,2.4275e-06
G1,cantilever,0.26,1e+09,8,39,3630,1,6,1,0.370,2.5103e-03,3.7625e-03
G1,cantilever,0.26,1e+09,8,40,3630,1,6,1,0.753,9.5655e-03,1.3143e-02
G1,cantilever,0.26,1e+09,8,41,3300,1,6,1,0.181,8.8465e-03,1.4002e-02
G1,cantilever,0.26,1e+09,8,42,3267,1,0,0,0.000,2.3900e-02,3.2074e-02
G1,cantilever,0.26,1e+09,8,43,3993,1,6,0,0.000,8.0775e-03,9.8437e-03
G1,cantilever,0.26,1e+09,8,44,3993,1,12,1,0.064,2.7449e-05,3.2669e-05
G1,cantilever,0.26,1e+09,8,45,3993,1,6,1,0.534,2.2038e-03,2.7607e-03
G1,cantilever,0.26,1e+09,8,46,3993,1,6,1,0.742,7.0523e-03,1.1918e-02
G1,cantilever,0.26,1e+09,8,47,3630,1,6,1,0.147,7.0039e-03,9.4766e-03
G1,cantilever,0.26,1e+09,8,48,2970,1,0,0,0.000,2.5913e-02,3.4500e-02
G1,cantilever,0.26,1e+09,8,49,3630,1,6,0,0.000,1.1129e-02,1.2187e-02
G1,cantilever,0.26,1e+09,8,50,3630,1,12,1,0.023,2.1754e-06,2.4275e-06
G1,cantilever,0.26,1e+09,8,51,3630,1,6,1,0.370,2.5103e-03,3.7625e-03
G1,cantilever,0.26,1e+09,8,52,3630,1,6,1,0.753,9.5655e-03,1.3143e-02
G1,cantilever,0.26,1e+09,8,53,3300,1,6,1,0.181,8.8465e-03,1.4002e-02
G1,cantilever,0.26,1e+09,8,54,2970,1,0,0,0.000,2.5913e-02,3.4500e-02
G1,cantilever,0.26,1e+09,8,55,3630,1,6,1,0.006,1.2171e-03,2.1600e-03
G1,cantilever,0.26,1e+09,8,56,3630,1,6,1,0.310,1.0130e-02,1.6416e-02
G1,cantilever,0.26,1e+09,8,57,3630,1,6,1,0.679,8.3814e-03,1.2457e-02
G1,cantilever,0.26,1e+09,8,58,3630,1,6,1,0.268,1.1594e-02,1.5834e-02
G1,cantilever,0.26,1e+09,8,59,3300,1,7,0,0.000,5.2867e-04,1.5076e-03
G1,cantilever,0.26,1e+09,8,60,3267,1,0,0,0.000,2.3900e-02,3.2074e-02
G1,cantilever,0.26,1e+09,8,61,3993,1,6,0,0.000,8.7056e-04,2.1062e-03
G1,cantilever,0.26,1e+09,8,62,3993,1,6,1,0.266,7.3183e-03,1.2846e-02
G1,cantilever,0.26,1e+09,8,63,3993,1,6,1,0.598,5.1953e-03,9.4051e-03
G1,cantilever,0.26,1e+09,8,64,3993,1,6,1,0.200,8.4778e-03,1.2576e-02
G1,cantilever,0.26,1e+09,8,65,3630,1,7,0,0.000,2.9118e-04,1.2743e-03
G1,cantilever,0.26,1e+09,8,66,2970,1,0,0,0.000,2.5913e-02,3.4500e-02
G1,cantilever,0.26,1e+09,8,67,3630,1,6,1,0.006,1.2171e-03,2.1600e-03
G1,cantilever,0.26,1e+09,8,68,3630,1,6,1,0.310,1.0130e-02,1.6416e-02
G1,cantilever,0.26,1e+09,8,69,3630,1,6,1,0.679,8.3814e-03,1.2457e-02
G1,cantilever,0.26,1e+09,8,70,3630,1,6,1,0.268,1.1594e-02,1.5834e-02
G1,cantilever,0.26,1e+09,8,71,3300,1,7,0,0.000,5.2867e-04,1.5076e-03
G1,cantilever,0.26,1e+09,8,72,2970,1,3,2,0.068,1.2588e-02,1.3544e-02
G1,cantilever,0.26,1e+09,8,73,3630,1,6,1,0.498,9.4208e-03,1.3567e-02
G1,cantilever,0.26,1e+09,8,74,3630,1,6,1,0.602,8.9119e-03,1.3269e-02
G1,cantilever,0.26,1e+09,8,75,3630,1,6,1,0.123,8.3707e-03,1.1246e-02
G1,cantilever,0.26,1e+09,8,76,3630,1,8,0,0.000,1.4177e-04,5.2709e-04
G1,cantilever,0.26,1e+09,8,77,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.26,1e+09,8,78,3267,1,4,3,0.042,5.2121e-03,6.3869e-03
G1,cantilever,0.26,1e+09,8,79,3993,1,6,1,0.440,6.2338e-03,1.2060e-02
G1,cantilever,0.26,1e+09,8,80,3993,1,6,1,0.544,5.6263e-03,1.0670e-02
G1,cantilever,0.26,1e+09,8,81,3993,1,6,1,0.094,7.6648e-03,7.6863e-03
G1,cantilever,0.26,1e+09,8,82,3993,1,6,0,0.000,1.5076e-02,1.5076e-02
G1,cantilever,0.26,1e+09,8,83,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
G1,cantilever,0.26,1e+09,8,84,2970,1,3,2,0.068,1.2588e-02,1.3544e-02
G1,cantilever,0.26,1e+09,8,85,3630,1,6,1,0.498,9.4208e-03,1.3567e-02
G1,cantilever,0.26,1e+09,8,86,3630,1,6,1,0.602,8.9119e-03,1.3269e-02
G1,cantilever,0.26,1e+09,8,87,3630,1,6,1,0.123,8.3707e-03,1.1246e-02
G1,cantilever,0.26,1e+09,8,88,3630,1,8,0,0.000,1.4177e-04,5.2709e-04
G1,cantilever,0.26,1e+09,8,89,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.26,1e+09,8,90,2700,1,0,1,0.798,3.0969e-02,3.5294e-02
G1,cantilever,0.26,1e+09,8,91,3300,1,6,1,0.491,9.2375e-03,1.3948e-02
G1,cantilever,0.26,1e+09,8,92,3300,1,6,1,0.033,4.7848e-03,5.3381e-03
G1,cantilever,0.26,1e+09,8,93,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.26,1e+09,8,94,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.26,1e+09,8,95,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
G1,cantilever,0.26,1e+09,8,96,2970,1,0,1,0.763,2.5952e-02,2.8512e-02
G1,cantilever,0.26,1e+09,8,97,3630,1,6,1,0.458,6.4939e-03,1.2352e-02
G1,cantilever,0.26,1e+09,8,98,3630,1,6,1,0.029,3.7847e-03,4.1073e-03
G1,cantilever,0.26,1e+09,8,99,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
G1,cantilever,0.26,1e+09,8,100,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
G1,cantilever,0.26,1e+09,8,101,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.26,1e+09,8,102,2700,1,0,1,0.798,3.0969e-02,3.5294e-02
G1,cantilever,0.26,1e+09,8,103,3300,1,6,1,0.491,9.2375e-03,1.3948e-02
G1,cantilever,0.26,1e+09,8,104,3300,1,6,1,0.033,4.7848e-03,5.3381e-03
G1,cantilever,0.26,1e+09,8,105,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.26,1e+09,8,106,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
G1,cantilever,0.26,1e+09,8,107,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.68,1e+09,8,0,3000,1,6,0,0.000,1.8617e-02,1.8617e-02
DILUTE,ultradilute,0.68,1e+09,8,1,3300,1,7,0,0.000,3.9994e-04,1.1562e-03
DILUTE,ultradilute,0.68,1e+09,8,2,3300,1,6,1,0.110,5.7909e-03,1.0153e-02
DILUTE,ultradilute,0.68,1e+09,8,3,3300,1,6,1,0.075,5.5542e-03,7.2944e-03
DILUTE,ultradilute,0.68,1e+09,8,4,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,5,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.68,1e+09,8,6,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,7,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,8,3630,1,8,0,0.000,3.2849e-04,4.8237e-04
DILUTE,ultradilute,0.68,1e+09,8,9,3630,1,9,0,0.000,2.3024e-04,3.7421e-04
DILUTE,ultradilute,0.68,1e+09,8,10,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,11,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,12,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,13,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,14,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,15,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,16,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,17,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,18,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.68,1e+09,8,19,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,20,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,21,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,22,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,23,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.68,1e+09,8,24,3300,1,6,1,0.063,6.1608e-03,8.6899e-03
DILUTE,ultradilute,0.68,1e+09,8,25,3630,1,6,1,0.111,4.5306e-03,7.2303e-03
DILUTE,ultradilute,0.68,1e+09,8,26,3630,1,6,1,0.189,5.7914e-03,7.4737e-03
DILUTE,ultradilute,0.68,1e+09,8,27,3630,1,6,1,0.043,3.7314e-03,5.0904e-03
DILUTE,ultradilute,0.68,1e+09,8,28,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,29,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,30,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,31,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,32,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,33,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,34,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,35,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,36,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,37,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,38,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,39,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,40,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,41,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,42,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,43,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,44,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,45,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,46,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,47,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,48,3153,1,0,1,0.342,2.7571e-02,2.9011e-02
DILUTE,ultradilute,0.68,1e+09,8,49,3630,1,6,1,0.230,3.0655e-03,5.1775e-03
DILUTE,ultradilute,0.68,1e+09,8,50,3630,1,6,1,0.136,7.5949e-03,1.2896e-02
DILUTE,ultradilute,0.68,1e+09,8,51,3630,1,7,1,0.001,6.0881e-04,7.9020e-04
DILUTE,ultradilute,0.68,1e+09,8,52,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,53,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,54,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,55,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,56,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,57,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,58,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,59,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,60,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,61,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,62,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,63,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,64,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,65,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,66,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,67,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,68,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,69,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,70,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,71,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,72,3153,1,0,1,0.202,3.8615e-02,4.7617e-02
DILUTE,ultradilute,0.68,1e+09,8,73,3630,1,6,1,0.127,9.8091e-03,1.1186e-02
DILUTE,ultradilute,0.68,1e+09,8,74,3630,1,6,1,0.011,1.4857e-03,1.9189e-03
DILUTE,ultradilute,0.68,1e+09,8,75,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,76,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,77,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,78,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,79,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,80,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,81,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,82,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,83,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,84,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,85,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,86,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,87,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,88,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,89,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,90,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,91,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,92,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,93,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,94,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,95,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,96,3300,1,6,0,0.000,3.1904e-03,4.1552e-03
DILUTE,ultradilute,0.68,1e+09,8,97,3630,1,6,0,0.000,2.6148e-03,3.3258e-03
DILUTE,ultradilute,0.68,1e+09,8,98,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,99,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,100,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,101,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,102,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,103,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,104,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,105,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,106,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,107,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,108,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,109,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,110,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,111,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
