tag,fixture,rung,contrast,core,sub,ndof,solved,nmodes,ncomp,solid_frac,lam6,lam7
DILUTE,ultradilute,0.68,1e+09,8,112,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.68,1e+09,8,113,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,114,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,115,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,116,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,117,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,118,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,119,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,120,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.68,1e+09,8,121,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,122,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,123,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,124,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,125,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.68,1e+09,8,126,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,127,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,128,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,129,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,130,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,131,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,132,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,133,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,134,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,135,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,136,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.68,1e+09,8,137,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,138,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.68,1e+09,8,139,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,140,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,141,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,142,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.68,1e+09,8,143,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.26,1e+09,8,0,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.26,1e+09,8,1,3300,1,8,0,0.000,2.4831e-04,6.1001e-04
DILUTE,ultradilute,0.26,1e+09,8,2,3300,1,6,1,0.005,5.3820e-03,6.6933e-03
DILUTE,ultradilute,0.26,1e+09,8,3,3300,1,6,1,0.004,4.1465e-03,5.7748e-03
DILUTE,ultradilute,0.26,1e+09,8,4,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,5,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.26,1e+09,8,6,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,7,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,8,3630,1,6,0,0.000,9.7704e-04,1.0718e-03
DILUTE,ultradilute,0.26,1e+09,8,9,3630,1,6,0,0.000,7.0901e-04,8.4119e-04
DILUTE,ultradilute,0.26,1e+09,8,10,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,11,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,12,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,13,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,14,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,15,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,16,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,17,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,18,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.26,1e+09,8,19,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,20,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,21,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,22,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,23,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.26,1e+09,8,24,3300,1,6,1,0.017,4.3855e-03,6.3792e-03
DILUTE,ultradilute,0.26,1e+09,8,25,3630,1,6,2,0.022,1.0833e-03,1.6723e-03
DILUTE,ultradilute,0.26,1e+09,8,26,3630,1,6,2,0.050,3.7960e-03,6.8923e-03
DILUTE,ultradilute,0.26,1e+09,8,27,3630,1,6,1,0.004,1.5563e-03,2.5960e-03
DILUTE,ultradilute,0.26,1e+09,8,28,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,29,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,30,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,31,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,32,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,33,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,34,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,35,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,36,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,37,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,38,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,39,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,40,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,41,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,42,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,43,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,44,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,45,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,46,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,47,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,48,3153,1,0,1,0.125,1.6448e-02,1.7515e-02
DILUTE,ultradilute,0.26,1e+09,8,49,3630,1,6,2,0.069,1.8919e-03,4.5618e-03
DILUTE,ultradilute,0.26,1e+09,8,50,3630,1,6,1,0.023,3.6742e-03,6.6109e-03
DILUTE,ultradilute,0.26,1e+09,8,51,3630,1,6,0,0.000,6.9549e-03,7.5531e-03
DILUTE,ultradilute,0.26,1e+09,8,52,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,53,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,54,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,55,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,56,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,57,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,58,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,59,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,60,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,61,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,62,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,63,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,64,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,65,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,66,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,67,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,68,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,69,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,70,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,71,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,72,3153,1,0,1,0.037,2.1765e-02,2.9800e-02
DILUTE,ultradilute,0.26,1e+09,8,73,3630,1,6,1,0.018,2.2151e-03,3.6376e-03
DILUTE,ultradilute,0.26,1e+09,8,74,3630,1,9,0,0.000,1.4205e-04,1.8633e-04
DILUTE,ultradilute,0.26,1e+09,8,75,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,76,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,77,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,78,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,79,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,80,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,81,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,82,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,83,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,84,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,85,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,86,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,87,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,88,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,89,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,90,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,91,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,92,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,93,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,94,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,95,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,96,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,97,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,98,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,99,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,100,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,101,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,102,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,103,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,104,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,105,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,106,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,107,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,108,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,109,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,110,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,111,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,112,3993,1,6,0,0.000,1.5152e-02,1.5152e-02
DILUTE,ultradilute,0.26,1e+09,8,113,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,114,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,115,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,116,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,117,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,118,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,119,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,120,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.26,1e+09,8,121,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,122,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,123,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,124,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,125,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.26,1e+09,8,126,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,127,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,128,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,129,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,130,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,131,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,132,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,133,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,134,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,135,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,136,3630,1,6,0,0.000,1.4155e-02,1.8525e-02
DILUTE,ultradilute,0.26,1e+09,8,137,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,138,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
DILUTE,ultradilute,0.26,1e+09,8,139,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,140,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,141,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,142,3300,1,6,0,0.000,1.5198e-02,1.9802e-02
DILUTE,ultradilute,0.26,1e+09,8,143,3000,1,6,0,0.000,1.8621e-02,1.8621e-02
