arm,mode,base_resolution,refine,resolution,nx,ny,nz,spacing_mm,h_over_h0,dofs,samples,mollified,peak_vm_mpa,max_interlayer_mpa,margin_in_plane,margin_interlayer,margin_worst_case,margin_effective,accepted,mass_g,compliance,max_disp_mm,printed_voxels,vol_phi_mm3,vol_active_mm3,vol_frozen_mm3,vol_total_mm3,n_active,n_frozen_solid,n_frozen_void,n_cut,n_full,n_empty_active,peak_vm_active,peak_vm_cut,peak_vm_frozen,active_printed,cut_printed,frozen_printed,peak_vm_active_g5,peak_vm_cut_g5,active_printed_g5,cut_printed_g5,peak_vm_active_g10,peak_vm_cut_g10,active_printed_g10,cut_printed_g10,peak_vm_active_g20,peak_vm_cut_g20,active_printed_g20,cut_printed_g20,peak_vm_boundary,peak_vm_interior,boundary_cells,interior_cells,peak_i,peak_j,peak_k,peak_tag,peak_mask,peak_dist_to_bc_mm,load_path_ok,load_voxels,load_unprinted,fixture_voxels,fixture_unprinted,load_resultant_z,bc_dofs,nodal_loads,wall_s,matvecs,phi_wall_s,occ_wall_s
frac,replicate,96,1,96,96,24,88,2.2737057368458151,1.3333333333333333,647475,4,1,0.031851797147376369,0.0065753123489672768,1726.7471516761918,4600.5419050170431,1726.7471516761918,357.54508700947275,1,532.25475425179616,0.0035746184494082007,0.0030298356584253982,36517,384979.6661303392,192913.155761984,235629.95413824191,428543.10990022589,25433,20046,0,2460,15057,7916,0.019032282726220269,0.019032282726220269,0.031851797147376369,16471,1414,20046,0.015851166775424804,0.015851166775424804,7296,459,0.0082649664638853645,0.0016877938631682846,1989,63,0.0058386555859192028,0.0015736507521265739,146,21,0.031851797147376369,0.025724271475382282,15606,20911,20,2,43,Surface,FrozenSolid,96.645867630116214,1,1932,0,1974,0,-30.966554641721526,12540,3250,13.111975166015327,5467,0.051037542056292295,0.43910545809194446
stair_base,replicate,96,1,96,96,24,88,2.2737057368458151,1.3333333333333333,647475,4,0,0.031687727502446437,0.0071571278909817676,1735.6877357568083,4226.5557442554664,1735.6877357568083,359.39634931496806,1,531.74461058175723,0.0035337425637595992,0.0029905772669186672,36482,384979.6661303392,193196.34471795728,235629.95413824191,428826.2988561992,25433,20046,0,2460,15057,7916,0.018912147010342224,0.011628417101650799,0.031687727502446437,16436,1379,20046,0.014899000962347015,0.0093742734727468267,7295,458,0.0082956496772083298,0.0016104329768963309,1989,63,0.0058513970943638036,0.0012788252020456208,146,21,0.031687727502446437,0.025570494451764247,15690,20792,20,2,43,Surface,FrozenSolid,96.645867630116214,1,1932,0,1974,0,-30.966554641721526,12540,3250,13.747523167170584,5494,0.096839082892984152,0.43829929176717997
stair_fine,replicate,96,1,96,96,24,88,2.2737057368458151,1.3333333333333333,647475,4,0,0.031687727502446437,0.0071571278909817676,1735.6877357568083,4226.5557442554664,1735.6877357568083,359.39634931496806,1,531.74461058175723,0.0035337425637595992,0.0029905772669186672,36482,384979.6661303392,193196.34471795728,235629.95413824191,428826.2988561992,25433,20046,0,2460,15057,7916,0.018912147010342224,0.011628417101650799,0.031687727502446437,16436,1379,20046,0.014899000962347015,0.0093742734727468267,7295,458,0.0082956496772083298,0.0016104329768963309,1989,63,0.0058513970943638036,0.0012788252020456208,146,21,0.031687727502446437,0.025570494451764247,15690,20792,20,2,43,Surface,FrozenSolid,96.645867630116214,1,1932,0,1974,0,-30.966554641721526,12540,3250,13.408251374959946,5494,0.068383791949599981,0.44742204109206796
frac,replicate,96,2,192,192,48,176,1.1368528684229076,0.66666666666666663,5021667,4,1,0.044596045951939285,0.013312726711092657,1233.2931950799618,2272.2617729991093,1233.2931950799618,255.36913283164122,1,531.63893796439197,0.0036018556614555879,0.0030818671088365815,291798,385009.9892074021,192933.80415052443,235629.95413823522,428563.75828875962,203464,160368,0,9986,126120,67358,0.024325627434615454,0.024325627434615454,0.044596045951939285,131430,5310,160368,0.014672264796936131,0.014672264796936131,46663,1356,0.0097079488673705704,0.0055968978539180049,15035,220,0.0069181946217732838,0.001524777048340318,802,54,0.044596045951939285,0.029445049430067493,74685,217113,29,37,172,Load,FrozenSolid,193.83508099862786,1,15456,0,15792,0,-30.966554641722489,73143,11701,170.75340108433738,9864,0.3799812919460237,3.5208545420318842
stair_base,replicate,96,2,192,192,48,176,1.1368528684229076,0.66666666666666663,5021667,4,0,0.044994383013564732,0.012622293538085361,1222.3748013928498,2396.5533608235623,1222.3748013928498,253.10833974617262,1,531.74461058175723,0.0035875053562147998,0.003084705977691875,291856,385009.9892074021,193196.34471795059,235629.95413823522,428826.29885618581,203464,160368,0,9986,126120,67358,0.020339020962521548,0.014140802230184917,0.044994383013564732,131488,5411,160368,0.01460221429011596,0.013000798128181282,46912,1558,0.0097084971007292652,0.0028392631954965377,15073,254,0.0069175652923690488,0.0013285270660783907,835,80,0.044994383013564732,0.029449251609757861,76801,215055,29,37,172,Load,FrozenSolid,193.83508099862786,1,15456,0,15792,0,-30.966554641722489,73143,11701,166.54897783277556,9765,0.49601608328521252,3.3264140421524644
stair_fine,replicate,96,2,192,192,48,176,1.1368528684229076,0.66666666666666663,5021667,4,0,0.044746893160854014,0.013377421550578984,1229.1356140031578,2261.2728383887074,1229.1356140031578,254.5082524842135,1,531.48225098002285,0.0035805383493062166,0.0030579077080949905,291712,385009.9892074021,192984.76439397133,235629.95413823522,428614.71853220655,203464,160368,0,9986,126120,67358,0.020297434644580992,0.016949089773359634,0.044746893160854014,131344,5224,160368,0.014597205342957732,0.012011520108496607,46654,1347,0.0097286296323838648,0.004494685246898591,15034,219,0.0069259152675507181,0.0014961099685047486,802,54,0.044746893160854014,0.029355845863074007,74764,216948,29,37,172,Load,FrozenSolid,193.83508099862786,1,15456,0,15792,0,-30.966554641722489,73143,11701,187.32423958275467,10258,0.60437937499955297,3.7281339587643743
frac,replicate,96,3,288,288,72,264,0.75790191228193837,0.44444444444444442,16772115,4,1,0.058853392476102107,0.017241779216587469,934.52556744852382,1754.4593060847203,934.52556744852382,193.50547357301679,1,531.48656965659461,0.0036087372223709852,0.0030940434249361322,984536,385018.41995846329,192939.6186414891,235629.95414050977,428569.5727819989,686691,541242,0,22433,431727,232531,0.032775827886367112,0.032775827886367112,0.058853392476102107,443294,11567,541242,0.015444295172470205,0.015444295172470205,163161,3196,0.010594523460378692,0.0083354995160120696,47864,455,0.0076391172870935329,0.0015944827669777345,2393,110,0.058853392476102107,0.032143206400574803,172012,812524,44,56,258,Load,FrozenSolid,193.64468017361358,1,52164,0,53298,0,-30.966554641718421,217344,25362,798.96411070786417,14250,1.1940545001998544,12.185735499951988
stair_base,replicate,96,3,288,288,72,264,0.75790191228193837,0.44444444444444442,16772115,4,0,0.05934763677765887,0.016018619320374992,926.74288288939056,1888.4274228006225,926.74288288939056,191.89396917576823,1,531.74461058175723,0.0036037449230365876,0.0031110344693346679,985014,385018.41995846329,193196.34471917449,235629.95414050977,428826.29885968426,686691,541242,0,22433,431727,232531,0.020890718757323075,0.016218295450202678,0.05934763677765887,443772,12069,541242,0.01530551296807788,0.012751251042568979,163983,3618,0.010581010443479916,0.0037072278133484429,48003,547,0.0076326703625175813,0.0014286885382219169,2501,170,0.05934763677765887,0.032206074306433234,178396,806618,44,56,258,Load,FrozenSolid,193.64468017361358,1,52164,0,53298,0,-30.966554641718421,217344,25362,770.20528033282608,14154,1.375433333683759,11.306496875360608
stair_fine,replicate,96,3,288,288,72,264,0.75790191228193837,0.44444444444444442,16772115,4,0,0.058915082028029017,0.018235943681918842,933.54703255498475,1658.8118787619005,933.54703255498475,193.30285540549144,1,531.42718785373302,0.0035954020832373282,0.0030780662609615453,984426,385018.41995846329,192940.3586481809,235629.95414050977,428570.31278869067,686691,541242,0,22433,431727,232531,0.020871499164324767,0.020871499164324767,0.058915082028029017,443184,11457,541242,0.01501231222445318,0.013798392139668447,163142,3177,0.010610276883060587,0.0061218525501741377,47862,453,0.0076454877653154918,0.0015250806067621965,2393,110,0.058915082028029017,0.032076647929686425,172085,812341,44,56,258,Load,FrozenSolid,193.64468017361358,1,52164,0,53298,0,-30.966554641718421,217344,25362,776.94722658302635,14783,1.4968684171326458,11.419779582880437
