iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,iteration_wall_s
17,0.00258089843671,75414,75414,0.679993507899,-0.00173145116315,0.0483362901927,5.1039626622e-11,7.54051460712e-12,3380,1,0,18599.7880831,12.8596253395,20931,0,0,0.356055783132,0.999640258205,0,0.1,0,0,27050.4632908,1,1,0,0,0,236,56,104,284,13,0,43,5,-33,18.9611125002
18,0.0025718157232,75414,75414,0.679993507899,-0.000106180559223,0.0483362901927,3.75476614728e-11,7.29303049942e-12,3371,1,0,18321.7952499,11.8781251907,19753,0,0,0.356760817953,0.999640258205,0,0.1,0,0,25927.2995817,1,1,0,0,0,186,13,97,270,13,0,43,0,-50,18.4718653751
19,0.00256533999395,75414,75414,0.679993507899,0.00180109443436,0.0483362901927,2.65455703874e-11,7.02446652358e-12,3356,1,0,18182.5897088,11.8480410576,19177,0,0,0.35742399888,0.999640258205,0,0.1,0,0,25065.1339049,1,1,0,0,0,116,-79,56,251,13,0,43,0,-70,18.3310907497
20,0.0025603472057,75415,75415,0.680002524706,0.000744952158097,0.0483362901927,1.74287506872e-11,6.92524034045e-12,3378,1,0,18403.1775002,12.1448330879,18687,0,0,0.360572839134,0.999751926603,0,0.1,0,0,24203.1766817,1,1,0,0,0,82,-119,37,238,14,0,45,2,-36,29.2103081658
21,0.00255566913036,75415,75415,0.680002524706,0.000188053080593,0.0483362901927,1.33980334983e-11,6.84004803244e-12,3123,1,0,17223.7355838,11.9250411987,16416,0,0,0.360820222616,0.999751926603,0,0.1,0,0,22086.9953273,1,1,0,0,0,59,-84,32,175,14,0,45,0,-23,17.371006208
22,0.00255284384466,75414,75414,0.679993507899,0.000890809939655,0.0483362901927,1.12195153954e-11,6.68546578792e-12,3122,1,0,17416.7605,11.7610831261,16262,0,0,0.361027011946,0.999751926603,0,0.1,0,0,22084.9191346,1,1,0,0,0,56,-117,30,203,15,0,47,2,-2,17.6926947911
23,0.00255017515519,75415,75415,0.680002524706,0.00042457242584,0.0483362901927,9.76013994512e-12,6.52322785362e-12,3111,1,0,17167.4244161,12.0050420761,16147,0,0,0.361399712903,0.999751926603,0,0.1,0,0,22009.8630287,1,1,0,0,0,51,-131,28,210,16,0,51,4,-4,17.4293575003
24,0.0025475861411,75415,75415,0.680002524706,-0.00190822535523,0.0483362901927,1.00915515278e-11,6.46463844238e-12,3109,1,0,17110.9017081,12.0594997406,15961,0,0,0.361740129106,0.999751926603,0,0.1,0,0,21828.0106805,1,1,0,0,0,51,-131,27,209,17,0,53,2,-1,17.3722425839
25,0.00254602553375,75414,75414,0.679993507899,0.00055837527664,0.0483362901927,9.4026517354e-12,6.37887665824e-12,3100,1,0,16975.9137082,12.0676250458,15861,0,0,0.368738328432,0.999266349555,0,0.1,0,0,21761.8109233,1,1,0,0,0,47,-138,25,210,18,0,55,2,-4,28.1730870828
26,0.00254500360758,75415,75415,0.680002524706,-0.0038694306968,0.0483362901927,9.49675689763e-12,6.55259381416e-12,2988,1,0,16601.8052077,12.3676671982,15414,0,0,0.369011722721,0.999266349555,0,0.1,0,0,20824.3977262,1,1,0,0,0,43,-106,23,172,19,0,58,3,-4,16.9005231247
27,0.00254313036414,75415,75415,0.680002524706,0.00188457676687,0.0483362901927,7.67814359352e-12,6.37115243937e-12,2995,1,0,16507.2764163,11.9833750725,15353,0,0,0.369258977485,0.999266349555,0,0.1,0,0,20899.2418629,1,1,0,0,0,39,-113,22,174,20,0,64,6,-4,16.777896875
28,0.00254211663138,75415,75415,0.680002524706,0.00162509892072,0.0483362901927,7.72119397085e-12,6.32627574572e-12,2989,1,0,17131.2817502,13.6455407143,15346,0,0,0.369722926041,0.999266349555,0,0.1,0,0,21042.7099686,1,1,0,0,0,39,-123,23,185,21,0,65,1,-1,17.4826992922
29,0.00253985434303,75414,75414,0.679993507899,-0.00178135513605,0.0483362901927,7.52993940654e-12,6.1896931455e-12,2985,1,0,16388.5037079,11.8101668358,15409,0,0,0.370012430365,0.999266349555,0,0.1,0,0,21146.2910258,1,1,0,0,0,41,-128,21,190,22,0,66,1,2,16.6521975421
30,0.00253958731363,75415,75415,0.680002524706,0.00141978797871,0.0483362901927,7.12828589289e-12,6.25624514288e-12,2980,1,0,16650.3858752,12.697291851,15382,0,0,0.363748286264,0.999740474337,0,0.1,0,0,21108.1856263,1,1,0,0,0,41,-117,20,178,23,0,68,2,0,27.4274271666
31,0.00253914066887,75414,75414,0.679993507899,-0.000961117779466,0.0483362901927,7.2271538396e-12,6.2660477185e-12,2816,1,0,15650.6025,15.8805832863,15094,0,0,0.363956279025,0.999740474337,0,0.1,0,0,20768.2662978,1,1,0,0,0,30,-111,18,159,24,0,70,1,-11,16.1214178749
32,0.0025380545097,75415,75415,0.680002524706,0.000407083099432,0.0483362901927,7.58659661064e-12,6.19585565008e-12,2804,1,0,15504.0796251,12.0043339729,15127,0,0,0.365803251662,0.999740474337,0,0.1,0,0,20870.8465783,1,1,0,0,0,29,-107,16,152,25,0,76,6,-1,15.770582458
33,0.00253751326748,75415,75415,0.680002524706,0.000855379606701,0.0483362901927,7.04231490963e-12,6.16240976533e-12,2786,1,0,15252.5620828,11.7945828438,15170,0,0,0.367122498391,0.999740474337,0,0.1,0,0,20959.8737038,1,1,0,0,0,31,-114,16,161,26,0,82,5,3,15.5136960843
34,0.00253652465744,75415,75415,0.680002524706,-0.000536053599943,0.0483362901927,7.50697988322e-12,6.1673425805e-12,2792,1,0,15283.8331251,11.9577498436,15206,0,0,0.367642859196,0.999740474337,0,0.1,0,0,20989.7837411,1,1,0,0,0,32,-108,15,155,27,0,86,4,1,15.5432597501
35,0.00253579994823,75415,75415,0.680002524706,0.000170858928055,0.0483362901927,6.46406763655e-12,6.08718355787e-12,2790,1,0,15520.039875,12.0987920761,15240,0,0,0.319158610197,0.999832358209,0,0.1,0,0,21059.1837856,1,1,0,0,0,29,-124,16,169,28,0,89,3,-3,26.264905334
36,0.00253663742818,75414,75414,0.679993507899,-0.00222114836115,0.0483362901927,9.99356006427e-12,6.28660572756e-12,2784,1,0,15407.544208,12.099750042,14908,0,0,0.317375182999,0.999832358209,0,0.1,0,0,20686.0654096,1,1,0,0,0,22,-109,10,141,29,0,92,2,-7,15.6771693747
37,0.00253643713449,75415,75415,0.680002524706,0.0034924851942,0.0483362901927,1.26415442431e-11,6.16798512069e-12,2802,1,0,15419.5957499,12.1711249352,15051,0,0,0.322807287737,0.999832358209,0,0.1,0,0,20909.9002002,1,1,0,0,0,23,-116,9,148,30,0,96,4,2,15.6775922501
38,0.00253565284977,75415,75415,0.680002524706,3.73981845089e-06,0.0483362901927,6.39535308538e-12,6.08970463207e-12,2824,1,0,15973.4109583,13.1383748055,15160,0,0,0.325322969202,0.999832358209,0,0.1,0,0,21051.979928,1,1,0,0,0,22,-115,9,146,31,0,100,4,-1,16.3100013342
39,0.00253494915034,75414,75414,0.679993507899,-0.000822524635842,0.0483362901927,6.34628060505e-12,6.04028952143e-12,2801,1,0,15361.8920412,11.9197497368,15179,0,0,0.326532290969,0.999832358209,0,0.1,0,0,21116.7526798,1,1,0,0,0,18,-125,9,152,32,0,105,4,-2,15.633902417
40,0.0025343828649,75414,75414,0.679993507899,-0.000566564115081,0.0483362901927,7.01956698536e-12,6.08241647346e-12,2827,1,0,15827.6014171,11.783249855,15278,0,0,0.308772955086,0.999837876957,0,0.1,0,0,21177.3847673,1,1,0,0,0,21,-121,9,151,33,0,106,1,3,26.521614125
41,0.00253580119215,75415,75415,0.680002524706,0.00141236564041,0.0483362901927,8.39050857523e-12,6.16644083426e-12,2805,1,0,15441.7351251,11.6062922478,15008,0,0,0.309540862245,0.999837876957,0,0.1,0,0,20927.4701554,1,1,0,0,0,19,-109,8,136,34,0,110,4,-1,15.7011359581
42,0.00253384607316,75415,75415,0.680002524706,-0.00221335608923,0.0483362901927,7.93649113951e-12,6.04842355153e-12,2803,1,0,15780.6882501,12.0430831909,15114,0,0,0.309497182593,0.999837876957,0,0.1,0,0,21102.3755276,1,1,0,0,0,21,-106,7,134,35,0,113,3,2,16.0534772081
43,0.00253351588105,75414,75414,0.679993507899,0.00116074720411,0.0483362901927,7.96100883874e-12,6.00739281138e-12,2815,1,0,15598.465292,12.1066670418,15267,0,0,0.310556982547,0.999837876957,0,0.1,0,0,21208.5707083,1,1,0,0,0,16,-120,7,143,36,0,117,4,-2,15.8921462498
44,0.00253238599595,75414,75414,0.679993507899,-0.00125719401852,0.0483362901927,7.61920208605e-12,5.98517606672e-12,2800,1,0,15646.7804999,11.9768748283,15316,0,0,0.310802419513,0.999837876957,0,0.1,0,0,21261.1092803,1,1,0,0,0,19,-115,7,141,37,0,119,2,3,15.9112258749
45,0.00253187401968,75414,75414,0.679993507899,0.000207311861198,0.0483362901927,7.32970881981e-12,5.93662424313e-12,2812,1,0,15537.3870411,11.8808341026,15457,0,0,0.295687052233,0.999773928663,0,0.1,0,0,21342.9019264,1,1,0,0,0,14,-119,7,140,38,0,122,3,-5,26.7094513751
46,0.00253301480727,75414,75414,0.679993507899,-7.21007122233e-05,0.0483362901927,9.77359043664e-12,6.09669022738e-12,2800,1,0,15506.9128752,11.820125103,15130,0,0,0.295982055984,0.999773928663,0,0.1,0,0,21196.084269,1,1,0,0,0,15,-101,5,121,39,0,123,1,1,15.7658443749
47,0.00253265539421,75415,75415,0.680002524706,0.00195744761855,0.0483362901927,9.5844729856e-12,5.98506049361e-12,2806,1,0,15603.550333,12.8440418243,15225,0,0,0.298398659813,0.999773928663,0,0.1,0,0,21423.3203168,1,1,0,0,0,15,-106,4,125,40,0,127,4,1,15.9460747908
48,0.00253140662099,75414,75414,0.679993507899,-0.000977174746109,0.0483362901927,9.54304020396e-12,5.94441456403e-12,2805,1,0,15507.3191671,11.8510828018,15356,0,0,0.298626258961,0.999773928663,0,0.1,0,0,21509.8046376,1,1,0,0,0,14,-105,3,122,41,0,129,2,-1,15.769398083
49,0.00253064190524,75414,75414,0.679993507899,-0.000154646330496,0.0483362901927,8.70645429923e-12,5.87085190535e-12,2805,1,0,15686.9821248,11.6225829124,15497,0,0,0.299226226809,0.999773928663,0,0.1,0,0,21643.5835231,1,1,0,0,0,14,-114,3,131,42,0,131,1,0,16.0763078746
50,0.00253052839034,75414,75414,0.679993507899,0.000904493551914,0.0483362901927,7.3472020938e-12,5.94966613921e-12,2798,1,0,15445.5007081,12.0329999924,15558,0,0,0.278630640162,0.999872444143,0,0.1,0,0,21575.8650581,1,1,0,0,0,14,-108,2,124,43,0,134,3,1,26.2501298334
51,0.00253138343467,75415,75415,0.680002524706,-0.00136842005407,0.0483362901927,6.614271954e-12,5.97725766098e-12,2798,1,0,15910.1739593,11.7316246033,15337,0,0,0.277020209438,0.999872444143,0,0.1,0,0,21483.5255571,1,1,0,0,0,15,-96,3,114,44,0,139,4,-1,16.236945333
52,0.00252992211353,75414,75414,0.679993507899,-0.000482645998343,0.0483362901927,5.80167105483e-12,5.92066918982e-12,2807,1,0,15616.1263342,12.1379160881,15423,0,0,0.276815564395,0.999872444143,0,0.1,0,0,21607.6718973,1,1,0,0,0,13,-94,3,110,45,0,140,1,-2,15.8809390827
53,0.00252991293919,75414,75414,0.679993507899,0.00136532046738,0.0483362901927,6.74007891334e-12,5.85002538151e-12,2795,1,0,15225.0735002,12.0728330612,15636,0,0,0.280840773132,0.999872444143,0,0.1,0,0,21813.2615011,1,1,0,0,0,15,-101,2,118,46,0,141,1,2,15.4901532922
54,0.00252950611487,75414,75414,0.679993507899,0.000151082645576,0.0483362901927,1.08443493573e-11,5.88812213126e-12,2804,1,0,15228.6291661,11.6147089005,15681,0,0,0.284869702549,0.999872444143,0,0.1,0,0,21861.4337135,1,1,0,0,0,11,-102,1,114,47,0,145,4,-3,15.4916789168
55,0.00252920316986,75414,75414,0.679993507899,-0.000695049709344,0.0483362901927,1.38672199401e-11,5.82426872095e-12,2797,1,0,15492.9299998,11.6168341637,15819,0,0,0.235278355417,0.999529132499,0,0.1,0,0,22010.1711174,1,1,0,0,0,16,-105,1,122,48,0,148,2,5,26.4800405828
56,0.00253044900407,75415,75415,0.680002524706,-7.21441666046e-05,0.0483362901927,1.47772035254e-11,6.00136320292e-12,2802,1,0,15643.0700841,12.1590828896,15498,0,0,0.236400578126,0.999529132499,0,0.1,0,0,21837.7983378,1,1,0,0,0,10,-88,3,101,49,0,151,3,-6,15.9104583329
57,0.002529752913,75414,75414,0.679993507899,0.000819790801632,0.0483362901927,1.4335249987e-11,5.86052233296e-12,2797,1,0,15537.7868752,11.795416832,15632,0,0,0.243579795884,0.999529132499,0,0.1,0,0,22143.4845798,1,1,0,0,0,12,-96,2,110,50,0,154,2,2,15.7993252501
58,0.00252958999111,75415,75415,0.680002524706,0.00120599505044,0.0483362901927,1.2936835854e-11,5.88210942873e-12,2801,1,0,15690.8109999,11.5894160271,15757,0,0,0.24913292013,0.999529132499,0,0.1,0,0,22172.3065512,1,1,0,0,0,10,-98,2,110,51,0,157,3,-1,15.953106083
59,0.00252957851705,75415,75415,0.680002524706,0.000835816994095,0.0483362901927,1.04570449286e-11,5.8383878547e-12,2798,1,0,16052.6960421,11.8080825806,15853,0,0,0.256558044185,0.999529132499,0,0.1,0,0,22287.7064128,1,1,0,0,0,12,-102,2,116,52,0,160,3,2,16.3737817076
60,0.00252906354972,75414,75414,0.679993507899,-0.000240123637214,0.0483362901927,7.83547617293e-12,5.87223336256e-12,2804,1,0,15892.714334,11.7829999924,15990,0,0,0.205888813178,0.991760809118,0,0.1,0,0,22250.2646359,1,1,0,0,0,11,-96,2,109,52,0,160,0,-1,26.5118535412
