rung,iter,wall_ms,compliance,achieved_vf,plateau,cg_iters,cg_multigrid,beta,hier_built,mg_cycles_attempted,infeasible,recycle_dim,active_fraction,total_ms,tail_prev_ms,filter_ms,project_ms,solve_ms,fea_ms,sens_ms,update_ms,analysis_ms,observe_ms,residual_ms,solver_build_ms,mg_build_ms,mg_ms,cg_ms,geneo_setup_ms,geneo_apply_ms,recycle_ms,fea_solves,matvecs,geneo_dim,geneo_action,rss_mb,peak_rss_mb,compressed_mb,available_mb,major_faults,swapins
1,27,1785564122908,3.339450639e-05,0.499528,0,65,1,0,1,65,0,0,1.000000,349.533,0.002,0.484,0.020,344.694,342.781,1.913,4.130,0.161,0.010,0.034,1.538,102.644,238.331,0.000,0.000,0.000,0.000,1,260,0,0,104.00,128.81,0.00,4749.67,521,0
1,28,1785564123256,3.332524957e-05,0.499634,0,65,1,0,1,65,0,0,1.000000,348.385,0.003,0.466,0.021,343.628,341.756,1.871,4.071,0.156,0.010,0.034,1.619,102.053,237.831,0.000,0.000,0.000,0.000,1,260,0,0,104.00,128.81,0.00,4682.30,521,0
1,29,1785564123626,3.326616906e-05,0.499731,0,66,1,0,1,66,0,0,1.000000,369.656,0.002,0.655,0.035,364.428,362.517,1.911,4.321,0.170,0.011,0.036,1.549,103.051,257.643,0.000,0.000,0.000,0.000,1,264,0,0,109.06,128.83,3.95,4682.30,521,0
1,30,1785564123980,3.321829116e-05,0.499718,0,67,1,0,1,67,0,0,1.000000,353.352,0.003,0.546,0.023,348.471,346.620,1.851,4.114,0.156,0.008,0.033,1.597,103.019,241.722,0.000,0.000,0.000,0.000,1,268,0,0,110.55,128.83,7.56,4656.00,521,0
1,31,1785564124690,3.500689345e-05,0.499810,0,52,1,1,1,52,0,0,1.000000,286.742,0.000,0.935,0.123,281.741,279.851,1.889,3.743,0.157,0.012,0.032,1.620,100.159,177.825,0.000,0.000,0.000,0.000,1,208,0,0,110.56,128.83,7.56,4674.22,521,0
1,32,1785564125020,3.436878892e-05,0.499383,0,59,1,1,1,59,0,0,1.000000,330.372,0.001,1.001,0.125,324.878,322.753,2.124,4.147,0.178,0.008,0.035,1.516,102.648,218.310,0.000,0.000,0.000,0.000,1,236,0,0,114.23,128.83,7.56,4582.31,521,0
1,33,1785564125337,3.414937778e-05,0.500621,0,59,1,1,1,59,0,0,1.000000,316.630,0.001,0.827,0.147,311.662,309.767,1.894,3.794,0.157,0.011,0.033,1.702,100.816,206.875,0.000,0.000,0.000,0.000,1,236,0,0,114.56,128.83,7.56,4607.98,521,0
1,34,1785564125656,3.366535199e-05,0.502174,0,61,1,1,1,61,0,0,1.000000,319.024,0.001,0.841,0.124,314.133,312.213,1.920,3.724,0.157,0.011,0.033,1.564,100.544,209.835,0.000,0.000,0.000,0.000,1,244,0,0,115.06,128.83,7.56,4614.64,521,0
1,35,1785564125995,3.340396102e-05,0.501697,0,64,1,1,1,64,0,0,1.000000,339.117,0.001,0.832,0.126,334.211,332.334,1.877,3.745,0.160,0.009,0.034,1.583,101.412,229.070,0.000,0.000,0.000,0.000,1,256,0,0,115.06,128.83,7.56,4591.75,521,0
1,36,1785564126338,3.324026447e-05,0.503212,0,68,1,1,1,68,0,0,1.000000,343.229,0.001,0.807,0.125,338.375,336.529,1.846,3.721,0.156,0.011,0.033,1.564,100.330,234.380,0.000,0.000,0.000,0.000,1,272,0,0,115.06,128.83,7.56,4620.36,521,0
1,37,1785564126771,3.302990566e-05,0.503521,0,77,1,1,1,77,0,0,1.000000,432.589,0.002,0.860,0.125,427.660,425.790,1.869,3.734,0.162,0.014,0.034,1.546,102.564,321.341,0.000,0.000,0.000,0.000,1,308,0,0,115.06,128.83,7.56,4666.92,521,0
1,38,1785564127149,3.291865181e-05,0.503629,0,74,1,1,1,74,0,0,1.000000,377.465,0.002,0.840,0.139,372.447,370.514,1.932,3.820,0.173,0.008,0.037,1.590,100.563,268.100,0.000,0.000,0.000,0.000,1,296,0,0,115.06,128.83,7.56,4680.81,521,0
1,39,1785564127534,3.284355714e-05,0.503710,0,76,1,1,1,76,0,0,1.000000,385.083,0.002,0.849,0.137,380.157,378.309,1.847,3.731,0.160,0.012,0.036,1.584,109.699,266.761,0.000,0.000,0.000,0.000,1,304,0,0,115.06,128.83,7.56,4639.08,521,0
1,40,1785564127924,3.278186344e-05,0.503742,0,82,1,1,1,82,0,0,1.000000,390.635,0.002,0.801,0.132,385.736,383.897,1.839,3.761,0.163,0.008,0.033,1.598,100.252,281.780,0.000,0.000,0.000,0.000,1,328,0,0,115.06,128.83,7.56,4686.09,521,0
1,41,1785564128299,3.273224469e-05,0.503750,0,77,1,1,1,77,0,0,1.000000,374.583,0.002,0.880,0.124,369.684,367.814,1.869,3.691,0.157,0.013,0.034,1.583,100.559,265.410,0.000,0.000,0.000,0.000,1,308,0,0,115.06,128.83,7.56,4609.97,521,0
1,42,1785564128696,3.268770932e-05,0.503796,0,81,1,1,1,81,0,0,1.000000,397.035,0.002,0.885,0.124,391.822,389.929,1.892,3.990,0.167,0.013,0.033,1.516,101.995,286.156,0.000,0.000,0.000,0.000,1,324,0,0,115.06,128.83,7.56,4662.19,521,0
1,43,1785564129119,3.264812809e-05,0.503758,0,81,1,1,1,81,0,0,1.000000,423.014,0.002,0.887,0.141,417.933,416.099,1.833,3.849,0.160,0.010,0.034,1.787,104.415,309.641,0.000,0.000,0.000,0.000,1,324,0,0,115.06,128.83,7.56,4694.86,521,0
1,44,1785564129562,3.261711744e-05,0.503644,0,92,1,1,1,92,0,0,1.000000,442.779,0.003,0.934,0.124,437.669,435.749,1.919,3.844,0.162,0.012,0.035,1.615,101.788,332.106,0.000,0.000,0.000,0.000,1,368,0,0,115.06,128.83,7.55,4629.94,521,0
1,45,1785564129971,3.261286737e-05,0.503545,0,83,1,1,1,83,0,0,1.000000,408.611,0.003,0.903,0.187,403.481,401.611,1.870,3.826,0.161,0.010,0.044,1.992,102.171,297.140,0.000,0.000,0.000,0.000,1,332,0,0,115.06,128.83,7.55,4599.30,521,0
1,46,1785564130398,3.257293287e-05,0.503604,0,87,1,1,1,87,0,0,1.000000,427.328,0.001,0.828,0.131,422.437,420.546,1.891,3.708,0.180,0.011,0.033,1.560,101.263,317.455,0.000,0.000,0.000,0.000,1,348,0,0,115.06,128.83,7.55,4585.66,521,0
1,47,1785564130822,3.255044749e-05,0.503649,0,90,1,1,1,90,0,0,1.000000,423.356,0.006,0.807,0.136,418.524,416.656,1.867,3.686,0.159,0.011,0.034,1.556,100.658,314.181,0.000,0.000,0.000,0.000,1,360,0,0,115.06,128.83,7.55,4636.30,521,0
1,48,1785564131251,3.25133485e-05,0.503771,0,93,1,1,1,93,0,0,1.000000,429.577,0.002,0.813,0.124,424.714,422.883,1.831,3.724,0.157,0.011,0.034,1.581,100.219,320.819,0.000,0.000,0.000,0.000,1,372,0,0,115.06,128.83,7.55,4700.78,521,0
1,49,1785564131722,3.248654031e-05,0.503796,0,96,1,1,1,96,0,0,1.000000,470.727,0.001,0.846,0.132,465.804,463.899,1.904,3.747,0.156,0.009,0.033,1.519,99.647,362.470,0.000,0.000,0.000,0.000,1,384,0,0,115.06,128.83,7.55,4688.86,521,0
1,50,1785564132219,3.246733391e-05,0.503797,0,106,1,1,1,106,0,0,1.000000,496.589,0.001,0.840,0.131,491.640,489.775,1.866,3.768,0.167,0.010,0.033,1.580,100.926,387.010,0.000,0.000,0.000,0.000,1,424,0,0,115.06,128.83,7.55,4578.19,521,0
1,51,1785564132695,3.245173854e-05,0.503792,0,105,1,1,1,105,0,0,1.000000,476.135,0.001,0.882,0.124,471.174,469.300,1.873,3.738,0.157,0.010,0.050,1.511,101.681,365.846,0.000,0.000,0.000,0.000,1,420,0,0,115.06,128.83,7.55,4610.95,521,0
1,52,1785564133189,3.243830516e-05,0.503795,0,107,1,1,1,107,0,0,1.000000,493.543,0.001,0.813,0.125,488.607,486.748,1.858,3.795,0.157,0.012,0.033,1.536,105.110,379.844,0.000,0.000,0.000,0.000,1,428,0,0,115.06,128.83,7.55,4709.88,521,0
1,53,1785564133674,3.242733374e-05,0.503763,0,105,1,1,1,105,0,0,1.000000,485.793,0.001,0.797,0.132,480.944,479.032,1.911,3.721,0.156,0.009,0.033,1.622,102.067,375.080,0.000,0.000,0.000,0.000,1,420,0,0,115.06,128.83,7.55,4664.19,521,0
1,54,1785564134146,3.241977835e-05,0.503693,0,103,1,1,1,103,0,0,1.000000,471.382,0.002,0.867,0.124,466.042,464.119,1.921,4.138,0.166,0.009,0.036,1.564,101.754,360.536,0.000,0.000,0.000,0.000,1,412,0,0,115.06,128.83,7.55,4628.89,521,0
1,55,1785564134622,3.241976766e-05,0.503647,0,104,1,1,1,104,0,0,1.000000,476.390,0.002,0.870,0.125,471.453,469.605,1.847,3.736,0.157,0.012,0.039,1.645,101.802,365.912,0.000,0.000,0.000,0.000,1,416,0,0,115.06,128.83,7.55,4575.38,521,0
1,56,1785564135114,3.240728759e-05,0.503670,0,104,1,1,1,104,0,0,1.000000,491.427,0.002,0.831,0.124,486.414,484.507,1.907,3.846,0.161,0.010,0.040,1.510,102.053,380.687,0.000,0.000,0.000,0.000,1,416,0,0,115.06,128.83,7.55,4567.38,521,0
1,57,1785564135596,3.240131106e-05,0.503637,0,103,1,1,1,103,0,0,1.000000,481.708,0.002,0.847,0.124,476.708,474.836,1.871,3.821,0.162,0.013,0.033,1.605,101.140,371.827,0.000,0.000,0.000,0.000,1,412,0,0,115.06,128.83,7.55,4630.47,521,0
1,58,1785564136071,3.238932995e-05,0.503699,0,103,1,1,1,103,0,0,1.000000,474.936,0.002,0.832,0.140,469.950,468.102,1.848,3.806,0.166,0.011,0.033,1.513,101.092,365.226,0.000,0.000,0.000,0.000,1,412,0,0,115.06,128.83,7.55,4541.25,521,0
1,59,1785564136536,3.237878279e-05,0.503708,0,104,1,1,1,104,0,0,1.000000,465.356,0.001,0.824,0.126,460.420,458.499,1.920,3.785,0.157,0.011,0.034,1.596,100.639,356.005,0.000,0.000,0.000,0.000,1,416,0,0,115.06,128.83,7.55,4541.25,521,0
1,60,1785564137099,3.237018806e-05,0.503720,0,110,1,1,1,110,0,0,1.000000,562.535,0.001,0.811,0.124,557.660,555.749,1.910,3.726,0.156,0.012,0.046,1.495,102.668,451.324,0.000,0.000,0.000,0.000,1,440,0,0,115.06,128.83,7.55,4647.80,521,0
2,1,1785564138893,0.001011647431,0.246702,0,60,1,0,1,60,0,0,1.000000,320.376,0.000,0.483,0.021,315.776,313.895,1.881,3.892,0.159,0.008,0.037,1.557,101.132,210.919,0.000,0.000,0.000,0.000,1,240,0,0,120.59,135.50,4.64,4610.06,521,0
2,2,1785564139183,0.0003796201911,0.263211,0,48,1,0,1,48,0,0,1.000000,290.199,0.002,0.470,0.020,285.505,283.627,1.877,4.001,0.156,0.013,0.033,1.538,103.178,178.623,0.000,0.000,0.000,0.000,1,192,0,0,122.06,136.97,4.64,4684.03,521,0
2,3,1785564139471,0.07232050406,0.282483,0,53,1,0,1,53,0,0,1.000000,288.325,0.002,0.486,0.020,286.228,284.323,1.905,1.391,0.156,0.009,0.034,1.506,100.362,182.183,0.000,0.000,0.000,0.000,1,212,0,0,122.06,136.97,4.64,4643.08,521,0
2,4,1785564139799,0.0001713243402,0.275454,0,61,1,0,1,61,0,0,1.000000,327.679,0.002,0.474,0.020,323.139,321.175,1.963,3.840,0.161,0.011,0.033,1.539,102.046,217.318,0.000,0.000,0.000,0.000,1,244,0,0,122.06,136.97,4.64,4612.34,521,0
2,5,1785564140049,0.05316224103,0.278902,0,41,1,0,1,41,0,0,1.000000,249.731,0.002,0.485,0.020,245.070,243.193,1.877,3.952,0.159,0.011,0.033,1.632,100.214,141.073,0.000,0.000,0.000,0.000,1,164,0,0,122.06,136.97,4.64,4585.88,521,0
2,6,1785564140384,0.000119547671,0.286048,0,65,1,0,1,65,0,0,1.000000,334.770,0.002,0.480,0.020,329.914,328.017,1.896,4.149,0.162,0.007,0.038,1.569,100.453,225.726,0.000,0.000,0.000,0.000,1,260,0,0,122.06,136.97,4.64,4587.86,521,0
2,7,1785564140674,9.586874689e-05,0.288411,0,50,1,0,1,50,0,0,1.000000,290.319,0.001,0.474,0.021,285.648,283.741,1.906,3.976,0.156,0.011,0.033,1.734,102.993,178.697,0.000,0.000,0.000,0.000,1,200,0,0,122.06,136.97,4.64,4595.31,521,0
2,8,1785564140928,8.543546479e-05,0.292726,0,42,1,0,1,42,0,0,1.000000,253.939,0.002,0.467,0.020,249.345,247.432,1.912,3.906,0.156,0.011,0.033,1.568,102.578,143.017,0.000,0.000,0.000,0.000,1,168,0,0,122.06,136.97,4.64,4628.09,521,0
2,9,1785564141175,7.678392845e-05,0.296720,0,40,1,0,1,40,0,0,1.000000,247.253,0.002,0.489,0.020,242.428,240.558,1.869,4.113,0.157,0.013,0.033,1.530,100.664,138.073,0.000,0.000,0.000,0.000,1,160,0,0,122.06,136.97,4.64,4618.28,521,0
2,10,1785564141420,7.197106803e-05,0.298063,0,40,1,0,1,40,0,0,1.000000,244.665,0.002,0.483,0.020,240.041,238.169,1.871,3.922,0.156,0.010,0.033,1.539,100.118,136.245,0.000,0.000,0.000,0.000,1,160,0,0,122.06,136.97,4.64,4612.91,521,0
2,11,1785564141675,6.991470352e-05,0.297921,0,38,1,0,1,38,0,0,1.000000,254.678,0.001,0.497,0.020,249.729,247.715,2.014,4.223,0.167,0.007,0.034,1.550,100.043,145.847,0.000,0.000,0.000,0.000,1,152,0,0,122.06,136.97,4.64,4628.41,521,0
2,12,1785564141921,6.87159194e-05,0.298347,0,39,1,0,1,39,0,0,1.000000,246.200,0.002,0.509,0.022,241.598,239.682,1.915,3.857,0.169,0.009,0.035,1.674,104.233,133.489,0.000,0.000,0.000,0.000,1,156,0,0,122.06,136.97,4.64,4675.70,521,0
2,13,1785564142166,6.773991419e-05,0.298406,0,39,1,0,1,39,0,0,1.000000,244.947,0.002,0.533,0.020,239.877,237.877,1.999,4.313,0.161,0.008,0.035,1.507,100.758,135.324,0.000,0.000,0.000,0.000,1,156,0,0,122.06,136.97,4.64,4606.34,521,0
2,14,1785564142418,7.053252057e-05,0.296301,0,40,1,0,1,40,0,0,1.000000,251.986,0.002,0.544,0.020,247.182,245.334,1.844,4.028,0.168,0.011,0.033,1.657,100.855,142.566,0.000,0.000,0.000,0.000,1,160,0,0,122.06,136.97,4.64,4567.92,521,0
2,15,1785564142665,6.690724929e-05,0.298552,0,40,1,0,1,40,0,0,1.000000,247.232,0.006,0.477,0.020,242.613,240.760,1.850,3.921,0.155,0.010,0.036,1.569,101.243,137.676,0.000,0.000,0.000,0.000,1,160,0,0,122.06,136.97,4.64,4570.19,521,0
2,16,1785564142921,6.440188984e-05,0.298961,0,42,1,0,1,42,0,0,1.000000,255.433,0.002,0.504,0.020,250.636,248.754,1.882,4.071,0.156,0.013,0.033,1.551,103.399,143.535,0.000,0.000,0.000,0.000,1,168,0,0,122.06,136.97,4.64,4589.75,521,0
2,17,1785564143210,6.292178939e-05,0.298706,0,52,1,0,1,52,0,0,1.000000,289.405,0.002,0.483,0.020,284.719,282.862,1.856,3.978,0.159,0.012,0.033,1.496,101.036,180.060,0.000,0.000,0.000,0.000,1,208,0,0,122.06,136.97,4.64,4573.19,521,0
2,18,1785564143477,6.157303212e-05,0.298818,0,46,1,0,1,46,0,0,1.000000,266.222,0.002,0.477,0.020,261.486,259.611,1.875,4.038,0.156,0.010,0.034,1.520,100.115,157.701,0.000,0.000,0.000,0.000,1,184,0,0,122.06,136.97,4.64,4648.72,521,0
2,19,1785564143757,8.203691025e-05,0.299055,0,47,1,0,1,47,0,0,1.000000,280.741,0.002,0.474,0.020,276.102,274.209,1.893,3.940,0.164,0.008,0.033,1.507,100.558,171.868,0.000,0.000,0.000,0.000,1,188,0,0,122.06,136.97,4.64,4635.12,521,0
2,20,1785564144042,6.017074223e-05,0.298491,0,45,1,0,1,45,0,0,1.000000,284.839,0.002,0.475,0.020,280.091,278.229,1.862,4.052,0.157,0.012,0.033,1.555,105.033,171.370,0.000,0.000,0.000,0.000,1,180,0,0,122.06,136.97,4.64,4563.06,521,0
2,21,1785564144328,5.891692567e-05,0.299022,0,51,1,0,1,51,0,0,1.000000,285.812,0.002,0.477,0.020,281.177,279.299,1.877,3.938,0.156,0.011,0.033,1.661,101.265,176.113,0.000,0.000,0.000,0.000,1,204,0,0,122.06,136.97,4.64,4574.02,521,0
2,22,1785564144616,5.79677922e-05,0.298930,0,52,1,0,1,52,0,0,1.000000,287.330,0.002,0.475,0.020,282.721,280.862,1.858,3.911,0.158,0.011,0.033,1.587,100.809,178.190,0.000,0.000,0.000,0.000,1,208,0,0,114.70,136.97,4.53,4594.70,521,0
2,23,1785564144918,5.766858057e-05,0.298469,0,55,1,0,1,55,0,0,1.000000,302.375,0.002,0.497,0.020,297.603,295.725,1.878,4.052,0.156,0.013,0.033,1.563,101.239,192.629,0.000,0.000,0.000,0.000,1,220,0,0,117.72,139.98,4.53,4632.86,521,0
2,24,1785564145234,5.694390368e-05,0.298979,0,57,1,0,1,57,0,0,1.000000,315.465,0.002,0.469,0.020,310.729,308.796,1.932,4.040,0.156,0.009,0.042,1.519,100.763,206.245,0.000,0.000,0.000,0.000,1,228,0,0,117.72,139.98,4.53,4613.31,521,0
2,25,1785564145560,5.612814627e-05,0.299164,0,60,1,0,1,60,0,0,1.000000,326.184,0.003,0.487,0.020,321.452,319.557,1.894,4.031,0.156,0.007,0.032,1.586,102.488,215.205,0.000,0.000,0.000,0.000,1,240,0,0,117.72,139.98,4.53,4605.31,521,0
2,26,1785564145900,5.566188974e-05,0.299322,0,64,1,0,1,64,0,0,1.000000,340.001,0.002,0.479,0.020,335.230,333.316,1.913,4.072,0.157,0.011,0.033,1.596,101.639,229.813,0.000,0.000,0.000,0.000,1,256,0,0,117.72,139.98,4.53,4573.45,521,0
2,27,1785564146254,5.526558058e-05,0.299501,0,69,1,0,1,69,0,0,1.000000,353.622,0.002,0.466,0.020,348.957,347.067,1.890,3.979,0.156,0.012,0.033,1.588,101.558,243.645,0.000,0.000,0.000,0.000,1,276,0,0,117.72,139.98,4.53,4526.31,521,0
2,28,1785564146615,5.481407733e-05,0.299571,0,72,1,0,1,72,0,0,1.000000,361.289,0.002,0.588,0.020,355.533,353.377,2.155,4.912,0.189,0.007,0.040,1.510,100.303,251.296,0.000,0.000,0.000,0.000,1,288,0,0,117.72,139.98,4.53,4553.48,521,0
2,29,1785564147055,5.451888084e-05,0.299618,0,75,1,0,1,75,0,0,1.000000,440.221,0.002,0.538,0.020,435.498,433.639,1.859,3.951,0.163,0.019,0.033,1.657,101.735,329.973,0.000,0.000,0.000,0.000,1,300,0,0,117.72,139.98,4.53,4608.75,521,0
2,30,1785564147435,5.422652123e-05,0.299673,0,79,1,0,1,79,0,0,1.000000,380.003,0.001,0.473,0.020,375.360,373.491,1.868,3.950,0.155,0.011,0.034,1.565,101.378,270.277,0.000,0.000,0.000,0.000,1,316,0,0,117.72,139.98,4.53,4644.25,521,0
2,31,1785564148375,6.675628905e-05,0.302531,0,51,1,1,1,51,0,0,1.000000,284.836,0.000,0.843,0.121,280.031,278.136,1.895,3.639,0.156,0.011,0.035,1.611,100.254,176.003,0.000,0.000,0.000,0.000,1,204,0,0,118.58,140.84,4.53,4579.44,521,0
2,32,1785564148701,8.065623791e-05,0.298550,0,55,1,1,1,55,0,0,1.000000,326.253,0.001,0.941,0.123,321.267,319.389,1.878,3.713,0.164,0.012,0.033,1.569,100.381,217.169,0.000,0.000,0.000,0.000,1,220,0,0,118.80,141.06,4.53,4616.38,521,0
2,33,1785564149060,6.528834547e-05,0.298058,0,69,1,1,1,69,0,0,1.000000,358.236,0.002,0.890,0.131,353.308,351.449,1.858,3.674,0.177,0.009,0.047,1.753,102.167,247.229,0.000,0.000,0.000,0.000,1,276,0,0,118.80,141.06,4.53,4546.89,521,0
2,34,1785564149414,6.49945909e-05,0.292857,0,62,1,1,1,62,0,0,1.000000,354.338,0.001,0.834,0.126,349.431,347.538,1.892,3.742,0.156,0.010,0.038,1.576,101.348,244.343,0.000,0.000,0.000,0.000,1,248,0,0,119.30,141.56,4.53,4582.34,521,0
2,35,1785564149781,6.434028815e-05,0.297484,0,75,1,1,1,75,0,0,1.000000,367.238,0.001,0.802,0.122,362.477,360.561,1.915,3.635,0.155,0.014,0.034,1.571,100.773,257.942,0.000,0.000,0.000,0.000,1,300,0,0,119.30,141.56,4.53,4649.25,521,0
2,36,1785564150146,6.034422657e-05,0.304873,0,70,1,1,1,70,0,0,1.000000,364.602,0.002,0.818,0.121,359.702,357.837,1.864,3.751,0.167,0.010,0.034,1.552,101.508,254.496,0.000,0.000,0.000,0.000,1,280,0,0,119.30,141.56,4.53,4551.20,521,0
2,37,1785564150519,5.673538958e-05,0.306728,0,74,1,1,1,74,0,0,1.000000,372.820,0.002,0.812,0.123,368.057,366.165,1.891,3.608,0.178,0.009,0.034,1.522,102.899,261.468,0.000,0.000,0.000,0.000,1,296,0,0,119.30,141.56,4.53,4579.36,521,0
2,38,1785564150930,5.545949233e-05,0.307122,0,87,1,1,1,87,0,0,1.000000,410.942,0.002,0.819,0.123,406.142,404.239,1.902,3.652,0.162,0.010,0.034,1.555,100.848,301.555,0.000,0.000,0.000,0.000,1,348,0,0,119.30,141.56,4.53,4601.19,521,0
2,39,1785564151348,5.4923066e-05,0.307238,0,86,1,1,1,86,0,0,1.000000,418.263,0.002,0.797,0.123,413.409,411.507,1.901,3.729,0.156,0.011,0.038,1.598,101.173,308.463,0.000,0.000,0.000,0.000,1,344,0,0,119.30,141.56,4.53,4683.81,521,0
2,40,1785564151853,5.45680694e-05,0.307261,0,110,1,1,1,110,0,0,1.000000,504.865,0.002,0.859,0.123,499.656,497.598,2.057,4.023,0.156,0.009,0.040,1.543,100.943,394.814,0.000,0.000,0.000,0.000,1,440,0,0,119.30,141.56,4.53,4681.53,521,0
2,41,1785564152317,5.430005796e-05,0.307250,0,100,1,1,1,100,0,0,1.000000,463.863,0.002,0.843,0.124,459.049,457.196,1.852,3.644,0.156,0.014,0.034,1.576,108.722,346.622,0.000,0.000,0.000,0.000,1,400,0,0,119.30,141.56,4.53,4649.47,521,0
2,42,1785564152852,5.406917339e-05,0.307219,0,115,1,1,1,115,0,0,1.000000,534.689,0.002,0.802,0.123,529.848,527.940,1.907,3.712,0.160,0.009,0.035,1.546,106.516,419.600,0.000,0.000,0.000,0.000,1,460,0,0,119.30,141.56,4.53,4656.14,521,0
2,43,1785564153398,5.385395645e-05,0.307178,0,124,1,1,1,124,0,0,1.000000,545.500,0.002,0.807,0.124,540.750,538.843,1.906,3.617,0.156,0.012,0.033,1.723,100.588,436.243,0.000,0.000,0.000,0.000,1,496,0,0,119.30,141.56,4.53,4638.80,521,0
2,44,1785564153970,5.364715138e-05,0.307141,0,127,1,1,1,127,0,0,1.000000,572.717,0.002,0.881,0.123,567.646,565.784,1.861,3.864,0.158,0.011,0.034,1.506,101.603,462.377,0.000,0.000,0.000,0.000,1,508,0,0,119.30,141.56,4.53,4647.89,521,0
2,45,1785564154576,5.344587611e-05,0.307101,0,142,1,1,1,142,0,0,1.000000,605.165,0.002,0.824,0.125,600.375,598.473,1.902,3.643,0.156,0.009,0.033,1.540,103.868,492.797,0.000,0.000,0.000,0.000,1,568,0,0,119.30,141.56,4.53,4582.58,521,0
2,46,1785564155155,5.325623017e-05,0.307069,0,131,1,1,1,131,0,0,1.000000,579.750,0.002,0.810,0.124,574.834,572.937,1.896,3.780,0.158,0.011,0.034,1.505,102.343,468.802,0.000,0.000,0.000,0.000,1,524,0,0,119.30,141.56,4.53,4620.75,521,0
2,47,1785564155713,5.308285823e-05,0.307006,0,129,1,1,1,129,0,0,1.000000,557.266,0.002,0.816,0.124,552.364,550.469,1.894,3.764,0.156,0.009,0.033,1.540,100.709,447.931,0.000,0.000,0.000,0.000,1,516,0,0,119.30,141.56,4.53,4717.20,521,0
2,48,1785564156255,5.293624033e-05,0.306750,0,121,1,1,1,121,0,0,1.000000,542.166,0.002,0.846,0.133,537.218,535.337,1.880,3.768,0.157,0.012,0.034,1.521,101.295,432.236,0.000,0.000,0.000,0.000,1,484,0,0,119.30,141.56,4.53,4562.27,521,0
2,49,1785564156772,5.288459313e-05,0.306746,0,113,1,1,1,113,0,0,1.000000,517.202,0.002,0.781,0.124,512.347,510.474,1.873,3.751,0.156,0.010,0.032,1.513,100.996,407.685,0.000,0.000,0.000,0.000,1,452,0,0,119.30,141.56,4.53,4563.50,521,0
2,50,1785564157375,5.276945508e-05,0.306481,0,122,1,1,1,122,0,0,1.000000,602.508,0.002,0.877,0.125,597.612,595.702,1.910,3.694,0.157,0.009,0.034,1.505,100.843,493.074,0.000,0.000,0.000,0.000,1,488,0,0,119.30,141.56,4.53,4692.19,521,0
2,51,1785564157933,5.287209102e-05,0.305670,0,129,1,1,1,129,0,0,1.000000,558.389,0.002,0.808,0.123,553.648,551.772,1.875,3.611,0.156,0.009,0.033,1.580,101.495,448.427,0.000,0.000,0.000,0.000,1,516,0,0,119.30,141.56,4.53,4674.89,521,0
2,52,1785564158662,5.339034346e-05,0.304425,0,176,1,1,1,176,0,0,1.000000,729.053,0.002,0.833,0.124,724.115,722.218,1.895,3.764,0.172,0.013,0.033,1.562,101.041,619.331,0.000,0.000,0.000,0.000,1,704,0,0,119.30,141.56,4.53,4593.55,521,0
2,53,1785564159400,5.393299919e-05,0.303921,0,177,1,1,1,177,0,0,1.000000,737.853,0.002,0.842,0.124,732.830,730.882,1.947,3.843,0.165,0.014,0.034,1.544,101.982,627.081,0.000,0.000,0.000,0.000,1,708,0,0,119.30,141.56,4.53,4607.19,521,0
2,54,1785564160064,5.373915581e-05,0.304838,0,155,1,1,1,155,0,0,1.000000,663.998,0.002,0.835,0.134,658.997,657.089,1.907,3.825,0.156,0.016,0.036,1.710,103.858,551.216,0.000,0.000,0.000,0.000,1,620,0,0,119.30,141.56,4.53,4560.58,521,0
2,55,1785564160764,5.310048265e-05,0.305861,0,167,1,1,1,167,0,0,1.000000,699.139,0.002,0.813,0.124,694.264,692.362,1.902,3.732,0.156,0.015,0.035,1.507,100.691,589.886,0.000,0.000,0.000,0.000,1,668,0,0,119.30,141.56,4.53,4624.80,521,0
2,56,1785564161439,5.263636461e-05,0.306423,0,161,1,1,1,161,0,0,1.000000,674.926,0.002,0.807,0.124,670.095,668.184,1.911,3.699,0.156,0.011,0.034,1.535,100.505,565.862,0.000,0.000,0.000,0.000,1,644,0,0,119.30,141.56,4.53,4685.66,521,0
2,57,1785564162305,5.231852068e-05,0.306764,0,202,1,1,1,202,0,0,1.000000,866.097,0.001,0.815,0.123,861.305,859.446,1.859,3.653,0.156,0.011,0.034,1.565,100.883,756.724,0.000,0.000,0.000,0.000,1,808,0,0,119.30,141.56,4.53,4585.09,521,0
2,58,1785564163092,5.217466209e-05,0.306844,0,187,1,1,1,187,0,0,1.000000,787.026,0.002,0.835,0.124,782.204,780.281,1.922,3.654,0.163,0.009,0.037,1.550,100.208,678.236,0.000,0.000,0.000,0.000,1,748,0,0,119.30,141.56,4.53,4580.70,521,0
2,59,1785564164050,5.211509874e-05,0.306853,0,229,1,1,1,229,0,0,1.000000,957.689,0.003,0.806,0.124,952.897,951.056,1.841,3.646,0.160,0.013,0.042,1.579,100.667,848.556,0.000,0.000,0.000,0.000,1,916,0,0,119.30,141.56,4.53,4630.19,521,0
2,60,1785564165011,5.208557326e-05,0.306844,0,245,1,1,1,245,0,0,1.000000,961.143,0.002,0.824,0.129,956.236,954.376,1.859,3.747,0.163,0.011,0.033,1.588,100.388,852.127,0.000,0.000,0.000,0.000,1,980,0,0,119.30,141.56,4.53,4551.98,521,0
