iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,iteration_wall_s
11,0.00275039503663,75414,75414,0.679993507899,0.0212345366853,0.0483362901927,1.21981350354e-10,1.12157046329e-11,3062,1,0,21717.0339174,12.1214575768,30877,0,0,0.35309421073,0.999948651838,0,0.1,0,0,44962.7677435,1,1,0,21.878486
12,0.0027126308137,75414,75414,0.679993507899,0.0034996906204,0.0483362901927,1.2179067497e-10,1.03936669321e-11,3082,1,0,22198.6364999,12.5307912827,29999,0,0,0.357936496685,0.999948651838,0,0.1,0,0,42623.9494871,1,1,0,22.3973173751
13,0.00265591378323,75414,75414,0.679993507899,-0.0174929823652,0.0483362901927,1.05291927459e-10,8.88588515262e-12,3114,1,0,22499.2249589,12.1471252441,28979,0,0,0.353789229643,0.999948651838,0,0.1,0,0,40096.1489594,1,1,0,22.7053515003
14,0.00261573824766,75414,75414,0.679993507899,-0.0124048731311,0.0483362901927,8.54497769736e-11,7.86148166927e-12,3132,1,0,22220.6000409,11.5111670494,26614,0,0,0.353961123128,0.999948651838,0,0.1,0,0,37394.6474023,1,1,0,22.3723405837
15,0.00260441940549,75415,75415,0.680002524706,0.0104595568537,0.0483362901927,7.4106653101e-11,7.85710582302e-12,3207,1,0,22645.25,11.5012078285,25271,0,0,0.360044196243,0.999836589107,0,0.1,0,0,34404.01306,1,1,0,39.2142434171
16,0.00258496398185,75415,75415,0.680002524706,0.00549077998119,0.0483362901927,6.28614801095e-11,7.84356199931e-12,3335,1,0,23590.6326251,11.8598747253,21240,0,0,0.360568416206,0.999836589107,0,0.1,0,0,27677.5968871,1,1,0,23.7468810836
17,0.00257334821426,75414,75414,0.679993507899,-0.00135844488214,0.0483362901927,4.80931582531e-11,7.29896060381e-12,3344,1,0,24265.1182919,12.0068750381,20190,0,0,0.361203963736,0.999836589107,0,0.1,0,0,26729.7332149,1,1,0,24.514050208
18,0.00256542693885,75415,75415,0.680002524706,-0.000143831393839,0.0483362901927,3.53432682672e-11,7.05334278636e-12,3339,1,0,23830.1274576,11.4030003548,19486,0,0,0.361929004113,0.999836589107,0,0.1,0,0,25678.5003042,1,1,0,23.9769002502
19,0.00255921955637,75415,75415,0.680002524706,0.000343208424902,0.0483362901927,2.47114052888e-11,6.79329500941e-12,3321,1,0,23551.285542,12.4966669083,18973,0,0,0.362536238322,0.999836589107,0,0.1,0,0,24833.0280434,1,1,0,23.7518106247
20,0.00255334732978,75414,75414,0.679993507899,-0.00230032106489,0.0483362901927,1.56058712756e-11,6.61421128143e-12,3345,1,0,23737.1308751,11.7471251488,18607,0,0,0.371363526636,0.99986583958,0,0.1,0,0,24050.4691388,1,1,0,40.0879103327
21,0.00254881054154,75415,75415,0.680002524706,-0.000630123670948,0.0483362901927,1.22468071748e-11,6.58680752565e-12,3082,1,0,22158.189292,12.8627080917,16332,0,0,0.371546848978,0.99986583958,0,0.1,0,0,22133.5526838,1,1,0,22.3541642502
22,0.00254729826762,75415,75415,0.680002524706,0.00286683876377,0.0483362901927,1.0650788562e-11,6.48638491203e-12,3094,1,0,22003.2123752,11.7081670761,16269,0,0,0.372008666173,0.99986583958,0,0.1,0,0,22192.9931414,1,1,0,22.1491049579
23,0.00254527091086,75415,75415,0.680002524706,0.000637955070673,0.0483362901927,9.30856095756e-12,6.35001137707e-12,3072,1,0,21837.4368329,12.037457943,16270,0,0,0.372422125,0.99986583958,0,0.1,0,0,22218.1427128,1,1,0,21.9929901669
24,0.00254334785,75414,75414,0.679993507899,-0.000635438478434,0.0483362901927,8.42711501205e-12,6.28984219e-12,3046,1,0,21587.303,11.4492921829,16170,0,0,0.372769849157,0.99986583958,0,0.1,0,0,22131.948696,1,1,0,21.7646144172
25,0.00254200781751,75415,75415,0.680002524706,0.000480011257734,0.0483362901927,7.74461279933e-12,6.22939855387e-12,3010,1,0,21504.6881251,11.8787503242,16139,0,0,0.369705278698,0.999833834052,0,0.1,0,0,22068.128251,1,1,0,38.0836856253
26,0.00254201054046,75415,75415,0.680002524706,-0.00282172864755,0.0483362901927,1.03171876478e-11,6.39486265903e-12,2921,1,0,20810.5500832,11.7539172173,15749,0,0,0.369479718709,0.999833834052,0,0.1,0,0,21413.7298661,1,1,0,20.974387459
27,0.0025403443703,75415,75415,0.680002524706,0.00190639401498,0.0483362901927,9.32714884844e-12,6.23023974209e-12,2900,1,0,20642.9680829,12.0265421867,15816,0,0,0.370036249967,0.999833834052,0,0.1,0,0,21633.2745623,1,1,0,20.7937488751
28,0.00253919707605,75414,75414,0.679993507899,0.00134813818948,0.0483362901927,9.1427413794e-12,6.12746806016e-12,2925,1,0,20923.6262498,11.6535000801,15905,0,0,0.370659416586,0.999833834052,0,0.1,0,0,21825.391543,1,1,0,21.1156420838
29,0.00253786968951,75414,75414,0.679993507899,-0.00035937725946,0.0483362901927,8.41219645545e-12,6.07707533229e-12,2900,1,0,20497.548625,11.5762906075,15968,0,0,0.370923926681,0.999833834052,0,0.1,0,0,21889.5141448,1,1,0,20.6434888337
30,0.00253707313654,75414,75414,0.679993507899,-0.000261561413347,0.0483362901927,7.95802290343e-12,6.05953232561e-12,2907,1,0,21030.4941669,12.4588751793,15945,0,0,0.324423281122,0.999787284188,0,0.1,0,0,21944.4096249,1,1,0,37.603159084
31,0.00253807444018,75415,75415,0.680002524706,0.000275432452199,0.0483362901927,1.22123172704e-11,6.20131509322e-12,2784,1,0,19826.5103331,11.650457859,15634,0,0,0.326849681039,0.999787284188,0,0.1,0,0,21591.0059772,1,1,0,20.0226568338
32,0.00253677231861,75414,75414,0.679993507899,0.000655709302014,0.0483362901927,9.13094329507e-12,6.06664473757e-12,2779,1,0,19814.2314157,11.6514172554,15846,0,0,0.334208708028,0.999787284188,0,0.1,0,0,21852.5937793,1,1,0,19.9600131661
33,0.00253625002247,75415,75415,0.680002524706,0.00164229021699,0.0483362901927,6.99174280599e-12,6.00887791978e-12,2815,1,0,20008.8626251,12.7681250572,15979,0,0,0.346207540121,0.999787284188,0,0.1,0,0,22028.4361487,1,1,0,20.1799982907
34,0.00253484248878,75414,75414,0.679993507899,-0.00238102961861,0.0483362901927,7.4755828344e-12,5.95763340199e-12,2775,1,0,19861.1869159,11.5314998627,16048,0,0,0.32719252367,0.999787284188,0,0.1,0,0,22098.937999,1,1,0,20.028514083
35,0.00253495514437,75414,75414,0.679993507899,0.00224191155763,0.0483362901927,7.6433308064e-12,5.98207311994e-12,2811,1,0,20141.874125,11.3765001297,16095,0,0,0.309798052209,0.999969057434,0,0.1,0,0,22156.830789,1,1,0,36.6023336668
36,0.00253555158443,75415,75415,0.680002524706,-0.00370950013526,0.0483362901927,1.03301179085e-11,6.08861109429e-12,2769,1,0,19822.89925,11.7714591026,15715,0,0,0.309946777082,0.999969057434,0,0.1,0,0,21904.741693,1,1,0,19.9812156251
37,0.00253383206958,75414,75414,0.679993507899,-0.000221379124016,0.0483362901927,6.72312314149e-12,5.95069695937e-12,2783,1,0,20100.624167,11.617208004,15852,0,0,0.310409240572,0.999969057434,0,0.1,0,0,22089.0798488,1,1,0,20.2572655003
38,0.00253375361349,75414,75414,0.679993507899,0.00131888472609,0.0483362901927,7.12344419064e-12,5.92910608421e-12,2802,1,0,20086.8752093,14.4053750038,16061,0,0,0.310660965636,0.999969057434,0,0.1,0,0,22273.2231479,1,1,0,20.2852571253
39,0.002533195287,75415,75415,0.680002524706,0.000679097861039,0.0483362901927,9.39251584456e-12,5.89853911258e-12,2790,1,0,19932.374167,11.5355410576,16103,0,0,0.311189107479,0.999969057434,0,0.1,0,0,22346.0273027,1,1,0,20.0862420411
40,0.00253235759348,75415,75415,0.680002524706,-0.00169724829417,0.0483362901927,1.04041710359e-11,5.86954535812e-12,2793,1,0,20346.8319578,12.1374173164,16315,0,0,0.294137352859,0.999938231654,0,0.1,0,0,22458.4187454,1,1,0,37.0979659157
41,0.00253408464511,75414,75414,0.679993507899,0.00126140220746,0.0483362901927,9.4803988939e-12,6.03239630136e-12,2785,1,0,20118.9325004,11.474957943,15809,0,0,0.295578872163,0.999938231654,0,0.1,0,0,22097.60642,1,1,0,20.3393320832
42,0.00253267327597,75414,75414,0.679993507899,-0.00119688811931,0.0483362901927,8.45742550125e-12,5.90061802204e-12,2775,1,0,20002.3582501,12.556707859,16022,0,0,0.294746043215,0.999938231654,0,0.1,0,0,22370.2025933,1,1,0,20.1661225422
43,0.00253277818025,75415,75415,0.680002524706,0.00211789960921,0.0483362901927,7.13035527065e-12,5.89913402734e-12,2800,1,0,20218.9292912,11.9334998131,16123,0,0,0.296885312996,0.999938231654,0,0.1,0,0,22462.8543766,1,1,0,20.433174083
44,0.00253113017366,75414,75414,0.679993507899,-0.00349113591307,0.0483362901927,1.05677575252e-11,5.80518256264e-12,2787,1,0,20284.018291,12.7351670265,16303,0,0,0.294560157528,0.999938231654,0,0.1,0,0,22590.718498,1,1,0,20.4586931248
45,0.00253124941124,75415,75415,0.680002524706,0.00134141278851,0.0483362901927,1.22360381798e-11,5.84262839384e-12,2807,1,0,20488.815834,12.3914580345,16296,0,0,0.267793707579,0.999874642431,0,0.1,0,0,22608.7930134,1,1,0,37.0851306254
46,0.00253228474702,75414,75414,0.679993507899,-0.00231076892754,0.0483362901927,1.48932090971e-11,5.95829904668e-12,2776,1,0,20044.0095,11.5927081108,15976,0,0,0.257696680965,0.999311266193,0,0.1,0,0,22431.7039881,1,1,0,20.205846875
47,0.00253149171102,75414,75414,0.679993507899,0.00107508055633,0.0483362901927,1.36093661074e-11,5.8616834148e-12,2803,1,0,20328.6059999,12.1623749733,16061,0,0,0.263031660481,0.99969763598,0,0.1,0,0,22626.3788072,1,1,0,20.5100783329
48,0.00253040267994,75415,75415,0.680002524706,-0.00127014036058,0.0483362901927,1.29340068944e-11,5.79034256295e-12,2808,1,0,20234.4203749,11.7511253357,16305,0,0,0.258264963688,0.999311266193,0,0.1,0,0,22805.626024,1,1,0,20.3972075409
49,0.00253066961279,75414,75414,0.679993507899,0.00166512875765,0.0483362901927,1.394437616e-11,5.82030037745e-12,2805,1,0,20188.4411249,11.9640841484,16327,0,0,0.266416641621,0.999874642431,0,0.1,0,0,22837.7577609,1,1,0,20.339630709
50,0.00252982147503,75414,75414,0.679993507899,-0.00161679330574,0.0483362901927,1.30841893518e-11,5.7808527563e-12,2807,1,0,20103.8200831,11.8237919807,16527,0,0,0.208185465548,0.995621851646,0,0.1,0,0,22966.8921573,1,1,0,36.7444267501
51,0.00253077776259,75414,75414,0.679993507899,-0.00163612116688,0.0483362901927,1.17705225377e-11,5.89582139382e-12,2787,1,0,20137.307375,11.8065829277,16050,0,0,0.207195463467,0.995621851646,0,0.1,0,0,22629.2763989,1,1,0,20.3313691253
52,0.00253005947537,75415,75415,0.680002524706,0.000264693267245,0.0483362901927,9.02067409251e-12,5.81834439768e-12,2795,1,0,20063.1417079,11.5647501945,16278,0,0,0.208267581443,0.995621851646,0,0.1,0,0,22882.0078294,1,1,0,20.2066925829
53,0.00252944415049,75415,75415,0.680002524706,0.000102117942337,0.0483362901927,6.72945939525e-12,5.75443520627e-12,2793,1,0,20452.7307081,12.4756245613,16400,0,0,0.209265761108,0.995621851646,0,0.1,0,0,23008.7043814,1,1,0,20.614244625
54,0.00252943654699,75414,75414,0.679993507899,0.000136690090166,0.0483362901927,9.91019866642e-12,5.78742032918e-12,2797,1,0,20374.4265423,11.6399579048,16536,0,0,0.209856805425,0.995621851646,0,0.1,0,0,23076.7891723,1,1,0,20.5388852078
55,0.00252918620591,75415,75415,0.680002524706,0.000470118835924,0.0483362901927,1.1873456753e-11,5.74949394165e-12,2795,1,0,20110.4741669,11.962583065,16604,0,0,0.189175052721,0.989773277586,0,0.1,0,0,23136.6533583,1,1,0,36.6437121658
56,0.00253049169434,75415,75415,0.680002524706,-0.00229523597282,0.0483362901927,1.39149041599e-11,5.91812428527e-12,2791,1,0,20137.7797923,11.853582859,16220,0,0,0.188518206119,0.988391351392,0,0.1,0,0,22903.4461778,1,1,0,20.3109934591
