iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,iteration_wall_s
1,0.00465515387889,75414,75414,0.679993507899,0.000515787694484,0.0483362901927,1.39585208828e-09,4.69158774015e-11,2985,1,0,22057.3138752,11.8238329887,8220,0,0,0.216769353582,0.98912125826,0,0.1,0,0,11146.254199,1,1,0,0,0,8,3,0,5,0,0,0,0,0,22.1996932919
2,0.00459594485709,75415,75415,0.680002524706,0.00515297658251,0.0483362901927,1.26758676675e-09,4.48982178026e-11,2989,1,0,22194.3661671,13.1950001717,7877,0,0,0.220322572066,0.971013891822,0,0.1,0,0,11130.1605864,1,1,0,0,0,3,-1,0,4,1,0,10,5,-2,22.6302792919
3,0.00454411884048,75414,75414,0.679993507899,0.00393122989122,0.0483362901927,1.12178093692e-09,4.42627374091e-11,2995,1,0,16200.7090831,11.7548751831,7660,0,0,0.223148929975,0.984336673318,0,0.1,0,0,11169.3222228,1,1,0,0,0,3,1,0,2,2,0,19,5,-1,16.4477484589
4,0.00448501755289,75415,75415,0.680002524706,-0.000269763461717,0.0483362901927,9.01951330121e-10,4.39718059971e-11,3001,1,0,16589.1499162,11.9055418968,7413,0,0,0.227461142231,0.971585166419,0,0.1,0,0,10949.4486525,1,1,0,0,0,4,1,0,3,3,0,45,5,1,16.9396247501
5,0.00442276477722,75415,75415,0.680002524706,-0.00440521685651,0.0483362901927,8.24282492212e-10,4.29534285487e-11,3002,1,0,16140.91325,12.4327077866,7321,0,0,0.179378890466,0.98674335601,0,0.1,0,0,10860.5551317,1,1,0,0,0,3,0,0,3,4,0,61,8,-1,27.0774685838
6,0.00436375218342,75415,75415,0.680002524706,-0.00604947899211,0.0483362901927,8.27694091412e-10,4.37742899503e-11,2969,1,0,16032.30475,12.3492498398,7081,0,0,0.179221568487,0.976492658462,0,0.1,0,0,10469.7123148,1,1,0,0,0,4,0,0,4,5,0,77,8,0,16.3037152924
7,0.00430237411988,75415,75415,0.680002524706,-0.00537223235972,0.0483362901927,7.71253324567e-10,4.29753099618e-11,2974,1,0,15893.390625,11.9567499161,7109,0,0,0.177159859908,0.954027706973,0,0.1,0,0,10592.9767672,1,1,0,0,0,3,1,0,2,6,0,79,2,-1,16.13586475
8,0.00424445023189,75414,75414,0.679993507899,-0.00107238634522,0.0483362901927,8.93822314908e-10,4.21156453619e-11,2954,1,0,15837.030292,11.7582907677,7107,0,0,0.179692995694,0.946386955486,0,0.1,0,0,10488.0018093,1,1,0,0,0,2,1,0,1,7,0,100,10,-1,16.1813247497
9,0.00419076221088,75414,75414,0.679993507899,-0.000765682848441,0.0483362901927,9.56726573603e-10,4.12961678278e-11,2950,1,0,15794.84725,11.64737463,7177,0,0,0.182195999482,0.942037112021,0,0.1,0,0,10564.8465632,1,1,0,0,0,2,2,0,0,8,0,108,4,0,16.033186459
10,0.0041392522795,75414,75414,0.679993507899,0.00144003768274,0.0483362901927,8.72444853407e-10,3.99287842809e-11,2952,1,0,16077.8096251,12.6623330116,7240,0,0,0.148212979953,0.944762194547,0,0.1,0,0,10678.9965432,1,1,0,0,0,3,3,0,0,9,0,117,6,1,27.0759625002
11,0.00409455902289,75415,75415,0.680002524706,0.00701726432771,0.0483362901927,8.39701166397e-10,3.88887451364e-11,2938,1,0,15810.1932082,11.8000841141,7286,0,0,0.151307294407,0.950616690796,0,0.1,0,0,10703.168905,1,1,0,0,0,3,2,0,1,10,0,122,3,0,16.0504177916
