iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,iteration_wall_s
18,0.00284357710563,88423,88423,0.79729315444,-0.00607437920461,0.0483362901927,2.67092024335e-10,9.38417964973e-12,2031,1,0,26955.280292,13.5914998055,18785,0,0,0.157049692332,0.986086663431,0,0.1,0,0,29447.800557,1,1,0,0,0,78,49,1,30,8,0,0,0,0,0,0,27.264752625
19,0.00280667267192,88423,88423,0.79729315444,-0.00467885709655,0.0483362901927,2.58527176864e-10,8.81820221411e-12,2045,1,0,24577.9482503,14.4810419083,19196,0,0,0.157437554365,0.974803523159,0,0.1,0,0,29260.02644,1,1,0,0,0,79,53,1,27,9,0,0,4,-3,0,0,24.9222293342
20,0.0027757616269,88423,88423,0.79729315444,0.000499617477813,0.0483362901927,2.28490439476e-10,8.31426001024e-12,2068,1,0,25183.945333,15.6672501564,18839,0,0,0.155097891519,0.924338844502,0,0.1,0,0,29150.8809043,1,1,0,0,0,79,11,1,69,9,0,0,0,0,0,0,46.7208863338
21,0.00274523351318,88423,88423,0.79729315444,0.00558362337638,0.0483362901927,2.04000477624e-10,7.85841823471e-12,2100,1,0,28735.7600827,15.5367503166,18213,0,0,0.155954188737,0.928369917613,0,0.1,0,0,28624.5484322,1,1,0,0,0,77,-21,1,99,10,0,0,1,-3,0,0,29.0154772499
22,0.00271684740209,88423,88423,0.79729315444,-0.00438007693316,0.0483362901927,1.62845168921e-10,7.41249376243e-12,2132,1,0,28998.9809999,13.7780413628,18220,0,0,0.157039279618,0.970322359905,0,0.1,0,0,28323.7653869,1,1,0,0,0,63,13,0,50,11,0,0,1,-15,0,0,29.2654176247
23,0.00269744808129,88423,88423,0.79729315444,0.00883161725508,0.0483362901927,1.34850132919e-10,7.20135711985e-12,2195,1,0,26650.0566249,17.1621670723,18017,0,0,0.158371967235,0.977284104019,0,0.1,0,0,28147.1840428,1,1,0,0,0,59,17,0,42,11,0,0,0,-4,0,0,26.9652640838
24,0.00267619993951,88424,88424,0.797302171247,0.00462239347378,0.0483362901927,1.15805943391e-10,7.07721333888e-12,2245,1,0,25914.9421673,17.4670000076,17705,0,0,0.159269541419,0.936465619318,0,0.1,0,0,27842.1143299,1,1,0,0,0,58,4,0,54,12,0,0,1,-2,0,0,26.2960846247
25,0.00265009554496,88424,88424,0.797302171247,-0.00529103022575,0.0483362901927,1.07287985675e-10,6.88263748066e-12,2273,1,0,27353.0867081,18.9679589272,17550,0,0,0.151340778819,0.883908505115,0,0.1,0,0,27372.0480493,1,1,0,0,0,62,3,0,59,12,0,0,0,4,0,0,46.4540117909
26,0.00262094160726,88423,88423,0.79729315444,-0.00562730585683,0.0483362901927,1.1614313738e-10,6.63059858118e-12,2288,1,0,28605.5797501,14.5884170532,16942,0,0,0.15165106238,0.824472330432,0,0.1,0,0,26270.321109,1,1,0,0,0,57,42,0,15,12,0,0,0,-5,0,0,29.065341
27,0.00260049074516,88423,88423,0.79729315444,-0.00101577055329,0.0483362901927,1.43081724519e-10,6.33762453824e-12,2298,1,0,27305.506,14.0996246338,16634,0,0,0.152719790381,0.842322984485,0,0.1,0,0,25854.4644259,1,1,0,0,0,57,41,0,16,12,0,0,0,0,0,0,27.5685726251
28,0.00258014605642,88424,88424,0.797302171247,-0.00358127840324,0.0483362901927,1.51031017243e-10,6.02812536479e-12,2313,1,0,26409.3214169,14.1096253395,16417,0,0,0.154021951751,0.829989977831,0,0.1,0,0,25405.0123269,1,1,0,0,0,54,38,0,16,12,0,0,0,-3,0,0,26.6752293748
29,0.00256282710607,88424,88424,0.797302171247,0.000551052303416,0.0483362901927,1.48368060801e-10,5.74970680113e-12,2334,1,0,22455.1252089,12.7594161034,16430,0,0,0.155919966898,0.858848006579,0,0.1,0,0,24960.5172758,1,1,0,0,0,53,40,0,13,12,0,0,0,-1,0,0,22.6425883328
30,0.00254750647187,88423,88423,0.79729315444,0.00292964711904,0.0483362901927,1.52213265647e-10,5.51420430106e-12,2358,1,0,25163.9184999,13.1697077751,16134,0,0,0.15245316585,0.919286952316,0,0.1,0,0,24519.8743175,1,1,0,0,0,53,36,0,17,13,0,0,2,-2,0,0,42.6977407914
31,0.00253460643121,88423,88423,0.79729315444,0.0109488370224,0.0483362901927,1.50412249099e-10,5.40156739855e-12,2301,1,0,24958.6574998,13.1042919159,15070,0,0,0.153459203927,0.879617933393,0,0.1,0,0,23656.3807678,1,1,0,0,0,51,39,0,12,14,0,0,1,-3,0,0,25.1348907081
32,0.00252093646104,88424,88424,0.797302171247,0.000466941160768,0.0483362901927,1.38401420242e-10,5.21594575909e-12,2443,1,0,28892.631083,12.4449577332,14905,0,0,0.154484172801,0.843431977072,0,0.1,0,0,23168.9874804,1,1,0,0,0,50,38,0,12,15,0,0,1,-2,0,0,29.0956766247
33,0.00250618972429,88423,88423,0.79729315444,-0.00476838761937,0.0483362901927,1.19252302483e-10,5.02563168572e-12,2462,1,0,32639.6521254,13.7004170418,14747,0,0,0.155656922509,0.855221126708,0,0.1,0,0,22634.9498786,1,1,0,0,0,51,36,0,15,15,0,0,0,1,0,0,32.8621283751
34,0.00249256630841,88423,88423,0.79729315444,-0.00346996857641,0.0483362901927,1.19644093618e-10,4.82876451279e-12,2476,1,0,25396.9654999,12.2544589043,14844,0,0,0.157527905282,0.893104212342,0,0.1,0,0,22088.1997521,1,1,0,0,0,50,36,0,14,15,0,0,0,-1,0,0,25.594856834
35,0.00247940978438,88423,88423,0.79729315444,-0.00445585334269,0.0483362901927,1.32450930991e-10,4.59286543609e-12,2493,1,0,27645.1010838,14.013250351,14586,0,0,0.155048313062,0.936309869168,0,0.1,0,0,21597.3937817,1,1,0,0,0,48,35,0,13,15,0,0,0,-2,0,0,45.1988536664
36,0.00246784317231,88423,88423,0.79729315444,0.00637865187387,0.0483362901927,1.46994039765e-10,4.42242856203e-12,2554,1,0,29564.9449167,16.2225832939,13466,0,0,0.156162691337,0.915805267514,0,0.1,0,0,20825.0628836,1,1,0,0,0,46,34,1,13,15,0,0,0,-2,0,0,29.9182887501
37,0.00245731723326,88423,88423,0.79729315444,-0.00355615231111,0.0483362901927,1.38130469172e-10,4.1777383985e-12,2617,1,0,42790.6052499,14.0444998741,13338,0,0,0.157232628564,0.916573219279,0,0.1,0,0,20363.8374566,1,1,0,0,0,49,30,2,21,16,0,0,1,2,0,0,43.0654513333
38,0.00244921465373,88424,88424,0.797302171247,0.00341225031944,0.0483362901927,1.22684382342e-10,3.99381003086e-12,2660,1,0,31552.32025,14.8217496872,13084,0,0,0.15959325243,0.919190513131,0,0.1,0,0,19943.7904168,1,1,0,0,0,48,29,2,21,16,0,0,0,-1,0,0,31.8210718748
39,0.00244256231789,88423,88423,0.79729315444,0.00723259235173,0.0483362901927,1.08549547216e-10,3.84009793594e-12,2710,1,0,31635.5932913,13.3542919159,12971,0,0,0.162133597604,0.930594473439,0,0.1,0,0,19519.2068285,1,1,0,0,0,45,29,2,18,16,0,0,0,-3,0,0,31.819981542
40,0.00243556868245,88424,88424,0.797302171247,0.00351192899996,0.0483362901927,9.67745396378e-11,3.65873432119e-12,2776,1,0,35331.5945001,13.6802501678,12955,0,0,0.158553382072,0.955871679945,0,0.1,0,0,19130.4323446,1,1,0,0,0,43,26,2,19,16,0,0,0,-2,0,0,55.47966325
41,0.0024271872427,88424,88424,0.797302171247,-0.00275990409519,0.0483362901927,1.05074203148e-10,3.412452898e-12,2941,1,0,48089.487916,15.7757921219,11820,0,0,0.159034391555,0.956250821903,0,0.1,0,0,18033.8693341,1,1,0,0,0,39,25,2,16,16,0,0,0,-4,0,0,48.4061026252
42,0.00242074545415,88423,88423,0.79729315444,-0.00536070437247,0.0483362901927,1.0274329527e-10,3.18974029576e-12,2953,1,0,36429.0561252,13.3638749123,11714,0,0,0.159452170886,0.960840804558,0,0.1,0,0,17736.288925,1,1,0,0,0,47,27,2,22,17,0,0,3,5,0,0,36.7093448746
43,0.00241459632608,88423,88423,0.79729315444,-0.00670625533837,0.0483362901927,9.7245780186e-11,2.97118268483e-12,2966,1,0,33813.9874997,13.9477081299,11552,0,0,0.160245815339,0.976272068292,0,0.1,0,0,17380.4043062,1,1,0,0,0,45,28,2,19,17,0,0,0,-2,0,0,34.065190291
44,0.00241011753986,88424,88424,0.797302171247,0.0012356047939,0.0483362901927,9.6562524235e-11,2.79519526604e-12,2965,1,0,37972.1013331,22.6124577522,11534,0,0,0.163076887572,0.988102572922,0,0.1,0,0,17092.2310195,1,1,0,0,0,43,28,2,17,18,0,0,1,-3,0,0,38.5247670417
45,0.00240644123637,88424,88424,0.797302171247,0.00387586468611,0.0483362901927,9.18841685719e-11,2.63478759205e-12,2949,1,0,43703.3965416,14.1235423088,11590,0,0,0.155738160875,0.958064640884,0,0.1,0,0,16780.1875142,1,1,0,0,0,44,28,2,18,18,0,0,0,1,0,0,62.447930167
46,0.00240274458581,88423,88423,0.79729315444,0.00704417694207,0.0483362901927,8.49188488916e-11,2.49068866301e-12,2948,1,0,39789.9054589,13.6235413551,10539,0,0,0.156914805587,0.978328862206,0,0.1,0,0,15982.2077254,1,1,0,0,0,45,31,2,16,19,0,0,3,-2,0,0,40.0598558751
47,0.0023998953808,88424,88424,0.797302171247,0.00117750305081,0.0483362901927,7.62722130555e-11,2.32525596533e-12,2926,1,0,36068.4677916,15.3454580307,10636,0,0,0.158197946422,0.934668060372,0,0.1,0,0,15811.4868662,1,1,0,0,0,41,31,2,12,19,0,0,0,-4,0,0,36.3249386251
48,0.00239701810988,88423,88423,0.79729315444,-0.00247937068159,0.0483362901927,6.3935854058e-11,2.14838588203e-12,2898,1,0,36638.63275,13.7540826797,10617,0,0,0.159834318993,0.931138139507,0,0.1,0,0,15652.1675951,1,1,0,0,0,42,33,2,11,20,0,0,3,-2,0,0,36.9815735002
49,0.0023946989213,88424,88424,0.797302171247,-0.000871855938431,0.0483362901927,5.14915142003e-11,1.98539223882e-12,2916,1,0,39692.449625,13.6324162483,10685,0,0,0.162627603835,0.921253752089,0,0.1,0,0,15483.2442033,1,1,0,0,0,35,29,2,8,20,0,0,0,-7,0,0,39.9870841247
50,0.002392912642,88424,88424,0.797302171247,0.00119154824413,0.0483362901927,4.03393393151e-11,1.85239128314e-12,2921,1,0,36697.3371663,16.5703749657,10705,0,0,0.161475672216,0.963080807355,0,0.1,0,0,15381.4019136,1,1,0,0,0,36,27,2,11,21,0,0,3,-2,0,0,55.950971792
51,0.00239087806811,88424,88424,0.797302171247,0.0050328684561,0.0483362901927,2.37009957859e-11,1.69929786937e-12,2959,1,0,35930.0030828,14.0392923355,9789,0,0,0.16315980193,0.963080807355,0,0.1,0,0,14728.7166045,1,1,0,0,0,33,27,4,10,21,0,0,0,-3,0,0,36.2662940831
52,0.00238979925561,88424,88424,0.797302171247,-0.001614968517,0.0483362901927,1.78882063674e-11,1.61451102333e-12,2972,1,0,38129.5527906,13.1714172363,9888,0,0,0.16466943305,0.963080807355,0,0.1,0,0,14677.0652164,1,1,0,0,0,33,23,3,13,22,0,0,1,-1,0,0,38.382480083
53,0.00238895998107,88424,88424,0.797302171247,-0.000427355226949,0.0483362901927,1.51971695593e-11,1.55118887222e-12,2974,1,0,38350.1498752,15.1561250687,10021,0,0,0.167043214196,0.963080807355,0,0.1,0,0,14593.8022395,1,1,0,0,0,32,27,3,8,23,0,0,1,-2,0,0,38.650481083
54,0.00238840780973,88423,88423,0.79729315444,0.00174974833483,0.0483362901927,1.24338290466e-11,1.50905128907e-12,2987,1,0,36685.5429578,13.3765001297,10276,0,0,0.170599365575,0.963080807355,0,0.1,0,0,14593.7542263,1,1,0,0,0,27,18,2,11,24,0,0,1,-6,0,0,36.9637545422
55,0.00238798702018,88424,88424,0.797302171247,0.00247510638329,0.0483362901927,9.68492276241e-12,1.47670784122e-12,2965,1,0,38783.6951671,13.7901659012,10409,0,0,0.163327249531,0.944467549087,0,0.1,0,0,14551.4046992,1,1,0,0,0,22,18,2,6,24,0,0,0,-5,0,0,56.2104389169
56,0.00238749405513,88424,88424,0.797302171247,-0.000174917151226,0.0483362901927,6.42499970535e-12,1.45408962657e-12,2954,1,0,39494.5297499,14.3918328285,9626,0,0,0.164304475137,0.954116543035,0,0.1,0,0,14346.9865705,1,1,0,0,0,20,15,1,6,25,0,0,2,-4,0,0,39.7713426249
57,0.00238714714248,88423,88423,0.79729315444,6.22487908936e-05,0.0483362901927,4.95070119711e-12,1.4375967209e-12,2957,1,0,35334.9683752,15.3694996834,9772,0,0,0.166338967333,0.969668936552,0,0.1,0,0,14339.9442516,1,1,0,0,0,17,13,1,5,25,0,0,0,-3,0,0,35.6448431658
58,0.00238676099199,88423,88423,0.79729315444,-0.000801653827917,0.0483362901927,3.75784262731e-12,1.42712616947e-12,2933,1,0,39710.9532499,15.3853750229,9988,0,0,0.16913953504,0.984807633957,0,0.1,0,0,14388.7746486,1,1,0,0,0,25,16,2,11,26,0,0,6,2,0,0,39.9885545839
59,0.00238653847456,88424,88424,0.797302171247,0.00168194838242,0.0483362901927,3.04955199629e-12,1.42326976404e-12,2941,1,0,35906.4185839,13.4722499847,10182,0,0,0.17309447008,0.982911190089,0,0.1,0,0,14371.7898167,1,1,0,0,0,22,16,2,8,27,0,0,1,-4,0,0,36.2032973748
60,0.00238628994624,88424,88424,0.797302171247,0.00116547655547,0.0483362901927,5.03403887223e-12,1.42266088625e-12,2958,1,0,40587.119875,13.5058751106,10487,0,0,0.166786522181,0.980968515971,0,0.1,0,0,14426.7471594,1,1,0,0,0,25,18,2,9,28,0,0,4,-1,0,0,59.7452611667
