iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,iteration_wall_s
1,0.00287148916822,75414.72,75790,0.683383827454,3.5686439216,226800493641,7.51885181228e-13,1.63875391097e-11,1579,1,0,108520.089,12.8622918129,28010,363,9.71091545112e-13,0.167123883372,0.999817297014,24,0.1,0.268852916023,115.5313575
2,0.00276168195354,75414.72,76003,0.685304407415,-0.134705104889,475848128895,3.5836629359e-13,1.46457146576e-11,3079,1,0,30845.6820831,11.9408750534,25939,363,9.91357910238e-13,0.160040608971,0.999327526395,24,0.1,0.245296760326,37.8119236669
3,0.00268183135959,75414.72,75712,0.682680516483,-0.223300596457,946797406790,1.80110263337e-13,1.28615425746e-11,2887,1,0,30009.9372921,12.4541659355,24605,362,9.64813899444e-13,0.159107260415,0.997070241768,24,0.1,0.237731981852,36.9680129159
4,0.00264287482885,75414.72,75440,0.680227944889,-0.300469314895,596555741648,2.85854142972e-13,1.14389824295e-11,2810,1,0,21949.379333,12.2892079353,23249,353,9.47988807689e-13,0.157510210953,0.999099267156,24,0.1,0.23545684695,29.017967042
5,0.00263292997957,75414.72,75404,0.679903339825,-0.117091737454,1.12615993998e+12,1.51424255303e-13,1.11039276245e-11,2734,1,0,21524.377625,11.9652080536,22935,353,9.3891771816e-13,0.15487227708,0.996175259689,24,0.1,0.232710980332,28.4197295001
6,0.00262185647481,75414.72,75421,0.68005662555,-0.172650963276,1.92549297041e+12,8.8563257765e-14,1.06870764525e-11,2731,1,0,21375.760375,12.6366672516,22464,352,9.80820707159e-13,0.152096248529,0.998047368697,24,0.1,0.232497302247,28.3495068327
7,0.00261137156853,75414.72,75337,0.679299213734,-0.227989188984,2.15919028264e+12,7.89777221741e-14,1.02289002369e-11,2741,1,0,21470.3103752,12.9858751297,20815,337,9.6351276801e-13,0.144280230121,0.994253035446,24,0.1,0.232819424474,28.2876758748
8,0.00260678489721,75414.72,75356,0.679470533074,-0.140819304028,1.09718951386e+12,1.55422493661e-13,9.90563173798e-12,2732,1,0,21188.0707917,11.7833333015,20432,335,9.88475750978e-13,0.141845862948,0.993165666498,24,0.1,0.230550255597,27.9580129171
9,0.00260519747793,75414.72,75360,0.679506600303,-0.0600779906335,2.54335979263e+12,6.7048292089e-14,9.91391208613e-12,2738,1,0,21267.2422924,12.7396669388,20180,335,9.49660184673e-13,0.139605153243,0.990415024285,24,0.1,0.228394660387,28.0478992499
10,0.00260196486559,75414.72,75315,0.679100843973,-0.10494161109,861688702149,1.9789969375e-13,9.56250366292e-12,2693,1,0,21112.0860829,11.8765830994,20208,339,9.92968766271e-13,0.13820384083,0.998776762086,24,0.1,0.225639013275,28.0193805834
11,0.00260107168737,75414.72,75357,0.679479549881,-0.0160641260672,3.10397739186e+12,5.49385220107e-14,9.72105085076e-12,2730,1,0,21913.8757906,13.110584259,19983,334,9.1723823169e-13,0.137742221528,0.987922732069,24,0.1,0.222453914493,28.7463125
12,0.00260098913462,75414.72,75295,0.678920507827,-0.0942182690444,672374563609,2.53620436425e-13,9.29131547979e-12,2669,1,0,21165.7047496,12.4880423546,19972,345,9.84386623833e-13,0.137266104321,0.996607662074,24,0.1,0.222740417302,28.0197360832
13,0.00259912726872,75414.72,75346,0.679380365,0.00591839368138,1.8792731215e+12,9.07414299245e-14,9.52380066216e-12,2700,1,0,21602.8468747,11.7894172668,19722,335,9.45920684404e-13,0.136525099073,0.9937413444,24,0.1,0.220202020452,28.3948462498
14,0.00259809971743,75414.72,75341,0.679335280964,-0.0271142545092,2.53116318671e+12,6.73713694791e-14,9.45879135111e-12,2712,1,0,21097.2750001,11.8747911453,19762,333,8.91337961628e-13,0.135575048389,0.989240544476,24,0.1,0.218237839113,27.8512940831
15,0.0025995431833,75414.72,75384,0.679723003679,0.000406684761476,892064684471,1.91160947443e-13,9.459326044e-12,2702,1,0,21284.6600418,11.8928751945,19575,333,9.27486973557e-13,0.13554802092,0.999102644419,24,0.1,0.216217153508,28.0727314171
16,0.0025985812322,75414.72,75353,0.679443482652,-0.0296883886098,2.08349257586e+12,8.18471504239e-14,9.47260090205e-12,2702,1,0,21488.1183338,12.4159579277,19587,331,9.62337319427e-13,0.134769518028,0.993078445936,24,0.1,0.215782165594,28.2259606249
17,0.00259749437083,75414.72,75346,0.679380365,-0.0226577100569,2.38151271727e+12,7.16048791287e-14,9.34958196178e-12,2708,1,0,21356.5690002,11.8859167099,19615,330,9.30193874635e-13,0.133822994335,0.997999747403,24,0.1,0.216518909108,28.1538518751
18,0.00260292779519,75414.72,75407,0.679930390247,0.0159959150519,972270998593,1.75391357461e-13,9.56513117238e-12,2707,1,0,21357.9268746,11.821583271,19448,335,9.70756673467e-13,0.13327520612,0.992152000841,24,0.1,0.212741825014,28.2721731667
19,0.0026007574707,75414.72,75364,0.679542667532,-0.0454567857192,1.54530352991e+12,8.27642888418e-14,9.3979808657e-12,2712,1,0,21386.0877919,12.2188329697,19449,334,9.58941863051e-13,0.132985759623,0.996300154005,24,0.075,0.213109733547,28.2556214593
20,0.00259978150478,75414.72,75393,0.679804154945,0.00647818877673,2.41025249249e+12,5.30632985947e-14,9.38747370254e-12,2702,1,0,21216.9082079,11.7586250305,19460,332,9.5884033369e-13,0.131076499515,0.998224891386,24,0.075,0.214233842158,27.9515130413
21,0.0026005065708,75414.72,75367,0.679569717954,-0.0340227889528,1.26580718663e+12,1.01039043741e-13,9.44255284188e-12,2714,1,0,21387.349709,12.6962909698,19432,334,9.26345739822e-13,0.132036007229,0.998235466415,24,0.075,0.212906045865,28.1567191668
22,0.00260037855817,75414.72,75397,0.679840222174,0.0209512784131,2.28097111432e+12,5.60708318026e-14,9.34215342564e-12,2724,1,0,21993.4377499,12.5730838776,19410,334,9.68827874202e-13,0.129720666776,0.995571484679,24,0.075,0.213624224351,28.7354782079
23,0.00260321914776,75414.72,75416,0.680011541513,-0.00520485488317,542976562037,2.35545982349e-13,9.59047568976e-12,2712,1,0,21083.4768329,11.819750309,19397,336,9.3891663512e-13,0.13058953983,0.999652589002,24,0.075,0.215276449847,27.8701973748
