field,printed_voxels,achieved_vf,fractional_samples,max_von_mises_mpa,margin_worst_case,margin_effective,accepted,min_feature_violations,load_path_connected,frozen_solid_below_iso,frozen_solid_total,frozen_void_above_iso,frozen_restored,mass_grams
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/E1_c1_eta1/snap/it0010,75415,0.680002524706,32260,0.0762202816823,721.592715037,149.415002557,1,4561,1,0,40216,0,0,463.829229338
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/E1_c1_eta1/snap/it0020,75414,0.679993507899,11498,0.0226367716281,2429.67508369,503.095307475,1,1079,1,0,40216,0,0,463.736993541
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/E1_c1_eta1/snap/it0030,75414,0.679993507899,7722,0.0162225833852,3390.33547827,702.012331332,1,682,1,0,40216,0,0,463.743142594
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/E1_c1_eta1/snap/it0040,75414,0.679993507899,8138,0.0162048487497,3394.04587168,702.780615752,1,593,1,0,40216,0,0,463.736993541
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/E1_c1_eta1/snap/it0050,75415,0.680002524706,8814,0.0162363005339,3387.47117208,701.419240095,1,548,1,0,40216,0,0,463.749291647
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/E1_c1_eta1/snap/it0060,75415,0.680002524706,9084,0.0162309134501,3388.59548288,701.652043027,1,557,1,0,40216,0,0,463.749291647
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/A4_mask/snap/it0010,75414,0.679993507899,59518,0.0458980127169,1198.30896251,248.125199945,1,2185,1,0,40216,0,0,463.816931232
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/A4_mask/snap/it0020,75414,0.679993507899,45090,0.0277816866985,1979.72141134,409.926643622,1,1524,1,0,40216,0,0,463.859974604
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/A4_mask/snap/it0030,75415,0.680002524706,30172,0.0231779285168,2372.94717516,491.349068326,1,1019,1,0,40216,0,0,463.798484072
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/A4_mask/snap/it0040,75414,0.679993507899,26886,0.0166654421936,3300.24246349,683.357420115,1,979,1,0,40216,0,0,463.749291647
