rung,iter,wall_ms,compliance,achieved_vf,plateau,cg_iters,cg_multigrid,beta,hier_built,mg_cycles_attempted,infeasible,recycle_dim,active_fraction
0,1,1784853056953,103201.7784,0.008780,0,51,1,0,1,51,0,0,1.000000
0,2,1784853057676,2973.07849,0.008310,0,37,1,0,1,37,0,0,1.000000
0,3,1784853058390,1038.51925,0.007724,0,39,1,0,1,39,0,0,1.000000
0,4,1784853059107,434.7601679,0.008774,0,36,1,0,1,36,0,0,1.000000
0,5,1784853059643,72.12524322,0.010736,0,38,1,0,1,38,0,0,1.000000
0,6,1784853060131,25.86289394,0.012002,0,32,1,0,1,32,0,0,1.000000
0,7,1784853060614,16.16899133,0.012337,0,33,1,0,1,33,0,0,1.000000
0,8,1784853061104,12.32384154,0.012447,0,34,1,0,1,34,0,0,1.000000
0,9,1784853061581,10.25772227,0.012475,0,33,1,0,1,33,0,0,1.000000
0,10,1784853062031,8.822727714,0.012499,0,34,1,0,1,34,0,0,1.000000
0,11,1784853062461,7.691518147,0.012522,0,31,1,0,1,31,0,0,1.000000
0,12,1784853062896,6.80843369,0.012546,0,31,1,0,1,31,0,0,1.000000
0,13,1784853063387,6.148803567,0.012572,0,32,1,0,1,32,0,0,1.000000
0,14,1784853063831,5.659630306,0.012599,0,31,1,0,1,31,0,0,1.000000
0,15,1784853064262,5.312703468,0.012621,0,31,1,0,1,31,0,0,1.000000
0,16,1784853064669,5.082872156,0.012642,0,31,1,0,1,31,0,0,1.000000
0,17,1784853065074,4.938827668,0.012654,0,31,1,0,1,31,0,0,1.000000
0,18,1784853065487,4.844397833,0.012663,0,31,1,0,1,31,0,0,1.000000
0,19,1784853065898,4.783040088,0.012668,0,32,1,0,1,32,0,0,1.000000
0,20,1784853066305,4.740184419,0.012672,0,32,1,0,1,32,0,0,1.000000
0,21,1784853066723,4.709908275,0.012674,0,32,1,0,1,32,0,0,1.000000
0,22,1784853067135,4.689302629,0.012675,0,32,1,0,1,32,0,0,1.000000
0,23,1784853067572,4.672891065,0.012677,0,32,1,0,1,32,0,0,1.000000
0,24,1784853067980,4.66061253,0.012678,0,32,1,0,1,32,0,0,1.000000
0,25,1784853068385,4.651920941,0.012680,0,32,1,0,1,32,0,0,1.000000
0,26,1784853068795,4.647444003,0.012680,0,32,1,0,1,32,0,0,1.000000
0,27,1784853069217,4.645449643,0.012680,0,32,1,0,1,32,0,0,1.000000
0,28,1784853069669,4.64369415,0.012681,0,32,1,0,1,32,0,0,1.000000
0,29,1784853070075,4.64233212,0.012681,0,32,1,0,1,32,0,0,1.000000
0,30,1784853070490,4.641264865,0.012681,0,32,1,0,1,32,0,0,1.000000
0,31,1784853070895,4.640568394,0.012681,0,32,1,0,1,32,0,0,1.000000
0,32,1784853071304,4.640177596,0.012681,0,32,1,0,1,32,0,0,1.000000
0,33,1784853071706,4.639863394,0.012681,0,32,1,0,1,32,0,0,1.000000
0,34,1784853072108,4.639580582,0.012681,0,32,1,0,1,32,0,0,1.000000
0,35,1784853072543,4.639363836,0.012681,0,32,1,0,1,32,0,0,1.000000
0,36,1784853072930,4.63922977,0.012681,0,32,1,0,1,32,0,0,1.000000
0,37,1784853073316,4.639124452,0.012681,0,32,1,0,1,32,0,0,1.000000
0,38,1784853073693,4.639051924,0.012681,1,32,1,0,1,32,0,0,1.000000
1,1,1784853074976,267045.6434,0.006438,0,50,1,0,1,50,0,0,1.000000
1,2,1784853075503,285527.976,0.005877,0,54,1,0,1,54,0,0,1.000000
1,3,1784853076298,1152273.756,0.005094,0,96,1,0,1,96,0,0,1.000000
1,4,1784853076833,386715.3341,0.004891,0,57,1,0,1,57,0,0,1.000000
1,5,1784853077418,3377627.821,0.004227,0,75,1,0,1,75,0,0,1.000000
1,6,1784853077900,70250.39742,0.004483,0,56,1,0,1,56,0,0,1.000000
1,7,1784853078254,12726.49423,0.004440,0,35,1,0,1,35,0,0,1.000000
1,8,1784853078633,742.9284574,0.006760,0,39,1,0,1,39,0,0,1.000000
1,9,1784853079028,230.579148,0.008119,0,34,1,0,1,34,0,0,1.000000
1,10,1784853079460,111.8980832,0.008726,0,37,1,0,1,37,0,0,1.000000
1,11,1784853079876,71.08047651,0.008944,0,36,1,0,1,36,0,0,1.000000
1,12,1784853080266,52.59932075,0.009022,0,35,1,0,1,35,0,0,1.000000
1,13,1784853080652,41.84030412,0.009047,0,35,1,0,1,35,0,0,1.000000
1,14,1784853081032,34.27163888,0.009065,0,33,1,0,1,33,0,0,1.000000
1,15,1784853081412,28.53157785,0.009084,0,33,1,0,1,33,0,0,1.000000
1,16,1784853081795,24.09993382,0.009099,0,33,1,0,1,33,0,0,1.000000
1,17,1784853082178,20.6547635,0.009111,0,33,1,0,1,33,0,0,1.000000
1,18,1784853082560,17.9010145,0.009121,0,33,1,0,1,33,0,0,1.000000
1,19,1784853082939,15.65945199,0.009132,0,33,1,0,1,33,0,0,1.000000
1,20,1784853083331,13.83761995,0.009149,0,32,1,0,1,32,0,0,1.000000
1,21,1784853083836,12.40371822,0.009168,0,34,1,0,1,34,0,0,1.000000
1,22,1784853084312,11.38544754,0.009178,0,35,1,0,1,35,0,0,1.000000
1,23,1784853084719,10.60306511,0.009187,0,35,1,0,1,35,0,0,1.000000
1,24,1784853085130,10.00634586,0.009200,0,36,1,0,1,36,0,0,1.000000
1,25,1784853085569,9.584405987,0.009211,0,36,1,0,1,36,0,0,1.000000
1,26,1784853085957,9.302194673,0.009225,0,34,1,0,1,34,0,0,1.000000
1,27,1784853086355,9.153679611,0.009230,0,34,1,0,1,34,0,0,1.000000
1,28,1784853086757,9.07675843,0.009231,0,34,1,0,1,34,0,0,1.000000
1,29,1784853087146,9.019510476,0.009232,0,34,1,0,1,34,0,0,1.000000
1,30,1784853087542,8.978660023,0.009233,0,34,1,0,1,34,0,0,1.000000
1,31,1784853087936,8.942964273,0.009233,0,34,1,0,1,34,0,0,1.000000
1,32,1784853088337,8.909856011,0.009234,0,34,1,0,1,34,0,0,1.000000
1,33,1784853088726,8.879928542,0.009234,0,33,1,0,1,33,0,0,1.000000
1,34,1784853089116,8.858701347,0.009235,0,33,1,0,1,33,0,0,1.000000
1,35,1784853089510,8.839644922,0.009235,0,34,1,0,1,34,0,0,1.000000
1,36,1784853089957,8.820737019,0.009235,0,34,1,0,1,34,0,0,1.000000
1,37,1784853090344,8.80275868,0.009235,0,34,1,0,1,34,0,0,1.000000
1,38,1784853090743,8.787417533,0.009236,0,34,1,0,1,34,0,0,1.000000
1,39,1784853091134,8.775968595,0.009236,0,34,1,0,1,34,0,0,1.000000
1,40,1784853091523,8.768965032,0.009236,0,33,1,0,1,33,0,0,1.000000
1,41,1784853091920,8.763116765,0.009236,0,34,1,0,1,34,0,0,1.000000
1,42,1784853092319,8.756425597,0.009236,0,34,1,0,1,34,0,0,1.000000
