iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,iteration_wall_s
23,0.00253954702667,75414.72,74993,0.676197432013,4.0149890805e-05,0.0483362901927,1.07849368416e-11,6.10179959048e-12,2679,1,0,20159.2575831,12.1775827408,28099,0,0,0.41999068092,0.999875050568,0,0.1,0,20.2627365831
24,0.00253798595667,75414.72,74939,0.675710524418,0.000565374919575,0.0483362901927,1.09542317987e-11,5.99420003339e-12,2680,1,0,20087.7107081,11.6770839691,27854,0,0,0.420444714565,0.999875050568,0,0.1,0,20.1823524158
25,0.00253719197737,75414.72,74948,0.675791675683,-0.000367864693575,0.0483362901927,1.07270828458e-11,6.04475403757e-12,2670,1,0,20016.1307502,11.7380418777,27627,0,0,0.412703340763,0.999954715662,0,0.1,0,39.9919547499
26,0.00253983091977,75414.72,74936,0.675683473996,-0.0212573823885,0.0483362901927,1.19652575099e-11,6.4039917594e-12,2660,1,0,20088.3678331,11.7501249313,27048,0,0,0.412793685027,0.999954715662,0,0.1,0,20.1816726252
27,0.00253695367524,75414.72,74927,0.67560232273,0.00249446789291,0.0483362901927,1.17683279926e-11,6.02845342059e-12,2654,1,0,20295.0298753,11.7917079926,27264,0,0,0.413137022836,0.999954715662,0,0.1,0,20.390242375
28,0.00253576864602,75414.72,74899,0.675349852124,2.77949436446e-05,0.0483362901927,1.12973101633e-11,5.99867873483e-12,2641,1,0,20434.144834,12.0902910233,27128,0,0,0.413613761796,0.999954715662,0,0.1,0,20.5299472502
29,0.00253437990035,75414.72,74897,0.67533181851,0.0012484726552,0.0483362901927,1.05024377496e-11,5.88590371362e-12,2645,1,0,20267.146667,11.7350826263,26965,0,0,0.414127624632,0.999954715662,0,0.1,0,20.3632461252
30,0.0025339222777,75414.72,74864,0.675034263868,-0.00114719126419,0.0483362901927,9.5311366398e-12,5.97168096616e-12,2620,1,0,20289.0566249,12.0930829048,26771,0,0,0.412408953278,0.999890904319,0,0.1,0,40.5193748749
31,0.00253659173813,75414.72,74941,0.675728558032,-0.0215743614467,0.0483362901927,1.02003255074e-11,6.2720133196e-12,2649,1,0,20475.604917,12.0927920341,26591,0,0,0.412346218885,0.999890904319,0,0.1,0,20.5795094999
32,0.00253406655984,75414.72,74915,0.675494121042,0.00223955953481,0.0483362901927,9.01184919525e-12,5.92871699088e-12,2637,1,0,20744.743917,12.4503331184,26683,0,0,0.412677870317,0.999890904319,0,0.1,0,20.8405873328
33,0.00253328373964,75414.72,74929,0.675620356344,-4.19825659109e-06,0.0483362901927,7.75164164962e-12,5.96099645467e-12,2616,1,0,20087.22575,11.9855418205,26619,0,0,0.413123717835,0.999890904319,0,0.1,0,20.1813962501
34,0.00253199811223,75414.72,74904,0.675394936161,0.00117230285446,0.0483362901927,7.7305221957e-12,5.82725340154e-12,2608,1,0,20136.1270418,12.1530408859,26526,0,0,0.413731436369,1.01830658822,0,0.1,0,20.2354166252
35,0.00253152353929,75414.72,74906,0.675412969776,-0.00022545210461,0.0483362901927,8.39206928877e-12,5.89671269866e-12,2600,1,0,19924.421833,11.7344169617,26380,0,0,0.409268186561,0.99989815327,0,0.1,0,40.1560742082
36,0.00253369493031,75414.72,74901,0.675367885739,-0.0234741755794,0.0483362901927,9.25855326254e-12,6.14895756956e-12,2598,1,0,20119.006917,11.7916250229,26410,0,0,0.404796530621,0.99989815327,0,0.1,0,20.2123265839
37,0.00253140933346,75414.72,74905,0.675403952968,0.0034290538803,0.0483362901927,8.86731933478e-12,5.84309100149e-12,2599,1,0,20371.5917077,11.6599998474,26584,0,0,0.405803816007,0.99989815327,0,0.1,0,20.4663867918
38,0.00253073539096,75414.72,74875,0.675133448748,-0.000733996675266,0.0483362901927,8.2810126886e-12,5.88461569124e-12,2602,1,0,20044.7747502,11.727332592,26543,0,0,0.406156305279,0.99989815327,0,0.1,0,20.1385954586
39,0.00252943776145,75414.72,74866,0.675052297483,0.00226776276102,0.0483362901927,7.54419242837e-12,5.71136532436e-12,2604,1,0,20221.4733753,11.930082798,26492,0,0,0.407591472125,0.99989815327,0,0.1,0,20.3151011248
40,0.00252951231581,75414.72,74863,0.675025247061,-0.00228248300813,0.0483362901927,6.68550357167e-12,5.8827280542e-12,2616,1,0,20174.4933748,11.6812500954,26402,0,0,0.397798717998,0.999918237467,0,0.1,0,40.4129767921
41,0.00253067607865,75414.72,74840,0.674817860492,-0.0214185644447,0.0483362901927,5.76154312572e-12,5.97244406024e-12,2599,1,0,19737.144125,11.7403330803,26451,0,0,0.396459531011,0.999918237467,0,0.1,0,19.8306262079
42,0.00252904675708,75414.72,74866,0.675052297483,0.00299741408666,0.0483362901927,6.0368115822e-12,5.71545551175e-12,2605,1,0,20352.9057503,11.9032087326,26647,0,0,0.397100173796,0.999918237467,0,0.1,0,20.4550438751
43,0.00252881296558,75414.72,74854,0.674944095795,-0.00137912705793,0.0483362901927,6.26353610846e-12,5.84929255467e-12,2618,1,0,20125.823667,11.7309999466,26522,0,0,0.397579043108,0.999918237467,0,0.1,0,20.2187948748
44,0.00252752416051,75414.72,74867,0.67506131429,0.00302366618468,0.0483362901927,6.12139631759e-12,5.63578429566e-12,2611,1,0,20280.2727084,11.736207962,26537,0,0,0.398336403712,0.999918237467,0,0.1,0,20.3733024583
45,0.00252777611795,75414.72,74836,0.674781793263,-0.00314853974058,0.0483362901927,6.02072713747e-12,5.85529682727e-12,2629,1,0,20166.4735413,11.6092920303,26379,0,0,0.386839363592,0.999822088399,0,0.1,0,40.276347667
46,0.00252912428497,75414.72,74850,0.674908028565,-0.0208815208704,0.0483362901927,5.54212231054e-12,5.89157635618e-12,2611,1,0,20030.0864582,11.8056669235,26456,0,0,0.378210765269,0.999822088399,0,0.1,0,20.1241357923
47,0.00252766476969,75414.72,74881,0.675187549592,0.00287820731041,0.0483362901927,5.49213703693e-12,5.67666717024e-12,2612,1,0,20177.3446255,11.7090406418,26594,0,0,0.380275554815,0.999822088399,0,0.1,0,20.2702760841
48,0.00252769734907,75414.72,74843,0.674844910914,-0.00181765503192,0.0483362901927,6.15901420773e-12,5.81733954064e-12,2619,1,0,20057.7952089,11.7959160805,26501,0,0,0.380003897368,0.999822088399,0,0.1,0,20.1503027501
49,0.00252650264317,75414.72,74885,0.675223616822,0.00274305120803,0.0483362901927,6.73188264576e-12,5.65166400301e-12,2622,1,0,20095.656167,11.631166935,26468,0,0,0.382114078354,0.999822088399,0,0.1,0,20.1884682919
50,0.00252671264156,75414.72,74887,0.675241650436,-0.00247634784202,0.0483362901927,7.25298146736e-12,5.79457962017e-12,2628,1,0,20825.8857503,12.111415863,26355,0,0,0.313850648581,0.99979523587,0,0.1,0,40.9667821252
51,0.00252888399778,75414.72,74906,0.675412969776,-0.0209058365589,0.0483362901927,5.75741914779e-12,5.94608257756e-12,2619,1,0,20103.0669999,11.7975001335,26384,0,0,0.296139081914,0.99979523587,0,0.1,0,20.195510292
52,0.00252709151055,75414.72,74908,0.67543100339,0.00270011894171,0.0483362901927,5.92752415396e-12,5.69114350297e-12,2618,1,0,19936.7660418,11.7032909393,26495,0,0,0.298811321675,0.99979523587,0,0.1,0,20.02856175
53,0.00252691383056,75414.72,74914,0.675485104234,-0.00105214448269,0.0483362901927,6.62756555574e-12,5.79176091341e-12,2623,1,0,20047.1270838,11.6682081223,26470,0,0,0.299172120946,0.99979523587,0,0.1,0,20.1389452498
54,0.00252583420456,75414.72,74929,0.675620356344,0.00193200167037,0.0483362901927,6.90607534166e-12,5.65335228519e-12,2634,1,0,20047.0574999,11.7971668243,26446,0,0,0.301765073802,0.99979523587,0,0.1,0,20.14009625
55,0.00252594386598,75414.72,74946,0.675773642069,-0.00161801325483,0.0483362901927,6.94538781282e-12,5.76395268484e-12,2635,1,0,20232.8399172,12.1629576683,26408,0,0,0.277457627202,0.999484120259,0,0.1,0,40.4263423332
56,0.00252788370345,75414.72,74933,0.675656423574,-0.0203867383257,0.0483362901927,7.2673876871e-12,5.9064978441e-12,2609,1,0,19921.2480421,11.7144999504,26417,0,0,0.276056275256,0.999484120259,0,0.1,0,20.013524292
57,0.00252623576857,75414.72,74972,0.676008079059,0.0033102841081,0.0483362901927,6.8437390725e-12,5.64643410808e-12,2620,1,0,20278.1767082,11.6728749275,26580,0,0,0.277389754869,0.999484120259,0,0.1,0,20.3726144172
58,0.00252621373059,75414.72,74910,0.675449037005,-0.00223664198165,0.0483362901927,6.14933997251e-12,5.79669668436e-12,2627,1,0,20068.9077921,11.7388329506,26497,0,0,0.278728179956,0.999484120259,0,0.1,0,20.1648959173
59,0.00252488781722,75414.72,74983,0.67610726394,0.00378078723014,0.0483362901927,6.18140308878e-12,5.57652969113e-12,2619,1,0,20060.6932497,12.0840830803,26531,0,0,0.280034649241,0.999484120259,0,0.1,0,20.1570774158
60,0.00252547898354,75414.72,74903,0.675385919354,-0.0044498182799,0.0483362901927,6.42999408415e-12,5.81080145353e-12,2628,1,0,20331.6242499,11.5837922096,26456,0,0,0.270179300421,0.999447058412,0,0.1,0,40.5091790836
