iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,iteration_wall_s
48,0.002391330365,88423,88423,0.79729315444,0.000402120738242,0.0483362901927,9.29345517571e-12,1.96078491096e-12,2476,1,0,45030.1431251,12.9874582291,8153,0,0,0.136996487449,0.920363707981,0,0.1,0,0,11929.1594376,1,1,0,0,0,14,9,0,5,38,0,0,1,-2,45.278093541
49,0.0023909373965,88424,88424,0.797302171247,3.9117027543e-05,0.0483362901927,8.82500231307e-12,1.94362945405e-12,2473,1,0,30577.4935842,14.3200407028,8261,0,0,0.14476315597,0.966387717861,0,0.1,0,0,12026.0786478,1,1,0,0,0,15,6,0,9,38,0,0,0,1,30.986620917
50,0.00239059603924,88423,88423,0.79729315444,0.000503446245096,0.0483362901927,8.18914975074e-12,1.9225912395e-12,2473,1,0,38419.5333328,13.3514590263,8374,0,0,0.120601312054,0.953727026071,0,0.1,0,0,12046.8114728,1,1,0,0,0,14,7,0,7,38,0,0,0,-1,57.6968261669
51,0.0023905943074,88423,88423,0.79729315444,-7.91636402232e-05,0.0483362901927,7.27060848084e-12,1.94978013979e-12,2473,1,0,49175.2731667,13.7377910614,8179,0,0,0.124539295539,0.953553942632,0,0.1,0,0,12043.561751,1,1,0,0,0,15,7,0,8,39,0,0,1,0,49.48303075
52,0.00239014840946,88423,88423,0.79729315444,-0.000818916689743,0.0483362901927,7.22634665854e-12,1.90834315423e-12,2472,1,0,38910.7711248,25.4127082825,8235,0,0,0.130322924969,0.928850501112,0,0.1,0,0,12102.686053,1,1,0,0,0,17,8,0,9,40,0,0,2,0,39.2974184998
53,0.00238983573717,88423,88423,0.79729315444,0.000228551948298,0.0483362901927,6.88081423507e-12,1.89398581543e-12,2471,1,0,32361.4440413,13.2037916183,8385,0,0,0.138066071008,0.928899919449,0,0.1,0,0,12217.4478487,1,1,0,0,0,18,8,0,10,41,0,0,2,-1,32.7198531246
54,0.00238959095127,88423,88423,0.79729315444,0.000783723954151,0.0483362901927,6.87947449553e-12,1.88592314302e-12,2469,1,0,31964.6680002,14.2116250992,8453,0,0,0.146265209726,0.937969816944,0,0.1,0,0,12229.1192121,1,1,0,0,0,17,8,0,9,42,0,0,2,-3,32.2199613331
55,0.00238920491542,88424,88424,0.797302171247,-0.00187714270181,0.0483362901927,6.59223696816e-12,1.86736424994e-12,2470,1,0,32270.9215827,12.9368753433,8581,0,0,0.121685119839,0.942334775548,0,0.1,0,0,12312.6733514,1,1,0,0,0,18,7,0,11,43,0,0,1,0,47.846492833
56,0.00238939806072,88424,88424,0.797302171247,0.0022122472213,0.0483362901927,6.2797283782e-12,1.91098813063e-12,2470,1,0,22637.855041,12.462375164,8357,0,0,0.125947751047,0.934928234531,0,0.1,0,0,12285.6968729,1,1,0,0,0,19,7,0,12,44,0,0,1,0,22.8209034163
57,0.0023890776925,88423,88423,0.79729315444,-0.000284670119256,0.0483362901927,5.85397138335e-12,1.87249536673e-12,2470,1,0,18126.9908748,11.9989161491,8444,0,0,0.132196765825,0.922776696792,0,0.1,0,0,12444.1823336,1,1,0,0,0,15,4,0,11,44,0,0,0,-4,18.2791594174
58,0.00238882824588,88424,88424,0.797302171247,0.000381272290531,0.0483362901927,5.22047426655e-12,1.85354595595e-12,2470,1,0,19875.2943749,12.3287911415,8558,0,0,0.139889299445,0.932439091393,0,0.1,0,0,12488.2467263,1,1,0,0,0,18,8,0,10,45,0,0,3,0,20.086277416
59,0.00238851838231,88423,88423,0.79729315444,-0.00178784436312,0.0483362901927,4.34494558475e-12,1.83242613118e-12,2470,1,0,14181.8927503,11.5741658211,8696,0,0,0.148075202946,0.948010911911,0,0.1,0,0,12623.7425066,1,1,0,0,0,19,8,0,11,46,0,0,3,-2,14.3206442092
60,0.00238848280315,88423,88423,0.79729315444,0.00291755889587,0.0483362901927,4.05429283324e-12,1.83457393246e-12,2463,1,0,29707.3554583,13.6982498169,8800,0,0,0.122511274199,0.934169182857,0,0.1,0,0,12597.7652572,1,1,0,0,0,20,7,0,13,47,0,0,4,-3,55.0236340002
