iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,iteration_wall_s
1,0.00287148916822,75414.72,75790,0.683383827454,3.5686439216,206447551199,8.26010913051e-13,2.0775029357e-11,1579,1,0,109404.65475,12.9335422516,28010,359,9.22626903162e-13,0.164375018226,0.999796842273,24,0.1,0.268852916023,116.258000125
2,0.00279825785864,75414.72,75742,0.682951020703,-0.143675117476,276936882179,6.15764606438e-13,1.62724411446e-11,3108,1,0,31261.7790418,12.7465829849,25150,359,9.54866974852e-13,0.156135000928,0.999213960189,24,0.1,0.22717508084,38.1801378326
3,0.00278927412963,75414.72,75803,0.68350104595,-0.0497961901201,387275217546,4.4032750493e-13,1.52966511861e-11,2951,1,0,29540.6341667,11.8575000763,23409,358,9.69947201148e-13,0.150737507876,0.999010548351,24,0.1,0.213274980559,36.4836840001
4,0.00281692885785,75414.72,75664,0.682247709731,-0.0886593805455,249169994433,6.8438389081e-13,1.5270712348e-11,2910,1,0,22319.8640838,11.8362913132,21872,353,9.95679095978e-13,0.146531902507,0.999258633861,24,0.1,0.206634249058,29.2695625839
5,0.00282410386155,75414.72,75652,0.682139508043,-0.0577890566917,242439455817,7.0338357133e-13,1.53940205789e-11,2821,1,0,21510.6600423,12.0749998093,21270,344,9.87653920712e-13,0.142035701756,0.999261276784,24,0.1,0.203137163067,28.5894058747
6,0.00282858451104,75414.72,75654,0.682157541658,-0.0343588157563,344882948776,4.9445161284e-13,1.54218729637e-11,2843,1,0,21739.471292,11.7404580116,20716,339,9.26521422137e-13,0.135455955787,0.999158880517,24,0.1,0.201127752257,28.9450373333
7,0.00283709878866,75414.72,75668,0.68228377696,-0.0326335211752,371839926211,4.58605755442e-13,1.54000012215e-11,2860,1,0,21015.829792,12.2059583664,20178,334,9.30911777951e-13,0.130840072849,0.99946029269,24,0.1,0.195463925964,27.9876472079
8,0.0028477757312,75414.72,75666,0.682265743346,-0.0227446464808,395465509463,4.31208098262e-13,1.53811184452e-11,2861,1,0,21032.92275,12.1325416565,19728,330,9.80795726594e-13,0.127858422011,0.9997478363,24,0.1,0.190985560728,28.1892828331
9,0.00285949035869,75414.72,75676,0.682355911419,-0.0188002127244,398089009047,4.28366336141e-13,1.53749112121e-11,2863,1,0,22019.6756673,15.5603327751,19357,327,9.14993169104e-13,0.125796236416,0.99984097502,24,0.1,0.186697522859,28.8525957088
10,0.00286969294722,75414.72,75665,0.682256726538,-0.0133876529637,684025748634,2.4930045485e-13,1.55068039342e-11,2866,1,0,22409.377625,11.8462080956,19089,328,9.0467133307e-13,0.123754766554,0.999831862546,24,0.1,0.183934486954,29.369214958
