iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,iteration_wall_s
30,0.00273873129896,88423,88423,0.79729315444,-0.00124398464676,0.0483362901927,1.7463988676e-10,8.33514590483e-12,2193,1,0,38524.386333,14.702917099,14186,0,0,0.144687743839,0.971173816942,0,0.1,0,0,21554.6144775,1,1,0,0,0,32,-9,0,41,4,0,0,0,-1,0,0,57.7940150001
31,0.0027181531771,88424,88424,0.797302171247,0.00494974526786,0.0483362901927,1.78980503821e-10,8.17623883345e-12,2229,1,0,28751.5861249,13.6903748512,13795,0,0,0.146623333615,0.967346611462,0,0.1,0,0,21044.4534153,1,1,0,0,0,33,27,0,6,5,0,0,2,-1,0,0,29.0214579999
32,0.00269765726115,88423,88423,0.79729315444,-3.42509062509e-05,0.0483362901927,1.99156718524e-10,8.06786932817e-12,2273,1,0,29159.4034162,13.35333395,13617,0,0,0.148486000141,0.961095813654,0,0.1,0,0,20828.8323431,1,1,0,0,0,32,23,0,9,5,0,0,0,-1,0,0,29.4739269591
33,0.00267647658771,88424,88424,0.797302171247,-0.00218613008234,0.0483362901927,2.05953829925e-10,7.92202190508e-12,2308,1,0,29882.2930827,13.5377082825,13663,0,0,0.150057237749,0.954864345168,0,0.1,0,0,20624.2584996,1,1,0,0,0,34,26,0,8,5,0,0,0,2,0,0,30.1729722912
34,0.00265658809616,88424,88424,0.797302171247,-0.00052775004399,0.0483362901927,1.99027094737e-10,7.7117056969e-12,2346,1,0,39770.5891252,14.9702496529,13588,0,0,0.151818374599,0.957164499806,0,0.1,0,0,20439.9657528,1,1,0,0,0,31,23,0,8,5,0,0,0,-3,0,0,40.1235204581
35,0.00263400798045,88423,88423,0.79729315444,-0.00814276600189,0.0483362901927,1.75183433696e-10,7.43576157802e-12,2366,1,0,30064.1022921,15.642291069,13509,0,0,0.13890418388,0.921027691144,0,0.1,0,0,20155.9786205,1,1,0,0,0,37,25,0,12,5,0,0,0,6,0,0,53.6355680828
36,0.00261646173205,88423,88423,0.79729315444,0.00246317762797,0.0483362901927,1.5230139144e-10,7.25391617441e-12,2381,1,0,30601.27,17.0851664543,12961,0,0,0.139343743354,0.924325046979,0,0.1,0,0,19572.974112,1,1,0,0,0,36,25,0,11,6,0,0,1,-2,0,0,30.8728586249
37,0.00260038827064,88423,88423,0.79729315444,0.0011555625756,0.0483362901927,1.55950278926e-10,7.10586316105e-12,2351,1,0,29566.698041,13.8645420074,12776,0,0,0.14095157427,0.928807454452,0,0.1,0,0,19305.2408521,1,1,0,0,0,43,28,0,15,6,0,0,0,7,0,0,30.0121893329
38,0.00258229076452,88424,88424,0.797302171247,-0.00494271964051,0.0483362901927,1.44581046807e-10,6.97816762928e-12,2396,1,0,31433.5822082,14.0698328018,12635,0,0,0.143051275686,0.932742403912,0,0.1,0,0,19123.7848484,1,1,0,0,0,40,26,0,14,6,0,0,0,-3,0,0,31.7442323328
39,0.00256584425625,88423,88423,0.79729315444,-0.00128046124226,0.0483362901927,1.3407920644e-10,6.85797127099e-12,2458,1,0,29890.823916,13.1049170494,12613,0,0,0.14485354769,0.936617948599,0,0.1,0,0,18834.8924657,1,1,0,0,0,44,30,0,14,7,0,0,1,3,0,0,30.208717667
