field,printed_voxels,achieved_vf,fractional_samples,max_von_mises_mpa,margin_worst_case,margin_effective,accepted,min_feature_violations,load_path_connected,frozen_solid_below_iso,frozen_solid_total,frozen_void_above_iso,frozen_restored,mass_grams
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/s2/RB1_volcount-tags/ALPHA_vm_f1,63705,0.574415710885,96160,0.210735693579,260.9904334,54.0414079317,1,806,1,0,40216,0,0,391.756177183
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/s2/RB1_volcount-cad/ALPHA_vm_f1,75227,0.678307364928,107839,0.0521802975759,1054.03768386,218.251986124,1,2753,1,0,40216,0,0,462.611716811
