iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
40,0.00352871013777,58591,58591,0.528303758205,-0.00085879026151,0.0483362901927,1.76080597401e-10,3.05984885861e-11,2733,1,0,19636.3599172,12.1511249542,10741,0,0,0.282083429741,0.998783322886,0,0.1,0,0,17126.3455646,0,1.02263615832,0,0,0,7,-14,0,21,14,0,0,1,-3,0,0,0,0,0,0,75.4454755001
41,0.0035358909348,58590,58590,0.528294741398,0.00177689621672,0.0483362901927,1.54519084308e-10,3.08074200399e-11,2713,1,0,19589.4604578,12.1127500534,12205,0,0,0.279021895053,0.998783322886,0,0.1,0,0,17280.8104186,0,1.02593240832,0,0,0,5,-16,0,21,14,0,0,0,-2,0,0,0,0,0,0,63.3522980409
42,0.00353046415055,58590,58590,0.528294741398,0.000822478510475,0.0483362901927,1.34686942233e-10,3.06415068628e-11,2710,1,0,19548.4862084,12.2089166641,11750,0,0,0.279245299836,0.998783322886,0,0.1,0,0,17285.2915422,0,1.02486337307,0,0,0,8,-15,0,23,14,0,0,0,3,0,0,0,0,0,0,59.2480381657
43,0.00352492240317,58590,58590,0.528294741398,0.000785429352796,0.0483362901927,1.09810582081e-10,3.05741705903e-11,2715,1,0,19653.3435831,12.9083747864,11306,0,0,0.280887692002,0.998783322886,0,0.1,0,0,17224.6598082,0,1.02375514236,0,0,0,10,-15,0,25,14,0,0,0,2,0,0,0,0,0,0,63.6252198331
44,0.00351672733498,58590,58590,0.528294741398,-0.0024811910937,0.0483362901927,9.25993952718e-11,3.0307209633e-11,2713,1,0,19517.4220829,11.7966251373,10926,0,0,0.289910779629,0.998783322886,0,0.1,0,0,17242.9906617,0,1.02283630555,0,0,0,10,-14,0,24,14,0,0,0,0,0,0,0,0,0,0,59.3390505002
45,0.00351074682046,58590,58590,0.528294741398,-0.000251237088739,0.0483362901927,1.14322324788e-10,3.02518460941e-11,2715,1,0,19792.6943331,12.1450839043,10615,0,0,0.272426816915,0.999126577027,0,0.1,0,0,17095.8852059,0,1.02186692935,0,0,0,10,-14,0,24,14,0,0,0,0,0,0,0,0,0,0,75.8372521661
46,0.00351899073902,58591,58591,0.528303758205,0.002077156661,0.0483362901927,1.71864119731e-10,3.0421679319e-11,2710,1,0,19972.111125,12.1652498245,12213,0,0,0.269808863934,0.999126577027,0,0.1,0,0,17442.6035003,0,1.02588820772,0,0,0,6,-16,0,22,14,0,0,0,-4,0,0,0,0,0,0,59.4437257918
47,0.0035162773973,58591,58591,0.528303758205,0.00239996907179,0.0483362901927,1.82002515995e-10,3.05661566796e-11,2714,1,0,19732.3326669,12.1792078018,11718,0,0,0.266784483331,0.999126577027,0,0.1,0,0,17357.5347518,0,1.02488234138,0,0,0,7,-15,0,22,14,0,0,0,1,0,0,0,0,0,0,63.7184989173
48,0.0035096381498,58591,58591,0.528303758205,-0.000422755540307,0.0483362901927,1.71474395872e-10,3.0300653588e-11,2711,1,0,18591.619916,12.25958395,11320,0,0,0.270833441789,0.999126577027,0,0.1,0,0,17356.2929238,0,1.02367241475,0,0,0,6,-15,0,21,14,0,0,0,-1,0,0,0,0,0,0,58.128674292
49,0.00350174118283,58590,58590,0.528294741398,-0.00216129355683,0.0483362901927,1.47683809873e-10,3.01373404959e-11,2713,1,0,24070.42975,14.9349999428,10972,0,0,0.279761935711,0.999126577027,0,0.1,0,0,17316.4267335,0,1.02269870996,0,0,0,8,-14,0,22,14,0,0,0,2,0,0,0,0,0,0,63.4152504159
