cg_tol,rung,iter,compliance,change_design,max_dphys,mean_dphys,class_frac,class_count,solid,cg_iters,mg_used,hier_built,mg_levels,cycles,active_frac,beta,plateau,infeasible,vf
1e-09,0,38,12.212213,0.104009,0.0396107,0.00392461,0.000992063,2,2016,95,1,1,3,95,1.0000,1,0,0,0.67837
1e-09,0,39,12.179697,0.118493,0.0413088,0.00370626,0,0,2016,96,1,1,3,96,1.0000,1,0,0,0.67857
1e-09,0,40,12.156738,0.104452,0.0431121,0.00338712,0.000992063,2,2016,96,1,1,3,96,1.0000,1,0,0,0.67872
1e-09,0,41,12.138509,0.111474,0.0417331,0.00301926,0.000992063,2,2016,98,1,1,3,98,1.0000,1,0,0,0.67885
1e-09,0,42,12.124493,0.114754,0.0516995,0.00240655,0,0,2016,96,1,1,3,96,1.0000,1,0,0,0.67898
1e-09,0,43,12.114922,0.105189,0.0460308,0.00198368,0.00396825,8,2016,98,1,1,3,98,1.0000,1,0,0,0.67906
1e-09,0,44,12.108625,0.0806517,0.0280866,0.00142264,0.000992063,2,2016,98,1,1,3,98,1.0000,1,0,0,0.67912
1e-09,0,45,12.104989,0.0812299,0.0238883,0.00110386,0.00198413,4,2016,98,1,1,3,98,1.0000,1,0,0,0.67915
1e-09,0,46,12.102594,0.104405,0.0307152,0.000945656,0,0,2016,98,1,1,3,98,1.0000,1,0,0,0.67917
1e-09,0,47,12.100707,0.0974006,0.0415683,0.000776947,0,0,2016,98,1,1,3,98,1.0000,1,0,0,0.67919
1e-09,0,48,12.099362,0.128474,0.0548299,0.000811433,0,0,2016,98,1,1,3,98,1.0000,1,0,0,0.67919
1e-09,0,49,12.098094,0.0829823,0.0224476,0.000650719,0,0,2016,98,1,1,3,98,1.0000,1,0,0,0.67920
1e-09,0,50,12.097021,0.0876428,0.0295606,0.000640621,0,0,2016,98,1,1,3,98,1.0000,1,0,0,0.67921
1e-09,0,51,12.096208,0.110626,0.0441604,0.000729766,0,0,2016,98,1,1,3,98,1.0000,1,0,0,0.67921
1e-09,0,52,12.095318,0.168517,0.0700131,0.000954448,0.00297619,6,2016,98,1,1,3,98,1.0000,1,0,0,0.67921
1e-09,0,53,12.094077,0.131511,0.0475676,0.000927432,0.000992063,2,2016,98,1,1,3,98,1.0000,1,0,0,0.67922
1e-09,0,54,12.09311,0.1998,0.0722678,0.00120839,0.000992063,2,2016,98,1,1,3,98,1.0000,1,0,0,0.67922
1e-09,0,55,12.091853,0.1998,0.0722678,0.00128113,0.000992063,2,2016,99,1,1,3,99,1.0000,1,0,0,0.67922
1e-09,0,56,12.090165,0.192263,0.0695416,0.00105009,0,0,2016,99,1,1,3,99,1.0000,1,0,0,0.67922
1e-09,0,57,12.088948,0.153859,0.0492476,0.000674152,0.000992063,2,2016,99,1,1,3,99,1.0000,1,1,0,0.67923
1e-09,0,58,11.808494,0.0464398,0.0257015,0.00188094,0,0,2016,103,1,1,3,103,1.0000,2,0,0,0.67725
1e-09,0,59,11.833653,0.0213061,0.00798273,0.000446401,0,0,2016,102,1,1,3,102,1.0000,2,0,0,0.67741
1e-09,0,60,11.83133,0.0211213,0.00842676,0.000262714,0,0,2016,102,1,1,3,102,1.0000,2,0,0,0.67745
1e-09,0,61,11.830856,0.0232741,0.0103868,0.000259574,0,0,2016,100,1,1,3,100,1.0000,2,0,0,0.67748
1e-09,0,62,11.830539,0.0272988,0.0121676,0.000271983,0,0,2016,102,1,1,3,102,1.0000,2,0,0,0.67750
1e-09,0,63,11.830235,0.0321705,0.0143141,0.000292177,0,0,2016,102,1,1,3,102,1.0000,2,0,0,0.67752
1e-09,0,64,11.829931,0.0391943,0.0174108,0.000319915,0.00198413,4,2016,100,1,1,3,100,1.0000,2,0,0,0.67753
1e-09,0,65,11.829589,0.0498503,0.0221134,0.000375259,0.000992063,2,2016,102,1,1,3,102,1.0000,2,0,0,0.67754
1e-09,0,66,11.829165,0.0656357,0.0285651,0.000446031,0,0,2016,100,1,1,3,100,1.0000,2,0,0,0.67755
1e-09,0,67,11.828603,0.093779,0.0295259,0.000477185,0,0,2016,100,1,1,3,100,1.0000,2,0,0,0.67756
1e-09,0,68,11.827906,0.114677,0.0320182,0.00045054,0,0,2016,103,1,1,3,103,1.0000,2,1,0,0.67757
1e-09,0,69,11.268221,0.118397,0.0422023,0.0037189,0.000992063,2,2016,96,1,1,3,96,1.0000,4,0,0,0.67367
1e-09,0,70,11.300967,0.0933238,0.0252289,0.000953357,0,0,2016,94,1,1,3,94,1.0000,4,0,0,0.67421
1e-09,0,71,11.295479,0.114689,0.030475,0.00063519,0,0,2016,190,1,1,3,190,1.0000,4,0,0,0.67435
1e-09,0,72,11.293692,0.0385134,0.0137744,0.000503702,0,0,2016,98,1,1,3,98,1.0000,4,0,0,0.67445
1e-09,0,73,11.292639,0.044473,0.0159447,0.000491349,0,0,2016,97,1,1,3,97,1.0000,4,0,0,0.67452
1e-09,0,74,11.292057,0.0507013,0.0183387,0.000512267,0,0,2016,97,1,1,3,97,1.0000,4,0,0,0.67460
1e-09,0,75,11.291485,0.0582789,0.0210795,0.000507803,0,0,2016,96,1,1,3,96,1.0000,4,0,0,0.67466
1e-09,0,76,11.29088,0.0689498,0.0249392,0.000515213,0,0,2016,96,1,1,3,96,1.0000,4,0,0,0.67472
1e-09,0,77,11.290217,0.0844069,0.03053,0.000572556,0.000992063,2,2016,95,1,1,3,95,1.0000,4,0,0,0.67478
1e-09,0,78,11.289483,0.111412,0.0402976,0.000704177,0.00198413,4,2016,95,1,1,3,95,1.0000,4,0,0,0.67487
1e-09,0,79,11.28854,0.157208,0.0568623,0.000873541,0,0,2016,94,1,1,3,94,1.0000,4,1,0,0.67497
1e-09,0,80,10.898672,0.15078,0.0787213,0.00467437,0,0,2016,97,1,1,3,97,1.0000,8,0,0,0.67342
1e-09,0,81,10.895886,0.0985894,0.0331986,0.00192713,0,0,2016,97,1,1,3,97,1.0000,8,0,0,0.67372
1e-09,0,82,10.893469,0.0616905,0.0251756,0.00138787,0,0,2016,97,1,1,3,97,1.0000,8,0,0,0.67384
1e-09,0,83,10.892211,0.113145,0.0392069,0.00114483,0,0,2016,98,1,1,3,98,1.0000,8,0,0,0.67403
1e-09,0,84,10.891169,0.10608,0.0354958,0.0008736,0,0,2016,98,1,1,3,98,1.0000,8,0,0,0.67403
1e-09,0,85,10.890499,0.0419199,0.0132614,0.000796087,0,0,2016,99,1,1,3,99,1.0000,8,0,0,0.67390
1e-09,0,86,10.890263,0.0460865,0.0147933,0.000611614,0,0,2016,109,1,1,3,109,1.0000,8,0,0,0.67375
1e-09,0,87,10.890077,0.0516418,0.0163654,0.000496494,0,0,2016,124,1,1,3,124,1.0000,8,0,0,0.67365
1e-09,0,88,10.88995,0.0499759,0.0149426,0.000369328,0,0,2016,124,1,1,3,124,1.0000,8,0,0,0.67358
1e-09,0,89,10.889862,0.0402646,0.0105788,0.000262866,0,0,2016,119,1,1,3,119,1.0000,8,0,0,0.67352
1e-09,0,90,10.889806,0.0274113,0.00516612,0.000196009,0,0,2016,124,1,1,3,124,1.0000,8,1,0,0.67346
1e-09,0,91,10.827674,0.0999,0.0855837,0.0221782,0,0,2016,111,1,1,3,111,1.0000,16,0,0,0.69602
1e-09,0,92,10.825614,0.0999,0.0820824,0.0147831,0,0,2016,124,1,1,3,124,1.0000,16,0,0,0.68555
1e-09,0,93,10.825157,0.0999,0.0823567,0.0183108,0.000992063,2,2016,155,1,1,3,155,1.0000,16,0,0,0.68657
1e-09,0,94,10.821882,0.0999,0.0956248,0.0241034,0,0,2016,122,1,1,3,122,1.0000,16,0,0,0.66154
1e-09,0,95,10.822803,0.0999,0.0565897,0.00677769,0,0,2016,110,1,1,3,110,1.0000,16,0,0,0.66640
1e-09,0,96,10.82197,0.0850856,0.0256978,0.0025108,0,0,2016,108,1,1,3,108,1.0000,16,0,0,0.66520
1e-09,0,97,10.821568,0.0651676,0.0155175,0.000953505,0,0,2016,111,1,1,3,111,1.0000,16,0,0,0.66509
1e-09,0,98,10.821368,0.0731764,0.016647,0.000664247,0,0,2016,111,1,1,3,111,1.0000,16,0,0,0.66518
1e-09,0,99,10.821247,0.0802297,0.0138471,0.000487658,0,0,2016,111,1,1,3,111,1.0000,16,0,0,0.66537
1e-09,0,100,10.821156,0.0829803,0.0134747,0.000407006,0,0,2016,107,1,1,3,107,1.0000,16,0,0,0.66544
1e-09,0,101,10.821104,0.0799405,0.0147852,0.000408806,0,0,2016,110,1,1,3,110,1.0000,16,1,0,0.66550
1e-09,0,102,10.817146,0.04995,0.0488594,0.0130153,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.65183
1e-09,0,103,10.818587,0.04995,0.04995,0.00994548,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66216
1e-09,0,104,10.819182,0.04995,0.0436749,0.00421771,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66012
1e-09,0,105,10.818921,0.04995,0.0360448,0.00250711,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66241
1e-09,0,106,10.818906,0.04995,0.0351962,0.00134235,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66214
1e-09,0,107,10.818896,0.0261574,0.0164071,0.000863826,0,0,2016,113,1,1,3,113,1.0000,32,1,0,0.66255
1e-09,0,108,10.818895,0.0341022,0.0105863,0.000483115,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66262
1e-09,0,109,10.818894,0.0223419,0.00600225,0.000433678,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66264
1e-09,0,110,10.818893,0.0181077,0.00711064,0.000385588,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66267
1e-09,0,111,10.818893,0.0187237,0.00632248,0.00035221,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66269
1e-09,0,112,10.818893,0.02191,0.00784387,0.000323366,0,0,2016,110,1,1,3,110,1.0000,32,1,0,0.66259
1e-09,1,1,67.695978,0.1998,-1,-1,-1,-1,2016,58,1,1,3,58,1.0000,0,0,0,0.48981
1e-09,1,2,48.59281,0.1998,0.170711,0.062602,0.0565476,114,2016,66,1,1,3,66,1.0000,0,0,0,0.50107
1e-09,1,3,34.756517,0.1998,0.174347,0.0566964,0.0178571,36,2016,73,1,1,3,73,1.0000,0,0,0,0.50531
1e-09,1,4,26.856522,0.13619,0.102631,0.0325563,0.0188492,38,2016,93,1,1,3,93,1.0000,0,0,0,0.51539
1e-09,1,5,23.259783,0.150641,0.104618,0.0193725,0.0724206,146,2016,102,1,1,3,102,1.0000,0,0,0,0.51782
1e-09,1,6,22.284386,0.126802,0.0735189,0.0167688,0.0228175,46,2016,106,1,1,3,106,1.0000,0,0,0,0.51844
1e-09,1,7,21.736095,0.116301,0.0568187,0.0141956,0.015873,32,2016,111,1,1,3,111,1.0000,0,0,0,0.51882
1e-09,1,8,21.353766,0.145833,0.0882759,0.0138196,0.00892857,18,2016,115,1,1,3,115,1.0000,0,0,0,0.51893
1e-09,1,9,21.040789,0.139575,0.0985993,0.0146475,0.0168651,34,2016,138,1,1,3,138,1.0000,0,0,0,0.51883
1e-09,1,10,20.729552,0.175262,0.14346,0.0171883,0.0208333,42,2016,205,1,1,3,205,1.0000,0,0,0,0.51840
1e-09,1,11,20.338795,0.1998,0.152396,0.0187129,0.0208333,42,2016,154,1,1,3,154,1.0000,0,0,0,0.51803
1e-09,1,12,19.888461,0.1998,0.152464,0.0208438,0.0168651,34,2016,139,1,1,3,139,1.0000,0,0,0,0.51790
1e-09,1,13,19.393996,0.1998,0.13593,0.0207294,0.0188492,38,2016,140,1,1,3,140,1.0000,0,0,0,0.51817
1e-09,1,14,18.929728,0.1998,0.116049,0.0184563,0.014881,30,2016,145,1,1,3,145,1.0000,0,0,0,0.51857
1e-09,1,15,18.541287,0.1998,0.106129,0.0160197,0.00892857,18,2016,167,1,1,3,167,1.0000,0,0,0,0.51876
1e-09,1,16,18.214884,0.1998,0.104082,0.0129524,0.0168651,34,2016,154,1,1,3,154,1.0000,0,0,0,0.51911
1e-09,1,17,17.95753,0.1998,0.114508,0.0118282,0.0109127,22,2016,159,1,1,3,159,1.0000,0,0,0,0.51924
1e-09,1,18,17.746897,0.1998,0.120714,0.0113052,0.014881,30,2016,138,1,1,3,138,1.0000,0,0,0,0.51935
1e-09,1,19,17.569362,0.1998,0.103667,0.00926202,0.00396825,8,2016,141,1,1,3,141,1.0000,0,0,0,0.51949
1e-09,1,20,17.430052,0.1998,0.106545,0.00695404,0.00496032,10,2016,139,1,1,3,139,1.0000,0,0,0,0.51965
1e-09,1,21,17.330832,0.1998,0.0996856,0.00539241,0.00297619,6,2016,141,1,1,3,141,1.0000,0,0,0,0.51979
1e-09,1,22,17.267795,0.1998,0.093733,0.00372389,0.00496032,10,2016,144,1,1,3,144,1.0000,0,0,0,0.51986
1e-09,1,23,17.230655,0.1998,0.0737419,0.00276978,0.000992063,2,2016,123,1,1,3,123,1.0000,0,0,0,0.51991
1e-09,1,24,17.20614,0.1998,0.075669,0.0023517,0.00198413,4,2016,125,1,1,3,125,1.0000,0,0,0,0.51992
1e-09,1,25,17.184724,0.1998,0.0758052,0.00256969,0.00198413,4,2016,120,1,1,3,120,1.0000,0,0,0,0.51991
1e-09,1,26,17.160646,0.1998,0.0738167,0.00222506,0.000992063,2,2016,123,1,1,3,123,1.0000,0,0,0,0.51993
1e-09,1,27,17.140326,0.185258,0.0790636,0.00176804,0.00496032,10,2016,123,1,1,3,123,1.0000,0,0,0,0.51996
1e-09,1,28,17.128221,0.1998,0.08527,0.00155601,0.00198413,4,2016,123,1,1,3,123,1.0000,0,0,0,0.51996
1e-09,1,29,17.120144,0.1998,0.0831731,0.0014901,0.00198413,4,2016,123,1,1,3,123,1.0000,0,0,0,0.51997
1e-09,1,30,17.112653,0.1998,0.0722678,0.00104844,0,0,2016,123,1,1,3,123,1.0000,0,0,0,0.51998
1e-09,1,31,17.107166,0.102276,0.0327368,0.000745721,0.00198413,4,2016,123,1,1,3,123,1.0000,0,0,0,0.51999
1e-09,1,32,17.103907,0.0899471,0.02919,0.000561626,0,0,2016,123,1,1,3,123,1.0000,0,0,0,0.52000
1e-09,1,33,17.102867,0.076737,0.0224709,0.000459235,0,0,2016,123,1,1,3,123,1.0000,0,0,0,0.52000
1e-09,1,34,17.102002,0.0993154,0.0289053,0.000440645,0,0,2016,123,1,1,3,123,1.0000,0,0,0,0.52000
1e-09,1,35,17.101188,0.128119,0.0457161,0.000478006,0,0,2016,136,1,1,3,136,1.0000,0,0,0,0.51999
1e-09,1,36,17.100122,0.151108,0.0517572,0.00044063,0,0,2016,123,1,1,3,123,1.0000,0,0,0,0.52000
1e-09,1,37,17.099315,0.153824,0.0501408,0.000346661,0,0,2016,123,1,1,3,123,1.0000,0,0,0,0.52000
1e-09,1,38,17.09865,0.142163,0.0418583,0.000264467,0.00198413,4,2016,123,1,1,3,123,1.0000,0,0,0,0.52000
1e-09,1,39,17.098036,0.130481,0.0355199,0.000254241,0,0,2016,124,1,1,3,124,1.0000,0,0,0,0.52000
1e-09,1,40,17.097426,0.108136,0.0203374,0.000285366,0,0,2016,129,1,1,3,129,1.0000,0,1,0,0.52000
1e-09,1,41,23.821133,0.1998,0.266474,0.0801403,0.0376984,76,2016,108,1,1,3,108,1.0000,1,0,0,0.50664
1e-09,1,42,20.501119,0.129499,0.0976599,0.0224094,0.00595238,12,2016,166,1,1,3,166,1.0000,1,0,0,0.51331
1e-09,1,43,18.70525,0.114363,0.0773514,0.0156761,0.00496032,10,2016,136,1,1,3,136,1.0000,1,0,0,0.51591
1e-09,1,44,17.913864,0.131735,0.0694527,0.0129431,0.00396825,8,2016,131,1,1,3,131,1.0000,1,0,0,0.51705
1e-09,1,45,17.542585,0.123281,0.0616396,0.00890539,0.00297619,6,2016,133,1,1,3,133,1.0000,1,0,0,0.51776
1e-09,1,46,17.32879,0.129625,0.0631662,0.00742663,0.00297619,6,2016,133,1,1,3,133,1.0000,1,0,0,0.51803
1e-09,1,47,17.184296,0.112388,0.0425082,0.0066988,0.00198413,4,2016,135,1,1,3,135,1.0000,1,0,0,0.51825
1e-09,1,48,17.068947,0.134838,0.0581975,0.00572359,0.00198413,4,2016,134,1,1,3,134,1.0000,1,0,0,0.51849
1e-09,1,49,16.983916,0.118297,0.0462572,0.0048268,0.00198413,4,2016,136,1,1,3,136,1.0000,1,0,0,0.51869
1e-09,1,50,16.923483,0.131659,0.0529415,0.0039824,0.00198413,4,2016,127,1,1,3,127,1.0000,1,0,0,0.51882
1e-09,1,51,16.876637,0.107448,0.0432151,0.00324125,0.000992063,2,2016,149,1,1,3,149,1.0000,1,0,0,0.51893
1e-09,1,52,16.839852,0.102645,0.0508923,0.00269004,0.00198413,4,2016,135,1,1,3,135,1.0000,1,0,0,0.51904
1e-09,1,53,16.817136,0.14024,0.0700017,0.00226558,0.000992063,2,2016,135,1,1,3,135,1.0000,1,0,0,0.51911
1e-09,1,54,16.801616,0.118574,0.0489247,0.00193754,0.00496032,10,2016,135,1,1,3,135,1.0000,1,0,0,0.51916
1e-09,1,55,16.788483,0.0983088,0.0349122,0.00159623,0,0,2016,135,1,1,3,135,1.0000,1,0,0,0.51920
1e-09,1,56,16.779048,0.0878368,0.0397518,0.0012989,0,0,2016,135,1,1,3,135,1.0000,1,0,0,0.51922
1e-09,1,57,16.772495,0.11309,0.0528603,0.0013087,0.00297619,6,2016,135,1,1,3,135,1.0000,1,0,0,0.51923
1e-09,1,58,16.765638,0.17379,0.0774197,0.00140098,0.000992063,2,2016,138,1,1,3,138,1.0000,1,0,0,0.51924
1e-09,1,59,16.757672,0.099129,0.0343605,0.00110795,0.00198413,4,2016,135,1,1,3,135,1.0000,1,0,0,0.51927
1e-09,1,60,16.751944,0.101308,0.0339993,0.00090056,0.00198413,4,2016,136,1,1,3,136,1.0000,1,0,0,0.51929
1e-09,1,61,16.748929,0.0693757,0.0239173,0.000867725,0.000992063,2,2016,133,1,1,3,133,1.0000,1,0,0,0.51930
1e-09,1,62,16.7464,0.077771,0.0306649,0.000902694,0.000992063,2,2016,136,1,1,3,136,1.0000,1,0,0,0.51930
1e-09,1,63,16.744295,0.0876316,0.0314914,0.000788362,0.000992063,2,2016,136,1,1,3,136,1.0000,1,0,0,0.51931
1e-09,1,64,16.742399,0.119542,0.0431612,0.000685152,0.00198413,4,2016,134,1,1,3,134,1.0000,1,0,0,0.51931
1e-09,1,65,16.740961,0.152634,0.0550288,0.000568506,0,0,2016,136,1,1,3,136,1.0000,1,0,0,0.51931
1e-09,1,66,16.739704,0.188788,0.0680885,0.000559255,0.00198413,4,2016,136,1,1,3,136,1.0000,1,0,0,0.51931
1e-09,1,67,16.738438,0.14495,0.0523876,0.000515425,0.000992063,2,2016,136,1,1,3,136,1.0000,1,0,0,0.51931
1e-09,1,68,16.737165,0.0610213,0.021465,0.000303175,0,0,2016,139,1,1,3,139,1.0000,1,0,0,0.51932
1e-09,1,69,16.736817,0.0609207,0.0165263,0.00023998,0,0,2016,139,1,1,3,139,1.0000,1,0,0,0.51932
1e-09,1,70,16.736644,0.0571387,0.0155003,0.000204377,0,0,2016,131,1,1,3,131,1.0000,1,1,0,0.51932
1e-09,1,71,15.857066,0.0351405,0.0204281,0.00171201,0.000992063,2,2016,134,1,1,3,134,1.0000,2,0,0,0.51752
1e-09,1,72,15.931641,0.0223655,0.00658529,0.00059811,0,0,2016,136,1,1,3,136,1.0000,2,0,0,0.51762
1e-09,1,73,15.926905,0.0219716,0.00596035,0.000326127,0,0,2016,134,1,1,3,134,1.0000,2,0,0,0.51764
1e-09,1,74,15.925619,0.0238089,0.00645875,0.000282774,0,0,2016,131,1,1,3,131,1.0000,2,0,0,0.51765
1e-09,1,75,15.924724,0.0250364,0.00679176,0.000225933,0,0,2016,132,1,1,3,132,1.0000,2,0,0,0.51765
1e-09,1,76,15.924089,0.0291653,0.00791184,0.000240445,0,0,2016,134,1,1,3,134,1.0000,2,0,0,0.51765
1e-09,1,77,15.923506,0.0343412,0.00931591,0.000268016,0,0,2016,134,1,1,3,134,1.0000,2,0,0,0.51765
1e-09,1,78,15.922867,0.0381708,0.0103548,0.000276362,0,0,2016,134,1,1,3,134,1.0000,2,0,0,0.51765
1e-09,1,79,15.922195,0.0297476,0.00806979,0.000249188,0,0,2016,134,1,1,3,134,1.0000,2,0,0,0.51765
1e-09,1,80,15.92165,0.0341675,0.0092688,0.000257693,0,0,2016,134,1,1,3,134,1.0000,2,0,0,0.51765
1e-09,1,81,15.921167,0.0399437,0.0108357,0.000258101,0,0,2016,134,1,1,3,134,1.0000,2,1,0,0.51764
1e-09,1,82,14.229622,0.0753528,0.0388677,0.00422846,0.00297619,6,2016,151,1,1,3,151,1.0000,4,0,0,0.51320
1e-09,1,83,14.353792,0.0477488,0.012323,0.00130235,0.00198413,4,2016,141,1,1,3,141,1.0000,4,0,0,0.51380
1e-09,1,84,14.336853,0.0496875,0.0125212,0.000655012,0,0,2016,139,1,1,3,139,1.0000,4,0,0,0.51391
1e-09,1,85,14.332845,0.0557394,0.0147515,0.000642318,0.000992063,2,2016,141,1,1,3,141,1.0000,4,0,0,0.51399
1e-09,1,86,14.330081,0.0641982,0.0172604,0.000644094,0.000992063,2,2016,141,1,1,3,141,1.0000,4,0,0,0.51408
1e-09,1,87,14.327458,0.0729141,0.0197225,0.00060195,0,0,2016,138,1,1,3,138,1.0000,4,0,0,0.51415
1e-09,1,88,14.32502,0.0842927,0.0228665,0.000606086,0,0,2016,138,1,1,3,138,1.0000,4,0,0,0.51422
1e-09,1,89,14.322773,0.0998234,0.0270796,0.000587528,0,0,2016,139,1,1,3,139,1.0000,4,0,0,0.51428
1e-09,1,90,14.320577,0.123056,0.0333822,0.000589154,0.000992063,2,2016,139,1,1,3,139,1.0000,4,0,0,0.51433
1e-09,1,91,14.31834,0.15302,0.0415106,0.000637916,0,0,2016,140,1,1,3,140,1.0000,4,0,0,0.51438
1e-09,1,92,14.315882,0.173166,0.0469758,0.000687563,0,0,2016,139,1,1,3,139,1.0000,4,1,0,0.51440
1e-09,1,93,13.11778,0.141705,0.0632069,0.00454575,0.000992063,2,2016,144,1,1,3,144,1.0000,8,0,0,0.51016
1e-09,1,94,13.162005,0.0911187,0.0382663,0.0019968,0.000992063,2,2016,158,1,1,3,158,1.0000,8,0,0,0.51068
1e-09,1,95,13.150157,0.0863938,0.0353525,0.00143053,0,0,2016,143,1,1,3,143,1.0000,8,0,0,0.51089
1e-09,1,96,13.144535,0.104339,0.0342105,0.00119763,0,0,2016,143,1,1,3,143,1.0000,8,0,0,0.51107
1e-09,1,97,13.139942,0.125098,0.0419834,0.00111214,0,0,2016,143,1,1,3,143,1.0000,8,0,0,0.51131
