iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,iteration_wall_s
24,0.00258996873472,75414,75414,0.679993507899,-0.0101182609797,0.0483362901927,6.83903300151e-12,8.71758898926e-12,2625,1,0,18788.8687081,11.7729167938,30114,0,0,0.329925109775,0.999808373505,0,0.1,0,0,42138.8760643,1,1,0,22.3859270839
25,0.00259860426347,75414,75414,0.679993507899,0.00936724245548,0.0483362901927,7.04395370878e-12,9.18742819701e-12,2622,1,0,18841.8453751,12.9643750191,31356,0,0,0.32421010267,0.999892798808,0,0.1,0,0,43014.7146569,1,1,0,38.7753919158
26,0.00258714455454,75415,75415,0.680002524706,-0.00287853181362,0.0483362901927,8.0968870526e-12,8.50731481213e-12,2631,1,0,18868.507875,11.9355421066,29376,0,0,0.324241884451,0.999892798808,0,0.1,0,0,41278.1038659,1,1,0,22.4688557498
27,0.00259477026324,75414,75414,0.679993507899,0.0103879719973,0.0483362901927,7.36594388424e-12,8.94398564641e-12,2628,1,0,19114.5193748,12.9470844269,30511,0,0,0.325106623318,0.999892798808,0,0.1,0,0,42306.509393,1,1,0,22.7644389169
28,0.00258934816085,75414,75414,0.679993507899,-0.00447072088718,0.0483362901927,6.88289655412e-12,8.56467494698e-12,2622,1,0,18859.5035,11.8612499237,30028,0,0,0.325196358423,0.999892798808,0,0.1,0,0,41907.1014753,1,1,0,22.4335036669
29,0.00259753683654,75414,75414,0.679993507899,0.00809989869595,0.0483362901927,6.97317399826e-12,9.06226384151e-12,2625,1,0,18688.1306667,11.5530004501,30901,0,0,0.325730061563,0.999892798808,0,0.1,0,0,42634.602177,1,1,0,22.2750887079
30,0.00258855891154,75415,75415,0.680002524706,-0.00898651778698,0.0483362901927,6.51615862956e-12,8.52680629867e-12,2625,1,0,18911.3127079,11.8244590759,30059,0,0,0.317053432428,0.999670475679,0,0.1,0,0,41822.2647232,1,1,0,38.8078041249
31,0.00259510062545,75415,75415,0.680002524706,0.0181648880243,0.0483362901927,7.4773701445e-12,8.86451150885e-12,2627,1,0,18891.7335839,13.1320829391,30103,0,0,0.318991502997,0.999670475679,0,0.1,0,0,41904.4494237,1,1,0,22.575145958
32,0.00258711660256,75415,75415,0.680002524706,-0.00765137374401,0.0483362901927,6.16847666576e-12,8.35312430793e-12,2625,1,0,18934.4094582,11.8285827637,29314,0,0,0.318446411426,0.999670475679,0,0.1,0,0,41354.161317,1,1,0,22.5200569173
33,0.00259705348913,75414,75414,0.679993507899,0.0109601765871,0.0483362901927,6.95036392956e-12,8.94808911893e-12,2625,1,0,19029.1642499,12.4074172974,30531,0,0,0.319707736855,0.999670475679,0,0.1,0,0,42257.8546283,1,1,0,22.6816874999
34,0.00258649385433,75414,75414,0.679993507899,-0.0111270695925,0.0483362901927,6.29650850558e-12,8.29442407868e-12,2629,1,0,18749.7059999,11.7925000191,29464,0,0,0.318882956887,0.999670475679,0,0.1,0,0,41375.2773409,1,1,0,22.3518894999
35,0.00259615723532,75414,75414,0.679993507899,0.0102605670691,0.0483362901927,6.05214715333e-12,8.88749768999e-12,2628,1,0,18946.3061247,15.4802923203,30558,0,0,0.317793350424,0.999855009419,0,0.1,0,0,42220.8511877,1,1,0,39.0085282093
36,0.00258486689956,75415,75415,0.680002524706,-0.00346191227436,0.0483362901927,8.1368687111e-12,8.15796304748e-12,2632,1,0,18864.655292,11.6704173088,28725,0,0,0.317414052627,0.999855009419,0,0.1,0,0,40559.7312373,1,1,0,22.5386097077
37,0.00259325106741,75415,75415,0.680002524706,0.0114243477583,0.0483362901927,7.17511824631e-12,8.67835115299e-12,2633,1,0,18860.9022083,12.9462089539,29835,0,0,0.31980486882,0.999855009419,0,0.1,0,0,41652.1601028,1,1,0,22.5108955828
38,0.00258736812429,75415,75415,0.680002524706,-0.00558383762836,0.0483362901927,6.2247028739e-12,8.2708660442e-12,2625,1,0,18768.3205423,11.8415408134,29314,0,0,0.318911811114,0.999855009419,0,0.1,0,0,41155.9490249,1,1,0,22.4893882503
39,0.00259608590713,75414,75414,0.679993507899,0.00905878841877,0.0483362901927,7.82441419816e-12,8.81825575203e-12,2637,1,0,18877.7978754,11.8600406647,30168,0,0,0.321150137424,0.999855009419,0,0.1,0,0,41949.8689969,1,1,0,22.579820375
40,0.00258518915152,75414,75414,0.679993507899,-0.0116188079119,0.0483362901927,6.16421347662e-12,8.14757023284e-12,2622,1,0,18758.8581662,11.8924589157,29220,0,0,0.307888210214,0.999485040197,0,0.1,0,0,40968.1590695,1,1,0,38.6453349171
41,0.00259398380047,75415,75415,0.680002524706,0.0209759920835,0.0483362901927,7.8374251346e-12,8.64669583122e-12,2634,1,0,18976.7252908,11.8207502365,29490,0,0,0.310272734396,0.999485040197,0,0.1,0,0,41361.5809644,1,1,0,22.6364000002
42,0.00258457406126,75414,75414,0.679993507899,-0.0101897865534,0.0483362901927,6.54885882885e-12,8.05168336895e-12,2624,1,0,19033.5108752,12.9692907333,28569,0,0,0.309548226927,0.999485040197,0,0.1,0,0,40597.8921598,1,1,0,22.6297374577
43,0.00259569359356,75414,75414,0.679993507899,0.0124622136354,0.0483362901927,7.64524226746e-12,8.75211108657e-12,2634,1,0,18798.4115839,11.9187502861,29881,0,0,0.31122488394,0.999485040197,0,0.1,0,0,41707.7035441,1,1,0,22.4437212502
44,0.00258429267624,75414,75414,0.679993507899,-0.0130083411932,0.0483362901927,6.79859192815e-12,8.02725223955e-12,2620,1,0,18891.9744582,12.9289169312,28647,0,0,0.309946732971,0.999485040197,0,0.1,0,0,40632.5803381,1,1,0,22.507691042
45,0.0025960653847,75415,75415,0.680002524706,0.0126097351313,0.0483362901927,7.8071063008e-12,8.77587133874e-12,2634,1,0,19040.6104999,13.7547912598,29968,0,0,0.300288572613,0.999351316442,0,0.1,0,0,41775.5286021,1,1,0,39.0965396254
46,0.00258238123089,75415,75415,0.680002524706,-0.00709854066372,0.0483362901927,7.13068660704e-12,7.88031303821e-12,2620,1,0,19090.9794579,12.892416954,27855,0,0,0.299649950546,0.999351316442,0,0.1,0,0,39888.8490275,1,1,0,22.7616581251
47,0.00259236591824,75415,75415,0.680002524706,0.0134389847517,0.0483362901927,7.23506934982e-12,8.53548522635e-12,2633,1,0,19021.0002079,13.3017916679,29277,0,0,0.302035263329,0.999351316442,0,0.1,0,0,41258.9179673,1,1,0,22.8336100839
48,0.00258388020691,75415,75415,0.680002524706,-0.00896193087101,0.0483362901927,6.62473941903e-12,7.96709662862e-12,2622,1,0,19033.7051249,13.5347080231,28549,0,0,0.301194643457,0.999351316442,0,0.1,0,0,40510.5238447,1,1,0,22.6628044578
49,0.0025967023077,75415,75415,0.680002524706,0.0134076923132,0.0483362901927,7.78972829097e-12,8.80193088813e-12,2632,1,0,18981.4856658,13.1000003815,29751,0,0,0.302878114048,0.999351316442,0,0.1,0,0,41711.0837734,1,1,0,22.6451861672
50,0.00258282298798,75415,75415,0.680002524706,-0.0153008848429,0.0483362901927,6.57039935851e-12,7.88154373498e-12,2624,1,0,19073.0791249,12.9497079849,28532,0,0,0.296618127821,0.998489282595,0,0.1,0,0,40427.7984639,1,1,0,39.0052197082
51,0.00259261984234,75415,75415,0.680002524706,0.0224281102419,0.0483362901927,7.94837371312e-12,8.5234671554e-12,2633,1,0,18870.6544161,11.8452091217,29118,0,0,0.30052049282,0.998489282595,0,0.1,0,0,41081.7346445,1,1,0,22.566872417
52,0.00258255443307,75414,75414,0.679993507899,-0.0114653259516,0.0483362901927,6.41398244925e-12,7.84992924282e-12,2616,1,0,18891.5653749,12.7397499084,28027,0,0,0.29938593893,0.998489282595,0,0.1,0,0,40181.1967295,1,1,0,22.553115292
53,0.00259535441096,75414,75414,0.679993507899,0.0143904238939,0.0483362901927,7.82522893458e-12,8.69776019738e-12,2628,1,0,18757.0112081,11.568500042,29532,0,0,0.301583490578,0.998489282595,0,0.1,0,0,41460.5749123,1,1,0,22.3884997079
54,0.00258206532053,75414,75414,0.679993507899,-0.0154156237841,0.0483362901927,6.37278381875e-12,7.80472960766e-12,2621,1,0,18616.249167,11.8902921677,28146,0,0,0.299871135046,0.998489282595,0,0.1,0,0,40229.5403889,1,1,0,22.1670460002
55,0.00259659296845,75415,75415,0.680002524706,0.015627220273,0.0483362901927,8.04257257532e-12,8.77324520723e-12,2629,1,0,18765.4412918,12.0810413361,29670,0,0,0.311931998594,0.998574785129,0,0.1,0,0,41562.1025351,1,1,0,38.760027708
56,0.00258005388337,75414,75414,0.679993507899,-0.011346116662,0.0483362901927,6.98893151845e-12,7.65456959763e-12,2617,1,0,19064.340292,19.6082081795,27430,0,0,0.31057618347,0.998574785129,0,0.1,0,0,39575.6327344,1,1,0,22.7686092919
57,0.00259271292865,75414,75414,0.679993507899,0.01628883183,0.0483362901927,7.15683104649e-12,8.51498237964e-12,2627,1,0,18984.6832919,18.1747908592,28977,0,0,0.31379048769,0.998574785129,0,0.1,0,0,41089.3034387,1,1,0,22.878988625
58,0.00258281804203,75415,75415,0.680002524706,-0.0103879719973,0.0483362901927,6.26507631171e-12,7.81212947702e-12,2621,1,0,18739.0530419,12.5171246529,28194,0,0,0.312187317988,0.998574785129,0,0.1,0,0,40246.7303381,1,1,0,22.3450265829
59,0.00259663265111,75415,75415,0.680002524706,0.0145856291056,0.0483362901927,7.29315410636e-12,8.75747744574e-12,2627,1,0,19042.9049997,11.7593750954,29453,0,0,0.315489363456,0.998574785129,0,0.1,0,0,41538.9846784,1,1,0,22.6699055419
60,0.00258161562815,75415,75415,0.680002524706,-0.0168982893229,0.0483362901927,6.15752365032e-12,7.72074941226e-12,2622,1,0,18878.1531253,15.2606248856,28139,0,0,0.303604124845,0.999198453558,0,0.1,0,0,40130.2929387,1,1,0,38.7718592077
