label,basis,knot_dx_vox,knot_dy_vox,knot_dz_vox,support_mult,support_rx_mm,support_ry_mm,support_rz_mm,lambda,knots_x,knots_y,knots_z,n_coeff,n_voxels,compression,nnz_A,cg_iters,cg_rel_resid,resid_band_rms_vox,resid_band_rms_mm,resid_all_rms_vox,resid_all_max_vox,inside_asfit,inside_src,offset_vox,offset_mm,fit_wall_s
G2,gaussian,2,2,2,2,6.82111721054,6.82111721054,6.82111721054,1e-06,68,20,63,85680,468224,5.46479925303,14665984,2000,2.60630682519e-07,0.1297250833,0.221217499583,0.0678794484088,1.00585655261,88679,88424,0.0852109438193,0.145308458853,17.0777880419
A424,wendland,4,2,4,2,13.6422344211,6.82111721054,13.6422344211,1e-06,36,20,34,24480,468224,19.1267973856,15049536,850,9.67789898763e-11,0.246543176316,0.420424975778,0.154818140835,1.44641786191,89148,88424,0.0499882659253,0.0852439552569,8.97719504219
W2,wendland,2,2,2,2,6.82111721054,6.82111721054,6.82111721054,1e-06,68,20,63,85680,468224,5.46479925303,14665984,1122,9.93035023737e-11,0.143319564381,0.244399886801,0.103875819459,1.03947317174,88836,88424,0.0891513563331,0.152027962757,9.798001708
