fixture,band_k,cadence,iter,active_frac,C_full,C_restricted,dC_rel,dSens_rel,mean_drho,max_drho,outside_band_rel,band_escapes,max_escaping_rho
dilute40_vf026,4,2,8,0.295156,133.0187085,133.0216808,4.346289e-06,1.140084e-03,2.063192e-07,3.227521e-05,9.171183e-05,0,0.001000
dilute40_vf026,4,2,9,0.250234,98.7741649,98.77595743,2.072465e-06,4.036622e-04,1.899358e-07,3.450835e-05,2.918409e-05,0,0.001000
dilute40_vf026,4,2,10,0.250234,79.89994238,79.90117031,2.673672e-06,5.628463e-04,1.932055e-07,3.819312e-05,4.968772e-05,0,0.001000
dilute40_vf026,4,2,11,0.227734,68.95959108,68.9604655,1.755202e-06,4.339891e-04,1.830125e-07,3.602937e-05,3.282279e-05,0,0.001000
dilute40_vf026,4,2,12,0.227734,62.11641956,62.11708745,1.907199e-06,2.944523e-04,1.779007e-07,4.151820e-05,2.769488e-05,0,0.001000
dilute40_vf026,4,2,13,0.213802,58.0110399,58.01149858,1.623957e-06,4.196713e-04,1.693425e-07,4.709097e-05,2.583154e-05,0,0.001000
dilute40_vf026,4,2,14,0.213802,54.96338305,54.96375373,1.679538e-06,2.766372e-04,1.641845e-07,5.652504e-05,2.124714e-05,0,0.001000
dilute40_vf026,4,2,15,0.204557,52.92367048,52.92397268,1.532731e-06,4.080426e-04,1.590710e-07,6.180357e-05,2.152052e-05,0,0.001000
dilute40_vf026,4,2,16,0.204557,51.37509895,51.37534932,1.539986e-06,2.978133e-04,1.542018e-07,7.588464e-05,1.827329e-05,0,0.001000
dilute40_vf026,4,2,17,0.199687,50.22912229,50.2293458,1.466854e-06,3.806035e-04,1.499246e-07,8.481864e-05,1.857741e-05,0,0.001000
dilute40_vf026,4,2,18,0.199687,49.36984567,49.37004983,1.478436e-06,3.215310e-04,1.483924e-07,9.992006e-05,1.708578e-05,0,0.001000
dilute40_vf026,4,2,19,0.196901,48.67708626,48.67725273,1.458022e-06,3.845224e-04,1.478960e-07,1.165255e-04,1.788364e-05,0,0.001000
dilute40_vf026,4,2,20,0.196901,48.11663542,48.11676647,1.447498e-06,3.598888e-04,1.474786e-07,1.346585e-04,1.725405e-05,0,0.001000
dilute40_vf026,4,2,21,0.194818,47.64879306,47.64889733,1.439111e-06,3.952836e-04,1.448611e-07,1.439872e-04,1.773491e-05,0,0.001000
dilute40_vf026,4,2,22,0.194818,47.25761878,47.25773807,1.423056e-06,3.959076e-04,1.436854e-07,1.338800e-04,1.767202e-05,0,0.001000
dilute40_vf026,4,2,23,0.193568,46.93793415,46.93804122,1.412204e-06,4.092428e-04,1.400005e-07,1.436555e-04,1.787151e-05,0,0.001000
dilute40_vf026,4,2,24,0.193568,46.66997244,46.6700503,1.403762e-06,4.191212e-04,1.426355e-07,1.514290e-04,1.810768e-05,0,0.001000
dilute40_vf026,4,2,25,0.192682,46.43801835,46.43810362,1.407790e-06,4.331684e-04,1.388146e-07,1.637613e-04,1.848269e-05,0,0.001000
dilute40_vf026,4,2,26,0.192682,46.23544235,46.23553926,1.404036e-06,4.449700e-04,1.311601e-07,1.583090e-04,1.882641e-05,0,0.001000
dilute40_vf026,4,2,27,0.191797,46.06560369,46.06569462,1.407754e-06,4.550094e-04,1.279794e-07,1.656337e-04,1.901421e-05,0,0.001000
dilute40_vf026,4,2,28,0.191797,45.92472085,45.92480361,1.406135e-06,4.590250e-04,1.248601e-07,1.750488e-04,1.910335e-05,0,0.001000
dilute40_vf026,4,2,29,0.190885,45.80651637,45.80660326,1.413241e-06,4.627684e-04,1.226538e-07,1.505439e-04,1.917358e-05,0,0.001000
dilute40_vf026,4,2,30,0.190885,45.70376106,45.70382364,1.409180e-06,4.634457e-04,1.224531e-07,1.657812e-04,1.913926e-05,0,0.001000
dilute40_vf026,4,2,31,0.190417,45.61272382,45.61280846,1.408846e-06,4.647178e-04,1.237959e-07,1.786388e-04,1.912845e-05,0,0.001000
dilute40_vf026,4,2,32,0.190417,45.53010667,45.53017547,1.405057e-06,4.659320e-04,1.176622e-07,1.917265e-04,1.912593e-05,0,0.001000
dilute40_vf026,4,2,33,0.189740,45.45780018,45.45787466,1.408130e-06,4.683008e-04,1.115243e-07,2.015320e-04,1.916948e-05,0,0.001000
dilute40_vf026,4,2,34,0.189740,45.39390568,45.39396405,1.406354e-06,4.698896e-04,1.087951e-07,2.128258e-04,1.920772e-05,0,0.001000
dilute40_vf026,4,2,35,0.188958,45.34016478,45.34022322,1.413074e-06,4.713828e-04,1.071895e-07,2.279760e-04,1.922955e-05,0,0.001000
dilute40_vf026,4,2,36,0.188958,45.29207384,45.29214299,1.410510e-06,4.726642e-04,1.064062e-07,2.413041e-04,1.925714e-05,0,0.001000
dilute40_vf026,4,2,37,0.188750,45.24796504,45.24803662,1.409339e-06,4.743724e-04,1.069675e-07,2.540768e-04,1.929696e-05,0,0.001000
dilute40_vf026,4,2,38,0.188750,45.2073602,45.20743415,1.408107e-06,4.766729e-04,1.062598e-07,2.654499e-04,1.936630e-05,0,0.001000
dilute40_vf026,4,2,39,0.188490,45.16990185,45.16996058,1.409390e-06,4.789488e-04,1.059580e-07,2.750943e-04,1.943176e-05,0,0.001000
dilute40_vf026,4,2,40,0.188490,45.1351983,45.13525864,1.408116e-06,4.815136e-04,1.060632e-07,2.852091e-04,1.950644e-05,0,0.001000
dilute40_vf026,4,5,1,1.000000,1032925.457,1032925.457,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.000000
dilute40_vf026,4,5,2,1.000000,19081.70436,19081.70436,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,5,3,1.000000,7270.054348,7270.054348,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,5,4,1.000000,1515.08286,1515.08286,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,5,5,1.000000,641.7999621,641.7999621,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,5,6,0.333177,324.9564801,324.9604812,1.231267e-05,1.141484e-03,1.094956e-07,1.302232e-05,1.202617e-04,0,0.001000
dilute40_vf026,4,5,7,0.333177,190.4289924,190.4305491,2.241101e-06,4.289439e-04,9.241451e-08,2.040593e-05,2.500791e-05,0,0.001000
dilute40_vf026,4,5,8,0.333177,133.0187085,133.0199067,3.953137e-06,1.107335e-03,1.078920e-07,2.033311e-05,8.179897e-05,0,0.001000
dilute40_vf026,4,5,9,0.333177,98.7741649,98.7747982,1.632965e-06,3.516135e-04,1.002455e-07,2.453127e-05,2.024831e-05,0,0.001000
dilute40_vf026,4,5,10,0.333177,79.89994238,79.90051756,2.125360e-06,5.268280e-04,1.002689e-07,2.478460e-05,3.858158e-05,0,0.001000
dilute40_vf026,4,5,11,0.227734,68.95959108,68.96002291,1.755251e-06,4.339994e-04,9.112914e-08,2.516326e-05,3.282457e-05,0,0.001000
dilute40_vf026,4,5,12,0.227734,62.11641956,62.11681361,1.907245e-06,2.944576e-04,8.960150e-08,2.761962e-05,2.769616e-05,0,0.001000
dilute40_vf026,4,5,13,0.227734,58.0110399,58.01126838,1.551606e-06,4.152828e-04,8.200559e-08,2.451876e-05,2.583217e-05,0,0.001000
dilute40_vf026,4,5,14,0.227734,54.96338305,54.96354789,1.601256e-06,2.744088e-04,8.084009e-08,2.753639e-05,2.124774e-05,0,0.001000
dilute40_vf026,4,5,15,0.227734,52.92367048,52.92384189,1.418903e-06,3.965241e-04,7.615514e-08,2.635805e-05,2.152090e-05,0,0.001000
dilute40_vf026,4,5,16,0.202760,51.37509895,51.37520945,1.550475e-06,2.982479e-04,7.454602e-08,2.829947e-05,1.827356e-05,0,0.001000
dilute40_vf026,4,5,17,0.202760,50.22912229,50.22925365,1.451076e-06,3.787048e-04,7.146947e-08,3.149492e-05,1.857764e-05,0,0.001000
dilute40_vf026,4,5,18,0.202760,49.36984567,49.36995442,1.462693e-06,3.201618e-04,6.801420e-08,3.264041e-05,1.708597e-05,0,0.001000
dilute40_vf026,4,5,19,0.202760,48.67708626,48.67719521,1.429876e-06,3.814479e-04,6.550820e-08,3.474706e-05,1.788383e-05,0,0.001000
dilute40_vf026,4,5,20,0.202760,48.11663542,48.11670098,1.419299e-06,3.571243e-04,6.573787e-08,3.692472e-05,1.725421e-05,0,0.001000
dilute40_vf026,4,5,21,0.194818,47.64879306,47.64887135,1.439117e-06,3.952860e-04,6.403800e-08,4.038493e-05,1.773501e-05,0,0.001000
dilute40_vf026,4,5,22,0.194818,47.25761878,47.2577144,1.423062e-06,3.959124e-04,6.260855e-08,4.197561e-05,1.767216e-05,0,0.001000
dilute40_vf026,4,5,23,0.194818,46.93793415,46.93799774,1.408463e-06,4.089101e-04,5.964877e-08,4.575270e-05,1.787163e-05,0,0.001000
dilute40_vf026,4,5,24,0.194818,46.66997244,46.67002876,1.400038e-06,4.187774e-04,5.979776e-08,4.955710e-05,1.810779e-05,0,0.001000
dilute40_vf026,4,5,25,0.194818,46.43801835,46.43807617,1.397068e-06,4.320118e-04,5.943804e-08,5.294528e-05,1.848284e-05,0,0.001000
dilute40_vf026,4,5,26,0.192083,46.23544235,46.23551561,1.407899e-06,4.476092e-04,5.602846e-08,5.549472e-05,1.882656e-05,0,0.001000
dilute40_vf026,4,5,27,0.192083,46.06560369,46.06567145,1.404934e-06,4.544199e-04,5.567284e-08,5.853978e-05,1.901430e-05,0,0.001000
dilute40_vf026,4,5,28,0.192083,45.92472085,45.92479883,1.403330e-06,4.584278e-04,5.557133e-08,6.094924e-05,1.910344e-05,0,0.001000
dilute40_vf026,4,5,29,0.192083,45.80651637,45.80659123,1.402522e-06,4.617725e-04,5.647418e-08,6.251522e-05,1.917366e-05,0,0.001000
dilute40_vf026,4,5,30,0.192083,45.70376106,45.70381294,1.398484e-06,4.624429e-04,5.720524e-08,6.642610e-05,1.913930e-05,0,0.001000
dilute40_vf026,4,5,31,0.190417,45.61272382,45.61280155,1.408853e-06,4.647196e-04,5.852581e-08,7.258455e-05,1.912850e-05,0,0.001000
dilute40_vf026,4,5,32,0.190417,45.53010667,45.53016082,1.405065e-06,4.659339e-04,5.650949e-08,7.105653e-05,1.912599e-05,0,0.001000
dilute40_vf026,4,5,33,0.190417,45.45780018,45.4578655,1.403882e-06,4.676900e-04,5.442426e-08,7.233173e-05,1.916948e-05,0,0.001000
dilute40_vf026,4,5,34,0.190417,45.39390568,45.3939658,1.402126e-06,4.692766e-04,5.261717e-08,7.334383e-05,1.920780e-05,0,0.001000
dilute40_vf026,4,5,35,0.190417,45.34016478,45.34022783,1.399877e-06,4.702510e-04,5.281247e-08,7.417265e-05,1.922963e-05,0,0.001000
dilute40_vf026,4,5,36,0.188906,45.29207384,45.29214224,1.410877e-06,4.726811e-04,5.214859e-08,7.742943e-05,1.925722e-05,0,0.001000
dilute40_vf026,4,5,37,0.188906,45.24796504,45.24803299,1.408394e-06,4.743057e-04,5.290193e-08,8.317990e-05,1.929702e-05,0,0.001000
dilute40_vf026,4,5,38,0.188906,45.2073602,45.2074289,1.407162e-06,4.766055e-04,5.220904e-08,8.890509e-05,1.936635e-05,0,0.001000
dilute40_vf026,4,5,39,0.188906,45.16990185,45.16995458,1.405706e-06,4.788041e-04,5.246163e-08,9.460258e-05,1.943181e-05,0,0.001000
dilute40_vf026,4,5,40,0.188906,45.1351983,45.13526282,1.404431e-06,4.813672e-04,5.286046e-08,1.009355e-04,1.950646e-05,0,0.001000
dilute40_vf026,4,10,1,1.000000,1032925.457,1032925.457,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.000000
dilute40_vf026,4,10,2,1.000000,19081.70436,19081.70436,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,3,1.000000,7270.054348,7270.054348,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,4,1.000000,1515.08286,1515.08286,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,5,1.000000,641.7999621,641.7999621,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,6,1.000000,324.9564801,324.9564801,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,7,1.000000,190.4289924,190.4289924,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,8,1.000000,133.0187085,133.0187085,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,9,1.000000,98.7741649,98.7741649,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,10,1.000000,79.89994238,79.89994238,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.001000
dilute40_vf026,4,10,11,0.227734,68.95959108,68.95971213,1.755401e-06,4.340078e-04,1.743979e-08,3.647474e-06,3.283051e-05,0,0.001000
dilute40_vf026,4,10,12,0.227734,62.11641956,62.11662012,1.907329e-06,2.944415e-04,2.093677e-08,5.916575e-06,2.769945e-05,0,0.001000
dilute40_vf026,4,10,13,0.227734,58.0110399,58.01112589,1.551677e-06,4.152654e-04,2.478309e-08,8.307702e-06,2.583469e-05,0,0.001000
dilute40_vf026,4,10,14,0.227734,54.96338305,54.96347663,1.601307e-06,2.743941e-04,2.820259e-08,9.382005e-06,2.124930e-05,0,0.001000
dilute40_vf026,4,10,15,0.227734,52.92367048,52.92375149,1.418942e-06,3.965174e-04,2.941742e-08,1.062348e-05,2.152212e-05,0,0.001000
dilute40_vf026,4,10,16,0.227734,51.37509895,51.37514275,1.424373e-06,2.897114e-04,2.852729e-08,1.281209e-05,1.827429e-05,0,0.001000
dilute40_vf026,4,10,17,0.227734,50.22912229,50.2291958,1.332441e-06,3.663144e-04,2.889134e-08,1.472967e-05,1.857829e-05,0,0.001000
dilute40_vf026,4,10,18,0.227734,49.36984567,49.36991283,1.341943e-06,3.104282e-04,2.945412e-08,1.580184e-05,1.708648e-05,0,0.001000
dilute40_vf026,4,10,19,0.227734,48.67708626,48.67717043,1.311299e-06,3.685652e-04,2.845909e-08,1.686536e-05,1.788426e-05,0,0.001000
dilute40_vf026,4,10,20,0.227734,48.11663542,48.11667726,1.300666e-06,3.455442e-04,2.991016e-08,1.796298e-05,1.725459e-05,0,0.001000
dilute40_vf026,4,10,21,0.194818,47.64879306,47.64886682,1.439136e-06,3.952902e-04,3.036704e-08,1.985816e-05,1.773534e-05,0,0.001000
dilute40_vf026,4,10,22,0.194818,47.25761878,47.25771626,1.423078e-06,3.959172e-04,2.983950e-08,2.010733e-05,1.767246e-05,0,0.001000
dilute40_vf026,4,10,23,0.194818,46.93793415,46.93798751,1.408477e-06,4.089147e-04,2.961229e-08,2.227607e-05,1.787184e-05,0,0.001000
dilute40_vf026,4,10,24,0.194818,46.66997244,46.67003428,1.400052e-06,4.187825e-04,3.071790e-08,2.408798e-05,1.810802e-05,0,0.001000
dilute40_vf026,4,10,25,0.194818,46.43801835,46.43809271,1.397082e-06,4.320171e-04,3.064221e-08,2.604742e-05,1.848308e-05,0,0.001000
dilute40_vf026,4,10,26,0.194818,46.23544235,46.23551079,1.393353e-06,4.437786e-04,2.912406e-08,2.863935e-05,1.882675e-05,0,0.001000
dilute40_vf026,4,10,27,0.194818,46.06560369,46.06567898,1.390446e-06,4.505420e-04,2.893090e-08,3.041305e-05,1.901449e-05,0,0.001000
dilute40_vf026,4,10,28,0.194818,45.92472085,45.92479399,1.388881e-06,4.545290e-04,2.887131e-08,3.283781e-05,1.910360e-05,0,0.001000
dilute40_vf026,4,10,29,0.194818,45.80651637,45.80657857,1.388098e-06,4.578552e-04,2.985243e-08,3.527943e-05,1.917380e-05,0,0.001000
dilute40_vf026,4,10,30,0.194818,45.70376106,45.70382784,1.384116e-06,4.585301e-04,3.047266e-08,3.749163e-05,1.913947e-05,0,0.001000
dilute40_vf026,4,10,31,0.190417,45.61272382,45.61279334,1.408863e-06,4.647228e-04,3.094389e-08,3.871037e-05,1.912865e-05,0,0.001000
dilute40_vf026,4,10,32,0.190417,45.53010667,45.53015997,1.405075e-06,4.659374e-04,3.006820e-08,4.024922e-05,1.912614e-05,0,0.001000
dilute40_vf026,4,10,33,0.190417,45.45780018,45.45786396,1.403892e-06,4.676934e-04,2.934009e-08,3.971308e-05,1.916963e-05,0,0.001000
dilute40_vf026,4,10,34,0.190417,45.39390568,45.3939597,1.402135e-06,4.692801e-04,2.989118e-08,4.076213e-05,1.920795e-05,0,0.001000
dilute40_vf026,4,10,35,0.190417,45.34016478,45.34023246,1.399887e-06,4.702548e-04,3.039981e-08,4.332564e-05,1.922979e-05,0,0.001000
dilute40_vf026,4,10,36,0.190417,45.29207384,45.29213981,1.397352e-06,4.715251e-04,2.978073e-08,4.511257e-05,1.925737e-05,0,0.001000
dilute40_vf026,4,10,37,0.190417,45.24796504,45.24802946,1.394898e-06,4.731383e-04,3.054634e-08,4.458053e-05,1.929716e-05,0,0.001000
dilute40_vf026,4,10,38,0.190417,45.2073602,45.20742737,1.393685e-06,4.754253e-04,3.013668e-08,4.361721e-05,1.936649e-05,0,0.001000
dilute40_vf026,4,10,39,0.190417,45.16990185,45.16995872,1.392245e-06,4.776113e-04,3.038927e-08,4.497075e-05,1.943195e-05,0,0.001000
dilute40_vf026,4,10,40,0.190417,45.1351983,45.13526569,1.390986e-06,4.801609e-04,3.060921e-08,4.555856e-05,1.950660e-05,0,0.001000
ultradilute_vf026,2,1,1,1.000000,7275965.685,7275965.685,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.000000
ultradilute_vf026,2,1,2,0.595676,31566.6285,31597.07807,9.646128e-04,7.470552e-03,7.997707e-06,3.391738e-04,4.975551e-03,0,0.001001
ultradilute_vf026,2,1,3,0.375882,11809.87304,11818.30198,1.037905e-05,8.071409e-05,2.315794e-06,4.894650e-04,9.018680e-05,0,0.001000
ultradilute_vf026,2,1,4,0.200521,2374.168021,2377.967237,1.557108e-04,1.579749e-03,2.759455e-06,2.492251e-04,7.451927e-04,0,0.001000
ultradilute_vf026,2,1,5,0.147108,951.881709,953.1934284,7.303888e-06,1.074868e-03,2.414169e-06,4.370069e-04,2.288088e-04,0,0.001000
ultradilute_vf026,2,1,6,0.112115,451.5863818,451.9854562,2.556317e-05,1.463138e-03,2.687655e-06,6.459952e-04,4.113453e-04,0,0.001000
ultradilute_vf026,2,1,7,0.096124,257.0477626,257.2124423,5.012376e-06,7.026261e-04,2.676379e-06,7.614650e-04,1.327240e-04,0,0.001000
ultradilute_vf026,2,1,8,0.085219,178.1635127,178.2496116,8.649134e-06,1.422244e-03,2.898127e-06,1.096691e-03,2.727214e-04,0,0.001000
ultradilute_vf026,2,1,9,0.078451,131.5728642,131.6230853,3.781011e-06,6.386238e-04,2.969696e-06,1.465082e-03,1.304639e-04,0,0.001000
ultradilute_vf026,2,1,10,0.074178,105.8599632,105.8904876,4.910963e-06,7.634665e-04,3.124806e-06,1.839604e-03,1.445164e-04,0,0.001000
ultradilute_vf026,2,1,11,0.069431,90.54712543,90.56685795,3.096768e-06,6.646427e-04,3.156429e-06,2.403491e-03,1.669567e-04,0,0.001000
ultradilute_vf026,2,1,12,0.066976,80.9105054,80.9230314,3.384695e-06,4.141564e-04,3.315788e-06,2.999146e-03,7.955889e-05,0,0.001000
ultradilute_vf026,2,1,13,0.064412,75.34020522,75.35015979,2.760998e-06,6.240972e-04,3.336694e-06,3.727634e-03,1.200256e-04,0,0.001000
ultradilute_vf026,2,1,14,0.062934,70.97772714,70.98437007,2.843984e-06,3.656133e-04,3.271150e-06,4.156306e-03,8.678919e-05,0,0.001000
ultradilute_vf026,2,1,15,0.061537,68.07920935,68.08463648,2.587136e-06,5.976735e-04,3.213037e-06,4.724463e-03,9.498074e-05,0,0.001000
ultradilute_vf026,2,1,16,0.060696,65.81999849,65.82364198,2.597260e-06,3.959957e-04,3.273249e-06,5.458109e-03,7.387207e-05,0,0.001000
ultradilute_vf026,2,1,17,0.059787,64.18355978,64.18682837,2.427796e-06,5.673225e-04,3.288336e-06,6.081416e-03,8.186498e-05,0,0.001000
ultradilute_vf026,2,1,18,0.059041,62.91044112,62.9128883,2.412204e-06,4.135993e-04,3.335139e-06,6.917999e-03,6.651810e-05,0,0.001000
ultradilute_vf026,2,1,19,0.058336,61.93032795,61.93260229,2.355576e-06,5.103300e-04,3.356403e-06,7.428429e-03,7.044887e-05,0,0.001000
ultradilute_vf026,2,1,20,0.058038,61.15113447,61.15292121,2.337497e-06,4.343721e-04,3.372880e-06,6.820245e-03,6.315169e-05,0,0.001000
ultradilute_vf026,2,1,21,0.057509,60.51543849,60.51662475,2.317309e-06,4.991396e-04,3.381552e-06,7.257823e-03,6.661440e-05,0,0.001000
ultradilute_vf026,2,1,22,0.057359,59.98916553,59.99002039,2.297773e-06,4.757328e-04,3.486683e-06,7.615815e-03,6.426888e-05,0,0.001000
ultradilute_vf026,2,1,23,0.056939,59.54005126,59.54058331,2.271868e-06,4.939760e-04,3.507670e-06,7.956978e-03,6.499417e-05,0,0.001000
ultradilute_vf026,2,1,24,0.056722,59.15365731,59.15449786,2.252290e-06,4.933584e-04,3.625067e-06,8.338996e-03,6.449861e-05,0,0.001000
ultradilute_vf026,2,1,25,0.056519,58.83189914,58.83227449,2.243966e-06,5.067590e-04,3.508369e-06,8.558311e-03,6.532342e-05,0,0.001000
ultradilute_vf026,2,1,26,0.056247,58.55113766,58.55161768,2.234421e-06,5.152899e-04,3.585052e-06,8.787077e-03,6.584123e-05,0,0.001000
ultradilute_vf026,2,1,27,0.056179,58.31195636,58.31240823,2.221948e-06,5.250142e-04,3.580727e-06,9.198785e-03,6.650926e-05,0,0.001000
ultradilute_vf026,2,1,28,0.055976,58.09929459,58.09936253,2.215747e-06,5.354190e-04,3.455273e-06,9.450001e-03,6.734185e-05,0,0.001000
ultradilute_vf026,2,1,29,0.055786,57.91623566,57.91608763,2.206755e-06,5.460593e-04,3.384840e-06,9.118577e-03,6.822413e-05,0,0.001000
ultradilute_vf026,2,1,30,0.055678,57.75763089,57.75764391,2.203396e-06,5.564334e-04,3.182147e-06,8.909103e-03,6.921843e-05,0,0.001000
ultradilute_vf026,2,1,31,0.055447,57.61914401,57.61940814,2.205937e-06,5.673242e-04,3.193087e-06,8.919657e-03,7.035015e-05,0,0.001000
ultradilute_vf026,2,1,32,0.055325,57.50156282,57.50158055,2.205481e-06,5.770066e-04,3.174531e-06,8.871760e-03,7.136531e-05,0,0.001000
ultradilute_vf026,2,1,33,0.055216,57.39862429,57.39856156,2.203676e-06,5.862704e-04,3.217992e-06,8.921451e-03,7.232658e-05,0,0.001000
ultradilute_vf026,2,1,34,0.055027,57.30985662,57.30962775,2.201977e-06,5.960242e-04,3.306845e-06,9.644396e-03,7.313361e-05,0,0.001000
ultradilute_vf026,2,1,35,0.054891,57.23133519,57.23103238,2.197428e-06,6.004375e-04,3.410382e-06,1.034825e-02,7.351045e-05,0,0.001000
ultradilute_vf026,2,1,36,0.054593,57.16077357,57.16036358,2.191997e-06,6.010853e-04,3.190092e-06,8.771410e-03,7.344344e-05,0,0.001000
ultradilute_vf026,2,1,37,0.054552,57.09748008,57.0972421,2.186313e-06,6.019270e-04,3.255502e-06,8.742901e-03,7.343642e-05,0,0.001000
ultradilute_vf026,2,1,38,0.054525,57.04010285,57.03978931,2.180561e-06,6.028340e-04,3.135186e-06,8.742273e-03,7.344856e-05,0,0.001000
ultradilute_vf026,2,1,39,0.054348,56.98840226,56.98797744,2.178064e-06,6.040427e-04,3.167033e-06,8.765172e-03,7.352569e-05,0,0.001000
ultradilute_vf026,2,1,40,0.054294,56.94335775,56.94287318,2.175102e-06,6.055838e-04,3.163213e-06,8.782884e-03,7.366921e-05,0,0.001000
ultradilute_vf026,4,1,1,1.000000,7275965.685,7275965.685,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.000000
ultradilute_vf026,4,1,2,0.718330,31566.6285,31579.31163,4.017891e-04,3.333048e-03,3.582254e-06,1.431156e-04,1.212046e-03,0,0.001000
ultradilute_vf026,4,1,3,0.482490,11809.87304,11812.97862,5.706363e-06,3.571341e-05,9.882553e-07,1.687878e-04,1.910001e-05,0,0.001000
ultradilute_vf026,4,1,4,0.274658,2374.168021,2375.727158,1.079766e-04,1.504929e-03,1.205212e-06,1.082816e-04,3.057737e-04,0,0.001000
ultradilute_vf026,4,1,5,0.210259,951.881709,952.4216329,4.608174e-06,7.159981e-04,9.191378e-07,1.688196e-04,5.950463e-05,0,0.001000
ultradilute_vf026,4,1,6,0.168945,451.5863818,451.7405067,1.824350e-05,1.382868e-03,1.055257e-06,2.544470e-04,1.414539e-04,0,0.001000
ultradilute_vf026,4,1,7,0.148885,257.0477626,257.1102918,3.302133e-06,5.109004e-04,1.024523e-06,2.703696e-04,3.353876e-05,0,0.001000
ultradilute_vf026,4,1,8,0.135091,178.1635127,178.1971027,6.385486e-06,1.326307e-03,1.127309e-06,4.175240e-04,9.571175e-05,0,0.001000
ultradilute_vf026,4,1,9,0.126411,131.5728642,131.592317,2.640201e-06,4.836536e-04,1.148316e-06,5.311688e-04,3.101498e-05,0,0.001000
ultradilute_vf026,4,1,10,0.121813,105.8599632,105.8720501,3.672924e-06,7.066895e-04,1.211416e-06,6.980223e-04,4.993808e-05,0,0.001000
ultradilute_vf026,4,1,11,0.114827,90.54712543,90.55489499,2.257119e-06,5.236931e-04,1.216912e-06,9.007050e-04,3.644173e-05,0,0.001000
ultradilute_vf026,4,1,12,0.112088,80.9105054,80.91553047,2.600842e-06,3.792153e-04,1.276281e-06,1.128914e-03,2.584664e-05,0,0.001000
ultradilute_vf026,4,1,13,0.108385,75.34020522,75.34427579,2.078344e-06,5.107896e-04,1.285619e-06,1.397411e-03,2.902564e-05,0,0.001000
ultradilute_vf026,4,1,14,0.106540,70.97772714,70.98047044,2.207290e-06,3.336536e-04,1.261772e-06,1.558302e-03,2.510601e-05,0,0.001000
ultradilute_vf026,4,1,15,0.104167,68.07920935,68.08150481,1.977045e-06,5.035936e-04,1.238852e-06,1.773183e-03,2.496395e-05,0,0.001000
ultradilute_vf026,4,1,16,0.103163,65.81999849,65.82166579,2.024013e-06,3.616769e-04,1.261665e-06,2.053830e-03,2.205732e-05,0,0.001000
ultradilute_vf026,4,1,17,0.102024,64.18355978,64.18495295,1.869932e-06,4.873307e-04,1.260695e-06,2.290651e-03,2.262668e-05,0,0.001000
ultradilute_vf026,4,1,18,0.101183,62.91044112,62.91154531,1.874595e-06,3.738884e-04,1.277124e-06,2.609348e-03,1.992519e-05,0,0.001000
ultradilute_vf026,4,1,19,0.100328,61.93032795,61.93134169,1.824007e-06,4.462004e-04,1.284936e-06,2.803157e-03,2.014778e-05,0,0.001000
ultradilute_vf026,4,1,20,0.100030,61.15113447,61.15193092,1.816568e-06,3.883268e-04,1.292467e-06,2.505709e-03,1.879203e-05,0,0.001000
ultradilute_vf026,4,1,21,0.099542,60.51543849,60.51601709,1.795435e-06,4.376598e-04,1.296406e-06,2.670474e-03,1.933145e-05,0,0.001000
ultradilute_vf026,4,1,22,0.099325,59.98916553,59.98962037,1.781353e-06,4.210491e-04,1.339656e-06,2.805360e-03,1.885761e-05,0,0.001000
