fixture,band_k,cadence,iter,active_frac,C_full,C_restricted,dC_rel,dSens_rel,mean_drho,max_drho,outside_band_rel,band_escapes,max_escaping_rho
ultradilute_vf026,4,1,23,0.098768,59.54005126,59.54037934,1.761972e-06,4.346061e-04,1.347670e-06,2.937871e-03,1.885623e-05,0,0.001000
ultradilute_vf026,4,1,24,0.098511,59.15365731,59.15408388,1.747737e-06,4.362525e-04,1.392785e-06,3.084127e-03,1.870010e-05,0,0.001000
ultradilute_vf026,4,1,25,0.098253,58.83189914,58.83213888,1.742246e-06,4.474872e-04,1.348954e-06,3.168317e-03,1.883793e-05,0,0.001000
ultradilute_vf026,4,1,26,0.097846,58.55113766,58.55140251,1.738420e-06,4.548857e-04,1.372586e-06,3.254232e-03,1.894090e-05,0,0.001000
ultradilute_vf026,4,1,27,0.097765,58.31195636,58.31222196,1.728479e-06,4.635270e-04,1.367702e-06,3.417914e-03,1.908355e-05,0,0.001000
ultradilute_vf026,4,1,28,0.097426,58.09929459,58.09937569,1.726656e-06,4.725987e-04,1.314598e-06,3.522144e-03,1.927842e-05,0,0.001000
ultradilute_vf026,4,1,29,0.097141,57.91623566,57.91621497,1.719862e-06,4.817458e-04,1.296078e-06,3.403019e-03,1.949404e-05,0,0.001000
ultradilute_vf026,4,1,30,0.097073,57.75763089,57.75763798,1.716456e-06,4.909197e-04,1.189128e-06,3.323791e-03,1.975315e-05,0,0.001000
ultradilute_vf026,4,1,31,0.096707,57.61914401,57.61923074,1.720865e-06,5.008817e-04,1.214822e-06,3.303580e-03,2.006244e-05,0,0.001000
ultradilute_vf026,4,1,32,0.096503,57.50156282,57.50160044,1.723033e-06,5.098276e-04,1.212418e-06,3.345905e-03,2.034479e-05,0,0.001000
ultradilute_vf026,4,1,33,0.096368,57.39862429,57.39863395,1.722385e-06,5.182146e-04,1.229358e-06,3.602739e-03,2.060838e-05,0,0.001000
ultradilute_vf026,4,1,34,0.096042,57.30985662,57.30980985,1.724442e-06,5.271946e-04,1.262207e-06,3.891815e-03,2.082596e-05,0,0.001000
ultradilute_vf026,4,1,35,0.095907,57.23133519,57.23126048,1.721632e-06,5.314121e-04,1.302073e-06,4.171598e-03,2.091737e-05,0,0.001000
ultradilute_vf026,4,1,36,0.095703,57.16077357,57.16067451,1.719522e-06,5.323410e-04,1.210898e-06,3.268537e-03,2.088126e-05,0,0.001000
ultradilute_vf026,4,1,37,0.095608,57.09748008,57.09744834,1.715115e-06,5.332461e-04,1.233040e-06,3.261318e-03,2.086824e-05,0,0.001000
ultradilute_vf026,4,1,38,0.095581,57.04010285,57.04002546,1.710398e-06,5.341393e-04,1.184653e-06,3.264362e-03,2.085807e-05,0,0.001000
ultradilute_vf026,4,1,39,0.095283,56.98840226,56.98828802,1.710854e-06,5.352751e-04,1.195308e-06,3.275780e-03,2.086543e-05,0,0.001000
ultradilute_vf026,4,1,40,0.095269,56.94335775,56.94322786,1.708038e-06,5.368193e-04,1.191150e-06,3.285380e-03,2.089895e-05,0,0.001000
ultradilute_vf026,8,1,1,1.000000,7275965.685,7275965.685,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0.000000
ultradilute_vf026,8,1,2,0.887655,31566.6285,31568.69158,6.535637e-05,6.551878e-04,7.147448e-07,1.927336e-05,4.362798e-04,0,0.001000
ultradilute_vf026,8,1,3,0.703817,11809.87304,11810.05718,1.780002e-06,9.463755e-06,2.085529e-07,2.242855e-05,1.836468e-06,0,0.001000
ultradilute_vf026,8,1,4,0.447944,2374.168021,2374.467535,4.190858e-05,9.657427e-04,3.338980e-07,3.331940e-05,8.667820e-05,0,0.001000
ultradilute_vf026,8,1,5,0.359877,951.881709,952.000052,1.954739e-06,3.086098e-04,2.042394e-07,4.479517e-05,9.204468e-06,0,0.001000
ultradilute_vf026,8,1,6,0.306261,451.5863818,451.6157411,7.488936e-06,8.760137e-04,2.332898e-07,5.196355e-05,2.898636e-05,0,0.001000
ultradilute_vf026,8,1,7,0.277981,257.0477626,257.0599905,1.300386e-06,2.273870e-04,2.042893e-07,5.835330e-05,4.503516e-06,0,0.001000
ultradilute_vf026,8,1,8,0.259725,178.1635127,178.1703685,2.702516e-06,8.087308e-04,2.280800e-07,8.530749e-05,1.846896e-05,0,0.001000
ultradilute_vf026,8,1,9,0.246596,131.5728642,131.5767492,1.080326e-06,2.332111e-04,2.226218e-07,8.047199e-05,4.257945e-06,0,0.001000
ultradilute_vf026,8,1,10,0.242011,105.8599632,105.8626625,1.586262e-06,4.278400e-04,2.353953e-07,1.163042e-04,9.640295e-06,0,0.001000
ultradilute_vf026,8,1,11,0.229777,90.54712543,90.54882619,9.642807e-07,2.713014e-04,2.307751e-07,1.432039e-04,5.392842e-06,0,0.001000
ultradilute_vf026,8,1,12,0.228706,80.9105054,80.9115946,1.151596e-06,2.312487e-04,2.416969e-07,1.813438e-04,4.465631e-06,0,0.001000
ultradilute_vf026,8,1,13,0.222195,75.34020522,75.34108439,9.021059e-07,2.688531e-04,2.422987e-07,2.200884e-04,4.610180e-06,0,0.001000
ultradilute_vf026,8,1,14,0.220093,70.97772714,70.97835796,9.963051e-07,2.044300e-04,2.415917e-07,2.336294e-04,4.469080e-06,0,0.001000
ultradilute_vf026,8,1,15,0.215590,68.07920935,68.07975521,8.851808e-07,2.766884e-04,2.353355e-07,2.669225e-04,4.140693e-06,0,0.001000
ultradilute_vf026,8,1,16,0.214288,65.81999849,65.82043801,9.276209e-07,2.202440e-04,2.393452e-07,3.109816e-04,3.978973e-06,0,0.001000
ultradilute_vf026,8,1,17,0.213230,64.18355978,64.18383226,8.356143e-07,2.735307e-04,2.372782e-07,3.471666e-04,3.844343e-06,0,0.001000
ultradilute_vf026,8,1,18,0.212253,62.91044112,62.91067755,8.470232e-07,2.240319e-04,2.387648e-07,3.976650e-04,3.576610e-06,0,0.001000
ultradilute_vf026,8,1,19,0.211114,61.93032795,61.93055227,8.167658e-07,2.557268e-04,2.399953e-07,4.285756e-04,3.476526e-06,0,0.001000
ultradilute_vf026,8,1,20,0.210938,61.15113447,61.15132703,8.163246e-07,2.302470e-04,2.430475e-07,3.335675e-04,3.341929e-06,0,0.001000
ultradilute_vf026,8,1,21,0.210503,60.51543849,60.5155939,7.983255e-07,2.518340e-04,2.454790e-07,3.562515e-04,3.339657e-06,0,0.001000
ultradilute_vf026,8,1,22,0.210192,59.98916553,59.98928245,7.919103e-07,2.438533e-04,2.545897e-07,3.763010e-04,3.282914e-06,0,0.001000
ultradilute_vf026,8,1,23,0.209568,59.54005126,59.54015413,7.792719e-07,2.491273e-04,2.565460e-07,3.978462e-04,3.245016e-06,0,0.001000
ultradilute_vf026,8,1,24,0.209283,59.15365731,59.15376111,7.737363e-07,2.502712e-04,2.660251e-07,4.209221e-04,3.213291e-06,0,0.001000
ultradilute_vf026,8,1,25,0.209201,58.83189914,58.83197143,7.673522e-07,2.549698e-04,2.608799e-07,4.331883e-04,3.216117e-06,0,0.001000
ultradilute_vf026,8,1,26,0.208767,58.55113766,58.55119056,7.640650e-07,2.584895e-04,2.628340e-07,4.440790e-04,3.220796e-06,0,0.001000
ultradilute_vf026,8,1,27,0.208713,58.31195636,58.31201813,7.577906e-07,2.622269e-04,2.636074e-07,4.719753e-04,3.233013e-06,0,0.001000
ultradilute_vf026,8,1,28,0.208347,58.09929459,58.09930832,7.561838e-07,2.668667e-04,2.558472e-07,4.937949e-04,3.255398e-06,0,0.001000
ultradilute_vf026,8,1,29,0.207940,57.91623566,57.91622668,7.526096e-07,2.715210e-04,2.520732e-07,5.448904e-04,3.282337e-06,0,0.001000
ultradilute_vf026,8,1,30,0.207899,57.75763089,57.75763761,7.502239e-07,2.762279e-04,2.303120e-07,6.000687e-04,3.318802e-06,0,0.001000
ultradilute_vf026,8,1,31,0.207479,57.61914401,57.61915657,7.519163e-07,2.817644e-04,2.374189e-07,6.610264e-04,3.364802e-06,0,0.001000
ultradilute_vf026,8,1,32,0.207248,57.50156282,57.50158053,7.525093e-07,2.866795e-04,2.379666e-07,7.220032e-04,3.408058e-06,0,0.001000
ultradilute_vf026,8,1,33,0.207072,57.39862429,57.39863025,7.518180e-07,2.912169e-04,2.412434e-07,7.768958e-04,3.447382e-06,0,0.001000
ultradilute_vf026,8,1,34,0.206665,57.30985662,57.30984697,7.534990e-07,2.966309e-04,2.482713e-07,8.374977e-04,3.478779e-06,0,0.001000
ultradilute_vf026,8,1,35,0.206597,57.23133519,57.23132887,7.509928e-07,2.987432e-04,2.564222e-07,8.962533e-04,3.488542e-06,0,0.001000
ultradilute_vf026,8,1,36,0.206353,57.16077357,57.16076375,7.505225e-07,2.992184e-04,2.367320e-07,6.257286e-04,3.477174e-06,0,0.001000
ultradilute_vf026,8,1,37,0.206204,57.09748008,57.09749301,7.482571e-07,2.996823e-04,2.410596e-07,6.413498e-04,3.470723e-06,0,0.001000
ultradilute_vf026,8,1,38,0.206177,57.04010285,57.04008817,7.457735e-07,3.000862e-04,2.324411e-07,6.572363e-04,3.464623e-06,0,0.001000
ultradilute_vf026,8,1,39,0.205729,56.98840226,56.98839651,7.469611e-07,3.011839e-04,2.343992e-07,6.771284e-04,3.461579e-06,0,0.001000
ultradilute_vf026,8,1,40,0.205716,56.94335775,56.943344,7.454021e-07,3.019378e-04,2.345231e-07,6.962341e-04,3.463746e-06,0,0.001000
