rung,iter,boundary,threshold,band_k,domain_elems,elem_frac,node_frac
0,23,0,0.5,4,39672,0.026921,0.033472
0,23,0,0.5,8,39672,0.117463,0.129845
0,24,0,0.0015,0,39672,0.470332,0.500785
0,24,0,0.0015,2,39672,0.612371,0.625895
0,24,0,0.0015,4,39672,0.704149,0.713560
0,24,0,0.0015,8,39672,0.848533,0.852991
0,24,0,0.01,0,39672,0.102793,0.178401
0,24,0,0.01,2,39672,0.415558,0.468237
0,24,0,0.01,4,39672,0.579073,0.600970
0,24,0,0.01,8,39672,0.741001,0.748833
0,24,0,0.05,0,39672,0.008243,0.021991
0,24,0,0.05,2,39672,0.084367,0.116794
0,24,0,0.05,4,39672,0.213475,0.258582
0,24,0,0.05,8,39672,0.500076,0.529222
0,24,0,0.1,0,39672,0.001689,0.005590
0,24,0,0.1,2,39672,0.024022,0.036821
0,24,0,0.1,4,39672,0.077107,0.100000
0,24,0,0.1,8,39672,0.266006,0.295149
0,24,0,0.3,0,39672,0.000302,0.001386
0,24,0,0.3,2,39672,0.008066,0.011781
0,24,0,0.3,4,39672,0.026921,0.033472
0,24,0,0.3,8,39672,0.117463,0.129845
0,24,0,0.5,0,39672,0.000302,0.001386
0,24,0,0.5,2,39672,0.008066,0.011781
0,24,0,0.5,4,39672,0.026921,0.033472
0,24,0,0.5,8,39672,0.117463,0.129845
0,25,0,0.0015,0,39672,0.595861,0.655094
0,25,0,0.0015,2,39672,0.844399,0.869831
0,25,0,0.0015,4,39672,0.954678,0.959968
0,25,0,0.0015,8,39672,1.000000,1.000000
0,25,0,0.01,0,39672,0.230011,0.293555
0,25,0,0.01,2,39672,0.481776,0.549550
0,25,0,0.01,4,39672,0.731095,0.785770
0,25,0,0.01,8,39672,0.982103,0.987110
0,25,0,0.05,0,39672,0.001764,0.006907
0,25,0,0.05,2,39672,0.037281,0.057126
0,25,0,0.05,4,39672,0.131100,0.167059
0,25,0,0.05,8,39672,0.484901,0.538785
0,25,0,0.1,0,39672,0.000302,0.001386
0,25,0,0.1,2,39672,0.008066,0.011781
0,25,0,0.1,4,39672,0.026921,0.033472
0,25,0,0.1,8,39672,0.117463,0.129845
0,25,0,0.3,0,39672,0.000302,0.001386
0,25,0,0.3,2,39672,0.008066,0.011781
0,25,0,0.3,4,39672,0.026921,0.033472
0,25,0,0.3,8,39672,0.117463,0.129845
0,25,0,0.5,0,39672,0.000302,0.001386
0,25,0,0.5,2,39672,0.008066,0.011781
0,25,0,0.5,4,39672,0.026921,0.033472
0,25,0,0.5,8,39672,0.117463,0.129845
0,25,1,0.0015,0,39672,0.595861,0.655094
0,25,1,0.0015,2,39672,0.844399,0.869831
0,25,1,0.0015,4,39672,0.954678,0.959968
0,25,1,0.0015,8,39672,1.000000,1.000000
0,25,1,0.01,0,39672,0.230011,0.293555
0,25,1,0.01,2,39672,0.481776,0.549550
0,25,1,0.01,4,39672,0.731095,0.785770
0,25,1,0.01,8,39672,0.982103,0.987110
0,25,1,0.05,0,39672,0.001764,0.006907
0,25,1,0.05,2,39672,0.037281,0.057126
0,25,1,0.05,4,39672,0.131100,0.167059
0,25,1,0.05,8,39672,0.484901,0.538785
0,25,1,0.1,0,39672,0.000302,0.001386
0,25,1,0.1,2,39672,0.008066,0.011781
0,25,1,0.1,4,39672,0.026921,0.033472
0,25,1,0.1,8,39672,0.117463,0.129845
0,25,1,0.3,0,39672,0.000302,0.001386
0,25,1,0.3,2,39672,0.008066,0.011781
0,25,1,0.3,4,39672,0.026921,0.033472
0,25,1,0.3,8,39672,0.117463,0.129845
0,25,1,0.5,0,39672,0.000302,0.001386
0,25,1,0.5,2,39672,0.008066,0.011781
0,25,1,0.5,4,39672,0.026921,0.033472
0,25,1,0.5,8,39672,0.117463,0.129845
