
===== [CORRECTNESS] dilute box 40x24x40 = 38400 elements, part 1512 voxels (3.94% fill, 25.4x dilution) =====

[MECHANICS] mask determinism (pure function, fixed traversal): PASS (bit-identical across re-derivations)

----- [TRAJECTORY] dilute40_vf026  rung_vf=0.26 -> domain vf=0.0102  rmin=2.50 k=2 cadence=1 tol=1e-10 iters=40 -----
  it | active% | C_full         C_rest       dC/C     | max|dSens|/|Sens| (band) | mean|drho|  max|drho| | outside-band want | band escapes
----- [TRAJECTORY] dilute40_vf026  rung_vf=0.26 -> domain vf=0.0102  rmin=2.50 k=4 cadence=2 tol=1e-10 iters=40 -----
  it | active% | C_full         C_rest       dC/C     | max|dSens|/|Sens| (band) | mean|drho|  max|drho| | outside-band want | band escapes
   1 | 100.00% | 1032925.5      1032925.5    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0000)
   2 | 100.00% | 19081.704      19081.704    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   3 |  81.36% | 7270.0543      7270.071     2.29e-06 | 2.52e-05              |  1.757e-07 2.117e-05 | 2.15e-05 |      0 (max rho 0.0010)
   4 |  81.36% | 1515.0829      1515.1278    1.35e-05 | 5.71e-04              |  2.735e-07 2.351e-05 | 1.10e-04 |      0 (max rho 0.0010)
   5 |  41.05% | 641.79996      641.82766    3.28e-06 | 6.88e-04              |  1.701e-07 1.836e-05 | 5.99e-05 |      0 (max rho 0.0010)
   6 |  41.05% | 324.95648      324.96568    9.37e-06 | 1.10e-03              |  2.354e-07 3.208e-05 | 1.20e-04 |      0 (max rho 0.0010)
   7 |  29.52% | 190.42899      190.43419    2.50e-06 | 4.58e-04              |  1.845e-07 3.023e-05 | 3.15e-05 |      0 (max rho 0.0010)
   8 |  29.52% | 133.01871      133.02168    4.35e-06 | 1.14e-03              |  2.063e-07 3.228e-05 | 9.17e-05 |      0 (max rho 0.0010)
   9 |  25.02% | 98.774165      98.775957    2.07e-06 | 4.04e-04              |  1.899e-07 3.451e-05 | 2.92e-05 |      0 (max rho 0.0010)
  10 |  25.02% | 79.899942      79.90117     2.67e-06 | 5.63e-04              |  1.932e-07 3.819e-05 | 4.97e-05 |      0 (max rho 0.0010)
  11 |  22.77% | 68.959591      68.960465    1.76e-06 | 4.34e-04              |  1.830e-07 3.603e-05 | 3.28e-05 |      0 (max rho 0.0010)
  12 |  22.77% | 62.11642       62.117087    1.91e-06 | 2.94e-04              |  1.779e-07 4.152e-05 | 2.77e-05 |      0 (max rho 0.0010)
  13 |  21.38% | 58.01104       58.011499    1.62e-06 | 4.20e-04              |  1.693e-07 4.709e-05 | 2.58e-05 |      0 (max rho 0.0010)
  14 |  21.38% | 54.963383      54.963754    1.68e-06 | 2.77e-04              |  1.642e-07 5.653e-05 | 2.12e-05 |      0 (max rho 0.0010)
  15 |  20.46% | 52.92367       52.923973    1.53e-06 | 4.08e-04              |  1.591e-07 6.180e-05 | 2.15e-05 |      0 (max rho 0.0010)
  16 |  20.46% | 51.375099      51.375349    1.54e-06 | 2.98e-04              |  1.542e-07 7.588e-05 | 1.83e-05 |      0 (max rho 0.0010)
  17 |  19.97% | 50.229122      50.229346    1.47e-06 | 3.81e-04              |  1.499e-07 8.482e-05 | 1.86e-05 |      0 (max rho 0.0010)
  18 |  19.97% | 49.369846      49.37005     1.48e-06 | 3.22e-04              |  1.484e-07 9.992e-05 | 1.71e-05 |      0 (max rho 0.0010)
  19 |  19.69% | 48.677086      48.677253    1.46e-06 | 3.85e-04              |  1.479e-07 1.165e-04 | 1.79e-05 |      0 (max rho 0.0010)
  20 |  19.69% | 48.116635      48.116766    1.45e-06 | 3.60e-04              |  1.475e-07 1.347e-04 | 1.73e-05 |      0 (max rho 0.0010)
  21 |  19.48% | 47.648793      47.648897    1.44e-06 | 3.95e-04              |  1.449e-07 1.440e-04 | 1.77e-05 |      0 (max rho 0.0010)
  22 |  19.48% | 47.257619      47.257738    1.42e-06 | 3.96e-04              |  1.437e-07 1.339e-04 | 1.77e-05 |      0 (max rho 0.0010)
  23 |  19.36% | 46.937934      46.938041    1.41e-06 | 4.09e-04              |  1.400e-07 1.437e-04 | 1.79e-05 |      0 (max rho 0.0010)
  24 |  19.36% | 46.669972      46.67005     1.40e-06 | 4.19e-04              |  1.426e-07 1.514e-04 | 1.81e-05 |      0 (max rho 0.0010)
  25 |  19.27% | 46.438018      46.438104    1.41e-06 | 4.33e-04              |  1.388e-07 1.638e-04 | 1.85e-05 |      0 (max rho 0.0010)
  26 |  19.27% | 46.235442      46.235539    1.40e-06 | 4.45e-04              |  1.312e-07 1.583e-04 | 1.88e-05 |      0 (max rho 0.0010)
  27 |  19.18% | 46.065604      46.065695    1.41e-06 | 4.55e-04              |  1.280e-07 1.656e-04 | 1.90e-05 |      0 (max rho 0.0010)
  28 |  19.18% | 45.924721      45.924804    1.41e-06 | 4.59e-04              |  1.249e-07 1.750e-04 | 1.91e-05 |      0 (max rho 0.0010)
  29 |  19.09% | 45.806516      45.806603    1.41e-06 | 4.63e-04              |  1.227e-07 1.505e-04 | 1.92e-05 |      0 (max rho 0.0010)
  30 |  19.09% | 45.703761      45.703824    1.41e-06 | 4.63e-04              |  1.225e-07 1.658e-04 | 1.91e-05 |      0 (max rho 0.0010)
  31 |  19.04% | 45.612724      45.612808    1.41e-06 | 4.65e-04              |  1.238e-07 1.786e-04 | 1.91e-05 |      0 (max rho 0.0010)
  32 |  19.04% | 45.530107      45.530175    1.41e-06 | 4.66e-04              |  1.177e-07 1.917e-04 | 1.91e-05 |      0 (max rho 0.0010)
  33 |  18.97% | 45.4578        45.457875    1.41e-06 | 4.68e-04              |  1.115e-07 2.015e-04 | 1.92e-05 |      0 (max rho 0.0010)
  34 |  18.97% | 45.393906      45.393964    1.41e-06 | 4.70e-04              |  1.088e-07 2.128e-04 | 1.92e-05 |      0 (max rho 0.0010)
  35 |  18.90% | 45.340165      45.340223    1.41e-06 | 4.71e-04              |  1.072e-07 2.280e-04 | 1.92e-05 |      0 (max rho 0.0010)
  36 |  18.90% | 45.292074      45.292143    1.41e-06 | 4.73e-04              |  1.064e-07 2.413e-04 | 1.93e-05 |      0 (max rho 0.0010)
  37 |  18.88% | 45.247965      45.248037    1.41e-06 | 4.74e-04              |  1.070e-07 2.541e-04 | 1.93e-05 |      0 (max rho 0.0010)
  38 |  18.88% | 45.20736       45.207434    1.41e-06 | 4.77e-04              |  1.063e-07 2.654e-04 | 1.94e-05 |      0 (max rho 0.0010)
  39 |  18.85% | 45.169902      45.169961    1.41e-06 | 4.79e-04              |  1.060e-07 2.751e-04 | 1.94e-05 |      0 (max rho 0.0010)
  40 |  18.85% | 45.135198      45.135259    1.41e-06 | 4.82e-04              |  1.061e-07 2.852e-04 | 1.95e-05 |      0 (max rho 0.0010)
  WORST over 40 iters: dC/C=1.35e-05  max|dSens|/|Sens|=1.14e-03  mean|drho|=2.735e-07  max|drho|=2.852e-04  outside-band want=1.20e-04  band escapes=0 (max escaping rho 0.0010)

----- [TRAJECTORY] dilute40_vf026  rung_vf=0.26 -> domain vf=0.0102  rmin=2.50 k=4 cadence=5 tol=1e-10 iters=40 -----
  it | active% | C_full         C_rest       dC/C     | max|dSens|/|Sens| (band) | mean|drho|  max|drho| | outside-band want | band escapes
   1 | 100.00% | 1032925.5      1032925.5    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0000)
   2 | 100.00% | 19081.704      19081.704    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   3 | 100.00% | 7270.0543      7270.0543    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   4 | 100.00% | 1515.0829      1515.0829    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   5 | 100.00% | 641.79996      641.79996    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   6 |  33.32% | 324.95648      324.96048    1.23e-05 | 1.14e-03              |  1.095e-07 1.302e-05 | 1.20e-04 |      0 (max rho 0.0010)
   7 |  33.32% | 190.42899      190.43055    2.24e-06 | 4.29e-04              |  9.241e-08 2.041e-05 | 2.50e-05 |      0 (max rho 0.0010)
   8 |  33.32% | 133.01871      133.01991    3.95e-06 | 1.11e-03              |  1.079e-07 2.033e-05 | 8.18e-05 |      0 (max rho 0.0010)
   9 |  33.32% | 98.774165      98.774798    1.63e-06 | 3.52e-04              |  1.002e-07 2.453e-05 | 2.02e-05 |      0 (max rho 0.0010)
  10 |  33.32% | 79.899942      79.900518    2.13e-06 | 5.27e-04              |  1.003e-07 2.478e-05 | 3.86e-05 |      0 (max rho 0.0010)
  11 |  22.77% | 68.959591      68.960023    1.76e-06 | 4.34e-04              |  9.113e-08 2.516e-05 | 3.28e-05 |      0 (max rho 0.0010)
  12 |  22.77% | 62.11642       62.116814    1.91e-06 | 2.94e-04              |  8.960e-08 2.762e-05 | 2.77e-05 |      0 (max rho 0.0010)
  13 |  22.77% | 58.01104       58.011268    1.55e-06 | 4.15e-04              |  8.201e-08 2.452e-05 | 2.58e-05 |      0 (max rho 0.0010)
  14 |  22.77% | 54.963383      54.963548    1.60e-06 | 2.74e-04              |  8.084e-08 2.754e-05 | 2.12e-05 |      0 (max rho 0.0010)
  15 |  22.77% | 52.92367       52.923842    1.42e-06 | 3.97e-04              |  7.616e-08 2.636e-05 | 2.15e-05 |      0 (max rho 0.0010)
  16 |  20.28% | 51.375099      51.375209    1.55e-06 | 2.98e-04              |  7.455e-08 2.830e-05 | 1.83e-05 |      0 (max rho 0.0010)
  17 |  20.28% | 50.229122      50.229254    1.45e-06 | 3.79e-04              |  7.147e-08 3.149e-05 | 1.86e-05 |      0 (max rho 0.0010)
  18 |  20.28% | 49.369846      49.369954    1.46e-06 | 3.20e-04              |  6.801e-08 3.264e-05 | 1.71e-05 |      0 (max rho 0.0010)
  19 |  20.28% | 48.677086      48.677195    1.43e-06 | 3.81e-04              |  6.551e-08 3.475e-05 | 1.79e-05 |      0 (max rho 0.0010)
  20 |  20.28% | 48.116635      48.116701    1.42e-06 | 3.57e-04              |  6.574e-08 3.692e-05 | 1.73e-05 |      0 (max rho 0.0010)
  21 |  19.48% | 47.648793      47.648871    1.44e-06 | 3.95e-04              |  6.404e-08 4.038e-05 | 1.77e-05 |      0 (max rho 0.0010)
  22 |  19.48% | 47.257619      47.257714    1.42e-06 | 3.96e-04              |  6.261e-08 4.198e-05 | 1.77e-05 |      0 (max rho 0.0010)
  23 |  19.48% | 46.937934      46.937998    1.41e-06 | 4.09e-04              |  5.965e-08 4.575e-05 | 1.79e-05 |      0 (max rho 0.0010)
  24 |  19.48% | 46.669972      46.670029    1.40e-06 | 4.19e-04              |  5.980e-08 4.956e-05 | 1.81e-05 |      0 (max rho 0.0010)
  25 |  19.48% | 46.438018      46.438076    1.40e-06 | 4.32e-04              |  5.944e-08 5.295e-05 | 1.85e-05 |      0 (max rho 0.0010)
  26 |  19.21% | 46.235442      46.235516    1.41e-06 | 4.48e-04              |  5.603e-08 5.549e-05 | 1.88e-05 |      0 (max rho 0.0010)
  27 |  19.21% | 46.065604      46.065671    1.40e-06 | 4.54e-04              |  5.567e-08 5.854e-05 | 1.90e-05 |      0 (max rho 0.0010)
  28 |  19.21% | 45.924721      45.924799    1.40e-06 | 4.58e-04              |  5.557e-08 6.095e-05 | 1.91e-05 |      0 (max rho 0.0010)
  29 |  19.21% | 45.806516      45.806591    1.40e-06 | 4.62e-04              |  5.647e-08 6.252e-05 | 1.92e-05 |      0 (max rho 0.0010)
  30 |  19.21% | 45.703761      45.703813    1.40e-06 | 4.62e-04              |  5.721e-08 6.643e-05 | 1.91e-05 |      0 (max rho 0.0010)
  31 |  19.04% | 45.612724      45.612802    1.41e-06 | 4.65e-04              |  5.853e-08 7.258e-05 | 1.91e-05 |      0 (max rho 0.0010)
  32 |  19.04% | 45.530107      45.530161    1.41e-06 | 4.66e-04              |  5.651e-08 7.106e-05 | 1.91e-05 |      0 (max rho 0.0010)
  33 |  19.04% | 45.4578        45.457866    1.40e-06 | 4.68e-04              |  5.442e-08 7.233e-05 | 1.92e-05 |      0 (max rho 0.0010)
  34 |  19.04% | 45.393906      45.393966    1.40e-06 | 4.69e-04              |  5.262e-08 7.334e-05 | 1.92e-05 |      0 (max rho 0.0010)
  35 |  19.04% | 45.340165      45.340228    1.40e-06 | 4.70e-04              |  5.281e-08 7.417e-05 | 1.92e-05 |      0 (max rho 0.0010)
  36 |  18.89% | 45.292074      45.292142    1.41e-06 | 4.73e-04              |  5.215e-08 7.743e-05 | 1.93e-05 |      0 (max rho 0.0010)
  37 |  18.89% | 45.247965      45.248033    1.41e-06 | 4.74e-04              |  5.290e-08 8.318e-05 | 1.93e-05 |      0 (max rho 0.0010)
  38 |  18.89% | 45.20736       45.207429    1.41e-06 | 4.77e-04              |  5.221e-08 8.891e-05 | 1.94e-05 |      0 (max rho 0.0010)
  39 |  18.89% | 45.169902      45.169955    1.41e-06 | 4.79e-04              |  5.246e-08 9.460e-05 | 1.94e-05 |      0 (max rho 0.0010)
  40 |  18.89% | 45.135198      45.135263    1.40e-06 | 4.81e-04              |  5.286e-08 1.009e-04 | 1.95e-05 |      0 (max rho 0.0010)
  WORST over 40 iters: dC/C=1.23e-05  max|dSens|/|Sens|=1.14e-03  mean|drho|=1.095e-07  max|drho|=1.009e-04  outside-band want=1.20e-04  band escapes=0 (max escaping rho 0.0010)

----- [TRAJECTORY] dilute40_vf026  rung_vf=0.26 -> domain vf=0.0102  rmin=2.50 k=4 cadence=10 tol=1e-10 iters=40 -----
  it | active% | C_full         C_rest       dC/C     | max|dSens|/|Sens| (band) | mean|drho|  max|drho| | outside-band want | band escapes
   1 | 100.00% | 1032925.5      1032925.5    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0000)
   2 | 100.00% | 19081.704      19081.704    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   3 | 100.00% | 7270.0543      7270.0543    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   4 | 100.00% | 1515.0829      1515.0829    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   5 | 100.00% | 641.79996      641.79996    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   6 | 100.00% | 324.95648      324.95648    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   7 | 100.00% | 190.42899      190.42899    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   8 | 100.00% | 133.01871      133.01871    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
   9 | 100.00% | 98.774165      98.774165    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
  10 | 100.00% | 79.899942      79.899942    0.00e+00 | 0.00e+00              |  0.000e+00 0.000e+00 | 0.00e+00 |      0 (max rho 0.0010)
  11 |  22.77% | 68.959591      68.959712    1.76e-06 | 4.34e-04              |  1.744e-08 3.647e-06 | 3.28e-05 |      0 (max rho 0.0010)
  12 |  22.77% | 62.11642       62.11662     1.91e-06 | 2.94e-04              |  2.094e-08 5.917e-06 | 2.77e-05 |      0 (max rho 0.0010)
  13 |  22.77% | 58.01104       58.011126    1.55e-06 | 4.15e-04              |  2.478e-08 8.308e-06 | 2.58e-05 |      0 (max rho 0.0010)
  14 |  22.77% | 54.963383      54.963477    1.60e-06 | 2.74e-04              |  2.820e-08 9.382e-06 | 2.12e-05 |      0 (max rho 0.0010)
  15 |  22.77% | 52.92367       52.923751    1.42e-06 | 3.97e-04              |  2.942e-08 1.062e-05 | 2.15e-05 |      0 (max rho 0.0010)
  16 |  22.77% | 51.375099      51.375143    1.42e-06 | 2.90e-04              |  2.853e-08 1.281e-05 | 1.83e-05 |      0 (max rho 0.0010)
  17 |  22.77% | 50.229122      50.229196    1.33e-06 | 3.66e-04              |  2.889e-08 1.473e-05 | 1.86e-05 |      0 (max rho 0.0010)
  18 |  22.77% | 49.369846      49.369913    1.34e-06 | 3.10e-04              |  2.945e-08 1.580e-05 | 1.71e-05 |      0 (max rho 0.0010)
  19 |  22.77% | 48.677086      48.67717     1.31e-06 | 3.69e-04              |  2.846e-08 1.687e-05 | 1.79e-05 |      0 (max rho 0.0010)
  20 |  22.77% | 48.116635      48.116677    1.30e-06 | 3.46e-04              |  2.991e-08 1.796e-05 | 1.73e-05 |      0 (max rho 0.0010)
  21 |  19.48% | 47.648793      47.648867    1.44e-06 | 3.95e-04              |  3.037e-08 1.986e-05 | 1.77e-05 |      0 (max rho 0.0010)
  22 |  19.48% | 47.257619      47.257716    1.42e-06 | 3.96e-04              |  2.984e-08 2.011e-05 | 1.77e-05 |      0 (max rho 0.0010)
  23 |  19.48% | 46.937934      46.937988    1.41e-06 | 4.09e-04              |  2.961e-08 2.228e-05 | 1.79e-05 |      0 (max rho 0.0010)
  24 |  19.48% | 46.669972      46.670034    1.40e-06 | 4.19e-04              |  3.072e-08 2.409e-05 | 1.81e-05 |      0 (max rho 0.0010)
  25 |  19.48% | 46.438018      46.438093    1.40e-06 | 4.32e-04              |  3.064e-08 2.605e-05 | 1.85e-05 |      0 (max rho 0.0010)
  26 |  19.48% | 46.235442      46.235511    1.39e-06 | 4.44e-04              |  2.912e-08 2.864e-05 | 1.88e-05 |      0 (max rho 0.0010)
  27 |  19.48% | 46.065604      46.065679    1.39e-06 | 4.51e-04              |  2.893e-08 3.041e-05 | 1.90e-05 |      0 (max rho 0.0010)
  28 |  19.48% | 45.924721      45.924794    1.39e-06 | 4.55e-04              |  2.887e-08 3.284e-05 | 1.91e-05 |      0 (max rho 0.0010)
  29 |  19.48% | 45.806516      45.806579    1.39e-06 | 4.58e-04              |  2.985e-08 3.528e-05 | 1.92e-05 |      0 (max rho 0.0010)
  30 |  19.48% | 45.703761      45.703828    1.38e-06 | 4.59e-04              |  3.047e-08 3.749e-05 | 1.91e-05 |      0 (max rho 0.0010)
  31 |  19.04% | 45.612724      45.612793    1.41e-06 | 4.65e-04              |  3.094e-08 3.871e-05 | 1.91e-05 |      0 (max rho 0.0010)
  32 |  19.04% | 45.530107      45.53016     1.41e-06 | 4.66e-04              |  3.007e-08 4.025e-05 | 1.91e-05 |      0 (max rho 0.0010)
  33 |  19.04% | 45.4578        45.457864    1.40e-06 | 4.68e-04              |  2.934e-08 3.971e-05 | 1.92e-05 |      0 (max rho 0.0010)
  34 |  19.04% | 45.393906      45.39396     1.40e-06 | 4.69e-04              |  2.989e-08 4.076e-05 | 1.92e-05 |      0 (max rho 0.0010)
  35 |  19.04% | 45.340165      45.340232    1.40e-06 | 4.70e-04              |  3.040e-08 4.333e-05 | 1.92e-05 |      0 (max rho 0.0010)
  36 |  19.04% | 45.292074      45.29214     1.40e-06 | 4.72e-04              |  2.978e-08 4.511e-05 | 1.93e-05 |      0 (max rho 0.0010)
  37 |  19.04% | 45.247965      45.248029    1.39e-06 | 4.73e-04              |  3.055e-08 4.458e-05 | 1.93e-05 |      0 (max rho 0.0010)
  38 |  19.04% | 45.20736       45.207427    1.39e-06 | 4.75e-04              |  3.014e-08 4.362e-05 | 1.94e-05 |      0 (max rho 0.0010)
  39 |  19.04% | 45.169902      45.169959    1.39e-06 | 4.78e-04              |  3.039e-08 4.497e-05 | 1.94e-05 |      0 (max rho 0.0010)
  40 |  19.04% | 45.135198      45.135266    1.39e-06 | 4.80e-04              |  3.061e-08 4.556e-05 | 1.95e-05 |      0 (max rho 0.0010)
  WORST over 40 iters: dC/C=1.91e-06  max|dSens|/|Sens|=4.80e-04  mean|drho|=3.094e-08  max|drho|=4.556e-05  outside-band want=3.28e-05  band escapes=0 (max escaping rho 0.0010)
