
===== [CORRECTNESS] dilute box 40x24x40 = 38400 elements, part 1512 voxels (3.94% fill, 25.4x dilution) =====

[MECHANICS] mask determinism (pure function, fixed traversal): PASS (bit-identical across re-derivations)

----- [TRAJECTORY] dilute40_vf026  rung_vf=0.26 -> domain vf=0.0102  rmin=2.50 k=2 cadence=1 tol=1e-10 iters=40 -----
  it | active% | C_full         C_rest       dC/C     | max|dSens|/|Sens| (band) | mean|drho|  max|drho| | outside-band want | band escapes
  20 |  24.31% | 6.4582973      6.4582983    8.44e-08 | 4.09e-05              |  1.066e-08 7.378e-06 | 2.99e-06 |      0 (max rho 0.0010)
  21 |  24.25% | 6.4476626      6.4476632    8.41e-08 | 4.15e-05              |  1.061e-08 8.344e-06 | 3.00e-06 |      0 (max rho 0.0010)
  22 |  24.19% | 6.4388148      6.4388154    8.38e-08 | 4.19e-05              |  1.059e-08 9.337e-06 | 3.00e-06 |      0 (max rho 0.0010)
  23 |  24.15% | 6.4310747      6.4310752    8.35e-08 | 4.23e-05              |  1.035e-08 1.042e-05 | 3.00e-06 |      0 (max rho 0.0010)
  24 |  24.10% | 6.4238725      6.423873     8.33e-08 | 4.28e-05              |  1.035e-08 1.148e-05 | 3.00e-06 |      0 (max rho 0.0010)
  25 |  24.03% | 6.417323       6.4173235    8.36e-08 | 4.35e-05              |  1.044e-08 1.259e-05 | 3.01e-06 |      0 (max rho 0.0010)
  26 |  23.97% | 6.411069       6.4110695    8.39e-08 | 4.42e-05              |  9.453e-09 8.081e-06 | 3.03e-06 |      0 (max rho 0.0010)
  27 |  23.92% | 6.405322       6.4053224    8.39e-08 | 4.46e-05              |  9.320e-09 8.688e-06 | 3.05e-06 |      0 (max rho 0.0010)
  28 |  23.87% | 6.4005564      6.4005566    8.38e-08 | 4.48e-05              |  8.827e-09 8.557e-06 | 3.05e-06 |      0 (max rho 0.0010)
  29 |  23.86% | 6.3964673      6.3964681    8.36e-08 | 4.49e-05              |  8.506e-09 9.252e-06 | 3.05e-06 |      0 (max rho 0.0010)
  30 |  23.83% | 6.3932096      6.3932104    8.35e-08 | 4.50e-05              |  8.177e-09 9.991e-06 | 3.06e-06 |      0 (max rho 0.0010)
  31 |  23.80% | 6.3903544      6.3903549    8.35e-08 | 4.50e-05              |  7.975e-09 8.684e-06 | 3.06e-06 |      0 (max rho 0.0010)
  32 |  23.77% | 6.3877108      6.3877115    8.34e-08 | 4.51e-05              |  7.849e-09 9.429e-06 | 3.06e-06 |      0 (max rho 0.0010)
  33 |  23.69% | 6.385353       6.3853535    8.33e-08 | 4.52e-05              |  7.842e-09 1.020e-05 | 3.06e-06 |      0 (max rho 0.0010)
  34 |  23.66% | 6.3831754      6.383176     8.34e-08 | 4.52e-05              |  8.025e-09 1.098e-05 | 3.06e-06 |      0 (max rho 0.0010)
  35 |  23.65% | 6.3810803      6.3810808    8.32e-08 | 4.52e-05              |  7.538e-09 1.054e-05 | 3.06e-06 |      0 (max rho 0.0010)
  36 |  23.62% | 6.3792975      6.379298     8.30e-08 | 4.52e-05              |  7.377e-09 1.124e-05 | 3.05e-06 |      0 (max rho 0.0010)
  37 |  23.60% | 6.3778065      6.377807     8.29e-08 | 4.51e-05              |  7.276e-09 1.121e-05 | 3.05e-06 |      0 (max rho 0.0010)
  38 |  23.59% | 6.3764066      6.3764074    8.28e-08 | 4.50e-05              |  7.420e-09 1.266e-05 | 3.04e-06 |      0 (max rho 0.0010)
  39 |  23.59% | 6.3750458      6.3750462    8.26e-08 | 4.50e-05              |  7.114e-09 9.151e-06 | 3.04e-06 |      0 (max rho 0.0010)
  40 |  23.59% | 6.3737787      6.3737793    8.26e-08 | 4.51e-05              |  7.442e-09 9.949e-06 | 3.05e-06 |      0 (max rho 0.0010)
  WORST over 40 iters: dC/C=6.31e-07  max|dSens|/|Sens|=1.69e-04  mean|drho|=4.268e-08  max|drho|=1.266e-05  outside-band want=3.05e-05  band escapes=0 (max escaping rho 0.0010)

