field,printed_voxels,achieved_vf,fractional_samples,max_von_mises_mpa,margin_worst_case,margin_effective,accepted,min_feature_violations,load_path_connected,frozen_solid_below_iso,frozen_solid_total,frozen_void_above_iso,frozen_restored,mass_grams
evidence/2026-08-12-plsm-matched-volume/arms/W1_p16/snap/it0060,88423,0.79729315444,10876,0.0168767305569,3258.92505154,674.802121422,1,900,1,0,40216,0,0,543.742324279
evidence/2026-08-12-plsm-matched-volume/arms/W2_p24/snap/it0060,88424,0.797302171247,10487,0.0168928972404,3255.80622539,674.156328569,1,750,1,0,40216,0,0,543.736175226
evidence/2026-08-12-plsm-matched-volume/arms/W3_p32/snap/it0060,88424,0.797302171247,9729,0.019067555639,2884.48089735,597.268669255,1,545,1,0,40216,0,0,543.742324279
evidence/2026-08-12-plsm-matched-volume/arms/W4_renuc/snap/it0060,88424,0.797302171247,12832,0.0170708092721,3221.87420194,667.130269042,1,1498,1,0,40216,0,0,543.773069545
evidence/2026-08-12-plsm-matched-volume/arms/W5_p24renuc/snap/it0060,88424,0.797302171247,10819,0.0169601611487,3242.89371532,671.482628177,1,710,1,0,40216,0,0,543.742324279
evidence/2026-08-12-plsm-matched-volume/arms/W6_rods12/snap/it0060,88423,0.79729315444,8953,0.016805187764,3272.79889831,677.674878875,1,578,1,0,40216,0,0,543.736175226
