iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
1,0.00349366411977,88424,88424,0.797302171247,0.463045760989,0.0483362901927,1.27239675164e-10,3.86087139126e-11,1071,1,0,81573.29425,13.4257497787,56438,0,0,0.398367156531,0.999936538532,0,0.1,0,0,80000.4078549,1,1,0,0,0,366,-21,195,582,0,0,0,0,0,0,0,0,0,0,0,89.891761166
2,0.00306731818384,88424,88424,0.797302171247,-0.00118874013424,0.0483362901927,9.5367880531e-11,2.316233539e-11,1821,1,0,20662.8996248,12.8972501755,56658,0,0,0.398460300375,0.999752002793,0,0.1,0,0,79551.1280579,1,1,0,0,0,271,-272,107,650,1,0,0,8,-103,0,0,0,0,0,0,28.3925306671
3,0.00276917434005,88423,88423,0.79729315444,-0.0209484249353,0.0483362901927,8.46818267686e-11,1.24581347541e-11,1723,1,0,19996.293416,12.5172920227,58998,0,0,0.395582614934,0.999867301625,0,0.1,0,0,77337.0521844,1,1,0,0,0,123,-52,42,217,2,0,0,3,-151,0,0,0,0,0,0,27.3749565836
4,0.00263051329091,88423,88423,0.79729315444,-0.0202033668756,0.0483362901927,8.27598871255e-11,7.72556008718e-12,1787,1,0,17410.972208,12.2218747139,56474,0,0,0.395337523116,0.999463265641,0,0.1,0,0,74708.2872475,1,1,0,0,0,87,-124,38,249,3,0,0,2,-38,0,0,0,0,0,0,25.0458710417
5,0.00256335524196,88424,88424,0.797302171247,-0.0124681740999,0.0483362901927,7.71272739592e-11,5.56866668385e-12,1773,1,0,13317.2695832,13.4257917404,54047,0,0,0.369773921661,0.99994186277,0,0.1,0,0,72475.2101751,1,1,0,0,0,109,-12,52,173,4,0,0,5,17,0,0,0,0,0,0,32.5939501254
6,0.00250462323638,88423,88423,0.79729315444,-0.0254992395639,0.0483362901927,5.76136353443e-11,3.73270225232e-12,1830,1,0,13956.4508753,12.2348747253,45224,0,0,0.35201105667,0.99994186277,0,0.1,0,0,66181.7429306,1,1,0,0,0,97,37,45,105,4,0,0,0,-12,0,0,0,0,0,0,21.3443152499
7,0.00250496631352,88424,88424,0.797302171247,0.0265542417765,0.0483362901927,5.27290647396e-11,3.95510969607e-12,1881,1,0,13305.0516253,12.8062090874,46849,0,0,0.366736463466,0.99994186277,0,0.1,0,0,65450.110512,1,1,0,0,0,126,80,58,104,5,0,0,20,9,0,0,0,0,0,0,20.8941949592
8,0.00248800377977,88424,88424,0.797302171247,-0.00232793390751,0.0483362901927,4.37181225889e-11,3.43372484714e-12,1902,1,0,14122.6537089,12.2560830116,45928,0,0,0.3656404508,0.99994186277,0,0.1,0,0,63049.2951393,1,1,0,0,0,118,52,43,109,6,0,0,8,-16,0,0,0,0,0,0,21.7062583747
9,0.00248970788198,88423,88423,0.79729315444,0.0218000262976,0.0483362901927,3.91531642281e-11,3.72452434389e-12,2085,1,0,14475.6965828,12.584291935,45906,0,0,0.366076941586,0.99994186277,0,0.1,0,0,61576.2138057,1,1,0,0,0,146,110,56,92,7,0,0,20,8,0,0,0,0,0,0,21.8901498746
10,0.00247482936199,88423,88423,0.79729315444,-0.00631026923656,0.0483362901927,4.13271996504e-11,3.1790356868e-12,2083,1,0,15043.3755417,12.8669171333,43581,0,0,0.354818926344,0.999891345678,0,0.1,0,0,59251.6521024,1,1,0,0,0,126,81,30,75,8,0,0,9,-29,0,0,0,0,0,0,34.154938458
