iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,iteration_wall_s
1,0.00287148916822,75414.72,75790,0.683383827454,3.5686439216,234506898787,7.27176603953e-13,1.49250423606e-11,1579,1,0,107432.69525,12.4883747101,28010,357,9.61294947054e-13,0.167844920192,0.999242052567,24,0.1,108.488410875
2,0.00274815961711,75414.72,76052,0.685746230975,-0.125392910142,383442968863,4.44728275418e-13,1.35738558268e-11,2958,1,0,29666.0950418,11.8544578552,26400,355,9.63390311796e-13,0.16479555538,0.998288181721,24,0.1,30.7153199171
3,0.00266880870691,75414.72,75849,0.683915819087,-0.18318042998,686305375388,2.48472380341e-13,1.18313848441e-11,2862,1,0,28732.16225,11.7071251869,25726,355,9.80212195708e-13,0.165491493584,0.99897576072,24,0.1,29.820029459
4,0.00262130422899,75414.72,75578,0.681472264301,-0.275030088853,1.0996481267e+12,1.55074997286e-13,1.01669429265e-11,2786,1,0,21154.1895833,12.3296246529,25204,359,9.72502179512e-13,0.169347945081,0.994563460822,24,0.1,22.2267255001
5,0.00259127322863,75414.72,75430,0.680137776816,-0.280389743538,1.37917974504e+12,1.23644456697e-13,8.89772738725e-12,2693,1,0,20693.6750407,11.7695422173,25036,356,9.23716206415e-13,0.171925820216,0.995706958699,24,0.1,21.7470789589
6,0.00257418865283,75414.72,75348,0.679398398615,-0.233114796871,1.78396205961e+12,9.55894377602e-14,8.10878246059e-12,2691,1,0,20723.9207497,11.8333339691,23960,355,9.0400731632e-13,0.169733732771,0.984997014575,24,0.1,21.7672357499
7,0.00256190765747,75414.72,75336,0.679290196927,-0.220858807371,2.34592953441e+12,7.26909857104e-14,7.45700971283e-12,2691,1,0,20571.8144579,12.0104999542,23912,353,9.31850651838e-13,0.169925334618,0.984441075777,24,0.1,21.6122032083
8,0.00255375671535,75414.72,75302,0.678983625478,-0.191071908969,3.3654508509e+12,5.06701591609e-14,6.96995338022e-12,2692,1,0,20625.217792,11.8182501793,24057,351,9.68321954235e-13,0.170832825413,0.986252981585,24,0.1,21.682078959
9,0.00254838767728,75414.72,75184,0.677919642213,-0.157425568592,4.61486116155e+12,3.69519091244e-14,6.6002584991e-12,2695,1,0,20476.3205423,11.867208004,24232,347,9.88644549805e-13,0.171141872302,0.983635304063,24,0.1,21.5069821249
10,0.00254557826915,75414.72,75218,0.678226213662,-0.145456520393,2.01509459626e+12,8.46252729673e-14,6.52448407052e-12,2692,1,0,20477.9812498,11.8056669235,24211,352,9.33326975253e-13,0.172265978308,0.989300844728,24,0.1,21.5267052501
11,0.00254500593606,75414.72,75159,0.67769422203,-0.0477790732325,3.43166756453e+12,4.96924387507e-14,6.32800292155e-12,2714,1,0,20814.572042,12.0480828285,24508,338,9.98097462695e-13,0.164906670395,0.976297922682,24,0.1,21.8215470002
12,0.00255534787106,75414.72,75232,0.678352448965,0.0191287524096,343676767010,4.96186960053e-13,7.13608650803e-12,2686,1,0,20667.017333,11.8051247597,23931,346,9.74948224196e-13,0.166111489291,0.989290031726,24,0.1,21.698960708
13,0.00254539790802,75414.72,75219,0.67823523047,-0.0260400586223,1.60039181134e+12,1.06553863282e-13,6.45887957645e-12,2620,1,0,20490.9632077,11.8937091827,24171,347,9.97257431451e-13,0.170222397839,0.987479590884,24,0.1,21.5173314172
14,0.00254301085431,75414.72,75169,0.677784390103,-0.0602437392203,4.00201995015e+12,4.26104648122e-14,6.22291490836e-12,2695,1,0,20866.8822503,12.3865408897,24425,334,9.88562120984e-13,0.164090718038,0.959657869451,24,0.1,21.8737824168
15,0.00255513138223,75414.72,75240,0.678424583424,0.00722705990819,346021576656,4.92824557103e-13,7.1261876697e-12,2655,1,0,20460.2792082,12.2195420265,23927,346,9.56474334728e-13,0.166014189685,0.991996410118,24,0.1,21.5003377078
16,0.00254335363665,75414.72,75276,0.678749188487,-0.0268833990983,1.25852641598e+12,1.01623570291e-13,6.33213583222e-12,2656,1,0,20894.830709,11.8436660767,24202,347,9.95914930651e-13,0.170604747149,0.981129324316,24,0.075,21.9406583342
17,0.00254064843492,75414.72,75144,0.67755896992,-0.0425286269402,4.97241535799e+12,2.57210909567e-14,6.13260293971e-12,2691,1,0,20809.1514173,11.8187918663,24544,336,9.29101489819e-13,0.16653585244,0.995980563623,24,0.075,21.8211213751
