# sdf_geometry_probe port, evaluated at the reference's own grid points
x y z port_sdf reference_sdf diff
3 12 6 -2.60701353 -2.92678935 0.319775823
4 12 6 -2.24847011 -2.30052405 0.0520539364
5 12 6 -1.99944261 -1.99250119 -0.00694141441
6 12 6 -1.87342077 -1.85375218 -0.0196685964
7 12 6 -1.99944261 -1.99250119 -0.00694141441
8 12 6 -2.24847011 -2.30052405 0.0520539364
9 12 6 -2.60701353 -1e+10 1e+10
10 12 6 -3.10062731 -1e+10 1e+10
11 12 6 -3.71182561 -1e+10 1e+10
12 12 6 -4.40451288 -1e+10 1e+10
13 12 6 -5.12332115 -1e+10 9.99999999e+09
14 12 6 -5.89428874 -1e+10 9.99999999e+09
15 12 6 -6.70609475 -1e+10 9.99999999e+09
-3 13 6 -7.29807264 -1e+10 9.99999999e+09
-2 13 6 -6.53592753 -1e+10 9.99999999e+09
-1 13 6 -5.81872644 -1e+10 9.99999999e+09
0 13 6 -5.12332115 -1e+10 9.99999999e+09
1 13 6 -4.49480819 -1e+10 1e+10
2 13 6 -3.94916085 -1e+10 1e+10
3 13 6 -3.53623892 -1e+10 1e+10
4 13 6 -3.19065651 -1e+10 1e+10
5 13 6 -2.98723041 -1e+10 1e+10
6 13 6 -2.87342077 -1e+10 1e+10
7 13 6 -2.98723041 -1e+10 1e+10
8 13 6 -3.19065651 -1e+10 1e+10
9 13 6 -3.53623892 -1e+10 1e+10
10 13 6 -3.94916085 -1e+10 1e+10
11 13 6 -4.49480819 -1e+10 1e+10
12 13 6 -5.12332115 -1e+10 9.99999999e+09
13 13 6 -5.81872644 -1e+10 9.99999999e+09
14 13 6 -6.53592753 -1e+10 9.99999999e+09
15 13 6 -7.29807264 -1e+10 9.99999999e+09
-3 14 6 -7.94904763 -1e+10 9.99999999e+09
-2 14 6 -7.23294001 -1e+10 9.99999999e+09
-1 14 6 -6.53592753 -1e+10 9.99999999e+09
0 14 6 -5.89428874 -1e+10 9.99999999e+09
1 14 6 -5.32214553 -1e+10 9.99999999e+09
2 14 6 -4.84192311 -1e+10 1e+10
3 14 6 -4.47132498 -1e+10 1e+10
4 14 6 -4.1527058 -1e+10 1e+10
5 14 6 -3.97400074 -1e+10 1e+10
6 14 6 -3.87342077 -1e+10 1e+10
7 14 6 -3.97400074 -1e+10 1e+10
8 14 6 -4.1527058 -1e+10 1e+10
9 14 6 -4.47132498 -1e+10 1e+10
10 14 6 -4.84192311 -1e+10 1e+10
11 14 6 -5.32214553 -1e+10 9.99999999e+09
12 14 6 -5.89428874 -1e+10 9.99999999e+09
13 14 6 -6.53592753 -1e+10 9.99999999e+09
14 14 6 -7.23294001 -1e+10 9.99999999e+09
15 14 6 -7.94904763 -1e+10 9.99999999e+09
-3 15 6 -8.64715357 -1e+10 9.99999999e+09
-2 15 6 -7.94904763 -1e+10 9.99999999e+09
-1 15 6 -7.29807264 -1e+10 9.99999999e+09
0 15 6 -6.70609475 -1e+10 9.99999999e+09
1 15 6 -6.183505 -1e+10 9.99999999e+09
2 15 6 -5.76236236 -1e+10 9.99999999e+09
3 15 6 -5.40874813 -1e+10 9.99999999e+09
4 15 6 -5.12580997 -1e+10 9.99999999e+09
5 15 6 -4.96053704 -1e+10 1e+10
6 15 6 -4.87342077 -1e+10 1e+10
7 15 6 -4.96053704 -1e+10 1e+10
8 15 6 -5.12580997 -1e+10 9.99999999e+09
9 15 6 -5.40874813 -1e+10 9.99999999e+09
10 15 6 -5.76236236 -1e+10 9.99999999e+09
11 15 6 -6.183505 -1e+10 9.99999999e+09
12 15 6 -6.70609475 -1e+10 9.99999999e+09
13 15 6 -7.29807264 -1e+10 9.99999999e+09
14 15 6 -7.94904763 -1e+10 9.99999999e+09
15 15 6 -8.64715357 -1e+10 9.99999999e+09
-3 -3 7 -8.69782565 -1e+10 9.99999999e+09
-2 -3 7 -8.00414046 -1e+10 9.99999999e+09
-1 -3 7 -7.35723556 -1e+10 9.99999999e+09
0 -3 7 -6.76907149 -1e+10 9.99999999e+09
1 -3 7 -6.25033827 -1e+10 9.99999999e+09
2 -3 7 -5.83305147 -1e+10 9.99999999e+09
3 -3 7 -5.48441512 -1e+10 9.99999999e+09
4 -3 7 -5.20877086 -1e+10 9.99999999e+09
5 -3 7 -5.0466436 -1e+10 9.99999999e+09
6 -3 7 -4.96053704 -1e+10 1e+10
7 -3 7 -5.0466436 -1e+10 9.99999999e+09
8 -3 7 -5.20877086 -1e+10 9.99999999e+09
9 -3 7 -5.48438672 -1e+10 9.99999999e+09
10 -3 7 -5.83306756 -1e+10 9.99999999e+09
11 -3 7 -6.25033827 -1e+10 9.99999999e+09
12 -3 7 -6.76907149 -1e+10 9.99999999e+09
13 -3 7 -7.35723556 -1e+10 9.99999999e+09
14 -3 7 -8.00413903 -1e+10 9.99999999e+09
15 -3 7 -8.69782565 -1e+10 9.99999999e+09
-3 -2 7 -8.00413903 -1e+10 9.99999999e+09
-2 -2 7 -7.29291521 -1e+10 9.99999999e+09
-1 -2 7 -6.6005447 -1e+10 9.99999999e+09
0 -2 7 -5.96268395 -1e+10 9.99999999e+09
1 -2 7 -5.39435374 -1e+10 9.99999999e+09
2 -2 7 -4.91839649 -1e+10 1e+10
3 -2 7 -4.55167322 -1e+10 1e+10
4 -2 7 -4.24565852 -1e+10 1e+10
5 -2 7 -4.07163601 -1e+10 1e+10
6 -2 7 -3.97400074 -1e+10 1e+10
7 -2 7 -4.07165204 -1e+10 1e+10
8 -2 7 -4.24565622 -1e+10 1e+10
9 -2 7 -4.55167322 -1e+10 1e+10
10 -2 7 -4.91839649 -1e+10 1e+10
11 -2 7 -5.39441674 -1e+10 9.99999999e+09
12 -2 7 -5.96268395 -1e+10 9.99999999e+09
13 -2 7 -6.6005447 -1e+10 9.99999999e+09
14 -2 7 -7.29291521 -1e+10 9.99999999e+09
15 -2 7 -8.00414046 -1e+10 9.99999999e+09
-3 -1 7 -7.35723556 -1e+10 9.99999999e+09
-2 -1 7 -6.6005447 -1e+10 9.99999999e+09
-1 -1 7 -5.88868195 -1e+10 9.99999999e+09
0 -1 7 -5.19769368 -1e+10 9.99999999e+09
1 -1 7 -4.57206461 -1e+10 1e+10
2 -1 7 -4.03118383 -1e+10 1e+10
3 -1 7 -3.62278057 -3.8165555 0.193774929
4 -1 7 -3.28703953 -3.36041826 0.073378734
5 -1 7 -3.09567732 -3.10487465 0.00919733429
6 -1 7 -2.98723041 -2.97769802 -0.00953239633
7 -1 7 -3.09569724 -3.10487465 0.00917741157
8 -1 7 -3.28703953 -3.36041826 0.073378734
9 -1 7 -3.62278139 -1e+10 1e+10
10 -1 7 -4.03118383 -1e+10 1e+10
11 -1 7 -4.57206461 -1e+10 1e+10
12 -1 7 -5.19769368 -1e+10 9.99999999e+09
13 -1 7 -5.88868143 -1e+10 9.99999999e+09
14 -1 7 -6.6005447 -1e+10 9.99999999e+09
15 -1 7 -7.35723556 -1e+10 9.99999999e+09
-3 0 7 -6.76907149 -1e+10 9.99999999e+09
-2 0 7 -5.96268395 -1e+10 9.99999999e+09
-1 0 7 -5.19769368 -1e+10 9.99999999e+09
0 0 7 -4.48479204 -1e+10 1e+10
1 0 7 -3.79651754 -3.79618631 -0.000331231105
2 0 7 -3.188239 -3.18780478 -0.00043421504
3 0 7 -2.70058959 -2.69987018 -0.000719408959
4 0 7 -2.34749432 -2.34742283 -7.14941197e-05
5 0 7 -2.11871039 -2.11872718 1.6789002e-05
6 0 7 -1.99944261 -1.99250119 -0.00694141441
7 0 7 -2.11868437 -2.11872718 4.28102714e-05
8 0 7 -2.34747844 -2.34742283 -5.56176909e-05
9 0 7 -2.70058959 -2.69987018 -0.000719408959
10 0 7 -3.188239 -3.18780478 -0.00043421504
11 0 7 -3.796531 -1e+10 1e+10
12 0 7 -4.48479204 -1e+10 1e+10
13 0 7 -5.19769368 -1e+10 9.99999999e+09
14 0 7 -5.96268395 -1e+10 9.99999999e+09
15 0 7 -6.76907149 -1e+10 9.99999999e+09
-3 1 7 -6.25033827 -1e+10 9.99999999e+09
-2 1 7 -5.39441674 -1e+10 9.99999999e+09
-1 1 7 -4.57206461 -1e+10 1e+10
0 1 7 -3.796531 -3.79618631 -0.000344686025
1 1 7 -3.08118514 -3.08119336 8.22414688e-06
2 1 7 -2.39630038 -2.39627574 -2.46382163e-05
3 1 7 -1.81498965 -1.81496953 -2.01156181e-05
4 1 7 -1.41449877 -1.41447674 -2.20346695e-05
5 1 7 -1.13727625 -1.13729244 1.61842648e-05
6 1 7 -1.01174272 -1.00827043 -0.00347228526
7 1 7 -1.13725131 -1.13729244 4.11270836e-05
8 1 7 -1.41449246 -1.41447674 -1.57228112e-05
9 1 7 -1.81498965 -1.81496953 -2.01156181e-05
10 1 7 -2.39630038 -2.39627574 -2.46382163e-05
11 1 7 -3.08118514 -3.08838353 0.00719839163
12 1 7 -3.79651754 -1e+10 1e+10
13 1 7 -4.57206461 -1e+10 1e+10
14 1 7 -5.39435374 -1e+10 9.99999999e+09
15 1 7 -6.25033827 -1e+10 9.99999999e+09
-3 2 7 -5.83306756 -1e+10 9.99999999e+09
-2 2 7 -4.91839649 -1e+10 1e+10
-1 2 7 -4.03118383 -1e+10 1e+10
0 2 7 -3.188239 -3.18780478 -0.00043421504
1 2 7 -2.39630038 -2.39627574 -2.46382163e-05
2 2 7 -1.6778487 -1.6778408 -7.89287206e-06
3 2 7 -1.0001001 -0.999245208 -0.000854892585
4 2 7 -0.48864354 -0.48860953 -3.40101752e-05
5 2 7 -0.161969508 -0.155363861 -0.00660564654
6 2 7 -0.0309366742 -0.0197315844 -0.0112050898
7 2 7 -0.161969508 -0.155363861 -0.00660564654
8 2 7 -0.48864354 -0.48860953 -3.40101752e-05
9 2 7 -1.00013266 -0.999245208 -0.000887449274
10 2 7 -1.6778487 -1.6778408 -7.89287206e-06
11 2 7 -2.39630038 -2.39627574 -2.46382163e-05
12 2 7 -3.188239 -1e+10 1e+10
13 2 7 -4.03118383 -1e+10 1e+10
14 2 7 -4.91839649 -1e+10 1e+10
15 2 7 -5.83306756 -1e+10 9.99999999e+09
-3 3 7 -5.48438672 -1e+10 9.99999999e+09
-2 3 7 -4.55167322 -1e+10 1e+10
-1 3 7 -3.62278139 -3.8165555 0.193774113
0 3 7 -2.70058959 -2.69987018 -0.000719408959
1 3 7 -1.81498965 -1.81496953 -2.01156181e-05
2 3 7 -1.00013266 -0.999245208 -0.000887449274
3 3 7 -0.276240186 -0.274816745 -0.00142344062
4 3 7 0.370875099 0.371516306 -0.000641207229
5 3 7 0.75627906 0.756454074 -0.000175014146
6 3 7 0.912264809 0.913078814 -0.000814004256
7 3 7 0.75627906 0.756454074 -0.000175014146
8 3 7 0.370990196 0.371516306 -0.000526110338
9 3 7 -0.276240186 -0.274816745 -0.00142344062
10 3 7 -1.0001001 -0.999245208 -0.000854892585
11 3 7 -1.81498965 -1.81496953 -2.01156181e-05
12 3 7 -2.70058959 -3.09291059 0.392320999
13 3 7 -3.62278139 -1e+10 1e+10
14 3 7 -4.55167322 -1e+10 1e+10
15 3 7 -5.48438672 -1e+10 9.99999999e+09
-3 4 7 -5.20877086 -1e+10 9.99999999e+09
-2 4 7 -4.24565622 -1e+10 1e+10
-1 4 7 -3.28703953 -3.36041826 0.073378734
0 4 7 -2.34747844 -2.34742283 -5.56176909e-05
1 4 7 -1.41449246 -1.41447674 -1.57228112e-05
2 4 7 -0.48864354 -0.48860953 -3.40101752e-05
3 4 7 0.371056272 0.371516306 -0.000460034126
4 4 7 1.06170012 1.06182538 -0.000125260861
5 4 7 1.6300695 1.63033852 -0.000269016882
6 4 7 1.8427289 1.84280701 -7.81103684e-05
7 4 7 1.62928424 1.63033852 -0.00105428451
8 4 7 1.06170012 1.06182538 -0.000125260861
9 4 7 0.37067921 0.371516306 -0.00083709601
10 4 7 -0.48864354 -0.48860953 -3.40101752e-05
11 4 7 -1.41449877 -1.41447674 -2.20346695e-05
12 4 7 -2.34749432 -2.50846784 0.160973517
13 4 7 -3.28703953 -1e+10 1e+10
14 4 7 -4.24565622 -1e+10 1e+10
15 4 7 -5.20877086 -1e+10 9.99999999e+09
-3 5 7 -5.0466436 -1e+10 9.99999999e+09
-2 5 7 -4.07165204 -1e+10 1e+10
-1 5 7 -3.09569724 -3.10487465 0.00917741157
0 5 7 -2.11868437 -2.11872718 4.28102714e-05
1 5 7 -1.13725131 -1.13729244 4.11270836e-05
2 5 7 -0.161969508 -0.155363861 -0.00660564654
3 5 7 0.75627906 0.756454074 -0.000175014146
4 5 7 1.62928424 1.63033852 -0.00105428451
5 5 7 2.34283891 2.34371868 -0.000879768037
6 5 7 2.65529008 2.65512405 0.000166027268
7 5 7 2.34283891 2.34371868 -0.000879768037
8 5 7 1.62928424 1.63033852 -0.00105428451
9 5 7 0.75627906 0.756454074 -0.000175014146
10 5 7 -0.161969508 -0.155363861 -0.00660564654
11 5 7 -1.13725131 -1.13729244 4.11270836e-05
12 5 7 -2.11868437 -2.15412316 0.0354387954
13 5 7 -3.09569724 -1e+10 1e+10
14 5 7 -4.07165204 -1e+10 1e+10
15 5 7 -5.0466436 -1e+10 9.99999999e+09
-3 6 7 -4.96053704 -1e+10 1e+10
-2 6 7 -3.97400074 -1e+10 1e+10
-1 6 7 -2.98723041 -2.97769802 -0.00953239633
0 6 7 -1.99944261 -1.99250119 -0.00694141441
1 6 7 -1.01174272 -1.00827043 -0.00347228526
2 6 7 -0.0309366742 -0.0197315844 -0.0112050898
3 6 7 0.912264809 0.913078814 -0.000814004256
4 6 7 1.8427289 1.84280701 -7.81103684e-05
5 6 7 2.65529008 2.65512405 0.000166027268
6 6 7 3.06833848 3.06219334 0.00614514363
7 6 7 2.65529008 2.65512405 0.000166027268
8 6 7 1.8427289 1.84280701 -7.81103684e-05
9 6 7 0.912264809 0.913078814 -0.000814004256
10 6 7 -0.0309366742 -0.0197315844 -0.0112050898
11 6 7 -1.01174272 -1.00827043 -0.00347228526
12 6 7 -1.99944261 -1.99250119 -0.00694141441
13 6 7 -2.98723041 -1e+10 1e+10
14 6 7 -3.97400074 -1e+10 1e+10
15 6 7 -4.96053704 -1e+10 1e+10
-3 7 7 -5.0466436 -1e+10 9.99999999e+09
-2 7 7 -4.07163601 -1e+10 1e+10
-1 7 7 -3.09567732 -3.10487465 0.00919733429
0 7 7 -2.11871039 -2.11872718 1.6789002e-05
1 7 7 -1.13727625 -1.13729244 1.61842648e-05
2 7 7 -0.161969508 -0.155363861 -0.00660564654
3 7 7 0.75627906 0.756454074 -0.000175014146
4 7 7 1.6300695 1.63033852 -0.000269016882
5 7 7 2.34283891 2.34371868 -0.000879768037
6 7 7 2.65529008 2.65512405 0.000166027268
7 7 7 2.34283891 2.34371868 -0.000879768037
8 7 7 1.6300695 1.63033852 -0.000269016882
9 7 7 0.75627906 0.756454074 -0.000175014146
10 7 7 -0.161969508 -0.155363861 -0.00660564654
11 7 7 -1.13727625 -1.13729244 1.61842648e-05
12 7 7 -2.11871039 -2.15412316 0.0354127741
13 7 7 -3.09567732 -1e+10 1e+10
14 7 7 -4.07163601 -1e+10 1e+10
15 7 7 -5.0466436 -1e+10 9.99999999e+09
-3 8 7 -5.20877086 -1e+10 9.99999999e+09
-2 8 7 -4.24565852 -1e+10 1e+10
-1 8 7 -3.28703953 -3.36041826 0.073378734
0 8 7 -2.34749432 -2.34742283 -7.14941197e-05
1 8 7 -1.41449877 -1.41447674 -2.20346695e-05
2 8 7 -0.48864354 -0.48860953 -3.40101752e-05
3 8 7 0.370875099 0.371516306 -0.000641207229
4 8 7 1.06170012 1.06182538 -0.000125260861
5 8 7 1.6300695 1.63033852 -0.000269016882
6 8 7 1.8427289 1.84280701 -7.81103684e-05
7 8 7 1.62928424 1.63033852 -0.00105428451
8 8 7 1.06170012 1.06182538 -0.000125260861
9 8 7 0.370726209 0.371516306 -0.000790097631
10 8 7 -0.48864354 -0.48860953 -3.40101752e-05
11 8 7 -1.41449246 -1.41447674 -1.57228112e-05
12 8 7 -2.34747844 -2.50846784 0.160989393
13 8 7 -3.28703953 -1e+10 1e+10
14 8 7 -4.24565852 -1e+10 1e+10
15 8 7 -5.20877086 -1e+10 9.99999999e+09
-3 9 7 -5.48441512 -1e+10 9.99999999e+09
-2 9 7 -4.55167322 -1e+10 1e+10
-1 9 7 -3.62278057 -1e+10 1e+10
0 9 7 -2.70058959 -2.69987018 -0.000719408959
1 9 7 -1.81498965 -1.81496953 -2.01156181e-05
2 9 7 -1.0001001 -0.999245208 -0.000854892585
3 9 7 -0.276240186 -0.274816745 -0.00142344062
4 9 7 0.371056272 0.371516306 -0.000460034126
5 9 7 0.75627906 0.756454074 -0.000175014146
6 9 7 0.912264809 0.913078814 -0.000814004256
7 9 7 0.75627906 0.756454074 -0.000175014146
8 9 7 0.37067921 0.371516306 -0.00083709601
9 9 7 -0.276240186 -0.274816745 -0.00142344062
10 9 7 -1.00013266 -0.999245208 -0.000887449274
11 9 7 -1.81498965 -1.81496953 -2.01156181e-05
12 9 7 -2.70058959 -1e+10 1e+10
13 9 7 -3.62278057 -1e+10 1e+10
14 9 7 -4.55167322 -1e+10 1e+10
15 9 7 -5.48441512 -1e+10 9.99999999e+09
-3 10 7 -5.83305147 -1e+10 9.99999999e+09
-2 10 7 -4.91839649 -1e+10 1e+10
-1 10 7 -4.03118383 -1e+10 1e+10
0 10 7 -3.188239 -3.18780478 -0.00043421504
1 10 7 -2.39630038 -2.39627574 -2.46382163e-05
2 10 7 -1.6778487 -1.6778408 -7.89287206e-06
3 10 7 -1.00013266 -0.999245208 -0.000887449274
4 10 7 -0.48864354 -0.48860953 -3.40101752e-05
5 10 7 -0.161969508 -0.155363861 -0.00660564654
6 10 7 -0.0309366742 -0.0197315844 -0.0112050898
7 10 7 -0.161969508 -0.155363861 -0.00660564654
8 10 7 -0.48864354 -0.48860953 -3.40101752e-05
9 10 7 -1.0001001 -0.999245208 -0.000854892585
10 10 7 -1.6778487 -1.6778408 -7.89287206e-06
11 10 7 -2.39630038 -2.39627574 -2.46382163e-05
12 10 7 -3.188239 -1e+10 1e+10
13 10 7 -4.03118383 -1e+10 1e+10
14 10 7 -4.91839649 -1e+10 1e+10
15 10 7 -5.83305147 -1e+10 9.99999999e+09
-3 11 7 -6.25033827 -1e+10 9.99999999e+09
-2 11 7 -5.39435374 -1e+10 9.99999999e+09
-1 11 7 -4.57206461 -1e+10 1e+10
0 11 7 -3.79651754 -1e+10 1e+10
1 11 7 -3.08118514 -3.08838353 0.00719839163
2 11 7 -2.39630038 -2.39627574 -2.46382163e-05
3 11 7 -1.81498965 -1.81496953 -2.01156181e-05
4 11 7 -1.41449246 -1.41447674 -1.57228112e-05
5 11 7 -1.13727625 -1.13729244 1.61842648e-05
6 11 7 -1.01174272 -1.00827043 -0.00347228526
7 11 7 -1.13725131 -1.13729244 4.11270836e-05
8 11 7 -1.41449877 -1.41447674 -2.20346695e-05
9 11 7 -1.81498965 -1.81496953 -2.01156181e-05
10 11 7 -2.39630038 -2.39627574 -2.46382163e-05
11 11 7 -3.08118514 -1e+10 1e+10
12 11 7 -3.796531 -1e+10 1e+10
13 11 7 -4.57206461 -1e+10 1e+10
14 11 7 -5.39441674 -1e+10 9.99999999e+09
15 11 7 -6.25033827 -1e+10 9.99999999e+09
-3 12 7 -6.76907149 -1e+10 9.99999999e+09
-2 12 7 -5.96268395 -1e+10 9.99999999e+09
-1 12 7 -5.19769368 -1e+10 9.99999999e+09
0 12 7 -4.48479204 -1e+10 1e+10
1 12 7 -3.796531 -1e+10 1e+10
2 12 7 -3.188239 -1e+10 1e+10
3 12 7 -2.70058959 -3.09291059 0.392320999
4 12 7 -2.34747844 -2.50846784 0.160989393
5 12 7 -2.11871039 -2.15412316 0.0354127741
6 12 7 -1.99944261 -1.99250119 -0.00694141441
7 12 7 -2.11868437 -2.15412316 0.0354387954
8 12 7 -2.34749432 -2.50846784 0.160973517
9 12 7 -2.70058959 -1e+10 1e+10
10 12 7 -3.188239 -1e+10 1e+10
11 12 7 -3.79651754 -1e+10 1e+10
12 12 7 -4.48479204 -1e+10 1e+10
13 12 7 -5.19769368 -1e+10 9.99999999e+09
14 12 7 -5.96268395 -1e+10 9.99999999e+09
15 12 7 -6.76907149 -1e+10 9.99999999e+09
-3 13 7 -7.35723556 -1e+10 9.99999999e+09
-2 13 7 -6.6005447 -1e+10 9.99999999e+09
-1 13 7 -5.88868195 -1e+10 9.99999999e+09
0 13 7 -5.19769368 -1e+10 9.99999999e+09
1 13 7 -4.57206461 -1e+10 1e+10
2 13 7 -4.03118383 -1e+10 1e+10
3 13 7 -3.62278057 -1e+10 1e+10
4 13 7 -3.28703953 -1e+10 1e+10
5 13 7 -3.09567732 -1e+10 1e+10
6 13 7 -2.98723041 -1e+10 1e+10
7 13 7 -3.09569724 -1e+10 1e+10
8 13 7 -3.28703953 -1e+10 1e+10
9 13 7 -3.62278139 -1e+10 1e+10
10 13 7 -4.03118383 -1e+10 1e+10
11 13 7 -4.57206461 -1e+10 1e+10
12 13 7 -5.19769368 -1e+10 9.99999999e+09
13 13 7 -5.88868143 -1e+10 9.99999999e+09
14 13 7 -6.6005447 -1e+10 9.99999999e+09
15 13 7 -7.35723556 -1e+10 9.99999999e+09
-3 14 7 -8.00414046 -1e+10 9.99999999e+09
-2 14 7 -7.29291521 -1e+10 9.99999999e+09
-1 14 7 -6.6005447 -1e+10 9.99999999e+09
0 14 7 -5.96268395 -1e+10 9.99999999e+09
1 14 7 -5.39441674 -1e+10 9.99999999e+09
2 14 7 -4.91839649 -1e+10 1e+10
3 14 7 -4.55167322 -1e+10 1e+10
4 14 7 -4.24565852 -1e+10 1e+10
5 14 7 -4.07163601 -1e+10 1e+10
6 14 7 -3.97400074 -1e+10 1e+10
7 14 7 -4.07165204 -1e+10 1e+10
8 14 7 -4.24565622 -1e+10 1e+10
9 14 7 -4.55167322 -1e+10 1e+10
10 14 7 -4.91839649 -1e+10 1e+10
11 14 7 -5.39435374 -1e+10 9.99999999e+09
12 14 7 -5.96268395 -1e+10 9.99999999e+09
13 14 7 -6.6005447 -1e+10 9.99999999e+09
14 14 7 -7.29291521 -1e+10 9.99999999e+09
15 14 7 -8.00413903 -1e+10 9.99999999e+09
-3 15 7 -8.69782565 -1e+10 9.99999999e+09
-2 15 7 -8.00413903 -1e+10 9.99999999e+09
-1 15 7 -7.35723556 -1e+10 9.99999999e+09
0 15 7 -6.76907149 -1e+10 9.99999999e+09
1 15 7 -6.25033827 -1e+10 9.99999999e+09
2 15 7 -5.83305147 -1e+10 9.99999999e+09
3 15 7 -5.48441512 -1e+10 9.99999999e+09
4 15 7 -5.20877086 -1e+10 9.99999999e+09
5 15 7 -5.0466436 -1e+10 9.99999999e+09
6 15 7 -4.96053704 -1e+10 1e+10
7 15 7 -5.0466436 -1e+10 9.99999999e+09
8 15 7 -5.20877086 -1e+10 9.99999999e+09
9 15 7 -5.48438672 -1e+10 9.99999999e+09
10 15 7 -5.83306756 -1e+10 9.99999999e+09
11 15 7 -6.25033827 -1e+10 9.99999999e+09
12 15 7 -6.76907149 -1e+10 9.99999999e+09
13 15 7 -7.35723556 -1e+10 9.99999999e+09
14 15 7 -8.00414046 -1e+10 9.99999999e+09
15 15 7 -8.69782565 -1e+10 9.99999999e+09
-3 -3 8 -8.81847237 -1e+10 9.99999999e+09
-2 -3 8 -8.12485667 -1e+10 9.99999999e+09
-1 -3 8 -7.47876303 -1e+10 9.99999999e+09
0 -3 8 -6.89139322 -1e+10 9.99999999e+09
1 -3 8 -6.3781993 -1e+10 9.99999999e+09
2 -3 8 -5.96515594 -1e+10 9.99999999e+09
3 -3 8 -5.62114643 -1e+10 9.99999999e+09
4 -3 8 -5.35631049 -1e+10 9.99999999e+09
5 -3 8 -5.20877086 -1e+10 9.99999999e+09
6 -3 8 -5.12580997 -1e+10 9.99999999e+09
7 -3 8 -5.20877086 -1e+10 9.99999999e+09
8 -3 8 -5.35631049 -1e+10 9.99999999e+09
9 -3 8 -5.62114643 -1e+10 9.99999999e+09
10 -3 8 -5.96515594 -1e+10 9.99999999e+09
11 -3 8 -6.3781993 -1e+10 9.99999999e+09
12 -3 8 -6.89139322 -1e+10 9.99999999e+09
13 -3 8 -7.47876303 -1e+10 9.99999999e+09
14 -3 8 -8.12485667 -1e+10 9.99999999e+09
15 -3 8 -8.81844614 -1e+10 9.99999999e+09
-3 -2 8 -8.12485667 -1e+10 9.99999999e+09
-2 -2 8 -7.4166401 -1e+10 9.99999999e+09
-1 -2 8 -6.72692485 -1e+10 9.99999999e+09
0 -2 8 -6.09175814 -1e+10 9.99999999e+09
1 -2 8 -5.52801252 -1e+10 9.99999999e+09
2 -2 8 -5.06075008 -1e+10 9.99999999e+09
3 -2 8 -4.69959923 -1e+10 1e+10
4 -2 8 -4.40393739 -1e+10 1e+10
5 -2 8 -4.24565852 -1e+10 1e+10
6 -2 8 -4.1527058 -1e+10 1e+10
7 -2 8 -4.24565622 -1e+10 1e+10
8 -2 8 -4.40393739 -1e+10 1e+10
9 -2 8 -4.69960264 -1e+10 1e+10
10 -2 8 -5.06075008 -1e+10 9.99999999e+09
11 -2 8 -5.52801252 -1e+10 9.99999999e+09
12 -2 8 -6.09175814 -1e+10 9.99999999e+09
13 -2 8 -6.72692485 -1e+10 9.99999999e+09
14 -2 8 -7.4166401 -1e+10 9.99999999e+09
15 -2 8 -8.12485667 -1e+10 9.99999999e+09
-3 -1 8 -7.47876303 -1e+10 9.99999999e+09
-2 -1 8 -6.72692485 -1e+10 9.99999999e+09
-1 -1 8 -6.02042612 -1e+10 9.99999999e+09
0 -1 8 -5.33725018 -1e+10 9.99999999e+09
1 -1 8 -4.71912412 -1e+10 1e+10
2 -1 8 -4.18973577 -1e+10 1e+10
3 -1 8 -3.78898594 -4.19119266 0.402206721
4 -1 8 -3.46398329 -3.72872957 0.264746274
5 -1 8 -3.28703953 -3.36041826 0.073378734
6 -1 8 -3.19065651 -3.20817875 0.0175222392
7 -1 8 -3.28703953 -3.36041826 0.073378734
8 -1 8 -3.46398329 -3.72872957 0.264746274
9 -1 8 -3.78898594 -1e+10 1e+10
10 -1 8 -4.18973577 -1e+10 1e+10
11 -1 8 -4.71912412 -1e+10 1e+10
12 -1 8 -5.33725018 -1e+10 9.99999999e+09
13 -1 8 -6.02042612 -1e+10 9.99999999e+09
14 -1 8 -6.72692485 -1e+10 9.99999999e+09
15 -1 8 -7.47876303 -1e+10 9.99999999e+09
-3 0 8 -6.89139322 -1e+10 9.99999999e+09
-2 0 8 -6.09175814 -1e+10 9.99999999e+09
-1 0 8 -5.33725018 -1e+10 9.99999999e+09
0 0 8 -4.63513721 -1e+10 1e+10
1 0 8 -3.96085079 -3.95400624 -0.00684455347
2 0 8 -3.36611783 -3.3634051 -0.00271272589
3 0 8 -2.89997032 -2.89975753 -0.00021278406
4 0 8 -2.559039 -2.55902909 -9.91141442e-06
5 0 8 -2.34747844 -2.34742283 -5.56176909e-05
6 0 8 -2.24847011 -2.2405951 -0.00787500867
7 0 8 -2.34749432 -2.34742283 -7.14941197e-05
8 0 8 -2.559039 -2.55902909 -9.91141442e-06
9 0 8 -2.89997032 -2.89975753 -0.00021278406
10 0 8 -3.36611783 -3.3634051 -0.00271272589
11 0 8 -3.96085079 -1e+10 1e+10
12 0 8 -4.63513721 -1e+10 1e+10
13 0 8 -5.33725018 -1e+10 9.99999999e+09
14 0 8 -6.09175814 -1e+10 9.99999999e+09
15 0 8 -6.89139322 -1e+10 9.99999999e+09
-3 1 8 -6.3781993 -1e+10 9.99999999e+09
-2 1 8 -5.52801252 -1e+10 9.99999999e+09
-1 1 8 -4.71912412 -1e+10 1e+10
0 1 8 -3.96085079 -3.95400624 -0.00684455347
