# sdf_geometry_probe port, evaluated at the reference's own grid points
x y z port_sdf reference_sdf diff
-2 0 2 -6.68218153 -1e+10 9.99999999e+09
-1 0 2 -5.98086352 -1e+10 9.99999999e+09
0 0 2 -5.3169224 -1e+10 9.99999999e+09
1 0 2 -4.69507047 -4.70560761 0.0105371381
2 0 2 -4.14881436 -4.14418334 -0.00463102208
3 0 2 -3.71369047 -3.71319714 -0.000493328298
4 0 2 -3.36611783 -3.3634051 -0.00271272589
5 0 2 -3.188239 -3.18780478 -0.00043421504
6 0 2 -3.10062731 -3.09364541 -0.00698189906
7 0 2 -3.188239 -3.18780478 -0.00043421504
8 0 2 -3.36611783 -3.3634051 -0.00271272589
9 0 2 -3.71369047 -3.71319714 -0.000493328298
10 0 2 -4.14881436 -4.1442908 -0.00452355471
11 0 2 -4.69507047 -1e+10 1e+10
12 0 2 -5.3169224 -1e+10 9.99999999e+09
13 0 2 -5.98086352 -1e+10 9.99999999e+09
14 0 2 -6.68218153 -1e+10 9.99999999e+09
15 0 2 -7.43225234 -1e+10 9.99999999e+09
-3 1 2 -6.95014993 -1e+10 9.99999999e+09
-2 1 2 -6.15084042 -1e+10 9.99999999e+09
-1 1 2 -5.39477018 -1e+10 9.99999999e+09
0 1 2 -4.69507047 -4.70560761 0.0105371381
1 1 2 -4.04649524 -4.04383535 -0.00265989583
2 1 2 -3.46578003 -3.46518916 -0.000590873087
3 1 2 -2.99456388 -2.99433824 -0.000225636198
4 1 2 -2.61163429 -2.61119908 -0.000435209175
5 1 2 -2.39630038 -2.39627574 -2.46382163e-05
6 1 2 -2.30273511 -2.29475095 -0.00798416694
7 1 2 -2.39630038 -2.39627574 -2.46382163e-05
8 1 2 -2.61163429 -2.61119908 -0.000435209174
9 1 2 -2.99456388 -2.99433824 -0.000225636198
10 1 2 -3.46596613 -3.46518916 -0.00077697755
11 1 2 -4.04649524 -4.14037957 0.0938843293
12 1 2 -4.69507047 -1e+10 1e+10
13 1 2 -5.39477018 -1e+10 9.99999999e+09
14 1 2 -6.15084042 -1e+10 9.99999999e+09
15 1 2 -6.95014993 -1e+10 9.99999999e+09
-3 2 2 -6.55491397 -1e+10 9.99999999e+09
-2 2 2 -5.71494204 -1e+10 9.99999999e+09
-1 2 2 -4.90709234 -1e+10 1e+10
0 2 2 -4.14881436 -4.14418334 -0.00463102208
1 2 2 -3.46584002 -3.46518916 -0.000650859458
2 2 2 -2.85331351 -2.85243375 -0.000879768274
3 2 2 -2.32935027 -2.32631413 -0.00303613976
4 2 2 -1.93602628 -1.93590797 -0.000118311314
5 2 2 -1.6778487 -1.6778408 -7.89287206e-06
6 2 2 -1.57608576 -1.56900674 -0.00707901165
7 2 2 -1.6778487 -1.6778408 -7.89287206e-06
8 2 2 -1.93602628 -1.93590797 -0.000118311314
9 2 2 -2.32935027 -2.32631413 -0.00303613976
10 2 2 -2.85331351 -2.85243375 -0.000879768274
11 2 2 -3.46584002 -3.48916258 0.0233225656
12 2 2 -4.14881436 -1e+10 1e+10
13 2 2 -4.90709234 -1e+10 1e+10
14 2 2 -5.71494204 -1e+10 9.99999999e+09
15 2 2 -6.55491397 -1e+10 9.99999999e+09
-3 3 2 -6.20917976 -1e+10 9.99999999e+09
-2 3 2 -5.33982128 -1e+10 9.99999999e+09
-1 3 2 -4.50468982 -1e+10 1e+10
0 3 2 -3.71369047 -3.71319714 -0.000493328298
1 3 2 -2.99456388 -2.99433824 -0.000225636198
2 3 2 -2.32935027 -2.32631413 -0.00303613976
3 3 2 -1.74026435 -1.74019337 -7.09817218e-05
4 3 2 -1.30051238 -1.29997905 -0.000533325346
5 3 2 -1.00013266 -0.999245208 -0.000887449274
6 3 2 -0.894957865 -0.88782221 -0.00713565553
7 3 2 -1.0001001 -0.999245208 -0.000854892585
8 3 2 -1.30056172 -1.29997905 -0.000582664322
9 3 2 -1.74026435 -1.74019337 -7.09817218e-05
10 3 2 -2.32935027 -2.32631413 -0.00303613976
11 3 2 -2.99456388 -2.99505292 0.000489044302
12 3 2 -3.71369047 -1e+10 1e+10
13 3 2 -4.50468982 -1e+10 1e+10
14 3 2 -5.33982128 -1e+10 9.99999999e+09
15 3 2 -6.20917976 -1e+10 9.99999999e+09
-3 4 2 -5.96515594 -1e+10 9.99999999e+09
-2 4 2 -5.06075008 -1e+10 9.99999999e+09
-1 4 2 -4.18973577 -1e+10 1e+10
0 4 2 -3.36611783 -3.3634051 -0.00271272589
1 4 2 -2.61163429 -2.61119908 -0.000435209175
2 4 2 -1.93603499 -1.93590797 -0.000127016919
3 4 2 -1.30056172 -1.29997905 -0.000582664322
4 4 2 -0.816987177 -0.816919348 -6.78292732e-05
5 4 2 -0.48864354 -0.48860953 -3.40101752e-05
6 4 2 -0.377451642 -0.370005412 -0.00744622949
7 4 2 -0.48864354 -0.48860953 -3.40101752e-05
8 4 2 -0.816986502 -0.816919348 -6.71539358e-05
9 4 2 -1.30051238 -1.29997905 -0.000533325346
10 4 2 -1.93602628 -1.93590797 -0.000118311314
11 4 2 -2.61163429 -2.61119908 -0.000435209174
12 4 2 -3.36611783 -1e+10 1e+10
13 4 2 -4.18973577 -1e+10 1e+10
14 4 2 -5.06075008 -1e+10 9.99999999e+09
15 4 2 -5.96515594 -1e+10 9.99999999e+09
-3 5 2 -5.83305147 -1e+10 9.99999999e+09
-2 5 2 -4.91839649 -1e+10 1e+10
-1 5 2 -4.03118383 -1e+10 1e+10
0 5 2 -3.188239 -3.18780478 -0.00043421504
1 5 2 -2.39630038 -2.39627574 -2.46382163e-05
2 5 2 -1.6778487 -1.6778408 -7.89287206e-06
3 5 2 -1.0001001 -0.999245208 -0.000854892585
4 5 2 -0.48864354 -0.48860953 -3.40101752e-05
5 5 2 -0.161969508 -0.155363861 -0.00660564654
6 5 2 -0.0309366742 -0.0197315844 -0.0112050898
7 5 2 -0.161969508 -0.155363861 -0.00660564654
8 5 2 -0.48864354 -0.48860953 -3.40101752e-05
9 5 2 -1.00013266 -0.999245208 -0.000887449274
10 5 2 -1.6778487 -1.6778408 -7.89287206e-06
11 5 2 -2.39630038 -2.39627574 -2.46382163e-05
12 5 2 -3.188239 -1e+10 1e+10
13 5 2 -4.03118383 -1e+10 1e+10
14 5 2 -4.91839649 -1e+10 1e+10
15 5 2 -5.83305147 -1e+10 9.99999999e+09
-3 6 2 -5.76236236 -1e+10 9.99999999e+09
-2 6 2 -4.84192311 -1e+10 1e+10
-1 6 2 -3.94916085 -1e+10 1e+10
0 6 2 -3.10062731 -3.09364541 -0.00698189906
1 6 2 -2.30273511 -2.29475095 -0.00798416694
2 6 2 -1.57608576 -1.56900674 -0.00707901165
3 6 2 -0.894957865 -0.88782221 -0.00713565553
4 6 2 -0.377451642 -0.370005412 -0.00744622949
5 6 2 -0.0309366742 -0.0197315844 -0.0112050898
6 6 2 0.126579226 0.14280407 -0.0162248445
7 6 2 -0.0309366742 -0.0197315844 -0.0112050898
8 6 2 -0.377451642 -0.370005412 -0.00744622949
9 6 2 -0.894957865 -0.88782221 -0.00713565553
10 6 2 -1.57608576 -1.56900674 -0.00707901165
11 6 2 -2.30273511 -2.29475095 -0.00798416694
12 6 2 -3.10062731 -1e+10 1e+10
13 6 2 -3.94916085 -1e+10 1e+10
14 6 2 -4.84192311 -1e+10 1e+10
15 6 2 -5.76236236 -1e+10 9.99999999e+09
-3 7 2 -5.83306756 -1e+10 9.99999999e+09
-2 7 2 -4.91839649 -1e+10 1e+10
-1 7 2 -4.03118383 -1e+10 1e+10
0 7 2 -3.188239 -3.18780478 -0.00043421504
1 7 2 -2.39630038 -2.39627574 -2.46382163e-05
2 7 2 -1.6778487 -1.6778408 -7.89287206e-06
3 7 2 -1.00013266 -0.999245208 -0.000887449274
4 7 2 -0.48864354 -0.48860953 -3.40101752e-05
5 7 2 -0.161969508 -0.155363861 -0.00660564654
6 7 2 -0.0309366742 -0.0197315844 -0.0112050898
7 7 2 -0.161969508 -0.155363861 -0.00660564654
8 7 2 -0.48864354 -0.48860953 -3.40101752e-05
9 7 2 -1.0001001 -0.999245208 -0.000854892585
10 7 2 -1.6778487 -1.6778408 -7.89287206e-06
11 7 2 -2.39630038 -2.39627574 -2.46382163e-05
12 7 2 -3.188239 -1e+10 1e+10
13 7 2 -4.03118383 -1e+10 1e+10
14 7 2 -4.91839649 -1e+10 1e+10
15 7 2 -5.83306756 -1e+10 9.99999999e+09
-3 8 2 -5.96515594 -1e+10 9.99999999e+09
-2 8 2 -5.06075008 -1e+10 9.99999999e+09
-1 8 2 -4.18973577 -1e+10 1e+10
0 8 2 -3.36611783 -3.3634051 -0.00271272589
1 8 2 -2.61163429 -2.61119908 -0.000435209175
2 8 2 -1.93602628 -1.93590797 -0.000118311314
3 8 2 -1.30051238 -1.29997905 -0.000533325346
4 8 2 -0.816986502 -0.816919348 -6.71539358e-05
5 8 2 -0.48864354 -0.48860953 -3.40101752e-05
6 8 2 -0.377451642 -0.370005412 -0.00744622949
7 8 2 -0.48864354 -0.48860953 -3.40101752e-05
8 8 2 -0.816987177 -0.816919348 -6.78292732e-05
9 8 2 -1.30056172 -1.29997905 -0.000582664322
10 8 2 -1.93602628 -1.93590797 -0.000118311314
11 8 2 -2.61163429 -2.61119908 -0.000435209174
12 8 2 -3.36611783 -1e+10 1e+10
13 8 2 -4.18973577 -1e+10 1e+10
14 8 2 -5.06075008 -1e+10 9.99999999e+09
15 8 2 -5.96515594 -1e+10 9.99999999e+09
-3 9 2 -6.20917976 -1e+10 9.99999999e+09
-2 9 2 -5.33982128 -1e+10 9.99999999e+09
-1 9 2 -4.50468982 -1e+10 1e+10
0 9 2 -3.71369047 -3.71319714 -0.000493328298
1 9 2 -2.99456388 -2.99433824 -0.000225636198
2 9 2 -2.32935027 -2.32631413 -0.00303613976
3 9 2 -1.74026435 -1.74019337 -7.09817218e-05
4 9 2 -1.30056172 -1.29997905 -0.000582664322
5 9 2 -1.0001001 -0.999245208 -0.000854892585
6 9 2 -0.894957865 -0.88782221 -0.00713565553
7 9 2 -1.00013266 -0.999245208 -0.000887449274
8 9 2 -1.30051238 -1.29997905 -0.000533325346
9 9 2 -1.74026435 -1.74019337 -7.09817218e-05
10 9 2 -2.32935027 -2.32631413 -0.00303613976
11 9 2 -2.99456388 -2.99505292 0.000489044302
12 9 2 -3.71369047 -1e+10 1e+10
13 9 2 -4.50468982 -1e+10 1e+10
14 9 2 -5.33982128 -1e+10 9.99999999e+09
15 9 2 -6.20917976 -1e+10 9.99999999e+09
-3 10 2 -6.55491397 -1e+10 9.99999999e+09
-2 10 2 -5.71494204 -1e+10 9.99999999e+09
-1 10 2 -4.90710544 -1e+10 1e+10
0 10 2 -4.14881436 -4.1442908 -0.00452355471
1 10 2 -3.46578003 -3.46518916 -0.000590873087
2 10 2 -2.85331351 -2.85243375 -0.000879768274
3 10 2 -2.32935027 -2.32631413 -0.00303613976
4 10 2 -1.93603499 -1.93590797 -0.000127016919
5 10 2 -1.6778487 -1.6778408 -7.89287206e-06
6 10 2 -1.57608576 -1.56900674 -0.00707901165
7 10 2 -1.6778487 -1.6778408 -7.89287206e-06
8 10 2 -1.93602628 -1.93590797 -0.000118311314
9 10 2 -2.32935027 -2.32631413 -0.00303613976
10 10 2 -2.85331351 -2.85243375 -0.000879768274
11 10 2 -3.46596613 -3.48929022 0.023324089
12 10 2 -4.14881436 -1e+10 1e+10
13 10 2 -4.90639001 -1e+10 1e+10
14 10 2 -5.71494204 -1e+10 9.99999999e+09
15 10 2 -6.55491397 -1e+10 9.99999999e+09
-3 11 2 -6.95014993 -1e+10 9.99999999e+09
-2 11 2 -6.15084042 -1e+10 9.99999999e+09
-1 11 2 -5.39477018 -1e+10 9.99999999e+09
0 11 2 -4.69507047 -1e+10 1e+10
1 11 2 -4.04649524 -4.14037957 0.0938843293
2 11 2 -3.46596613 -3.48916258 0.0231964475
3 11 2 -2.99456388 -2.99505292 0.000489044302
4 11 2 -2.61163429 -2.61119908 -0.000435209174
5 11 2 -2.39630038 -2.39627574 -2.46382163e-05
6 11 2 -2.30273511 -2.29475095 -0.00798416694
7 11 2 -2.39630038 -2.39627574 -2.46382163e-05
8 11 2 -2.61163429 -2.61119908 -0.000435209174
9 11 2 -2.99456388 -2.99505292 0.000489044302
10 11 2 -3.46584002 -3.48929022 0.0234502071
11 11 2 -4.04649524 -1e+10 1e+10
12 11 2 -4.69507047 -1e+10 1e+10
13 11 2 -5.39477018 -1e+10 9.99999999e+09
14 11 2 -6.15084042 -1e+10 9.99999999e+09
15 11 2 -6.95014993 -1e+10 9.99999999e+09
-3 12 2 -7.43225234 -1e+10 9.99999999e+09
-2 12 2 -6.68218153 -1e+10 9.99999999e+09
-1 12 2 -5.98086352 -1e+10 9.99999999e+09
0 12 2 -5.3169224 -1e+10 9.99999999e+09
1 12 2 -4.69507047 -1e+10 1e+10
2 12 2 -4.14881436 -1e+10 1e+10
3 12 2 -3.71369047 -1e+10 1e+10
4 12 2 -3.36611783 -1e+10 1e+10
5 12 2 -3.188239 -1e+10 1e+10
6 12 2 -3.10062731 -1e+10 1e+10
7 12 2 -3.188239 -1e+10 1e+10
8 12 2 -3.36611783 -1e+10 1e+10
9 12 2 -3.71369047 -1e+10 1e+10
10 12 2 -4.14881436 -1e+10 1e+10
11 12 2 -4.69507047 -1e+10 1e+10
12 12 2 -5.3169224 -1e+10 9.99999999e+09
13 12 2 -5.98086352 -1e+10 9.99999999e+09
14 12 2 -6.68218153 -1e+10 9.99999999e+09
15 12 2 -7.43225234 -1e+10 9.99999999e+09
-3 13 2 -7.9897796 -1e+10 9.99999999e+09
-2 13 2 -7.28385578 -1e+10 9.99999999e+09
-1 13 2 -6.61870633 -1e+10 9.99999999e+09
0 13 2 -5.98086352 -1e+10 9.99999999e+09
1 13 2 -5.39477018 -1e+10 9.99999999e+09
2 13 2 -4.90639001 -1e+10 1e+10
3 13 2 -4.50468982 -1e+10 1e+10
4 13 2 -4.18973577 -1e+10 1e+10
5 13 2 -4.03118383 -1e+10 1e+10
6 13 2 -3.94916085 -1e+10 1e+10
7 13 2 -4.03118383 -1e+10 1e+10
8 13 2 -4.18973577 -1e+10 1e+10
9 13 2 -4.50468982 -1e+10 1e+10
10 13 2 -4.90709234 -1e+10 1e+10
11 13 2 -5.39477018 -1e+10 9.99999999e+09
12 13 2 -5.98086352 -1e+10 9.99999999e+09
13 13 2 -6.61870633 -1e+10 9.99999999e+09
14 13 2 -7.28385578 -1e+10 9.99999999e+09
15 13 2 -7.9897796 -1e+10 9.99999999e+09
-3 14 2 -8.60282287 -1e+10 9.99999999e+09
-2 14 2 -7.93341573 -1e+10 9.99999999e+09
-1 14 2 -7.28385578 -1e+10 9.99999999e+09
0 14 2 -6.68218153 -1e+10 9.99999999e+09
1 14 2 -6.15084042 -1e+10 9.99999999e+09
2 14 2 -5.71494204 -1e+10 9.99999999e+09
3 14 2 -5.33982128 -1e+10 9.99999999e+09
4 14 2 -5.06075008 -1e+10 9.99999999e+09
5 14 2 -4.91839649 -1e+10 1e+10
6 14 2 -4.84192311 -1e+10 1e+10
7 14 2 -4.91839649 -1e+10 1e+10
8 14 2 -5.06075008 -1e+10 9.99999999e+09
9 14 2 -5.33982128 -1e+10 9.99999999e+09
10 14 2 -5.71494204 -1e+10 9.99999999e+09
11 14 2 -6.15084042 -1e+10 9.99999999e+09
12 14 2 -6.68218153 -1e+10 9.99999999e+09
13 14 2 -7.28385578 -1e+10 9.99999999e+09
14 14 2 -7.93341573 -1e+10 9.99999999e+09
15 14 2 -8.60282287 -1e+10 9.99999999e+09
-3 15 2 -9.26333687 -1e+10 9.99999999e+09
-2 15 2 -8.60282287 -1e+10 9.99999999e+09
-1 15 2 -7.9897796 -1e+10 9.99999999e+09
0 15 2 -7.43225234 -1e+10 9.99999999e+09
1 15 2 -6.95014993 -1e+10 9.99999999e+09
2 15 2 -6.55491397 -1e+10 9.99999999e+09
3 15 2 -6.20917976 -1e+10 9.99999999e+09
4 15 2 -5.96515594 -1e+10 9.99999999e+09
5 15 2 -5.83306756 -1e+10 9.99999999e+09
6 15 2 -5.76236236 -1e+10 9.99999999e+09
7 15 2 -5.83305147 -1e+10 9.99999999e+09
8 15 2 -5.96515594 -1e+10 9.99999999e+09
9 15 2 -6.20917976 -1e+10 9.99999999e+09
10 15 2 -6.55491397 -1e+10 9.99999999e+09
11 15 2 -6.95014993 -1e+10 9.99999999e+09
12 15 2 -7.43225234 -1e+10 9.99999999e+09
13 15 2 -7.9897796 -1e+10 9.99999999e+09
14 15 2 -8.60282287 -1e+10 9.99999999e+09
15 15 2 -9.26333687 -1e+10 9.99999999e+09
-3 -3 3 -8.99402891 -1e+10 9.99999999e+09
-2 -3 3 -8.31451695 -1e+10 9.99999999e+09
-1 -3 3 -7.68089471 -1e+10 9.99999999e+09
0 -3 3 -7.10761213 -1e+10 9.99999999e+09
1 -3 3 -6.60940777 -1e+10 9.99999999e+09
2 -3 3 -6.20917976 -1e+10 9.99999999e+09
3 -3 3 -5.87517136 -1e+10 9.99999999e+09
4 -3 3 -5.62114643 -1e+10 9.99999999e+09
5 -3 3 -5.48438672 -1e+10 9.99999999e+09
6 -3 3 -5.40874813 -1e+10 9.99999999e+09
7 -3 3 -5.48441512 -1e+10 9.99999999e+09
8 -3 3 -5.62114643 -1e+10 9.99999999e+09
9 -3 3 -5.87514423 -1e+10 9.99999999e+09
10 -3 3 -6.20917976 -1e+10 9.99999999e+09
11 -3 3 -6.60940777 -1e+10 9.99999999e+09
12 -3 3 -7.10761213 -1e+10 9.99999999e+09
13 -3 3 -7.68089471 -1e+10 9.99999999e+09
14 -3 3 -8.31451695 -1e+10 9.99999999e+09
15 -3 3 -8.99402891 -1e+10 9.99999999e+09
-3 -2 3 -8.31451695 -1e+10 9.99999999e+09
-2 -2 3 -7.62141647 -1e+10 9.99999999e+09
-1 -2 3 -6.94846571 -1e+10 9.99999999e+09
0 -2 3 -6.33176501 -1e+10 9.99999999e+09
1 -2 3 -5.78740532 -1e+10 9.99999999e+09
2 -2 3 -5.33982128 -1e+10 9.99999999e+09
3 -2 3 -4.98508573 -1e+10 1e+10
4 -2 3 -4.69959923 -1e+10 1e+10
5 -2 3 -4.55167322 -1e+10 1e+10
6 -2 3 -4.47132498 -1e+10 1e+10
7 -2 3 -4.55167322 -1e+10 1e+10
8 -2 3 -4.69960264 -1e+10 1e+10
9 -2 3 -4.98508573 -1e+10 1e+10
10 -2 3 -5.33982128 -1e+10 9.99999999e+09
11 -2 3 -5.78740532 -1e+10 9.99999999e+09
12 -2 3 -6.33176501 -1e+10 9.99999999e+09
13 -2 3 -6.94846571 -1e+10 9.99999999e+09
14 -2 3 -7.62141647 -1e+10 9.99999999e+09
15 -2 3 -8.31451695 -1e+10 9.99999999e+09
-3 -1 3 -7.68089471 -1e+10 9.99999999e+09
-2 -1 3 -6.94846571 -1e+10 9.99999999e+09
-1 -1 3 -6.26398977 -1e+10 9.99999999e+09
0 -1 3 -5.60598739 -1e+10 9.99999999e+09
1 -1 3 -5.01185001 -1e+10 9.99999999e+09
2 -1 3 -4.50468982 -1e+10 1e+10
3 -1 3 -4.11221123 -4.70814207 0.595930843
4 -1 3 -3.78898594 -4.19119266 0.402206721
5 -1 3 -3.62278139 -3.8165555 0.193774113
6 -1 3 -3.53623892 -3.68321815 0.146979227
7 -1 3 -3.62278057 -3.8165555 0.193774929
8 -1 3 -3.78898594 -4.19119266 0.402206721
9 -1 3 -4.11221123 -1e+10 1e+10
10 -1 3 -4.50468982 -1e+10 1e+10
11 -1 3 -5.01185001 -1e+10 9.99999999e+09
12 -1 3 -5.60598739 -1e+10 9.99999999e+09
13 -1 3 -6.26398977 -1e+10 9.99999999e+09
14 -1 3 -6.94846571 -1e+10 9.99999999e+09
15 -1 3 -7.68089471 -1e+10 9.99999999e+09
-3 0 3 -7.10761213 -1e+10 9.99999999e+09
-2 0 3 -6.33176501 -1e+10 9.99999999e+09
-1 0 3 -5.60598739 -1e+10 9.99999999e+09
0 0 3 -4.9345184 -1e+10 1e+10
1 0 3 -4.28952983 -4.28915315 -0.000376671882
2 0 3 -3.71369047 -3.71319714 -0.000493328298
3 0 3 -3.26581526 -3.26554995 -0.000265316665
4 0 3 -2.89997032 -2.89975753 -0.00021278406
5 0 3 -2.70058959 -2.69987018 -0.000719408959
6 0 3 -2.60701353 -2.597369 -0.00964452563
7 0 3 -2.70058959 -2.69987018 -0.000719408959
8 0 3 -2.89997032 -2.89975753 -0.00021278406
9 0 3 -3.26581526 -3.26554995 -0.000265316665
10 0 3 -3.71369047 -3.71319714 -0.000493328298
11 0 3 -4.28952983 -1e+10 1e+10
12 0 3 -4.93457847 -1e+10 1e+10
13 0 3 -5.60598739 -1e+10 9.99999999e+09
14 0 3 -6.33176501 -1e+10 9.99999999e+09
15 0 3 -7.10761213 -1e+10 9.99999999e+09
-3 1 3 -6.60940777 -1e+10 9.99999999e+09
-2 1 3 -5.78740532 -1e+10 9.99999999e+09
-1 1 3 -5.01185001 -1e+10 9.99999999e+09
0 1 3 -4.28952983 -4.28915315 -0.000376671882
1 1 3 -3.62312695 -3.62286286 -0.000264091575
2 1 3 -2.99456388 -2.99433824 -0.000225636198
3 1 3 -2.4612093 -2.46063981 -0.000569495798
4 1 3 -2.06004379 -2.05684303 -0.00320076448
5 1 3 -1.81498965 -1.81496953 -2.01156181e-05
6 1 3 -1.7188053 -1.71118882 -0.00761647536
7 1 3 -1.81498965 -1.81496953 -2.01156181e-05
8 1 3 -2.06004379 -2.05684303 -0.00320076448
9 1 3 -2.4609503 -2.46063981 -0.000310495541
10 1 3 -2.99456388 -2.99433824 -0.000225636198
11 1 3 -3.62311275 -3.66132081 0.0382080678
12 1 3 -4.28952983 -1e+10 1e+10
13 1 3 -5.01185001 -1e+10 9.99999999e+09
14 1 3 -5.78740532 -1e+10 9.99999999e+09
15 1 3 -6.60940777 -1e+10 9.99999999e+09
-3 2 3 -6.20917976 -1e+10 9.99999999e+09
-2 2 3 -5.33982128 -1e+10 9.99999999e+09
-1 2 3 -4.50468982 -1e+10 1e+10
0 2 3 -3.71369047 -3.71319714 -0.000493328298
1 2 3 -2.99456388 -2.99433824 -0.000225636198
2 2 3 -2.32935027 -2.32631413 -0.00303613976
3 2 3 -1.74026435 -1.74019337 -7.09817218e-05
4 2 3 -1.30056172 -1.29997905 -0.000582664322
5 2 3 -1.0001001 -0.999245208 -0.000854892585
6 2 3 -0.894957865 -0.88782221 -0.00713565553
7 2 3 -1.00013266 -0.999245208 -0.000887449274
8 2 3 -1.30051238 -1.29997905 -0.000533325346
9 2 3 -1.74026435 -1.74019337 -7.09817218e-05
10 2 3 -2.32935027 -2.32631413 -0.00303613976
11 2 3 -2.99456388 -2.99505292 0.000489044302
12 2 3 -3.71369047 -1e+10 1e+10
13 2 3 -4.50468982 -1e+10 1e+10
14 2 3 -5.33982128 -1e+10 9.99999999e+09
15 2 3 -6.20917976 -1e+10 9.99999999e+09
-3 3 3 -5.87514423 -1e+10 9.99999999e+09
-2 3 3 -4.98508573 -1e+10 1e+10
-1 3 3 -4.11221123 -4.70814207 0.595930843
0 3 3 -3.26581526 -3.26554995 -0.000265316665
1 3 3 -2.46101839 -2.46063981 -0.000378580374
2 3 3 -1.74026435 -1.74019337 -7.09817218e-05
3 3 3 -1.12126271 -1.12038294 -0.000879768275
4 3 3 -0.628909142 -0.628674741 -0.00023440128
5 3 3 -0.276240186 -0.274816745 -0.00142344062
6 3 3 -0.161872194 -0.154793182 -0.00707901163
7 3 3 -0.276240186 -0.274816745 -0.00142344062
8 3 3 -0.628909142 -0.628674741 -0.00023440128
9 3 3 -1.12126271 -1.12038294 -0.000879768275
10 3 3 -1.74026435 -1.74019337 -7.09817218e-05
11 3 3 -2.46101839 -2.46063981 -0.000378580374
12 3 3 -3.26581526 -4.1432598 0.877444538
13 3 3 -4.11221123 -1e+10 1e+10
14 3 3 -4.98508573 -1e+10 1e+10
15 3 3 -5.87514423 -1e+10 9.99999999e+09
-3 4 3 -5.62114643 -1e+10 9.99999999e+09
-2 4 3 -4.69960264 -1e+10 1e+10
-1 4 3 -3.78898594 -4.19119266 0.402206721
0 4 3 -2.89997032 -2.89975753 -0.00021278406
1 4 3 -2.06004379 -2.05684303 -0.00320076448
2 4 3 -1.30051238 -1.29997905 -0.000533325346
3 4 3 -0.628909142 -0.628674741 -0.00023440128
4 4 3 -0.0272306029 -0.020189581 -0.00704102188
5 4 3 0.370990196 0.371516306 -0.000526110338
6 4 3 0.504416713 0.508419856 -0.00400314292
7 4 3 0.37067921 0.371516306 -0.00083709601
8 4 3 -0.0272306029 -0.020189581 -0.00704102188
9 4 3 -0.628909142 -0.628674741 -0.00023440128
10 4 3 -1.30056172 -1.29997905 -0.000582664322
11 4 3 -2.06004379 -2.05684303 -0.00320076448
12 4 3 -2.89997032 -3.54486895 0.644898636
13 4 3 -3.78898594 -1e+10 1e+10
14 4 3 -4.69959923 -1e+10 1e+10
15 4 3 -5.62114643 -1e+10 9.99999999e+09
-3 5 3 -5.48441512 -1e+10 9.99999999e+09
-2 5 3 -4.55167322 -1e+10 1e+10
-1 5 3 -3.62278057 -3.8165555 0.193774929
0 5 3 -2.70058959 -2.69987018 -0.000719408959
1 5 3 -1.81498965 -1.81496953 -2.01156181e-05
2 5 3 -1.00013266 -0.999245208 -0.000887449274
3 5 3 -0.276240186 -0.274816745 -0.00142344062
4 5 3 0.371056272 0.371516306 -0.000460034126
5 5 3 0.75627906 0.756454074 -0.000175014146
6 5 3 0.912264809 0.913078814 -0.000814004256
7 5 3 0.75627906 0.756454074 -0.000175014146
8 5 3 0.37067921 0.371516306 -0.00083709601
9 5 3 -0.276240186 -0.274816745 -0.00142344062
10 5 3 -1.0001001 -0.999245208 -0.000854892585
11 5 3 -1.81498965 -1.81496953 -2.01156181e-05
12 5 3 -2.70058959 -3.09291059 0.392320999
13 5 3 -3.62278057 -1e+10 1e+10
14 5 3 -4.55167322 -1e+10 1e+10
15 5 3 -5.48441512 -1e+10 9.99999999e+09
-3 6 3 -5.40874813 -1e+10 9.99999999e+09
-2 6 3 -4.47132498 -1e+10 1e+10
-1 6 3 -3.53623892 -3.68321815 0.146979227
0 6 3 -2.60701353 -2.597369 -0.00964452563
1 6 3 -1.7188053 -1.71118882 -0.00761647536
2 6 3 -0.894957865 -0.88782221 -0.00713565553
3 6 3 -0.161872194 -0.154793182 -0.00707901163
4 6 3 0.504416713 0.508419856 -0.00400314292
5 6 3 0.912264809 0.913078814 -0.000814004256
6 6 3 1.11771452 1.11777196 -5.74465637e-05
7 6 3 0.912264809 0.913078814 -0.000814004256
8 6 3 0.504416713 0.508419856 -0.00400314292
9 6 3 -0.161872194 -0.154793182 -0.00707901163
10 6 3 -0.894957865 -0.88782221 -0.00713565553
11 6 3 -1.7188053 -1.71118882 -0.00761647536
12 6 3 -2.60701353 -2.92678935 0.319775823
13 6 3 -3.53623892 -1e+10 1e+10
14 6 3 -4.47132498 -1e+10 1e+10
15 6 3 -5.40874813 -1e+10 9.99999999e+09
-3 7 3 -5.48438672 -1e+10 9.99999999e+09
-2 7 3 -4.55167322 -1e+10 1e+10
-1 7 3 -3.62278139 -3.8165555 0.193774113
0 7 3 -2.70058959 -2.69987018 -0.000719408959
1 7 3 -1.81498965 -1.81496953 -2.01156181e-05
2 7 3 -1.0001001 -0.999245208 -0.000854892585
3 7 3 -0.276240186 -0.274816745 -0.00142344062
4 7 3 0.370726209 0.371516306 -0.000790097631
5 7 3 0.75627906 0.756454074 -0.000175014146
6 7 3 0.912264809 0.913078814 -0.000814004256
7 7 3 0.75627906 0.756454074 -0.000175014146
8 7 3 0.37067921 0.371516306 -0.00083709601
9 7 3 -0.276240186 -0.274816745 -0.00142344062
