iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
85,0.00250838760807,75415,75415,0.680002524706,0.00101393363214,0.0483362901927,1.52530644417e-12,5.19000846501e-12,2556,1,0,29944.4268751,18.0992908478,27703,0,0,0.374050857323,0.999544761892,0,0.1,0,0,20890.29658,1,1,0,0,0,0,0,48.2881560843
86,0.00250970338799,75415,75415,0.680002524706,-0.00824384560088,0.0483362901927,3.00993659246e-12,5.28682399407e-12,2555,1,0,26387.3693748,15.1353750229,27885,0,0,0.374050768384,0.999544761892,0,0.1,0,0,20846.9963779,1,1,0,0,0,0,0,26.6122895
87,0.00250977884419,75415,75415,0.680002524706,0.00305366004325,0.0483362901927,2.06663741657e-12,5.24109853545e-12,2554,1,0,25556.2072501,14.3829169273,27883,0,0,0.374960797307,0.999544761892,0,0.1,0,0,20922.2528326,1,1,0,0,0,0,0,25.7923816671
88,0.00250794956983,75415,75415,0.680002524706,-0.00313291097533,0.0483362901927,1.76210737681e-12,5.1762186389e-12,2552,1,0,26095.5925837,12.7877082825,27836,0,0,0.375598559479,0.999544761892,0,0.1,0,0,20915.1549994,1,1,0,0,0,0,0,26.2081225421
89,0.00250828112357,75415,75415,0.680002524706,0.00149635479352,0.0483362901927,1.71179822388e-12,5.17834174087e-12,2553,1,0,24764.469584,12.2026247978,27831,0,0,0.376614914627,0.999544761892,0,0.1,0,0,20937.0338762,1,1,0,0,0,0,0,24.9387250831
90,0.00250704153673,75415,75415,0.680002524706,-0.00169500171476,0.0483362901927,1.6404715472e-12,5.14802944373e-12,2551,1,0,25641.452209,12.2816252708,27762,0,0,0.372297246134,0.999609822304,0,0.1,0,0,20917.0298695,1,1,0,0,0,0,0,44.2766202916
91,0.00250981302945,75415,75415,0.680002524706,-0.00803778419964,0.0483362901927,2.57371982694e-12,5.28349525447e-12,2552,1,0,24665.2474999,13.8458747864,27910,0,0,0.371765584131,0.999609822304,0,0.1,0,0,20870.0234755,1,1,0,0,0,0,0,24.924143834
92,0.00250877002422,75414,75414,0.679993507899,0.00060490137731,0.0483362901927,1.964363856e-12,5.22010794901e-12,2552,1,0,26045.8322911,12.3702497482,27879,0,0,0.372523037076,0.999609822304,0,0.1,0,0,20932.4498469,1,1,0,0,0,0,0,26.1673025424
93,0.00250898164925,75414,75414,0.679993507899,0.00251705487807,0.0483362901927,1.87009554547e-12,5.20399780678e-12,2554,1,0,28911.028583,14.1491250992,27861,0,0,0.373905082435,0.999609822304,0,0.1,0,0,20965.227383,1,1,0,0,0,0,0,29.0377252912
94,0.00250737934922,75415,75415,0.680002524706,-0.00262559241426,0.0483362901927,1.73769930373e-12,5.14690582255e-12,2552,1,0,25823.208292,12.7367911339,27836,0,0,0.374362805921,0.999609822304,0,0.1,0,0,20950.2590715,1,1,0,0,0,0,0,25.959641458
95,0.00250775546832,75415,75415,0.680002524706,0.00115140202855,0.0483362901927,1.57478479877e-12,5.16323691835e-12,2552,1,0,26472.1014581,13.6690831184,27790,0,0,0.37188312849,0.999471769848,0,0.1,0,0,20940.5450149,1,1,0,0,0,0,0,44.7305445843
96,0.00250911676329,75415,75415,0.680002524706,-0.00859107088233,0.0483362901927,3.55651037579e-12,5.26663864101e-12,2551,1,0,26164.796875,13.9234170914,27918,0,0,0.370427449873,0.999471769848,0,0.1,0,0,20874.7534508,1,1,0,0,0,0,0,26.3718289998
97,0.00250920160529,75414,75414,0.679993507899,0.0032664622419,0.0483362901927,2.26222918537e-12,5.21550348914e-12,2548,1,0,25641.0659161,12.9806671143,27927,0,0,0.371704700202,0.999471769848,0,0.1,0,0,20979.5108802,1,1,0,0,0,0,0,25.7643521656
98,0.00250734798661,75415,75415,0.680002524706,-0.00331120397131,0.0483362901927,1.66895380604e-12,5.15548177278e-12,2550,1,0,27474.6269579,13.554084301,27879,0,0,0.372013280766,0.999471769848,0,0.1,0,0,20954.1816501,1,1,0,0,0,0,0,27.6079642498
99,0.00250785432103,75414,75414,0.679993507899,0.00207751842442,0.0483362901927,1.49756541628e-12,5.15673028559e-12,2551,1,0,26589.8702502,13.4149169922,27860,0,0,0.373181964206,0.999471769848,0,0.1,0,0,20972.4618584,1,1,0,0,0,0,0,26.755576333
100,0.00250657490727,75415,75415,0.680002524706,-0.00201917154245,0.0483362901927,1.50421831732e-12,5.13190570385e-12,2546,1,0,27787.2732496,12.8113751411,27825,0,0,0.368756034576,0.999486333946,0,0.1,0,0,20959.272154,1,1,0,0,0,0,0,46.9286637078
101,0.00250953387164,75415,75415,0.680002524706,-0.00722792631923,0.0483362901927,2.46858094309e-12,5.27295198646e-12,2551,1,0,25755.3762908,15.1262922287,27974,0,0,0.368486126328,0.999486333946,0,0.1,0,0,20914.6907865,1,1,0,0,0,0,0,25.9863855001
102,0.00250817408604,75415,75415,0.680002524706,-0.000399679483431,0.0483362901927,2.14926402962e-12,5.19653920234e-12,2551,1,0,25713.7889585,13.9152913094,27910,0,0,0.369153693382,0.999486333946,0,0.1,0,0,20981.4281679,1,1,0,0,0,0,0,25.8305624998
103,0.00250812708017,75415,75415,0.680002524706,0.00161695270227,0.0483362901927,1.98165193466e-12,5.17382842881e-12,2549,1,0,25667.335042,14.529458046,27931,0,0,0.370183487706,0.999486333946,0,0.1,0,0,21012.5419546,1,1,0,0,0,0,0,25.8947101659
104,0.00250707687068,75415,75415,0.680002524706,-0.00137347263725,0.0483362901927,1.71601655801e-12,5.14470917679e-12,2549,1,0,25398.3860826,15.1915001869,27860,0,0,0.370992847665,0.999486333946,0,0.1,0,0,20993.9044812,1,1,0,0,0,0,0,25.5202024174
105,0.00250753823278,75414,75414,0.679993507899,0.00146501858637,0.0483362901927,1.51841932623e-12,5.15354282968e-12,2548,1,0,25890.2695832,15.2440829277,27817,0,0,0.367120031733,0.999039004159,0,0.1,0,0,21008.9299264,1,1,0,0,0,0,0,44.3627389581
106,0.00250880818127,75415,75415,0.680002524706,-0.00877680174686,0.0483362901927,3.4475992105e-12,5.25927574375e-12,2554,1,0,26089.0800838,16.3469161987,27989,0,0,0.366896504109,0.999039004159,0,0.1,0,0,20908.2598661,1,1,0,0,0,0,0,26.3246083343
107,0.00250853733229,75415,75415,0.680002524706,0.00238251064268,0.0483362901927,2.15158878994e-12,5.18750777079e-12,2552,1,0,29568.6169581,14.640625,28005,0,0,0.367852946907,0.999039004159,0,0.1,0,0,21028.2361946,1,1,0,0,0,0,0,29.7873072079
108,0.00250712644695,75414,75414,0.679993507899,-0.00225607146732,0.0483362901927,1.71135173785e-12,5.14909340705e-12,2549,1,0,25774.659708,13.3396248817,27933,0,0,0.368511248168,0.999039004159,0,0.1,0,0,20982.9708236,1,1,0,0,0,0,0,25.9001387921
109,0.00250711991665,75415,75415,0.680002524706,0.000891100250852,0.0483362901927,1.45789061853e-12,5.12189696586e-12,2550,1,0,25877.0253329,14.3029999733,27907,0,0,0.369503515585,0.999039004159,0,0.1,0,0,21033.7781798,1,1,0,0,0,0,0,26.0806670422
110,0.00250613642006,75414,75414,0.679993507899,-0.00173352618677,0.0483362901927,1.53404134267e-12,5.11692405028e-12,2550,1,0,25448.510417,14.3137497902,27841,0,0,0.365058953578,0.999229431324,0,0.1,0,0,20979.6678119,1,1,0,0,0,0,0,43.7802706673
111,0.00250893597135,75414,75414,0.679993507899,-0.00714660805285,0.0483362901927,2.5828933498e-12,5.24421721055e-12,2551,1,0,25760.1162081,14.1287918091,28045,0,0,0.36501478853,0.999229431324,0,0.1,0,0,20981.8228472,1,1,0,0,0,0,0,25.8991892501
112,0.00250781335724,75415,75415,0.680002524706,2.76863835289e-06,0.0483362901927,1.82386438287e-12,5.18633395499e-12,2550,1,0,25589.5493336,14.4495410919,27948,0,0,0.365718523555,0.999229431324,0,0.1,0,0,21009.8718487,1,1,0,0,0,0,0,25.7102002921
113,0.00250799908897,75415,75415,0.680002524706,0.00231682878882,0.0483362901927,1.71689718113e-12,5.16918740466e-12,2550,1,0,28077.6053753,15.0161247253,27949,0,0,0.366778007395,0.999229431324,0,0.1,0,0,21058.5820405,1,1,0,0,0,0,0,28.3193377079
114,0.00250669154869,75414,75414,0.679993507899,-0.00224080001785,0.0483362901927,1.53132876916e-12,5.13212837752e-12,2551,1,0,26347.2080421,14.9539160728,27863,0,0,0.367525126458,0.999229431324,0,0.1,0,0,21013.0718538,1,1,0,0,0,0,0,26.5776437921
115,0.00250701351338,75414,75414,0.679993507899,0.00112409506777,0.0483362901927,1.8938640635e-12,5.1297079747e-12,2553,1,0,29227.3175421,15.3737077713,27833,0,0,0.363079384934,0.998839648552,0,0.1,0,0,21061.3789073,1,1,0,0,0,0,0,47.738078583
116,0.00250796856955,75415,75415,0.680002524706,-0.00972635272268,0.0483362901927,3.56693805965e-12,5.23244666896e-12,2557,1,0,25550.4924998,18.9388751984,27984,0,0,0.362708450291,0.998839648552,0,0.1,0,0,20912.0117427,1,1,0,0,0,0,0,25.7886590003
117,0.00250818998326,75415,75415,0.680002524706,0.00368708543747,0.0483362901927,2.21246726101e-12,5.18030315821e-12,2555,1,0,25801.7678752,13.5869579315,27993,0,0,0.363858888291,0.998839648552,0,0.1,0,0,21042.7820483,1,1,0,0,0,0,0,25.9158115
118,0.00250632004464,75415,75415,0.680002524706,-0.00346255256118,0.0483362901927,1.57198028586e-12,5.1146666272e-12,2550,1,0,25694.6859169,13.5317912102,27916,0,0,0.36434463438,0.998839648552,0,0.1,0,0,21018.9127036,1,1,0,0,0,0,0,25.9168166672
119,0.00250711228117,75414,75414,0.679993507899,0.00290478346934,0.0483362901927,1.69854430049e-12,5.13235263659e-12,2551,1,0,25401.0797091,13.2003750801,27868,0,0,0.365604801554,0.998839648552,0,0.1,0,0,21027.398662,1,1,0,0,0,0,0,25.6364347078
120,0.00250539008255,75415,75415,0.680002524706,-0.00356049402429,0.0483362901927,1.45661963064e-12,5.08657974076e-12,2555,1,0,25653.033875,13.8617920876,27800,0,0,0.359859027674,0.998906970298,0,0.1,0,0,21020.201484,1,1,0,0,0,0,0,44.6437375839
