field,printed_voxels,achieved_vf,fractional_samples,max_von_mises_mpa,margin_worst_case,margin_effective,accepted,min_feature_violations,load_path_connected,frozen_solid_below_iso,frozen_solid_total,frozen_void_above_iso,frozen_restored,mass_grams
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P3_c4/snap/it0020,75415,0.680002524706,20948,0.190605066663,288.554763853,59.7489551661,1,846,1,0,40216,0,0,463.743142594
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P3_c4/snap/it0030,75414,0.679993507899,8691,0.136457528669,403.055811845,83.4578618971,1,601,1,0,40216,0,0,463.743142594
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P3_c4/snap/it0040,75415,0.680002524706,8522,0.0654898431022,839.824885734,173.896485974,1,510,1,0,40216,0,0,463.7554407
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P3_c4/snap/it0050,75414,0.679993507899,8589,0.0426400840227,1289.86612622,267.083281928,1,460,1,0,40216,0,0,463.743142594
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P3_c4/snap/it0060,75415,0.680002524706,8710,0.0423603891009,1298.3827856,268.846765202,1,437,1,0,40216,0,0,463.77388786
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P4_c8/snap/it0001,75415,0.680002524706,70109,0.0875223941606,628.410597396,130.120453076,1,4814,1,0,40216,0,0,465.040592812
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P4_c8/snap/it0010,75415,0.680002524706,65028,0.0746302328054,736.966748361,152.598392828,1,4789,1,0,40216,0,0,463.958359454
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P4_c8/snap/it0020,75415,0.680002524706,20900,0.109409713416,502.697596794,104.089968129,1,843,1,0,40216,0,0,463.743142594
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P4_c8/snap/it0030,75415,0.680002524706,7999,0.172033328972,319.705491539,66.1991118264,1,604,1,0,40216,0,0,463.7554407
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P4_c8/snap/it0040,75415,0.680002524706,7937,0.0862539917155,637.651648418,132.033930905,1,527,1,0,40216,0,0,463.767738806
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P4_c8/snap/it0050,75415,0.680002524706,8006,0.0442771506268,1242.17568704,257.20836642,1,463,1,0,40216,0,0,463.736993541
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/P4_c8/snap/it0060,75415,0.680002524706,8032,0.0428997810706,1282.05782471,265.466473214,1,452,1,0,40216,0,0,463.743142594
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/PR_c4_ramp/snap/it0001,75415,0.680002524706,70109,0.0875223941606,628.410597396,130.120453076,1,4814,1,0,40216,0,0,465.040592812
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/PR_c4_ramp/snap/it0010,75414,0.679993507899,64803,0.028698430443,1916.4811159,396.831931457,1,5448,1,0,40216,0,0,464.10593673
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/PR_c4_ramp/snap/it0020,75414,0.679993507899,29579,0.0599748473832,917.051103916,189.887162358,1,1570,1,0,40216,0,0,463.792335019
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/PR_c4_ramp/snap/it0030,75414,0.679993507899,14677,0.0508237133498,1082.17200938,224.077558129,1,1039,1,0,40216,0,0,463.761589753
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/PR_c4_ramp/snap/it0040,75414,0.679993507899,13043,0.0528055351628,1041.55747746,215.667799736,1,746,1,0,40216,0,0,463.77388786
