iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,iteration_wall_s
17,0.0023943136258,88424,88424,0.797302171247,-0.020829600276,0.0483362901927,1.08914405643e-11,1.38525339592e-12,2706,1,0,14855.7264161,13.1072092056,17273,0,0,0.322859688214,0.999736989451,0,0.1,0,0,24060.4970793,1,1,0,0,0,106,94,17,29,9,0,0,0,-5,15.0169440419
18,0.00239092490692,88423,88423,0.79729315444,-0.0147317538117,0.0483362901927,1.04164305102e-11,1.31049670023e-12,2728,1,0,15280.7088752,12.0554580688,16652,0,0,0.287847424297,0.99685193642,0,0.1,0,0,22830.5344245,1,1,0,0,0,109,94,18,33,9,0,0,0,3,15.495441583
19,0.00238982105128,88423,88423,0.79729315444,0.00606437759526,0.0483362901927,9.4109439767e-12,1.33123766271e-12,2778,1,0,15081.9465828,11.5827922821,15904,0,0,0.295688176352,0.997882407988,0,0.1,0,0,21541.7473647,1,1,0,0,0,104,91,18,31,9,0,0,0,-5,15.2263475419
20,0.00238919409803,88424,88424,0.797302171247,0.00845956717842,0.0483362901927,8.36905458636e-12,1.36754102761e-12,2629,1,0,14372.7371674,11.5987920761,15211,0,0,0.276889795789,0.99878405367,0,0.1,0,0,20435.425964,1,1,0,0,0,101,74,16,43,10,0,0,2,-5,24.6104570841
21,0.0023887831295,88423,88423,0.79729315444,0.0128091087043,0.0483362901927,7.12531605609e-12,1.50765873927e-12,2835,1,0,16559.7797909,12.2329592705,13034,0,0,0.311501791343,0.999936571179,0,0.1,0,0,17463.1129877,1,1,0,0,0,92,74,15,33,11,0,0,2,-11,16.7815084588
22,0.00238811888626,88424,88424,0.797302171247,-0.000915061222027,0.0483362901927,5.65022137119e-12,1.49762870947e-12,2825,1,0,16526.969625,11.7266659737,12916,0,0,0.311109477525,0.999936571179,0,0.1,0,0,17246.6982645,1,1,0,0,0,90,50,15,55,12,0,0,1,-3,16.6681035832
23,0.00238760746293,88424,88424,0.797302171247,0.000413979011602,0.0483362901927,5.35149118248e-12,1.49222763524e-12,2834,1,0,16344.451417,11.5907077789,12688,0,0,0.312179154527,0.999936571179,0,0.1,0,0,17112.7751518,1,1,0,0,0,85,46,15,54,13,0,0,2,-7,16.4854857498
24,0.0023870413574,88424,88424,0.797302171247,-0.00164635614461,0.0483362901927,4.88262113084e-12,1.4816599868e-12,2853,1,0,15425.0175834,12.5170416832,12379,0,0,0.311037724363,0.999936571179,0,0.1,0,0,17064.4871185,1,1,0,0,0,75,25,10,60,14,0,0,1,-11,15.6742712921
25,0.00238654671277,88423,88423,0.79729315444,-0.00112578380957,0.0483362901927,4.54762430437e-12,1.47318995957e-12,2869,1,0,16157.19525,12.4604997635,12307,0,0,0.252734232577,0.999070285066,0,0.1,0,0,17021.5396866,1,1,0,0,0,75,17,9,67,15,0,0,1,-1,26.3132627504
26,0.00238687490096,88423,88423,0.79729315444,0.0133699794331,0.0483362901927,6.23947944669e-12,1.51524621763e-12,2466,1,0,13743.977375,12.4335422516,11931,0,0,0.294455951801,0.999849743942,0,0.1,0,0,16667.2773313,1,1,0,0,0,75,29,12,58,16,0,0,3,-3,13.9414778329
27,0.00238634964627,88423,88423,0.79729315444,-0.0025080858555,0.0483362901927,5.40518436972e-12,1.48708332193e-12,2456,1,0,15723.814291,12.576458931,12059,0,0,0.290480101733,0.999849743942,0,0.1,0,0,16815.7112557,1,1,0,0,0,74,22,12,64,17,0,0,5,-6,15.9306647908
28,0.00238616165122,88424,88424,0.797302171247,0.00146478603525,0.0483362901927,3.97310513886e-12,1.48198624066e-12,2450,1,0,14347.6443329,11.6185421944,12128,0,0,0.29403803072,0.999849743942,0,0.1,0,0,16945.0946054,1,1,0,0,0,72,14,11,69,18,0,0,4,-6,14.4939492079
29,0.00238579121369,88423,88423,0.79729315444,-0.00141335862207,0.0483362901927,3.00466286629e-12,1.46827137037e-12,2453,1,0,15478.7449584,15.0823745728,12260,0,0,0.291896903936,0.999849743942,0,0.1,0,0,17031.7617754,1,1,0,0,0,67,19,9,57,19,0,0,3,-8,15.7626143331
30,0.00238566058316,88424,88424,0.797302171247,0.00112980134828,0.0483362901927,2.35723316758e-12,1.46471944231e-12,2451,1,0,14035.74825,11.4700841904,12288,0,0,0.242636238557,0.998424241346,0,0.1,0,0,17087.963653,1,1,0,0,0,73,12,9,70,20,0,0,2,4,26.0460538752
31,0.00238593476648,88424,88424,0.797302171247,0.0119529014941,0.0483362901927,4.48990577226e-12,1.50253119137e-12,2491,1,0,19143.7338753,14.748916626,12102,0,0,0.276277299291,0.998969578265,0,0.1,0,0,16977.5257944,1,1,0,0,0,70,32,8,46,21,0,0,4,-7,19.3943372923
32,0.00238565593359,88423,88423,0.79729315444,-0.000960885346549,0.0483362901927,3.29036729554e-12,1.47709743588e-12,2479,1,0,15542.088583,12.2811670303,12154,0,0,0.270959751987,0.998424241346,0,0.1,0,0,17097.1945574,1,1,0,0,0,75,27,9,57,22,0,0,9,-4,15.7515958748
33,0.00238539215898,88424,88424,0.797302171247,-0.000955888782875,0.0483362901927,2.26726071899e-12,1.46965125406e-12,2480,1,0,13748.5547919,11.5602083206,12266,0,0,0.269287454355,0.998424241346,0,0.1,0,0,17189.6714083,1,1,0,0,0,74,25,10,59,23,0,0,5,-6,13.8888567924
34,0.00238530046497,88424,88424,0.797302171247,0.000588871237157,0.0483362901927,1.6799202646e-12,1.46045422646e-12,2480,1,0,14275.3442917,12.4303331375,12399,0,0,0.271576650163,0.998424241346,0,0.1,0,0,17257.3945286,1,1,0,0,0,72,13,10,69,24,0,0,2,-4,14.4786632503
35,0.00238509896286,88424,88424,0.797302171247,-0.000906614722487,0.0483362901927,1.5753372885e-12,1.45717868579e-12,2498,1,0,13567.4385004,11.5265417099,12559,0,0,0.217755856224,0.996074691978,0,0.1,0,0,17298.8377939,1,1,0,0,0,69,12,9,66,25,0,0,4,-7,23.9742951659
36,0.00238545118607,88424,88424,0.797302171247,0.0105044990392,0.0483362901927,3.61470853731e-12,1.48351390229e-12,2459,1,0,13938.0898747,12.0986251831,12225,0,0,0.254769405309,0.998826447657,0,0.1,0,0,17273.7195194,1,1,0,0,0,72,34,8,46,26,0,0,3,0,14.0842254171
37,0.00238528426433,88424,88424,0.797302171247,-0.000218439732297,0.0483362901927,2.24476255809e-12,1.47320243295e-12,2471,1,0,14589.1956248,12.4115839005,12361,0,0,0.254882529201,0.998826447657,0,0.1,0,0,17395.8679241,1,1,0,0,0,67,22,9,54,27,0,0,6,-11,14.7952225832
38,0.00238505185572,88424,88424,0.797302171247,-0.00112947278819,0.0483362901927,2.03722445551e-12,1.45436389509e-12,2463,1,0,14800.0889997,12.3452920914,12528,0,0,0.250169581852,0.998826447657,0,0.1,0,0,17466.3921769,1,1,0,0,0,76,25,9,60,28,0,0,4,5,15.0267727091
39,0.00238473765924,88423,88423,0.79729315444,-0.00287836751412,0.0483362901927,2.04754639167e-12,1.44631882724e-12,2466,1,0,14720.8959169,12.8448753357,12684,0,0,0.240032395528,0.996074691978,0,0.1,0,0,17509.0050298,1,1,0,0,0,65,14,9,60,29,0,0,4,-15,14.9931535833
40,0.00238473433049,88423,88423,0.79729315444,0.00124209676904,0.0483362901927,2.04572341769e-12,1.44107800711e-12,2457,1,0,13879.816792,12.3358750343,12809,0,0,0.2038962311,0.996932832692,0,0.1,0,0,17573.8193099,1,1,0,0,0,74,7,9,76,30,0,0,6,3,24.3569245003
41,0.00238504064686,88423,88423,0.79729315444,0.00977298304533,0.0483362901927,2.67024323633e-12,1.47797875054e-12,2461,1,0,13861.1114159,12.8216671944,12416,0,0,0.225204360055,0.996932832692,0,0.1,0,0,17618.4983305,1,1,0,0,0,71,24,7,54,31,0,0,7,-10,14.0646693748
